Year,#Dr,#Dr_Defense,#Dr_Defense_Low_Rank,#Dr_High_Rank,1stD,1stD_Defense,1stD_Defense_Low_Rank,1stD_High_Rank,1stDpass,1stDpass_Defense,1stDpass_Defense_Low_Rank,1stDpass_High_Rank,1stDrun,1stDrun_Defense,1stDrun_Defense_Low_Rank,1stDrun_High_Rank,1stPy,1stPy_Defense,1stPy_Defense_Low_Rank,1stPy_High_Rank,2PA,2PA_Defense,2PM,2PM_Defense,ANY/A,ANY/A_Defense,ANY/A_Defense_Low_Rank,ANY/A_High_Rank,APYd,APYd_High_Rank,AY/A,AY/A_Defense,AY/A_Defense_Low_Rank,AY/A_High_Rank,AllTD,AvgDriveTime,AvgDriveTime_Defense,AvgDriveTime_Defense_Low_Rank,AvgDriveTime_High_Rank,AvgFieldPositionDifferential,AvgFieldPositionDifferential_High_Rank,AvgStartingPosition,AvgStartingPosition_Defense,AvgStartingPosition_Defense_Low_Rank,AvgStartingPosition_High_Rank,Cmp,Cmp%,Cmp%_Defense,Cmp%_Defense_Low_Rank,Cmp%_High_Rank,Cmp_Defense,Cmp_Defense_Low_Rank,Cmp_High_Rank,DefensivePtsScored,DefensivePtsScored_High_Rank,Dscore,Dscore_Rank,ExpectedPoints,ExpectedPointsPassing,ExpectedPointsPassing_Defense,ExpectedPointsPassing_Defense_High_Rank,ExpectedPointsPassing_High_Rank,ExpectedPointsRunning,ExpectedPointsRunning_Defense,ExpectedPointsRunning_Defense_High_Rank,ExpectedPointsRunning_High_Rank,ExpectedPoints_Defense,ExpectedPoints_Defense_High_Rank,ExpectedPoints_High_Rank,FG%,FG%_Defense,FG%_Defense_Low_Rank,FG%_High_Rank,FGA019,FGA2029,FGA3039,FGA4049,FGA50Plus,FGM019,FGM2029,FGM3039,FGM4049,FGM50Plus,FL,FL_Defense,FL_Defense_High_Rank,FL_Low_Rank,FantasyDstScore,FantasyDstScore_Rank,FantasyOffenseScore,FantasyOffenseScore_Rank,FantasyPassScore,FantasyPassScore_Rank,FantasyRushScore,FantasyRushScore_Rank,Fmb,FmbTD,FmbTD_Defense,Fmb_Low_Rank,FumbleLostPercent,FumbleLostPercent_Low_Rank,GameControlPlusBalance,GameControlPlusBalance_Rank,GameControlScore,GameControlScore_Rank,Int,Int%,Int%_Defense,Int%_Defense_High_Rank,Int%_Low_Rank,IntTD,IntTD_Defense,Int_Defense,Int_Defense_High_Rank,Int_Low_Rank,Job,KickRet,KickRet_Defense,KickRet_Defense_Low_Rank,KickRet_High_Rank,KrTD,KrTD_Defense,KrTD_Defense_Low_Rank,KrTD_High_Rank,KrYds,KrYds_Defense,KrYds_Defense_Low_Rank,KrYds_High_Rank,NY/A,NY/A_Defense,NY/A_Defense_Low_Rank,NY/A_High_Rank,Oscore,Oscore_Rank,OthTD,OthTD_Defense,PF,PF_Defense,PF_Defense_Low_Rank,PF_Differential,PF_Differential_High_Rank,PF_High_Rank,PassAtt,PassAtt_Defense,PassAtt_Defense_Low_Rank,PassAtt_High_Rank,PassPercent,PassPercent_Defense,PassPercent_Defense_High_Rank,PassPercent_High_Rank,PassRun1dRatio,PassRun1dRatio_High_Rank,PassTD,PassTD%,PassTD%_Defense,PassTD%_Defense_Low_Rank,PassTD%_High_Rank,PassTD_Defense,PassTD_Defense_Low_Rank,PassTD_High_Rank,PassTdPercent,PassTdPercent_Defense,PassTdPercent_Defense_High_Rank,PassTdPercent_High_Rank,PassYdPercent,PassYdPercent_Defense,PassYdPercent_Defense_High_Rank,PassYdPercent_High_Rank,PassYds,PassYds_Defense,PassYds_Defense_Low_Rank,PassYds_High_Rank,Pen,PenYds,PenYds_Defense,PenYds_Defense_Low_Rank,PenYds_Low_Rank,Pen_Defense,Pen_Defense_Low_Rank,Pen_Low_Rank,Penalty1dPercent,Penalty1dPercent_Defense,Penalty1dPercent_Defense_High_Rank,Penalty1dPercent_High_Rank,Plays/Drive,Plays/Drive_Defense,Plays/Drive_Defense_Low_Rank,Plays/Drive_High_Rank,Ply,Ply_Defense,Ply_Defense_Low_Rank,Ply_High_Rank,Pnt,PntBlck,PntBlck_Defense,PntBlck_Defense_Low_Rank,PntBlck_Low_Rank,PntRet_Defense,PntRet_Defense_Low_Rank,PntYds,PntYds_Defense,PntYds_Defense_Low_Rank,PntYds_High_Rank,Pnt_Defense,Pnt_Defense_Low_Rank,Pnt_High_Rank,PrTD,PrTD_Defense,PrTD_Defense_Low_Rank,PrTD_High_Rank,PrYds,PrYds_Defense,PrYds_Defense_Low_Rank,PrYds_High_Rank,Pts/Drive,Pts/Drive_Defense,Pts/Drive_Defense_Low_Rank,Pts/Drive_High_Rank,PuntRet,PuntRet_High_Rank,QbRating,QbRating_Defense,QbRating_Defense_Low_Rank,QbRating_High_Rank,RawPassYds,RawPassYds_High_Rank,RunPass1dRatio,RunPass1dRatio_High_Rank,RunPercent,RunPercent_Defense,RunPercent_Defense_High_Rank,RunPercent_High_Rank,RunTdPercent,RunTdPercent_Defense,RunTdPercent_Defense_High_Rank,RunTdPercent_High_Rank,RunYdPercent,RunYdPercent_Defense,RunYdPercent_Defense_High_Rank,RunYdPercent_High_Rank,RushAtt,RushAtt_Defense,RushAtt_Defense_Low_Rank,RushAtt_High_Rank,RushTD,RushTD_Defense,RushTD_Defense_Low_Rank,RushTD_High_Rank,RushYds,RushYds_Defense,RushYds_Defense_Low_Rank,RushYds_High_Rank,STscore,STscore_Rank,Sc%,Sc%_Defense,Sc%_Defense_Low_Rank,Sc%_High_Rank,Sfty,Sfty_Defense,Sk,Sk%,Sk%_Defense,Sk%_Defense_High_Rank,Sk%_Low_Rank,SkYds,SkYds_Defense,SkYds_Defense_High_Rank,SkYds_Low_Rank,Sk_Defense,Sk_Defense_High_Rank,Sk_Low_Rank,TFGA,TFGA_Defense,TFGA_Defense_Low_Rank,TFGA_High_Rank,TFGM,TFGM_Defense,TFGM_Defense_Low_Rank,TFGM_High_Rank,TO,TO%,TO%_Defense,TO%_Defense_High_Rank,TO%_Low_Rank,TO_Defense,TO_Defense_High_Rank,TO_Differential,TO_Differential_High_Rank,TO_Low_Rank,ThreePhaseScore,ThreePhaseScore_Rank,TimeOfPossession,TimeOfPossession_Defense,TimeOfPossession_High_Rank,Tm,TotalYds,TotalYds_Defense,TotalYds_Defense_Low_Rank,TotalYds_High_Rank,XP%,XP%_Defense,XP%_Defense_Low_Rank,XP%_High_Rank,XPA,XPA_Defense,XPA_Defense_Low_Rank,XPA_High_Rank,XPM,XPM_Defense,XPM_Defense_Low_Rank,XPM_High_Rank,Y/Apass,Y/Apass_Defense,Y/Apass_Defense_Low_Rank,Y/Apass_High_Rank,Y/Arun,Y/Arun_Defense,Y/Arun_Defense_Low_Rank,Y/Arun_High_Rank,Y/C,Y/C_Defense,Y/C_Defense_Low_Rank,Y/C_High_Rank,Y/KR,Y/KR_Defense,Y/KR_Defense_Low_Rank,Y/KR_High_Rank,Y/PR,Y/PR_Defense,Y/PR_Defense_Low_Rank,Y/PR_High_Rank,Y/Play,Y/Play_Defense,Y/Play_Defense_Low_Rank,Y/Play_High_Rank,Y/Pnt,Y/Pnt_Defense,Y/Pnt_Defense_Low_Rank,Y/Pnt_High_Rank,Yds/Drive,Yds/Drive_Defense,Yds/Drive_Defense_Low_Rank,Yds/Drive_High_Rank,Yds_Differential,Yds_Differential_High_Rank,YppYprRatio,YppYprRatio_Defense,YppYprRatio_Defense_High_Rank,YppYprRatio_High_Rank
2013.0,214.0,214.0,32.0,1.0,301.0,308.0,12.0,22.5,149.0,170.0,4.0,31.0,113.0,98.0,15.5,6.0,39.0,40.0,29.0,4.5,2.0,0.0,2.0,0.0,4.8,4.5,3.0,26.5,6470.0,28.0,5.8,5.7,3.5,26.5,34.0,129.0,143.0,7.0,31.0,-4.399999999999999,29.0,26.8,31.2,30.5,24.5,299.0,57.3,55.3,1.0,28.5,310.0,4.0,26.0,18.0,18.5,12.583333333333336,9.0,-76.54,-54.97,32.74,3.0,29.0,-21.26,35.34,14.0,18.0,68.83,6.0,26.0,91.7,86.1,17.0,10.5,0.0,13.0,6.0,11.0,6.0,0.0,13.0,6.0,10.0,4.0,12.0,7.0,26.5,27.0,14.25,9.0,16.4875,19.0,23.6,31.0,9.375,5.0,32.0,1.0,1.0,32.0,0.375,4.5,19.785185185185185,22.0,21.2,23.0,15.0,2.9,4.1,2.0,18.5,2.0,2.0,23.0,2.0,16.0,OC,23.0,48.0,25.0,31.0,0.0,0.0,12.5,19.0,469.0,1122.0,26.0,32.0,5.4,5.3,3.0,30.0,21.33333333333333,22.5,0.0,0.0,339.0,388.0,20.0,-49.0,22.0,22.0,522.0,561.0,16.0,24.0,0.510752688172043,0.5674931129476584,23.0,30.0,1.3185840707964602,31.0,16.0,3.1,5.0,23.0,28.5,28.0,20.0,30.5,0.5161290322580645,0.7368421052631579,8.0,30.0,0.5735674676524953,0.6132358455193101,31.0,32.0,3103.0,3271.0,4.0,28.0,110.0,954.0,931.0,25.0,26.0,108.0,26.0,24.5,0.12956810631229235,0.12987012987012986,3.0,2.0,5.4,5.3,6.0,23.0,1116.0,1089.0,25.0,3.0,96.0,0.0,0.0,16.5,9.0,45.0,29.0,4124.0,0.0,16.5,6.0,94.0,31.0,1.0,0.0,1.0,27.0,22.5,243.0,477.0,28.0,23.0,1.48,1.68,12.0,25.0,39.0,8.0,75.0,74.9,3.0,26.0,3373.0,28.0,0.7583892617449665,2.0,0.48924731182795705,0.4325068870523416,10.0,3.0,0.4838709677419355,0.2631578947368421,25.0,3.0,0.4264325323475047,0.3867641544806899,2.0,1.0,546.0,471.0,28.0,1.0,15.0,10.0,9.0,11.0,2307.0,2063.0,28.0,2.0,22.1358024691358,31.0,29.9,32.2,13.0,23.5,0.0,0.0,48.0,8.4,9.2,2.5,27.5,270.0,395.0,2.0,14.5,57.0,2.0,28.5,36.0,36.0,28.0,7.5,33.0,31.0,25.5,6.5,27.0,12.1,14.0,9.0,15.5,30.0,7.5,3.0,12.0,19.5,18.37037037037037,21.0,27606.0,30602.0,27.0,BUF,5410.0,5334.0,10.0,19.0,100.0,100.0,19.0,14.0,32.0,41.0,20.0,26.0,32.0,41.0,20.0,26.0,6.5,6.5,6.0,27.5,4.2,4.4,23.0,15.0,11.3,11.8,17.0,22.0,20.4,23.4,17.5,29.0,6.2,10.6,25.0,29.0,4.8,4.9,5.5,29.0,43.0,0.0,16.5,27.0,25.2,24.7,2.0,28.0,76.0,16.0,1.5476190476190474,1.4772727272727268,30.0,27.0
2014.0,197.0,198.0,28.5,5.0,273.0,302.0,5.0,28.0,186.0,171.0,2.0,19.5,65.0,89.0,15.5,31.0,22.0,42.0,30.5,29.5,2.0,0.0,2.0,0.0,5.6,4.5,1.0,23.0,6505.0,25.0,6.4,5.5,1.0,24.5,34.0,145.0,148.0,5.0,27.0,3.3000000000000007,6.0,30.2,26.9,11.5,5.0,363.0,62.7,60.3,10.0,17.0,337.0,9.0,15.0,14.0,19.5,5.166666666666667,2.0,-49.72,21.36,35.24,1.0,23.0,-65.53,34.39,11.0,31.0,75.16,2.0,27.0,89.5,81.1,9.0,6.0,0.0,9.0,13.0,8.0,8.0,0.0,9.0,12.0,7.0,6.0,10.0,11.0,12.5,17.0,7.75,1.0,20.16875,27.0,15.4,18.0,24.9375,27.0,22.0,1.0,0.0,20.0,0.4545454545454545,18.0,12.678451178451178,9.0,12.0,11.0,13.0,2.2,3.4,3.5,11.0,0.0,2.0,19.0,6.0,13.5,OC,33.0,32.0,10.5,22.5,1.0,0.0,13.5,3.5,770.0,639.0,9.0,24.0,5.8,5.4,2.0,25.0,23.16666666666667,28.0,1.0,0.0,343.0,289.0,4.0,54.0,12.0,18.0,579.0,559.0,19.0,13.0,0.6058823529411764,0.5968841285296982,10.0,11.0,2.8615384615384616,5.0,23.0,4.0,2.9,1.0,20.0,16.0,1.0,15.5,0.7666666666666667,0.6153846153846154,26.5,8.0,0.7091836734693877,0.6590590590590589,22.0,12.0,3614.0,3292.0,3.0,18.0,124.0,1031.0,849.0,11.5,28.0,104.0,14.0,31.0,0.08058608058608059,0.1390728476821192,1.0,27.0,5.4,5.4,4.0,26.0,1020.0,1027.0,18.0,16.0,86.0,0.0,0.0,16.5,6.5,38.0,26.0,3692.0,3834.0,29.0,8.0,88.0,29.5,6.0,1.0,0.0,10.0,7.0,354.0,246.0,13.0,6.0,1.58,1.37,1.0,23.5,37.0,9.5,86.0,74.5,2.0,20.0,3856.0,18.0,0.3494623655913979,28.0,0.3941176470588236,0.4031158714703018,23.0,22.0,0.2333333333333333,0.3846153846153846,6.5,25.0,0.2908163265306123,0.34094094094094096,11.0,21.0,402.0,414.0,11.0,20.0,7.0,10.0,12.0,27.5,1482.0,1703.0,11.0,25.0,11.197530864197534,5.0,32.5,28.3,5.0,19.0,1.0,2.0,39.0,6.3,8.8,1.0,18.5,242.0,308.0,5.0,18.5,54.0,1.0,18.0,38.0,37.0,26.0,2.5,34.0,30.0,24.0,2.0,23.0,11.2,14.1,7.0,12.0,30.0,3.0,7.0,7.0,15.5,13.356902356902356,8.0,28565.0,29304.0,21.0,BUF,5096.0,4995.0,4.0,26.0,96.9,100.0,20.0,29.5,32.0,27.0,3.0,23.0,31.0,27.0,3.0,24.0,6.7,6.4,4.0,28.0,3.7,4.1,13.0,26.5,10.6,10.7,4.5,28.5,23.3,20.0,3.0,17.5,9.6,6.5,4.5,12.0,5.0,4.9,3.5,29.0,42.9,43.6,7.0,29.0,25.8,25.2,3.0,28.5,101.0,14.0,1.8108108108108107,1.5609756097560978,28.0,14.0
