Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Minnesota Vikings,16,170,1040,38.2,9.4,6.1,33.5,Own 30.0,2:53,2.09
2,New Orleans Saints,16,177,973,27.7,17.5,5.5,26.8,Own 30.5,2:35,1.53
3,Carolina Panthers,16,178,1036,28.7,19.1,5.8,31.6,Own 33.0,2:43,1.56
4,Arizona Cardinals,16,178,1097,42.1,11.2,6.2,32.2,Own 33.8,3:00,2.34
5,Washington Redskins,16,180,971,28.3,16.7,5.4,24.7,Own 31.9,2:33,1.32
6,Indianapolis Colts,16,180,1048,31.1,11.7,5.8,29.8,Own 28.9,2:42,1.71
7,San Francisco 49ers,16,183,1062,39.9,10.9,5.8,31.2,Own 30.6,2:41,2.22
8,Atlanta Falcons,16,184,1030,37.0,12.5,5.6,30.5,Own 30.3,2:39,1.96
9,Dallas Cowboys,16,184,1053,34.2,12.5,5.7,28.7,Own 33.2,2:46,1.83
10,Seattle Seahawks,16,185,1052,38.4,15.1,5.7,34.4,Own 32.1,2:48,2.08
11,St. Louis Rams,16,186,999,40.9,12.4,5.4,29.4,Own 33.3,2:30,2.30
12,Tennessee Titans,16,188,930,18.1,13.8,4.9,20.1,Own 29.0,2:14,0.90
13,New England Patriots,16,189,1100,31.2,11.6,5.8,28.3,Own 30.5,2:41,1.68
14,New York Giants,16,190,1012,22.6,15.3,5.3,23.9,Own 31.5,2:23,1.31
15,Pittsburgh Steelers,16,191,1020,26.7,16.8,5.3,24.1,Own 30.7,2:24,1.26
16,Denver Broncos,16,192,985,30.2,20.8,5.1,28.9,Own 29.4,2:13,1.72
17,Cleveland Browns,16,192,1156,39.1,10.9,6.0,29.3,Own 34.7,2:50,2.09
18,Miami Dolphins,16,193,1026,22.8,19.7,5.3,23.9,Own 30.1,2:27,1.14
19,Oakland Raiders,16,193,1040,26.9,18.7,5.4,27.1,Own 28.0,2:21,1.49
20,Baltimore Ravens,16,194,943,15.5,23.7,4.9,20.4,Own 28.6,2:12,0.79
21,Cincinnati Bengals,16,195,1104,32.8,9.7,5.7,28.1,Own 36.0,2:41,1.76
22,Chicago Bears,16,195,1063,29.7,9.7,5.5,26.9,Own 33.4,2:35,1.71
23,Kansas City Chiefs,16,195,1071,30.3,14.4,5.5,27.0,Own 30.2,2:40,1.69
24,Philadelphia Eagles,16,195,1089,25.1,14.9,5.6,24.6,Own 31.7,2:34,1.18
25,Green Bay Packers,16,196,1037,28.6,12.8,5.3,25.8,Own 32.4,2:25,1.57
26,Jacksonville Jaguars,16,196,959,27.6,13.8,4.9,24.6,Own 30.9,2:20,1.58
27,Buffalo Bills,16,199,1000,30.2,14.1,5.0,22.1,Own 34.9,2:22,1.53
28,New York Jets,16,202,1068,27.7,16.3,5.3,23.9,Own 31.2,2:22,1.37
29,Detroit Lions,16,202,1024,27.7,19.3,5.1,24.8,Own 29.8,2:22,1.43
30,Tampa Bay Buccaneers,16,203,1079,24.1,19.7,5.3,23.4,Own 32.0,2:25,1.26
31,San Diego Chargers,16,210,1096,35.2,9.5,5.2,23.6,Own 36.5,2:27,1.90
,League Total,,5895,32163,30.2,14.7,5.5,26.8,Own 31.6,2:32,1.62
