Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,San Diego Chargers,16,166,989,36.1,9.6,6.0,35.2,Own 23.8,2:39,1.98
2,Atlanta Falcons,16,175,1038,45.1,11.4,5.9,34.7,Own 27.7,2:44,2.38
3,Carolina Panthers,16,178,1009,28.7,16.3,5.7,26.9,Own 24.9,2:32,1.33
4,Chicago Bears,16,178,1051,42.7,15.2,5.9,35.5,Own 27.2,2:43,2.36
5,Green Bay Packers,16,180,1045,38.9,12.2,5.8,33.1,Own 28.7,2:40,2.19
6,New Orleans Saints,16,181,971,30.4,10.5,5.4,27.0,Own 26.5,2:25,1.60
7,Indianapolis Colts,16,183,1056,31.7,13.7,5.8,31.2,Own 25.9,2:39,1.72
8,St. Louis Rams,16,184,1039,31.0,14.7,5.6,30.0,Own 26.8,2:41,1.78
9,Seattle Seahawks,16,186,1018,24.7,19.4,5.5,23.4,Own 25.8,2:38,1.17
10,Tampa Bay Buccaneers,16,187,1052,38.0,15.0,5.6,29.8,Own 30.7,2:38,1.99
11,Oakland Raiders,16,189,1057,38.6,9.5,5.6,30.8,Own 30.6,2:33,2.17
12,Dallas Cowboys,16,189,1123,39.7,13.8,5.9,35.1,Own 27.1,2:37,2.25
13,Pittsburgh Steelers,16,190,1067,35.3,10.5,5.6,28.4,Own 30.5,2:27,1.88
14,Tennessee Titans,16,190,1066,35.8,13.2,5.6,28.3,Own 28.7,2:33,1.83
15,San Francisco 49ers,16,191,1045,26.2,13.1,5.5,26.5,Own 25.3,2:28,1.41
16,New York Jets,16,192,1085,35.4,7.3,5.7,28.0,Own 30.6,2:32,1.79
17,Houston Texans,16,194,1005,36.1,5.7,5.2,26.1,Own 28.9,2:26,1.91
18,Miami Dolphins,16,194,1146,33.5,11.9,5.9,29.6,Own 26.8,2:37,1.64
19,Philadelphia Eagles,16,196,1182,32.7,15.3,6.0,31.8,Own 27.1,2:44,1.73
20,New England Patriots,16,196,1145,29.6,13.3,5.8,30.3,Own 24.1,2:32,1.62
21,Minnesota Vikings,16,197,1161,39.6,9.1,5.9,32.2,Own 29.8,2:42,2.22
22,Cincinnati Bengals,16,197,1073,27.4,15.2,5.4,24.8,Own 29.5,2:20,1.39
23,Jacksonville Jaguars,16,197,1118,38.1,10.7,5.7,30.7,Own 28.0,2:39,2.14
24,Washington Redskins,16,199,1018,36.7,13.1,5.1,28.4,Own 32.5,2:22,2.15
25,Detroit Lions,16,199,1022,35.7,11.1,5.1,27.7,Own 28.0,2:16,1.75
26,New York Giants,16,200,1119,31.0,13.0,5.6,26.5,Own 31.2,2:30,1.59
27,Cleveland Browns,16,203,1139,34.0,9.9,5.6,26.1,Own 31.0,2:28,1.85
28,Arizona Cardinals,16,204,1074,28.9,13.7,5.3,24.9,Own 28.0,2:18,1.53
29,Kansas City Chiefs,16,204,1095,27.5,15.7,5.4,28.8,Own 23.2,2:19,1.49
30,Baltimore Ravens,16,204,1067,31.4,10.3,5.2,26.3,Own 28.3,2:24,1.57
31,Denver Broncos,16,206,1100,32.5,12.6,5.3,27.5,Own 27.5,2:21,1.83
32,Buffalo Bills,16,214,1125,32.2,14.0,5.3,24.7,Own 31.2,2:23,1.68
,League Total,,6143,34300,33.8,12.5,5.6,29.0,Own 28.1,2:31,1.81
