Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Carolina Panthers,16,184,1067,31.5,12.5,5.8,29.8,Own 31.1,2:40,1.79
2,Atlanta Falcons,16,185,1031,34.6,9.7,5.6,28.1,Own 31.7,2:43,1.86
3,Minnesota Vikings,16,185,1108,31.4,15.1,6.0,30.1,Own 28.5,2:40,1.57
4,San Francisco 49ers,16,186,1011,39.8,9.7,5.4,30.5,Own 33.0,2:34,2.20
5,Indianapolis Colts,16,186,1037,31.7,11.3,5.6,28.1,Own 31.3,2:32,1.66
6,Buffalo Bills,16,187,981,23.5,11.2,5.2,21.6,Own 31.5,2:25,1.16
7,Cleveland Browns,16,188,1197,42.0,9.6,6.4,31.9,Own 34.2,3:04,2.24
8,Jacksonville Jaguars,16,191,969,21.5,14.7,5.1,22.8,Own 26.5,2:21,1.15
9,New York Giants,16,192,1027,29.7,12.5,5.3,25.9,Own 33.0,2:28,1.58
10,Pittsburgh Steelers,16,193,978,25.9,13.5,5.1,25.2,Own 30.1,2:22,1.40
11,New York Jets,16,194,1061,29.9,18.0,5.5,27.6,Own 28.8,2:25,1.56
12,Denver Broncos,16,195,990,29.2,11.8,5.1,24.4,Own 31.7,2:22,1.53
13,Miami Dolphins,16,195,977,28.7,12.8,5.0,22.4,Own 32.6,2:19,1.37
14,Green Bay Packers,16,196,1070,30.1,18.4,5.5,26.9,Own 33.6,2:30,1.64
15,Cincinnati Bengals,16,196,1043,40.3,12.2,5.3,28.0,Own 36.9,2:27,2.23
16,Detroit Lions,16,196,1046,28.1,15.8,5.3,26.9,Own 28.8,2:32,1.52
17,Tennessee Titans,16,197,1016,24.9,18.3,5.2,26.4,Own 28.1,2:19,1.44
18,San Diego Chargers,16,197,1061,29.4,12.7,5.4,25.0,Own 31.4,2:26,1.53
19,Washington Redskins,16,197,1098,32.5,18.3,5.6,28.8,Own 30.7,2:30,1.77
20,New Orleans Saints,16,198,989,32.8,16.2,5.0,26.8,Own 34.4,2:21,1.97
21,Dallas Cowboys,16,198,1030,26.3,16.2,5.2,24.4,Own 28.9,2:17,1.31
22,St. Louis Rams,16,198,1017,21.7,17.2,5.1,23.7,Own 30.3,2:16,1.12
23,Tampa Bay Buccaneers,16,198,1008,21.7,14.6,5.1,21.6,Own 30.9,2:14,1.04
24,Oakland Raiders,16,198,1013,29.3,16.2,5.1,24.2,Own 31.5,2:16,1.53
25,Chicago Bears,16,200,1094,29.5,14.0,5.5,28.5,Own 32.1,2:29,1.57
26,Arizona Cardinals,16,204,1092,28.4,12.3,5.4,26.6,Own 34.1,2:34,1.68
27,New England Patriots,16,206,1079,26.2,14.1,5.2,23.2,Own 31.4,2:27,1.35
28,Seattle Seahawks,16,208,1142,27.9,17.3,5.5,26.0,Own 30.8,2:29,1.38
29,Baltimore Ravens,16,211,1065,21.3,12.8,5.0,19.9,Own 29.8,2:19,1.13
30,Kansas City Chiefs,16,212,1058,25.0,20.3,5.0,23.7,Own 33.3,2:15,1.39
31,Philadelphia Eagles,16,220,1169,31.8,20.5,5.3,24.7,Own 34.7,2:25,1.57
,League Total,,6091,32524,29.2,14.6,5.3,25.9,Own 31.5,2:27,1.55
