Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Washington Redskins,16,169,1068,38.5,11.8,6.3,35.7,Own 27.8,2:55,2.12
2,Detroit Lions,16,170,1065,40.0,8.2,6.3,35.7,Own 27.1,3:04,2.24
3,New Orleans Saints,16,173,1034,45.1,12.1,6.0,34.7,Own 29.4,2:41,2.42
4,Chicago Bears,16,174,1043,42.0,6.3,6.0,31.9,Own 29.2,2:56,2.18
5,Cincinnati Bengals,16,176,1064,34.7,11.4,6.0,31.8,Own 27.2,2:47,1.81
6,Indianapolis Colts,16,176,1053,41.5,9.7,6.0,34.7,Own 26.6,2:41,2.13
7,Tennessee Titans,16,177,1059,35.0,9.0,6.0,32.2,Own 26.7,2:40,1.84
8,Minnesota Vikings,16,177,1020,33.3,14.1,5.8,28.4,Own 27.1,2:42,1.70
9,Dallas Cowboys,16,178,1101,36.5,11.2,6.2,33.2,Own 28.2,2:44,1.95
10,Cleveland Browns,16,179,1088,40.8,6.1,6.1,35.0,Own 30.2,2:56,2.43
11,New York Jets,16,181,1031,37.6,7.2,5.7,30.2,Own 29.7,2:37,2.03
12,Buffalo Bills,16,182,1047,38.5,9.3,5.8,31.2,Own 29.1,2:44,2.03
13,Tampa Bay Buccaneers,16,184,1039,35.9,14.7,5.6,31.9,Own 28.4,2:36,1.92
14,San Diego Chargers,16,186,1056,39.8,14.5,5.7,29.9,Own 31.8,2:36,2.08
15,Philadelphia Eagles,16,186,1003,33.9,13.4,5.4,29.4,Own 27.7,2:24,1.77
16,Kansas City Chiefs,16,191,1164,33.5,15.7,6.1,32.8,Own 26.7,2:45,1.70
17,Jacksonville Jaguars,16,191,1072,39.3,5.8,5.6,26.8,Own 31.6,2:35,1.95
18,Baltimore Ravens,16,191,1011,28.3,13.6,5.3,26.8,Own 28.4,2:27,1.64
19,Los Angeles Rams,16,192,1048,31.3,9.4,5.5,28.0,Own 27.3,2:33,1.85
20,Arizona Cardinals,16,193,1043,32.1,13.0,5.4,25.2,Own 29.9,2:29,1.73
21,Denver Broncos,16,196,1106,29.1,12.2,5.6,25.7,Own 28.9,2:36,1.44
22,Carolina Panthers,16,196,1066,36.2,13.8,5.4,29.4,Own 27.3,2:23,1.86
23,San Francisco 49ers,16,202,1130,41.6,8.9,5.6,32.1,Own 31.2,2:39,2.34
24,Green Bay Packers,16,202,1216,42.6,13.4,6.0,35.2,Own 28.4,2:43,2.33
25,Seattle Seahawks,16,203,1163,29.6,9.4,5.7,28.5,Own 28.4,2:43,1.62
26,Miami Dolphins,16,205,1178,35.6,13.2,5.7,31.5,Own 28.4,2:39,1.97
27,Oakland Raiders,16,206,1079,35.0,13.1,5.2,30.6,Own 26.0,2:25,1.98
28,Pittsburgh Steelers,16,207,1208,35.7,12.6,5.8,31.1,Own 28.9,2:45,1.88
29,Atlanta Falcons,16,208,1291,39.4,12.5,6.2,34.3,Own 26.4,2:45,2.24
30,New York Giants,16,211,1170,30.8,11.4,5.5,27.7,Own 28.3,2:34,1.49
31,Houston Texans,16,214,1117,30.4,10.3,5.2,25.1,Own 29.8,2:24,1.62
32,New England Patriots,16,215,1206,27.0,12.1,5.6,28.8,Own 25.5,2:32,1.42
,League Total,,6091,35039,35.8,11.3,5.8,30.7,Own 28.3,2:39,1.92
