Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Indianapolis Colts,16,162,1000,25.3,21.6,6.2,27.7,Own 29.1,2:59,1.40
2,New York Jets,16,169,1048,36.1,12.4,6.2,31.4,Own 29.5,3:02,1.84
3,Jacksonville Jaguars,16,171,993,29.2,17.0,5.8,29.4,Own 29.6,2:36,1.63
4,Buffalo Bills,16,172,1077,36.0,16.3,6.3,33.6,Own 29.2,2:54,1.90
5,Miami Dolphins,16,174,1017,42.5,11.5,5.8,31.5,Own 34.8,2:53,2.33
6,New England Patriots,16,175,947,24.0,16.6,5.4,26.3,Own 27.0,2:30,1.41
7,Pittsburgh Steelers,16,175,955,26.3,13.1,5.5,24.2,Own 29.7,2:27,1.43
8,Houston Texans,16,175,1028,38.9,12.0,5.9,31.3,Own 32.6,2:46,2.08
9,Denver Broncos,16,176,1025,37.5,16.5,5.8,30.4,Own 30.2,2:51,2.01
10,Cincinnati Bengals,16,181,1038,35.9,18.8,5.7,30.7,Own 31.9,2:42,1.96
11,Dallas Cowboys,16,182,1039,30.8,14.8,5.7,27.0,Own 29.9,2:35,1.60
12,Tampa Bay Buccaneers,16,182,995,24.2,18.7,5.5,24.3,Own 27.5,2:36,1.36
13,Green Bay Packers,16,182,1021,29.1,13.2,5.6,27.5,Own 28.6,2:37,1.51
14,New Orleans Saints,16,182,994,36.3,12.1,5.5,30.4,Own 31.6,2:32,1.97
15,Tennessee Titans,16,183,1003,27.3,15.8,5.5,25.4,Own 28.5,2:30,1.52
16,San Diego Chargers,16,185,1033,23.8,22.7,5.6,27.5,Own 29.6,2:38,1.38
17,Philadelphia Eagles,16,187,1017,30.5,10.2,5.4,26.6,Own 32.0,2:29,1.47
18,Atlanta Falcons,16,187,1072,35.8,13.4,5.7,30.3,Own 28.5,2:42,1.91
19,Cleveland Browns,16,187,1101,36.9,13.4,5.9,30.6,Own 32.1,2:40,1.90
20,St. Louis Rams,16,191,1038,39.8,13.1,5.4,28.5,Own 33.2,2:30,2.07
21,Oakland Raiders,16,191,987,34.6,12.6,5.2,28.5,Own 32.0,2:26,1.90
22,Minnesota Vikings,16,192,1095,29.7,16.1,5.7,28.0,Own 29.4,2:34,1.49
23,Carolina Panthers,16,192,1065,32.3,14.6,5.5,27.0,Own 32.8,2:36,1.70
24,Arizona Cardinals,16,192,1047,34.9,14.6,5.5,27.4,Own 32.0,2:32,1.86
25,New York Giants,16,193,1013,29.5,12.4,5.2,25.2,Own 31.3,2:22,1.63
26,Washington Redskins,16,193,1063,29.5,12.4,5.5,25.3,Own 31.8,2:27,1.51
27,Detroit Lions,16,193,1114,35.2,18.1,5.8,31.0,Own 32.2,2:42,2.11
28,Kansas City Chiefs,16,193,1019,32.1,10.9,5.3,26.4,Own 30.5,2:31,1.54
29,Baltimore Ravens,16,196,1011,37.2,10.7,5.2,24.6,Own 34.9,2:25,1.85
30,San Francisco 49ers,16,197,1113,32.5,10.7,5.6,28.1,Own 30.2,2:43,1.64
31,Seattle Seahawks,16,208,1063,25.5,15.9,5.1,24.7,Own 31.1,2:20,1.36
32,Chicago Bears,16,214,1069,28.5,15.0,5.0,26.4,Own 29.5,2:22,1.53
,League Total,,5932,33100,32.1,14.5,5.6,28.0,Own 30.7,2:36,1.71
