Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,New York Jets,16,168,1060,30.4,11.9,6.3,31.4,Own 31.7,3:08,1.65
2,Indianapolis Colts,16,176,934,30.1,14.8,5.3,27.2,Own 29.9,2:41,1.74
3,Cleveland Browns,16,178,1037,34.8,11.2,5.8,27.8,Own 32.7,2:46,1.65
4,Minnesota Vikings,16,178,983,33.7,19.1,5.5,30.0,Own 32.8,2:26,1.89
5,Cincinnati Bengals,16,181,1032,38.1,13.3,5.7,30.9,Own 32.4,2:35,2.05
6,Jacksonville Jaguars,16,182,1003,33.0,14.8,5.5,25.4,Own 34.5,2:37,1.78
7,New Orleans Saints,16,184,1028,31.0,13.0,5.6,28.3,Own 30.8,2:36,1.63
8,Houston Texans,16,184,1090,35.3,11.4,5.9,32.9,Own 29.4,2:51,1.86
9,Arizona Cardinals,16,185,1022,36.8,12.4,5.5,29.7,Own 33.3,2:39,2.12
10,Denver Broncos,16,185,939,28.6,10.3,5.1,23.8,Own 31.1,2:16,1.46
11,Chicago Bears,16,186,1030,34.4,9.7,5.5,26.6,Own 33.8,2:36,1.74
12,Philadelphia Eagles,16,187,1088,27.8,13.4,5.8,28.1,Own 30.2,2:43,1.48
13,San Francisco 49ers,16,187,1002,29.4,16.6,5.4,26.3,Own 31.8,2:31,1.70
14,Tennessee Titans,16,188,956,29.8,16.0,5.1,26.0,Own 29.2,2:19,1.53
15,Seattle Seahawks,16,188,1100,30.9,14.4,5.9,27.7,Own 30.6,2:42,1.63
16,Washington Redskins,16,188,1045,33.0,14.4,5.6,28.8,Own 31.8,2:40,1.90
17,Tampa Bay Buccaneers,16,189,996,25.4,16.4,5.3,23.6,Own 32.4,2:28,1.25
18,Kansas City Chiefs,16,190,1079,29.5,17.4,5.7,30.0,Own 30.0,2:36,1.66
19,Carolina Panthers,16,190,1028,26.3,12.6,5.4,24.7,Own 30.7,2:33,1.40
20,San Diego Chargers,16,191,1098,37.7,9.9,5.7,29.5,Own 32.0,2:43,2.16
21,Detroit Lions,16,192,1021,30.2,13.5,5.3,27.9,Own 30.4,2:38,1.76
22,Buffalo Bills,16,193,1041,26.9,9.3,5.4,22.4,Own 33.5,2:31,1.41
23,St. Louis Rams,16,194,989,26.3,22.2,5.1,26.0,Own 32.7,2:20,1.45
24,Miami Dolphins,16,194,1045,25.3,17.0,5.4,24.6,Own 30.9,2:32,1.23
25,Pittsburgh Steelers,16,195,992,28.2,12.3,5.1,24.4,Own 31.2,2:25,1.54
26,Green Bay Packers,16,196,1069,29.6,15.3,5.5,26.0,Own 32.2,2:23,1.46
27,Dallas Cowboys,16,197,960,23.4,11.2,4.9,20.6,Own 30.5,2:15,1.21
28,Oakland Raiders,16,200,1070,35.0,11.5,5.4,29.5,Own 32.2,2:38,1.89
29,New England Patriots,16,200,1096,23.0,19.5,5.5,23.5,Own 30.6,2:23,1.11
30,New York Giants,16,201,1098,32.3,10.4,5.5,26.3,Own 31.0,2:37,1.71
31,Atlanta Falcons,16,203,1068,33.5,14.8,5.3,30.0,Own 33.1,2:34,1.97
32,Baltimore Ravens,16,218,1057,24.3,16.5,4.8,19.9,Own 31.2,2:13,1.19
,League Total,,6068,33056,30.4,14.0,5.4,26.8,Own 31.5,2:33,1.63
