Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Indianapolis Colts,16,153,1021,37.3,17.0,6.7,32.5,Own 27.6,3:17,1.75
2,Miami Dolphins,16,165,1011,35.2,16.4,6.1,31.8,Own 27.7,2:48,1.76
3,Denver Broncos,16,168,1025,46.4,7.7,6.1,35.5,Own 30.2,2:59,2.49
4,San Diego Chargers,16,169,1072,35.5,13.0,6.3,33.1,Own 29.7,2:57,1.92
5,Jacksonville Jaguars,16,170,952,38.8,9.4,5.6,31.1,Own 31.2,2:42,2.08
6,New England Patriots,16,170,941,30.6,12.9,5.5,29.1,Own 27.8,2:38,1.74
7,Cleveland Browns,16,171,1033,31.6,17.5,6.0,33.3,Own 31.8,3:02,1.77
8,New York Giants,16,173,956,28.9,12.1,5.5,26.8,Own 29.0,2:32,1.58
9,New Orleans Saints,16,174,1038,39.7,11.5,6.0,31.2,Own 30.3,2:44,1.99
10,Houston Texans,16,175,964,38.3,12.0,5.5,30.7,Own 29.5,2:34,2.11
11,Washington Redskins,16,176,961,29.5,10.2,5.5,26.2,Own 28.0,2:35,1.52
12,New York Jets,16,177,1048,33.3,16.9,5.9,29.5,Own 30.2,2:44,1.77
13,Atlanta Falcons,16,178,1023,32.0,9.0,5.7,31.1,Own 27.3,2:39,1.79
14,Detroit Lions,16,179,1037,45.3,8.4,5.8,36.1,Own 30.8,2:57,2.61
15,Buffalo Bills,16,179,1012,36.9,11.2,5.7,29.1,Own 31.7,2:40,1.82
16,Kansas City Chiefs,16,181,1077,43.6,15.5,6.0,34.6,Own 33.6,2:51,2.33
17,Arizona Cardinals,16,181,1020,38.7,15.5,5.6,29.2,Own 32.9,2:38,2.24
18,Cincinnati Bengals,16,184,1036,32.6,12.0,5.6,28.2,Own 31.1,2:47,1.80
19,San Francisco 49ers,16,184,1070,38.6,9.8,5.8,28.3,Own 33.7,2:41,1.94
20,Carolina Panthers,16,185,1055,30.8,12.4,5.7,28.4,Own 27.6,2:40,1.64
21,St. Louis Rams,16,185,1007,41.6,13.0,5.4,31.9,Own 32.0,2:38,2.24
22,Dallas Cowboys,16,185,1013,36.8,10.8,5.5,25.4,Own 32.5,2:35,1.75
23,Seattle Seahawks,16,187,1099,40.1,10.2,5.9,32.3,Own 29.3,2:53,2.02
24,Pittsburgh Steelers,16,188,1001,22.9,14.4,5.3,20.1,Own 30.6,2:27,1.09
25,Minnesota Vikings,16,191,982,27.7,12.6,5.1,24.5,Own 32.0,2:24,1.40
26,Tampa Bay Buccaneers,16,192,975,30.7,14.6,5.1,25.4,Own 29.3,2:27,1.57
27,Oakland Raiders,16,192,1076,34.4,11.5,5.6,30.0,Own 29.1,2:41,1.93
28,Green Bay Packers,16,192,1034,34.9,14.1,5.4,27.9,Own 32.4,2:25,1.92
29,Tennessee Titans,16,194,1052,23.2,15.5,5.4,24.2,Own 29.2,2:34,1.21
30,Baltimore Ravens,16,195,950,21.5,17.4,4.9,21.5,Own 28.3,2:13,1.08
31,Philadelphia Eagles,16,198,1023,25.3,13.6,5.2,22.1,Own 31.1,2:23,1.28
32,Chicago Bears,16,207,1120,30.4,14.0,5.4,25.9,Own 30.8,2:30,1.63
,League Total,,5798,32684,34.0,12.9,5.6,28.8,Own 30.3,2:40,1.80
