Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Seattle Seahawks,16,169,993,27.2,16.0,5.9,29.0,Own 24.4,2:43,1.36
2,New York Giants,16,175,1046,35.4,17.1,6.0,35.1,Own 27.9,2:49,1.89
3,Dallas Cowboys,16,175,1019,38.9,8.0,5.8,32.6,Own 26.8,2:44,2.06
4,Carolina Panthers,16,176,1047,38.6,11.9,5.9,30.3,Own 28.8,2:46,1.91
5,Kansas City Chiefs,16,178,1011,40.4,6.2,5.7,31.9,Own 28.2,2:43,2.11
6,Indianapolis Colts,16,180,1036,38.3,8.3,5.8,33.3,Own 25.0,2:38,1.97
7,San Francisco 49ers,16,180,1039,26.7,12.8,5.8,26.2,Own 24.9,2:40,1.38
8,Atlanta Falcons,16,180,1023,31.7,17.2,5.7,32.5,Own 25.5,2:35,1.62
9,Pittsburgh Steelers,16,182,984,30.8,10.4,5.4,24.2,Own 29.7,2:27,1.54
10,Philadelphia Eagles,16,182,1023,39.0,6.6,5.6,30.0,Own 31.8,2:41,2.14
11,San Diego Chargers,16,182,1033,31.3,13.7,5.7,28.3,Own 26.4,2:34,1.77
12,Washington Redskins,16,183,1061,38.3,16.9,5.8,32.9,Own 28.0,2:32,2.07
13,Miami Dolphins,16,183,1113,32.2,8.2,6.1,31.2,Own 28.3,2:48,1.58
14,St. Louis Rams,16,185,1078,34.6,10.8,5.8,29.6,Own 29.6,2:46,1.77
15,Buffalo Bills,16,186,1070,37.1,10.8,5.8,31.2,Own 30.3,2:35,2.15
16,Minnesota Vikings,16,187,1113,33.7,11.8,6.0,30.0,Own 26.8,2:42,1.82
17,Green Bay Packers,16,187,1063,33.2,11.8,5.7,28.8,Own 26.1,2:32,1.76
18,Oakland Raiders,16,187,1033,41.2,9.1,5.5,30.3,Own 31.3,2:37,2.22
19,Detroit Lions,16,190,1039,36.8,8.4,5.5,28.5,Own 29.5,2:29,1.93
20,Cincinnati Bengals,16,191,1066,29.3,14.1,5.6,26.7,Own 25.6,2:29,1.49
21,Jacksonville Jaguars,16,191,1143,39.8,11.0,6.0,31.9,Own 28.3,2:47,2.03
22,Tennessee Titans,16,191,1117,39.8,12.6,5.8,31.4,Own 30.3,2:47,2.18
23,New Orleans Saints,16,192,1122,39.6,13.0,5.8,36.6,Own 29.5,2:39,2.21
24,Tampa Bay Buccaneers,16,192,1059,32.8,12.5,5.5,31.6,Own 26.7,2:30,1.90
25,Baltimore Ravens,16,192,1125,34.9,12.0,5.9,29.0,Own 27.3,2:42,1.67
26,New York Jets,16,193,1050,30.6,11.4,5.4,26.8,Own 28.7,2:32,1.68
27,Denver Broncos,16,193,1040,26.9,11.9,5.4,24.1,Own 25.5,2:23,1.43
28,Chicago Bears,16,195,1048,25.1,20.5,5.4,25.9,Own 26.2,2:21,1.29
29,New England Patriots,16,196,1071,30.1,20.4,5.5,30.3,Own 26.1,2:25,1.68
30,Cleveland Browns,16,199,1119,30.7,14.6,5.6,29.3,Own 28.1,2:36,1.74
31,Houston Texans,16,200,1039,28.0,14.5,5.2,26.0,Own 27.8,2:13,1.54
32,Arizona Cardinals,16,211,1076,27.0,14.2,5.1,25.6,Own 28.1,2:23,1.42
,League Total,,5983,33899,33.7,12.5,5.7,29.7,Own 27.7,2:35,1.79
