Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Chicago Bears,16,205,1071,27.8,15.1,5.2,22.8,Own 34.5,2:13,1.34
2,San Francisco 49ers,16,203,944,19.7,15.8,4.7,18.6,Own 32.3,2:08,1.04
3,Seattle Seahawks,16,202,1090,33.2,11.4,5.4,27.5,Own 31.7,2:22,1.77
4,Arizona Cardinals,16,197,1046,32.0,18.3,5.3,27.6,Own 32.5,2:29,1.81
5,Atlanta Falcons,16,194,1021,26.3,12.4,5.3,24.7,Own 31.0,2:22,1.30
6,Kansas City Chiefs,16,194,1028,21.6,15.5,5.3,22.8,Own 28.1,2:29,1.12
7,St. Louis Rams,16,193,1059,24.9,18.7,5.5,24.6,Own 28.4,2:30,1.24
8,Washington Redskins,16,193,1087,32.1,15.0,5.6,27.4,Own 32.0,2:35,1.65
9,Cleveland Browns,16,192,1034,35.4,14.6,5.4,29.2,Own 33.2,2:27,1.94
10,Oakland Raiders,16,191,1032,26.7,17.3,5.4,24.6,Own 29.6,2:38,1.39
11,San Diego Chargers,16,191,1008,34.0,12.6,5.3,26.4,Own 31.8,2:31,1.88
12,Minnesota Vikings,16,190,988,28.4,15.3,5.2,28.2,Own 27.7,2:29,1.57
13,Green Bay Packers,16,190,1024,38.9,12.1,5.4,31.0,Own 31.5,2:33,2.07
14,Tennessee Titans,16,189,1076,32.3,16.9,5.7,26.3,Own 32.5,2:42,1.52
15,New York Giants,16,189,1068,32.3,17.5,5.7,28.1,Own 31.5,2:39,1.77
16,Carolina Panthers,16,189,1017,26.5,13.8,5.4,23.9,Own 28.7,2:26,1.34
17,Detroit Lions,16,189,1000,32.3,18.5,5.3,27.3,Own 29.7,2:21,1.65
18,Baltimore Ravens,16,186,1076,27.4,18.3,5.8,25.9,Own 29.5,2:41,1.34
19,Tampa Bay Buccaneers,16,185,1008,33.0,9.7,5.4,28.2,Own 33.1,2:38,1.70
20,Philadelphia Eagles,16,182,1079,34.1,13.2,5.9,31.5,Own 29.2,2:43,1.86
21,Dallas Cowboys,16,182,1006,41.8,12.6,5.5,32.1,Own 31.9,2:41,2.35
22,New Orleans Saints,16,180,1082,31.7,16.1,6.0,32.1,Own 28.5,2:46,1.88
23,Cincinnati Bengals,16,177,1042,37.9,15.3,5.9,31.4,Own 31.1,2:39,1.95
24,Denver Broncos,16,177,1007,32.8,14.7,5.7,31.1,Own 28.0,2:40,1.68
25,Buffalo Bills,16,177,946,24.9,11.9,5.3,24.8,Own 30.4,2:36,1.20
26,Pittsburgh Steelers,16,175,1025,37.7,11.4,5.9,29.8,Own 32.4,3:04,2.11
27,Miami Dolphins,16,175,1012,26.9,16.0,5.8,26.0,Own 27.7,2:42,1.40
28,Houston Texans,16,172,998,35.5,20.9,5.8,30.8,Own 29.6,2:45,1.90
29,New York Jets,16,171,1048,29.2,14.0,6.1,27.5,Own 30.3,2:43,1.37
30,Jacksonville Jaguars,16,169,1047,39.6,10.1,6.2,33.8,Own 30.2,3:02,2.28
31,New England Patriots,16,167,1082,52.7,7.8,6.5,39.3,Own 32.3,3:07,3.19
32,Indianapolis Colts,16,166,1049,44.6,11.4,6.3,34.6,Own 31.8,2:52,2.57
,League Total,,5932,33100,32.1,14.5,5.6,28.0,Own 30.7,2:36,1.71
