Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Jacksonville Jaguars,16,220,1141,33.6,10.5,5.2,26.3,Own 33.0,2:20,1.88
2,San Francisco 49ers,16,219,1228,39.3,15.5,5.6,33.5,Own 31.0,2:34,2.37
3,Arizona Cardinals,16,218,1190,29.8,16.5,5.5,26.0,Own 30.9,2:21,1.63
4,Miami Dolphins,16,217,1163,27.6,14.3,5.4,25.1,Own 31.1,2:39,1.46
5,Denver Broncos,16,216,1186,41.7,8.8,5.5,31.0,Own 33.6,2:38,2.42
6,New York Jets,16,210,1216,36.7,14.3,5.8,30.2,Own 31.3,2:44,2.03
7,Minnesota Vikings,16,204,1196,51.5,10.8,5.9,34.6,Own 32.9,2:41,2.84
8,Oakland Raiders,16,202,988,20.8,16.8,4.9,22.1,Own 30.2,2:08,1.12
9,Green Bay Packers,16,201,1152,36.3,16.4,5.7,29.8,Own 32.4,2:38,1.95
10,San Diego Chargers,16,197,1017,23.4,22.8,5.2,22.1,Own 28.9,2:22,1.11
11,Kansas City Chiefs,16,196,1013,29.6,16.3,5.2,23.8,Own 32.2,2:22,1.58
12,New England Patriots,16,193,1069,32.6,13.5,5.5,26.7,Own 31.3,2:26,1.62
13,Philadelphia Eagles,16,189,1023,16.4,12.7,5.4,21.9,Own 28.5,2:28,0.85
14,Seattle Seahawks,16,189,964,27.0,16.9,5.1,24.5,Own 31.5,2:17,1.49
15,Tampa Bay Buccaneers,16,188,1006,28.2,16.0,5.4,25.0,Own 33.0,2:40,1.53
16,New Orleans Saints,16,186,952,23.1,16.7,5.1,23.2,Own 27.8,2:21,1.21
17,Dallas Cowboys,16,186,1032,33.9,8.1,5.5,28.3,Own 33.3,2:42,1.77
18,Buffalo Bills,16,186,1057,38.7,12.9,5.7,29.9,Own 33.6,2:41,2.00
19,Chicago Bears,16,185,990,24.3,17.8,5.4,25.0,Own 29.5,2:30,1.25
20,Detroit Lions,16,180,993,32.2,12.2,5.5,27.9,Own 28.0,2:35,1.61
21,Cincinnati Bengals,16,178,1000,25.8,10.1,5.6,27.1,Own 26.4,2:34,1.38
22,Pittsburgh Steelers,16,173,957,24.3,13.3,5.5,23.8,Own 32.3,2:36,1.12
23,Indianapolis Colts,16,172,934,31.4,16.9,5.4,27.3,Own 30.1,2:26,1.66
24,Baltimore Ravens,16,168,860,23.8,14.9,5.1,24.5,Own 28.5,2:24,1.21
25,St. Louis Rams,16,166,834,25.9,15.1,5.0,22.0,Own 29.0,2:17,1.40
26,Carolina Panthers,16,164,857,29.3,18.9,5.2,24.6,Own 32.0,2:22,1.63
27,Atlanta Falcons,16,163,869,36.8,13.5,5.3,28.5,Own 34.4,2:48,2.09
28,Tennessee Oilers,16,157,965,35.0,10.2,6.1,30.4,Own 26.8,2:57,1.66
29,New York Giants,16,155,850,25.8,12.9,5.5,23.8,Own 29.6,2:25,1.34
30,Washington Redskins,16,154,765,24.7,13.6,5.0,24.0,Own 30.3,2:06,1.49
,League Total,,5632,30467,30.6,14.3,5.4,26.5,Own 30.8,2:30,1.64
