Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Carolina Panthers,16,211,986,19.4,17.5,4.7,20.1,Own 32.1,2:13,1.08
2,Dallas Cowboys,16,203,970,16.3,15.8,4.8,21.5,Own 28.0,2:14,0.90
3,Houston Texans,16,201,971,16.9,11.9,4.8,17.6,Own 30.6,2:14,0.85
4,Philadelphia Eagles,16,200,1107,36.0,12.0,5.5,28.0,Own 35.2,2:30,1.92
5,Chicago Bears,16,199,998,26.1,16.1,5.0,21.9,Own 30.9,2:15,1.39
6,Green Bay Packers,16,198,1093,34.8,14.1,5.5,28.0,Own 30.8,2:36,1.87
7,Washington Redskins,16,197,1066,25.4,18.3,5.4,26.0,Own 30.7,2:24,1.45
8,Pittsburgh Steelers,16,196,1137,35.7,16.8,5.8,30.2,Own 33.7,2:44,1.91
9,Detroit Lions,16,196,983,26.0,14.8,5.0,22.8,Own 31.7,2:08,1.35
10,New Orleans Saints,16,192,1038,38.5,14.6,5.4,27.0,Own 35.6,2:25,2.05
11,Minnesota Vikings,16,191,1109,35.6,19.9,5.8,32.3,Own 31.3,2:40,2.01
12,Miami Dolphins,16,191,1042,34.6,15.7,5.5,28.2,Own 32.1,2:38,1.92
13,San Diego Chargers,16,191,1056,28.3,11.0,5.5,27.8,Own 31.3,2:36,1.60
14,Cleveland Browns,16,191,1021,30.9,15.2,5.3,26.2,Own 30.5,2:31,1.70
15,St. Louis Rams,16,189,1052,28.6,23.3,5.6,29.4,Own 32.0,2:36,1.60
16,Atlanta Falcons,16,189,1078,38.6,13.2,5.7,29.3,Own 32.9,2:49,2.03
17,New York Giants,16,189,1091,31.2,13.8,5.8,30.5,Own 30.2,2:41,1.63
18,Arizona Cardinals,16,188,1024,22.9,18.6,5.4,24.1,Own 30.3,2:29,1.28
19,Tampa Bay Buccaneers,16,187,1061,32.6,10.7,5.7,26.7,Own 32.4,2:45,1.60
20,Baltimore Ravens,16,185,973,27.6,15.1,5.3,24.9,Own 30.4,2:24,1.48
21,New England Patriots,16,185,1061,34.6,11.9,5.7,27.3,Own 33.8,2:32,1.84
22,Buffalo Bills,16,184,1087,35.9,15.8,5.9,30.3,Own 29.7,2:43,1.97
23,Cincinnati Bengals,16,183,1072,24.6,16.9,5.9,28.4,Own 28.1,2:32,1.39
24,Indianapolis Colts,16,183,1080,33.9,16.4,5.9,30.7,Own 33.1,2:43,1.87
25,Tennessee Titans,16,182,1064,34.6,13.2,5.8,28.8,Own 32.2,2:55,1.87
26,Denver Broncos,16,181,1093,37.6,14.9,6.0,33.5,Own 30.9,2:45,2.06
27,Seattle Seahawks,16,179,1079,33.0,15.6,6.0,32.4,Own 29.0,2:38,1.79
28,Kansas City Chiefs,16,178,992,42.7,7.9,5.6,33.7,Own 32.2,2:37,2.47
29,Jacksonville Jaguars,16,178,986,31.5,7.9,5.5,27.3,Own 32.9,2:34,1.78
30,San Francisco 49ers,16,173,1118,37.6,9.2,6.5,32.9,Own 31.2,3:01,2.03
31,Oakland Raiders,16,171,1102,42.7,9.4,6.4,36.4,Own 31.2,2:58,2.38
32,New York Jets,16,169,948,36.1,10.7,5.6,29.8,Own 32.0,2:44,1.96
,League Total,,6030,33538,31.4,14.4,5.6,27.8,Own 31.5,2:34,1.71
