Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Baltimore Ravens,16,217,1066,26.7,13.8,4.9,22.0,Own 32.8,2:11,1.35
2,Kansas City Chiefs,16,210,1077,27.1,11.0,5.1,25.7,Own 29.3,2:19,1.50
3,Miami Dolphins,16,207,1117,32.4,15.5,5.4,23.8,Own 32.9,2:26,1.51
4,Arizona Cardinals,16,207,1026,20.8,18.8,5.0,19.3,Own 30.0,2:06,1.09
5,Tampa Bay Buccaneers,16,206,1023,25.2,16.0,5.0,20.5,Own 32.2,2:30,1.24
6,New England Patriots,16,206,1054,26.2,15.5,5.1,24.5,Own 33.0,2:16,1.33
7,Chicago Bears,16,205,1152,23.4,17.6,5.6,26.7,Own 32.5,2:19,1.27
8,Philadelphia Eagles,16,205,979,21.5,17.1,4.8,18.7,Own 32.5,2:08,1.09
9,New Orleans Saints,16,202,1084,24.3,18.8,5.4,24.5,Own 29.7,2:27,1.22
10,Washington Redskins,16,202,1063,35.1,11.4,5.3,29.6,Own 30.8,2:22,2.02
11,Tennessee Titans,16,201,1036,31.3,10.9,5.2,26.2,Own 32.4,2:30,1.78
12,Pittsburgh Steelers,16,200,1096,29.0,12.0,5.5,24.3,Own 32.5,2:31,1.53
13,New York Giants,16,198,1105,26.8,16.2,5.6,25.8,Own 29.7,2:29,1.37
14,Dallas Cowboys,16,196,1055,27.6,11.7,5.4,26.2,Own 33.2,2:37,1.56
15,Seattle Seahawks,16,196,1011,32.7,15.3,5.2,24.4,Own 33.4,2:15,1.59
16,San Diego Chargers,16,196,1075,27.0,17.3,5.5,23.2,Own 32.0,2:27,1.26
17,Oakland Raiders,16,194,1095,34.5,12.9,5.6,29.3,Own 32.3,2:40,1.90
18,Denver Broncos,16,194,1089,29.9,13.9,5.6,26.9,Own 30.1,2:36,1.49
19,Green Bay Packers,16,193,1057,31.6,18.1,5.5,28.0,Own 29.1,2:26,1.69
20,Cincinnati Bengals,16,193,1066,24.4,13.5,5.5,27.1,Own 29.6,2:29,1.33
21,Detroit Lions,16,192,1010,29.2,10.4,5.3,25.7,Own 30.8,2:25,1.50
22,Carolina Panthers,16,192,1010,38.0,15.1,5.3,29.6,Own 32.7,2:27,2.14
23,New York Jets,16,191,1033,29.3,10.5,5.4,24.7,Own 33.6,2:34,1.49
24,Buffalo Bills,16,190,1093,30.5,14.2,5.8,28.0,Own 32.9,2:44,1.61
25,Jacksonville Jaguars,16,188,1123,35.6,9.0,6.0,29.6,Own 34.0,2:43,1.84
26,St. Louis Rams,16,188,1022,39.9,15.4,5.4,34.1,Own 31.5,2:42,2.37
27,Minnesota Vikings,16,186,1025,34.4,18.8,5.5,31.1,Own 31.6,2:32,2.00
28,Indianapolis Colts,16,186,1017,40.9,15.1,5.5,30.7,Own 31.0,2:37,2.13
29,Cleveland Browns,16,184,877,19.6,12.5,4.8,20.3,Own 29.0,2:05,1.20
30,Atlanta Falcons,16,184,952,25.0,17.4,5.2,24.6,Own 30.2,2:30,1.42
31,San Francisco 49ers,16,182,1036,26.9,15.9,5.7,29.5,Own 28.5,2:40,1.42
,League Total,,6091,32524,29.2,14.6,5.3,25.9,Own 31.5,2:27,1.55
