Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,San Diego Chargers,16,206,1007,21.4,23.3,4.9,20.8,Own 29.3,2:12,1.15
2,New York Jets,16,205,1109,27.8,19.0,5.4,26.3,Own 33.2,2:23,1.50
3,Detroit Lions,16,204,1034,26.5,14.2,5.1,21.6,Own 35.9,2:22,1.38
4,Buffalo Bills,16,200,1118,29.0,10.5,5.6,27.4,Own 29.4,2:35,1.51
5,Jacksonville Jaguars,16,198,1113,34.8,13.6,5.6,28.7,Own 34.1,2:33,1.85
6,Green Bay Packers,16,196,1076,34.2,15.8,5.5,27.1,Own 31.3,2:32,1.72
7,Tampa Bay Buccaneers,16,196,997,32.7,10.2,5.1,23.7,Own 31.8,2:27,1.71
8,Denver Broncos,16,196,1149,38.3,11.7,5.9,33.5,Own 30.9,2:43,2.15
9,New England Patriots,16,195,1070,27.7,12.8,5.5,23.2,Own 32.3,2:25,1.38
10,Baltimore Ravens,16,195,1097,32.8,12.8,5.6,25.5,Own 36.8,2:44,1.58
11,Tennessee Titans,16,194,1071,30.4,14.9,5.5,27.4,Own 33.7,2:48,1.57
12,Chicago Bears,16,194,1020,20.1,14.4,5.3,23.3,Own 29.0,2:21,0.97
13,Miami Dolphins,16,193,977,30.6,13.0,5.1,23.1,Own 32.0,2:34,1.56
14,New York Giants,16,192,1090,29.7,12.0,5.7,28.0,Own 33.0,2:38,1.68
15,Washington Redskins,16,192,1068,27.1,15.6,5.6,27.5,Own 31.7,2:38,1.48
16,Kansas City Chiefs,16,190,1023,30.5,13.2,5.4,29.5,Own 31.0,2:20,1.78
17,Cleveland Browns,16,190,878,15.8,13.7,4.6,18.6,Own 28.5,2:11,0.81
18,Pittsburgh Steelers,16,190,1039,29.5,9.5,5.5,24.9,Own 32.9,2:39,1.54
19,Oakland Raiders,16,189,1057,39.2,10.6,5.6,30.6,Own 33.9,2:43,2.25
20,Cincinnati Bengals,16,189,1022,16.4,15.3,5.4,22.3,Own 28.3,2:18,0.89
21,Philadelphia Eagles,16,189,1050,33.3,13.8,5.6,26.5,Own 30.5,2:30,1.72
22,St. Louis Rams,16,186,1041,46.8,16.7,5.6,38.0,Own 30.6,2:39,2.76
23,Dallas Cowboys,16,186,976,29.0,19.9,5.2,24.0,Own 31.3,2:30,1.49
24,Atlanta Falcons,16,183,956,24.6,16.9,5.2,21.7,Own 32.2,2:34,1.17
25,New Orleans Saints,16,182,1070,32.4,12.6,5.9,29.5,Own 31.0,2:46,1.76
26,San Francisco 49ers,16,181,1047,34.3,10.5,5.8,33.3,Own 30.6,2:39,2.07
27,Seattle Seahawks,16,180,983,28.9,18.9,5.5,26.0,Own 30.8,2:27,1.56
28,Indianapolis Colts,16,178,1054,40.4,15.2,5.9,34.5,Own 29.3,2:39,2.27
29,Arizona Cardinals,16,176,956,21.6,22.2,5.4,25.7,Own 30.9,2:25,1.15
30,Carolina Panthers,16,176,1033,32.4,18.2,5.9,26.4,Own 32.0,2:44,1.56
31,Minnesota Vikings,16,174,982,39.7,14.9,5.6,34.1,Own 30.9,2:43,2.27
,League Total,,5895,32163,30.2,14.7,5.5,26.8,Own 31.6,2:32,1.62
