Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Baltimore Ravens,16,202,1115,29.2,16.3,5.5,25.3,Own 33.4,2:21,1.45
2,Philadelphia Eagles,16,201,1005,29.4,10.9,5.0,24.2,Own 32.3,2:18,1.54
3,Carolina Panthers,16,201,993,22.4,15.9,4.9,21.0,Own 32.0,2:12,1.11
4,New York Giants,16,196,1058,27.0,12.8,5.4,26.9,Own 29.0,2:27,1.42
5,New Orleans Saints,16,196,1062,31.6,16.8,5.4,26.3,Own 33.2,2:24,1.66
6,Cleveland Browns,16,196,959,24.5,15.3,4.9,21.1,Own 32.4,2:19,1.27
7,Indianapolis Colts,16,195,1060,36.4,18.5,5.4,30.5,Own 29.7,2:30,1.97
8,Green Bay Packers,16,195,974,32.3,12.8,5.0,27.8,Own 30.3,2:25,1.85
9,Tennessee Titans,16,195,1055,28.2,13.3,5.4,27.4,Own 29.4,2:35,1.56
10,Denver Broncos,16,195,1070,32.8,13.3,5.5,24.7,Own 31.1,2:36,1.66
11,Chicago Bears,16,195,1052,29.7,11.3,5.4,23.9,Own 33.4,2:31,1.55
12,Cincinnati Bengals,16,195,1099,20.5,17.4,5.6,24.5,Own 29.4,2:26,1.09
13,San Diego Chargers,16,194,1054,30.4,14.4,5.4,26.7,Own 32.5,2:31,1.51
14,Jacksonville Jaguars,16,192,997,25.5,13.0,5.2,25.0,Own 31.1,2:20,1.41
15,Washington Redskins,16,192,993,25.5,12.0,5.2,23.0,Own 33.2,2:31,1.24
16,Kansas City Chiefs,16,190,1050,31.6,16.3,5.5,29.9,Own 30.9,2:28,1.64
17,Atlanta Falcons,16,188,1025,30.3,14.4,5.5,27.0,Own 31.5,2:42,1.51
18,Dallas Cowboys,16,188,985,23.4,16.0,5.2,23.2,Own 32.0,2:35,1.17
19,Detroit Lions,16,188,1056,25.0,19.7,5.6,26.4,Own 28.4,2:26,1.30
20,Seattle Seahawks,16,187,1012,26.7,10.2,5.4,25.5,Own 30.5,2:34,1.44
21,Oakland Raiders,16,185,1063,36.2,10.8,5.7,28.9,Own 33.1,2:42,1.97
22,New England Patriots,16,185,1031,32.4,14.6,5.6,26.2,Own 32.6,2:41,1.75
23,Buffalo Bills,16,184,1038,24.5,16.8,5.6,27.9,Own 26.9,2:32,1.32
24,Tampa Bay Buccaneers,16,184,1082,31.5,10.3,5.9,25.5,Own 34.1,2:46,1.60
25,San Francisco 49ers,16,182,1066,36.3,10.4,5.9,31.2,Own 30.7,2:51,2.14
26,Minnesota Vikings,16,182,997,26.4,20.3,5.5,28.4,Own 29.2,2:34,1.52
27,St. Louis Rams,16,182,1036,44.0,20.9,5.7,36.6,Own 32.3,2:49,2.57
28,Miami Dolphins,16,182,976,29.7,18.1,5.4,26.5,Own 31.9,2:39,1.66
29,Pittsburgh Steelers,16,182,1109,34.6,11.5,6.1,32.2,Own 32.2,3:03,1.76
30,Arizona Cardinals,16,180,981,27.2,13.3,5.5,27.1,Own 29.5,2:29,1.44
31,New York Jets,16,176,960,29.5,10.8,5.5,27.0,Own 34.4,2:39,1.52
,League Total,,5885,32013,29.5,14.5,5.4,26.6,Own 31.4,2:32,1.56
