Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
1,Houston Texans,16,204,1154,28.9,9.8,5.7,27.3,Own 25.5,2:25,1.57
2,Philadelphia Eagles,16,203,1130,29.1,15.3,5.6,28.4,Own 26.4,2:03,1.62
3,New York Jets,16,199,1107,35.7,11.6,5.6,29.6,Own 29.2,2:31,1.95
4,Denver Broncos,16,199,1091,31.2,15.1,5.5,28.6,Own 25.9,2:27,1.58
5,Carolina Panthers,16,198,1097,42.9,9.6,5.5,29.9,Own 30.7,2:35,2.40
6,St. Louis Rams,16,196,951,24.5,10.2,4.9,24.3,Own 27.9,2:18,1.29
7,Oakland Raiders,16,195,1034,31.8,10.3,5.3,27.3,Own 29.4,2:25,1.79
8,Indianapolis Colts,16,194,1079,29.4,14.4,5.6,26.5,Own 26.8,2:29,1.54
9,Jacksonville Jaguars,16,193,1042,34.2,14.0,5.4,28.6,Own 27.2,2:19,1.85
10,New England Patriots,16,192,1086,43.2,5.7,5.7,31.2,Own 30.1,2:31,2.34
11,Green Bay Packers,16,192,1085,33.3,8.9,5.7,27.8,Own 28.1,2:31,1.83
12,Tennessee Titans,16,191,992,25.7,16.2,5.2,26.1,Own 27.0,2:29,1.50
13,Pittsburgh Steelers,16,190,1053,40.5,13.7,5.5,33.3,Own 28.2,2:30,2.10
14,Miami Dolphins,16,187,993,25.7,9.6,5.3,28.3,Own 26.0,2:21,1.52
15,Arizona Cardinals,16,186,1073,42.5,11.8,5.8,35.1,Own 27.8,2:45,2.37
16,Buffalo Bills,16,186,1043,34.9,8.6,5.6,31.0,Own 26.7,2:42,1.95
17,New York Giants,16,186,1085,38.2,11.3,5.8,32.0,Own 28.0,2:27,2.03
18,Baltimore Ravens,16,186,1123,33.3,14.0,6.0,30.8,Own 27.1,2:38,1.62
19,New Orleans Saints,16,182,1122,36.3,10.4,6.2,35.5,Own 26.4,2:45,2.14
20,San Francisco 49ers,16,182,996,25.8,8.2,5.5,26.6,Own 23.7,2:21,1.28
21,Cincinnati Bengals,16,182,1032,39.6,9.3,5.7,31.2,Own 30.1,2:45,2.26
22,Kansas City Chiefs,16,182,992,37.9,7.1,5.5,29.1,Own 31.3,2:43,1.99
23,Washington Redskins,16,180,1041,36.1,11.1,5.8,31.5,Own 27.0,2:49,1.95
24,Detroit Lions,16,179,1054,34.6,12.3,5.9,31.0,Own 25.6,2:49,1.93
25,Chicago Bears,16,179,1064,37.4,11.2,5.9,30.7,Own 29.4,2:49,1.88
26,Cleveland Browns,16,178,1074,29.8,15.2,6.0,29.8,Own 27.4,2:47,1.46
27,San Diego Chargers,16,178,1132,33.7,12.4,6.4,33.4,Own 23.3,2:52,1.78
28,Tampa Bay Buccaneers,16,176,1057,35.8,14.8,6.0,34.1,Own 26.2,2:38,1.85
29,Seattle Seahawks,16,174,1066,42.0,8.6,6.1,34.6,Own 29.2,2:58,2.27
30,Atlanta Falcons,16,174,1104,34.5,17.2,6.3,34.2,Own 27.0,2:58,1.84
31,Dallas Cowboys,16,172,1001,31.4,18.0,5.8,31.1,Own 24.5,2:54,1.50
32,Minnesota Vikings,16,172,1012,38.4,9.3,5.9,29.9,Own 30.2,2:50,1.90
,League Total,,5967,33965,34.3,11.7,5.7,30.2,Own 27.5,2:36,1.84
