Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored
Miami Dolphins,513.0,6936.0,1070.0,6.5,28.0,10.0,387.0,367.0,572.0,5018.0,49.0,18.0,8.6,243.0,484.0,1918.0,18.0,4.0,115.0,67.0,527.0,29.0,0.0,0.0,64.2,8.6,3.1,9.0,9.3,14.0,108.5,14.0,128.0,8.9,2.4,39.0,365.0,0.0,9.4,44.0,799.0,0.0,18.2,8288.0,0.0,0.0,7.0,7.0,5.0,2.0,4.0,0.0,3.0,0.0,19.0,9.0,47.4,70.0,66.0,94.3,51.0,2281.0,0.0,44.7,298.0,5420.0,1051.0,5.2,36.0,12.0,314.0,310.0,551.0,3265.0,22.0,24.0,5.5,172.0,458.0,2155.0,16.0,4.7,130.0,93.0,772.0,12.0,0.0,0.0,56.3,4.0,4.4,6.5,5.4,11.6,71.4,42.0,339.0,4.4,7.1,17.0,138.0,0.0,8.1,66.0,1368.0,0.0,20.7,17.0,9.0,52.9,38.0,37.0,97.4,83.0,3478.0,0.0,41.9,26.0,1.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5146.0,8.0,215.0,1516.0,0.5476635514018692,0.4523364485981308,0.7234717416378316,0.27652825836216843,0.7313432835820896,0.26865671641791045,2.1130434782608694,0.4732510288065844,0.07493540051679587,2.25,0.5642245480494766,0.43577545195052336,0.6023985239852399,0.39760147601476015,0.5789473684210527,0.42105263157894735,0.03821656050955414,1.3829787234042552,0.38461538461538464,18.0
San Francisco 49ers,475.0,6366.0,1057.0,6.0,22.0,12.0,356.0,312.0,496.0,3901.0,32.0,10.0,7.5,204.0,534.0,2465.0,21.0,4.6,138.0,100.0,884.0,14.0,0.0,0.0,62.9,6.5,2.0,8.2,8.6,13.1,101.9,27.0,178.0,7.8,5.2,45.0,521.0,1.0,11.6,47.0,1039.0,0.0,22.1,8143.0,1.0,1.0,8.0,8.0,11.0,8.0,13.0,7.0,2.0,1.0,35.0,25.0,71.4,56.0,56.0,100.0,62.0,2578.0,1.0,41.6,227.0,5176.0,1029.0,5.0,38.0,13.0,302.0,298.0,546.0,3381.0,14.0,25.0,5.7,173.0,432.0,1795.0,10.0,4.2,101.0,91.0,723.0,28.0,0.0,0.0,54.6,2.6,4.6,6.9,5.3,12.6,65.6,51.0,363.0,4.2,8.5,30.0,190.0,0.0,6.3,78.0,1499.0,0.0,19.2,25.0,19.0,76.0,24.0,24.0,100.0,80.0,3240.0,0.0,40.5,26.0,1.0,2.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4079.0,16.0,248.0,1190.0,0.49479659413434246,0.5052034058656576,0.6127866792334276,0.38721332076657244,0.6037735849056604,0.39622641509433965,1.4782608695652173,0.6764705882352942,0.03932584269662921,1.7826086956521738,0.5801749271137027,0.41982507288629733,0.6532071097372488,0.3467928902627512,0.5833333333333334,0.41666666666666663,0.09271523178807947,1.6428571428571428,0.46153846153846156,20.0
Washington Redskins,426.0,5350.0,1121.0,4.8,28.0,15.0,339.0,286.0,485.0,3076.0,24.0,13.0,5.8,164.0,588.0,2274.0,20.0,3.9,154.0,80.0,723.0,21.0,0.0,0.0,59.0,4.9,2.7,7.0,6.8,11.9,85.9,48.0,341.0,5.6,9.0,55.0,474.0,0.0,8.6,60.0,1174.0,0.0,19.6,7401.0,1.0,1.0,10.0,9.0,13.0,12.0,5.0,1.0,2.0,1.0,31.0,24.0,77.4,51.0,48.0,94.1,73.0,2873.0,1.0,39.4,310.0,5361.0,1031.0,5.2,43.0,22.0,307.0,318.0,575.0,3772.0,25.0,21.0,5.9,194.0,390.0,1589.0,13.0,4.1,91.0,84.0,803.0,22.0,0.0,0.0,55.3,4.3,3.7,7.5,6.7,13.5,78.6,66.0,529.0,5.2,10.3,38.0,187.0,0.0,4.9,73.0,1404.0,1.0,19.2,20.0,13.0,65.0,39.0,37.0,94.9,78.0,3112.0,0.0,39.9,33.0,3.0,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.0,15.0,116.0,-11.0,0.47546833184656556,0.5245316681534344,0.5749532710280374,0.4250467289719626,0.5454545454545454,0.4545454545454546,1.0649350649350648,0.9390243902439024,0.061946902654867256,1.794871794871795,0.6217264791464597,0.37827352085354027,0.7036000746129454,0.2963999253870546,0.6578947368421053,0.3421052631578947,0.07166123778501629,1.829268292682927,0.45454545454545453,42.0
St. Louis Cardinals,423.0,6345.0,1103.0,5.8,36.0,20.0,345.0,347.0,566.0,4257.0,28.0,16.0,6.9,200.0,488.0,2088.0,21.0,4.3,129.0,109.0,904.0,16.0,0.0,0.0,61.3,4.9,2.8,8.2,7.9,13.4,92.0,49.0,377.0,6.7,8.0,47.0,399.0,0.0,8.5,74.0,1563.0,0.0,21.1,8740.0,0.0,0.0,7.0,7.0,9.0,7.0,16.0,8.0,3.0,1.0,35.0,23.0,65.7,51.0,48.0,94.1,68.0,2633.0,1.0,38.7,345.0,5094.0,991.0,5.1,33.0,12.0,292.0,251.0,494.0,3171.0,26.0,21.0,5.8,157.0,442.0,1923.0,11.0,4.4,108.0,75.0,578.0,27.0,0.0,0.0,50.8,5.3,4.3,7.2,6.4,14.2,74.4,55.0,403.0,5.0,10.0,27.0,239.0,0.0,8.9,85.0,1549.0,1.0,18.2,38.0,25.0,65.8,39.0,36.0,92.3,81.0,3159.0,0.0,39.0,32.0,1.0,1.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4634.0,-3.0,78.0,1251.0,0.557570262919311,0.442429737080689,0.6709219858156028,0.3290780141843972,0.5714285714285714,0.4285714285714286,1.550387596899225,0.645,0.0463768115942029,1.9069767441860463,0.5539858728557013,0.44601412714429867,0.6224970553592462,0.37750294464075385,0.7027027027027027,0.29729729729729726,0.09246575342465753,1.6363636363636362,0.625,12.0
Seattle Seahawks,418.0,5068.0,1034.0,4.9,39.0,13.0,287.0,283.0,497.0,3423.0,32.0,26.0,6.4,171.0,495.0,1645.0,10.0,3.3,94.0,128.0,1179.0,22.0,0.0,0.0,56.9,6.4,5.2,7.5,6.5,13.3,80.6,42.0,328.0,5.4,7.8,44.0,484.0,1.0,11.0,54.0,1007.0,0.0,18.6,6866.0,0.0,0.0,10.0,9.0,4.0,4.0,7.0,6.0,3.0,1.0,24.0,20.0,83.3,51.0,50.0,98.0,95.0,3567.0,0.0,37.5,282.0,4963.0,1051.0,4.7,63.0,25.0,288.0,265.0,521.0,3174.0,18.0,38.0,5.5,160.0,475.0,1789.0,11.0,3.8,99.0,114.0,883.0,29.0,0.0,0.0,50.9,3.5,7.3,6.9,4.3,13.5,54.2,55.0,398.0,3.2,9.5,32.0,205.0,1.0,6.4,67.0,1116.0,0.0,16.7,22.0,14.0,63.6,34.0,34.0,100.0,83.0,3345.0,0.0,40.3,24.0,1.0,7.0,0.0,51.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3751.0,24.0,136.0,105.0,0.5212765957446809,0.4787234042553191,0.675414364640884,0.324585635359116,0.7619047619047619,0.23809523809523814,1.8191489361702127,0.5497076023391813,0.07665505226480836,2.272727272727273,0.5480494766888677,0.4519505233111323,0.6395325408019343,0.36046745919806567,0.6206896551724138,0.3793103448275862,0.10069444444444445,1.8157894736842106,0.5416666666666666,50.0
San Diego Chargers,394.0,6297.0,1154.0,5.5,38.0,17.0,374.0,401.0,662.0,4643.0,25.0,21.0,6.7,240.0,456.0,1654.0,18.0,3.6,106.0,112.0,1023.0,28.0,0.0,0.0,60.6,3.8,3.2,7.4,6.8,12.3,82.9,36.0,285.0,6.0,5.2,33.0,212.0,1.0,6.4,63.0,1319.0,0.0,20.9,8132.0,1.0,1.0,7.0,5.0,5.0,4.0,12.0,9.0,4.0,1.0,29.0,20.0,69.0,47.0,46.0,97.9,66.0,2773.0,0.0,42.0,413.0,5936.0,1021.0,5.8,36.0,17.0,322.0,323.0,531.0,4085.0,27.0,19.0,7.2,189.0,457.0,1851.0,23.0,4.1,109.0,108.0,905.0,24.0,0.0,0.0,60.8,5.1,3.6,8.1,7.5,13.3,88.6,33.0,218.0,6.7,5.9,43.0,399.0,0.0,9.3,72.0,1437.0,0.0,20.0,25.0,19.0,76.0,51.0,50.0,98.0,73.0,2891.0,0.0,39.6,35.0,0.0,4.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4928.0,-2.0,-19.0,361.0,0.6048526863084922,0.3951473136915078,0.7373352390026997,0.2626647609973003,0.5813953488372093,0.41860465116279066,2.2641509433962264,0.44166666666666665,0.0748663101604278,2.055555555555556,0.5523996082272282,0.4476003917727718,0.6881738544474394,0.3118261455525606,0.54,0.45999999999999996,0.07453416149068323,1.975609756097561,0.4857142857142857,24.0
Green Bay Packers,390.0,5449.0,1009.0,5.4,37.0,7.0,315.0,281.0,506.0,3430.0,30.0,30.0,6.3,168.0,461.0,2019.0,18.0,4.4,120.0,110.0,915.0,27.0,0.0,0.0,55.5,5.9,5.9,7.4,5.9,13.3,74.2,42.0,310.0,4.9,7.7,48.0,351.0,0.0,7.3,67.0,1362.0,1.0,20.3,7467.0,0.0,0.0,4.0,2.0,7.0,4.0,8.0,5.0,2.0,1.0,21.0,12.0,57.1,49.0,48.0,98.0,85.0,3596.0,0.0,42.3,309.0,5291.0,1140.0,4.6,42.0,15.0,323.0,315.0,551.0,3146.0,16.0,27.0,5.3,166.0,545.0,2145.0,14.0,3.9,136.0,145.0,1129.0,21.0,0.0,0.0,57.2,2.9,4.9,6.3,4.7,11.0,65.2,44.0,324.0,3.8,7.4,46.0,368.0,0.0,8.0,73.0,1171.0,0.0,16.0,31.0,24.0,77.4,34.0,33.0,97.1,89.0,3640.0,0.0,40.9,17.0,0.0,2.0,0.0,51.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3740.0,5.0,81.0,158.0,0.5431119920713577,0.45688800792864226,0.629473297852817,0.370526702147183,0.625,0.375,1.4,0.7142857142857143,0.08571428571428572,1.6818181818181817,0.5219298245614035,0.47807017543859653,0.5945945945945946,0.4054054054054054,0.5333333333333333,0.4666666666666667,0.06501547987616099,1.6153846153846154,0.4117647058823529,12.0
Pittsburgh Steelers,387.0,5420.0,1052.0,5.2,40.0,15.0,302.0,240.0,443.0,3241.0,25.0,25.0,6.8,167.0,574.0,2179.0,13.0,3.8,117.0,112.0,948.0,18.0,0.0,0.0,54.2,5.6,5.6,7.9,6.5,14.7,75.6,35.0,278.0,5.5,7.3,61.0,696.0,1.0,11.4,54.0,1026.0,0.0,19.0,7524.0,0.0,0.0,9.0,8.0,9.0,6.0,11.0,8.0,3.0,2.0,32.0,24.0,75.0,45.0,45.0,100.0,70.0,2883.0,0.0,41.2,310.0,4916.0,1016.0,4.8,42.0,11.0,282.0,299.0,515.0,3299.0,19.0,31.0,5.9,167.0,454.0,1617.0,12.0,3.6,87.0,107.0,945.0,28.0,0.0,0.0,58.1,3.7,6.0,7.2,5.2,12.3,67.5,47.0,390.0,4.1,8.4,37.0,351.0,1.0,9.5,61.0,1338.0,1.0,21.9,28.0,22.0,78.6,35.0,34.0,97.1,90.0,3816.0,0.0,42.4,40.0,2.0,4.0,0.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3519.0,2.0,77.0,504.0,0.4543726235741445,0.5456273764258555,0.597970479704797,0.402029520295203,0.6578947368421053,0.3421052631578947,1.4273504273504274,0.7005988023952096,0.059602649006622516,2.0789473684210527,0.5531496062992126,0.4468503937007874,0.6710740439381611,0.32892595606183894,0.6129032258064516,0.3870967741935484,0.09929078014184398,2.0,0.375,36.0
Los Angeles Raiders,368.0,5244.0,1061.0,4.9,48.0,20.0,301.0,266.0,491.0,3358.0,21.0,28.0,6.2,162.0,516.0,1886.0,19.0,3.7,114.0,143.0,1209.0,25.0,0.0,0.0,54.2,4.3,5.7,7.6,5.9,14.0,69.3,54.0,360.0,4.6,9.9,67.0,667.0,1.0,10.0,56.0,1216.0,0.0,21.7,7583.0,1.0,1.0,7.0,7.0,7.0,4.0,11.0,7.0,1.0,1.0,27.0,20.0,74.1,42.0,40.0,95.2,91.0,3809.0,0.0,41.9,278.0,4644.0,1089.0,4.3,34.0,14.0,297.0,254.0,508.0,2752.0,19.0,20.0,4.8,147.0,517.0,1892.0,12.0,3.7,107.0,121.0,1061.0,43.0,0.0,0.0,50.0,3.7,3.9,6.4,5.4,12.9,66.6,64.0,516.0,3.9,11.2,34.0,345.0,0.0,10.1,61.0,1063.0,0.0,17.4,21.0,17.0,81.0,33.0,29.0,87.9,117.0,5066.0,0.0,43.3,42.0,1.0,2.0,0.0,44.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3718.0,-14.0,90.0,600.0,0.5136663524976437,0.4863336475023563,0.6403508771929824,0.35964912280701755,0.525,0.475,1.4210526315789473,0.7037037037037037,0.08305647840531562,2.054054054054054,0.5252525252525253,0.4747474747474747,0.5925925925925926,0.40740740740740744,0.6129032258064516,0.3870967741935484,0.1447811447811448,1.7297297297297298,0.47619047619047616,22.0
New England Patriots,362.0,5263.0,1048.0,5.0,29.0,15.0,315.0,292.0,500.0,3231.0,26.0,14.0,5.7,186.0,482.0,2032.0,15.0,4.2,104.0,86.0,674.0,25.0,0.0,0.0,58.4,5.2,2.8,7.4,7.2,12.6,87.1,66.0,454.0,5.5,11.7,48.0,430.0,0.0,9.0,63.0,1246.0,0.0,19.8,7393.0,2.0,2.0,10.0,10.0,7.0,4.0,8.0,6.0,1.0,0.0,28.0,22.0,78.6,42.0,42.0,100.0,92.0,3904.0,0.0,42.4,352.0,5100.0,1066.0,4.8,25.0,8.0,311.0,283.0,513.0,3214.0,25.0,17.0,5.7,182.0,498.0,1886.0,11.0,3.8,109.0,87.0,773.0,20.0,0.0,0.0,55.2,4.9,3.3,7.1,6.6,13.0,80.3,55.0,452.0,5.2,9.7,45.0,442.0,1.0,9.8,73.0,1373.0,0.0,18.8,31.0,21.0,67.7,42.0,37.0,88.1,83.0,3345.0,0.0,40.3,29.0,1.0,0.0,0.0,42.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3685.0,-4.0,10.0,163.0,0.5400763358778626,0.45992366412213737,0.6139084172525175,0.38609158274748245,0.6341463414634146,0.36585365853658536,1.7884615384615385,0.5591397849462365,0.07936507936507936,1.7619047619047619,0.5328330206378987,0.4671669793621013,0.6301960784313726,0.3698039215686274,0.6944444444444444,0.3055555555555556,0.06430868167202572,1.868421052631579,0.5172413793103449,8.0
