Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,ExpectedPoints,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,ExpectedPointsPassing,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,ExpectedPoints_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,ExpectedPointsPassing_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,ExpectedPointsRunning,ExpectedPointsRunning_Defense,#Dr,Plays/Drive,Yds/Drive,AvgStartingPosition,AvgDriveTime,Pts/Drive,#Dr_Defense,Plays/Drive_Defense,Yds/Drive_Defense,AvgStartingPosition_Defense,AvgDriveTime_Defense,Pts/Drive_Defense,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored,TimeOfPossession,TimeOfPossession_Defense,AvgFieldPositionDifferential
Cincinnati Bengals,380.0,5568.0,1008.0,5.5,30.0,10.0,320.0,373.0,575.0,4012.0,26.0,20.0,6.8,213.0,416.0,1556.0,10.0,3.7,81.0,90.0,670.0,26.0,37.9,15.3,30.63,64.9,4.5,3.5,7.2,6.5,11.1,86.7,17.0,119.0,6.1,2.9,80.79,27.0,131.0,0.0,4.9,73.0,1684.0,1.0,23.1,7648.0,1.0,1.0,12.0,11.0,13.0,13.0,7.0,6.0,1.0,0.0,34.0,31.0,91.2,37.0,37.0,100.0,59.0,2437.0,0.0,41.3,385.0,5580.0,1011.0,5.5,35.0,16.0,313.0,353.0,540.0,3687.0,29.0,19.0,6.6,200.0,449.0,1893.0,11.0,4.2,98.0,88.0,712.0,15.0,35.9,18.8,-14.52,65.4,5.4,3.5,7.1,6.6,10.8,89.2,22.0,128.0,6.1,3.9,-68.42,33.0,299.0,1.0,9.1,76.0,1732.0,0.0,22.8,27.0,25.0,92.6,42.0,42.0,100.0,58.0,2303.0,0.0,39.7,20.0,-36.71,46.34,177.0,5.9,31.4,31.1,159.0,1.95,181.0,5.7,30.7,31.9,162.0,1.96,2.0,1.0,1.0,41.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,4131.0,5.0,-5.0,-12.0,0.5873015873015873,0.4126984126984127,0.7205459770114943,0.2794540229885057,0.7222222222222222,0.2777777777777778,2.6296296296296298,0.38028169014084506,0.08125,1.9459459459459456,0.5558852621167161,0.4441147378832839,0.6607526881720429,0.339247311827957,0.725,0.275,0.04792332268370607,1.6904761904761902,0.5,26.0,28143.0,29322.0,-0.7999999999999972
Houston Texans,379.0,5337.0,968.0,5.5,38.0,17.0,295.0,346.0,529.0,3751.0,24.0,21.0,6.8,190.0,417.0,1586.0,12.0,3.8,96.0,82.0,636.0,9.0,35.5,20.9,8.6,65.4,4.5,4.0,7.4,6.5,11.3,86.1,22.0,174.0,6.0,4.0,15.54,33.0,287.0,0.0,8.7,74.0,1961.0,4.0,26.5,7826.0,1.0,1.0,7.0,6.0,6.0,6.0,10.0,7.0,5.0,5.0,29.0,25.0,86.2,40.0,40.0,100.0,55.0,2296.0,0.0,41.7,384.0,5507.0,994.0,5.5,25.0,14.0,325.0,361.0,546.0,3682.0,25.0,11.0,6.4,197.0,417.0,1825.0,15.0,4.4,107.0,81.0,614.0,21.0,38.9,12.0,-71.53,66.1,4.6,2.0,7.1,7.1,10.7,93.6,31.0,196.0,6.4,5.4,-70.59,19.0,151.0,0.0,7.9,69.0,1593.0,0.0,23.1,33.0,28.0,84.8,43.0,42.0,97.7,59.0,2537.0,0.0,43.0,26.0,-1.16,-11.13,172.0,5.8,30.8,29.6,165.0,1.9,175.0,5.9,31.3,32.6,166.0,2.08,3.0,0.0,0.0,43.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3925.0,-13.0,-5.0,-170.0,0.5692148760330579,0.4307851239669421,0.7028293048529136,0.2971706951470864,0.6666666666666666,0.33333333333333337,1.9791666666666667,0.5052631578947369,0.030508474576271188,1.947368421052632,0.5804828973843058,0.4195171026156942,0.6686035954240058,0.3313964045759942,0.625,0.375,0.06461538461538463,1.6136363636363635,0.6538461538461539,18.0,28380.0,29050.0,-3.0
New Orleans Saints,379.0,5780.0,1060.0,5.5,30.0,12.0,346.0,440.0,652.0,4314.0,28.0,18.0,6.5,232.0,392.0,1466.0,14.0,3.7,94.0,68.0,581.0,20.0,31.7,16.1,50.74,67.5,4.3,2.8,6.8,6.4,10.1,89.4,16.0,109.0,6.1,2.4,83.29,24.0,197.0,0.0,8.2,71.0,1513.0,0.0,21.3,7672.0,0.0,0.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,2.0,22.0,15.0,68.2,42.0,42.0,100.0,63.0,2757.0,0.0,43.8,388.0,5570.0,964.0,5.8,23.0,10.0,288.0,327.0,524.0,3924.0,32.0,13.0,7.1,196.0,408.0,1646.0,7.0,4.0,80.0,89.0,685.0,12.0,36.3,12.1,-24.68,62.4,6.1,2.5,7.9,8.0,12.6,96.9,32.0,198.0,7.2,5.8,-65.46,35.0,335.0,1.0,9.6,56.0,1256.0,1.0,22.4,30.0,26.0,86.7,44.0,44.0,100.0,67.0,2921.0,0.0,43.6,25.0,-28.37,30.5,180.0,6.0,32.1,28.5,166.0,1.88,182.0,5.5,30.4,31.6,152.0,1.97,2.0,3.0,0.0,47.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4423.0,-7.0,-9.0,210.0,0.6301886792452829,0.36981132075471707,0.7463667820069204,0.2536332179930796,0.6666666666666666,0.33333333333333337,2.4680851063829787,0.4051724137931034,0.05780346820809248,1.8378378378378375,0.5767634854771784,0.4232365145228216,0.7044883303411131,0.2955116696588869,0.8205128205128205,0.17948717948717952,0.04166666666666666,1.975,0.48,32.0,29880.0,27664.0,-3.1000000000000014
New York Giants,373.0,5302.0,1041.0,5.1,34.0,14.0,321.0,302.0,544.0,3154.0,23.0,20.0,5.5,167.0,469.0,2148.0,15.0,4.6,119.0,77.0,652.0,35.0,32.3,17.5,-5.3,55.5,4.2,3.7,6.2,5.4,11.2,73.0,28.0,222.0,4.7,4.9,-6.56,43.0,319.0,0.0,7.4,66.0,1579.0,1.0,23.9,7521.0,1.0,1.0,10.0,9.0,8.0,5.0,8.0,8.0,0.0,0.0,27.0,23.0,85.2,42.0,40.0,95.2,72.0,2905.0,1.0,40.3,351.0,4880.0,984.0,5.0,25.0,10.0,288.0,306.0,523.0,3317.0,24.0,15.0,5.8,185.0,408.0,1563.0,12.0,3.8,83.0,118.0,874.0,20.0,29.5,12.4,44.99,58.5,4.6,2.9,7.0,6.6,12.0,83.4,53.0,349.0,5.4,9.2,-21.94,28.0,173.0,0.0,6.2,69.0,1596.0,1.0,23.1,29.0,21.0,72.4,38.0,38.0,100.0,87.0,3628.0,0.0,41.7,26.0,7.15,47.07,189.0,5.7,28.1,31.5,159.0,1.77,193.0,5.2,25.2,31.3,142.0,1.63,2.0,3.0,0.0,44.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,3376.0,-9.0,22.0,422.0,0.5494716618635928,0.4505283381364073,0.5948698604300264,0.4051301395699736,0.6052631578947368,0.3947368421052632,1.4033613445378148,0.7125748502994012,0.10903426791277257,1.347826086956522,0.5853658536585366,0.41463414634146345,0.6797131147540983,0.32028688524590165,0.6666666666666666,0.33333333333333337,0.06944444444444445,1.842105263157895,0.5384615384615384,30.0,30051.0,27406.0,0.1999999999999993
Minnesota Vikings,365.0,5379.0,964.0,5.6,30.0,16.0,294.0,249.0,432.0,2745.0,12.0,14.0,5.8,139.0,494.0,2634.0,22.0,5.3,131.0,86.0,662.0,24.0,28.4,15.3,-3.74,57.6,2.8,3.2,6.8,5.9,11.8,74.2,38.0,193.0,5.0,8.1,-18.07,29.0,242.0,0.0,8.3,59.0,1461.0,1.0,24.8,7369.0,0.0,0.0,3.0,3.0,6.0,6.0,11.0,10.0,4.0,1.0,24.0,20.0,83.3,40.0,39.0,97.5,81.0,3621.0,0.0,44.7,311.0,5410.0,1063.0,5.1,31.0,16.0,305.0,415.0,646.0,4225.0,22.0,15.0,6.2,222.0,379.0,1185.0,7.0,3.1,67.0,110.0,763.0,16.0,29.7,16.1,75.52,64.2,3.4,2.3,7.0,6.6,10.8,86.3,38.0,275.0,5.8,5.6,-44.57,43.0,440.0,1.0,10.2,65.0,1441.0,0.0,22.2,32.0,28.0,87.5,31.0,31.0,100.0,82.0,3780.0,0.0,46.1,27.0,20.5,103.43,190.0,5.2,28.2,27.7,149.0,1.57,192.0,5.7,28.0,29.4,154.0,1.49,2.0,6.0,0.0,43.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2938.0,1.0,54.0,-31.0,0.48755186721991706,0.5124481327800829,0.5103179029559398,0.4896820970440602,0.35294117647058826,0.6470588235294117,1.0610687022900764,0.9424460431654677,0.08163265306122447,1.2830188679245282,0.6434619002822202,0.35653809971777983,0.7809611829944547,0.21903881700554528,0.7586206896551724,0.2413793103448276,0.052459016393442616,2.2580645161290316,0.5925925925925926,50.0,28310.0,29568.0,-1.6999999999999993
Detroit Lions,346.0,5166.0,965.0,5.4,36.0,14.0,303.0,368.0,587.0,3878.0,19.0,22.0,6.0,203.0,324.0,1288.0,13.0,4.0,73.0,100.0,676.0,27.0,32.3,18.5,-42.6,62.7,3.2,3.7,7.2,6.1,11.5,79.4,54.0,338.0,5.1,8.4,0.43,18.0,148.0,0.0,8.2,72.0,1628.0,1.0,22.6,7315.0,1.0,1.0,5.0,4.0,12.0,10.0,13.0,11.0,4.0,3.0,35.0,29.0,82.9,36.0,35.0,97.2,68.0,3010.0,0.0,44.3,444.0,6042.0,1087.0,5.6,35.0,18.0,363.0,422.0,602.0,4131.0,32.0,17.0,6.5,221.0,448.0,1911.0,19.0,4.3,116.0,113.0,897.0,26.0,35.2,18.1,-60.86,70.1,5.3,2.8,7.3,7.1,10.4,96.8,37.0,256.0,6.3,5.8,-94.88,36.0,434.0,0.0,12.1,65.0,1750.0,2.0,26.9,27.0,17.0,63.0,53.0,53.0,100.0,61.0,2739.0,0.0,44.9,35.0,-31.73,25.5,189.0,5.3,27.3,29.7,141.0,1.65,193.0,5.8,31.0,32.2,162.0,2.11,0.0,3.0,1.0,37.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,4216.0,-1.0,-98.0,-876.0,0.6642487046632124,0.3357512953367876,0.7506775067750677,0.2493224932249323,0.59375,0.40625,2.780821917808219,0.3596059113300493,0.0891089108910891,1.8,0.5878564857405704,0.4121435142594296,0.6837140019860973,0.3162859980139027,0.6274509803921569,0.3725490196078432,0.07162534435261708,1.6976744186046513,0.4,26.0,26649.0,31266.0,-2.5000000000000036
Philadelphia Eagles,336.0,5729.0,1047.0,5.5,27.0,12.0,323.0,350.0,577.0,3755.0,24.0,15.0,6.0,186.0,421.0,1974.0,12.0,4.7,118.0,83.0,649.0,19.0,34.1,13.2,49.64,60.7,4.2,2.6,6.9,6.6,11.4,84.6,49.0,250.0,5.7,7.8,36.73,42.0,340.0,0.0,8.1,71.0,1539.0,0.0,21.7,7858.0,0.0,0.0,12.0,12.0,10.0,10.0,6.0,1.0,4.0,1.0,32.0,24.0,75.0,36.0,36.0,100.0,73.0,3066.0,0.0,42.0,300.0,4982.0,979.0,5.1,19.0,8.0,279.0,312.0,539.0,3449.0,16.0,11.0,6.0,177.0,403.0,1533.0,10.0,3.8,80.0,81.0,616.0,22.0,30.5,10.2,26.05,57.9,3.0,2.0,6.9,6.5,11.8,80.3,37.0,244.0,5.7,6.4,-29.98,36.0,409.0,1.0,11.4,69.0,1536.0,0.0,22.3,38.0,31.0,81.6,29.0,27.0,93.1,76.0,3162.0,0.0,41.6,24.0,20.15,40.76,182.0,5.9,31.5,29.2,163.0,1.86,187.0,5.4,26.6,32.0,149.0,1.47,2.0,0.0,0.0,38.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4005.0,-8.0,36.0,747.0,0.5978987583572111,0.4021012416427889,0.6554372490836097,0.3445627509163903,0.6666666666666666,0.33333333333333337,1.5762711864406782,0.6344086021505376,0.05882352941176471,1.4680851063829787,0.5883554647599591,0.4116445352400409,0.6922922521075873,0.30770774789241273,0.6153846153846154,0.3846153846153846,0.07885304659498207,1.8157894736842104,0.5,12.0,29666.0,27863.0,-2.8000000000000007
Tampa Bay Buccaneers,334.0,5229.0,975.0,5.4,20.0,12.0,281.0,316.0,490.0,3357.0,18.0,8.0,6.4,162.0,449.0,1872.0,15.0,4.2,98.0,81.0,614.0,21.0,33.0,9.7,-3.17,64.5,3.7,1.6,7.3,7.3,11.3,91.7,36.0,222.0,6.4,6.8,18.21,50.0,334.0,0.0,6.7,48.0,1119.0,1.0,23.3,6940.0,0.0,0.0,12.0,11.0,11.0,11.0,7.0,6.0,3.0,0.0,33.0,28.0,84.8,34.0,34.0,100.0,78.0,3426.0,1.0,43.9,270.0,4451.0,977.0,4.6,35.0,19.0,258.0,297.0,490.0,2725.0,18.0,16.0,5.2,158.0,454.0,1726.0,11.0,3.8,93.0,86.0,706.0,7.0,24.2,18.7,87.4,60.6,3.7,3.3,6.0,5.3,9.9,76.2,33.0,210.0,4.5,6.3,24.41,38.0,280.0,0.0,7.4,68.0,1328.0,1.0,19.5,18.0,15.0,83.3,32.0,31.0,96.9,83.0,3610.0,0.0,43.5,18.0,-8.18,50.81,185.0,5.4,28.2,33.1,158.0,1.7,182.0,5.5,24.3,27.5,156.0,1.36,1.0,1.0,0.0,36.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3579.0,15.0,64.0,778.0,0.5394871794871795,0.4605128205128205,0.6419965576592083,0.3580034423407917,0.5454545454545454,0.4545454545454546,1.6530612244897958,0.6049382716049383,0.07473309608540925,1.738095238095238,0.5353121801432958,0.4646878198567042,0.6122219725904291,0.3877780274095709,0.6206896551724138,0.3793103448275862,0.027131782945736437,1.5789473684210529,0.6666666666666666,12.0,29230.0,28392.0,5.600000000000001
Washington Redskins,334.0,5334.0,1052.0,5.1,29.0,18.0,307.0,319.0,525.0,3463.0,18.0,11.0,6.3,192.0,498.0,1871.0,15.0,3.8,103.0,90.0,751.0,12.0,32.1,15.0,-56.19,60.8,3.4,2.1,6.9,6.6,11.4,84.2,29.0,159.0,6.0,5.2,48.38,40.0,299.0,0.0,7.5,65.0,1544.0,0.0,23.8,7320.0,0.0,0.0,10.0,10.0,10.0,8.0,15.0,11.0,0.0,0.0,35.0,29.0,82.9,30.0,29.0,96.7,75.0,3072.0,0.0,41.0,310.0,4884.0,1026.0,4.8,24.0,10.0,291.0,351.0,602.0,3424.0,20.0,14.0,5.4,174.0,391.0,1460.0,10.0,3.7,89.0,88.0,684.0,28.0,29.5,12.4,57.1,58.3,3.3,2.3,6.0,5.6,10.3,77.1,33.0,198.0,5.0,5.2,29.23,32.0,202.0,0.0,6.3,66.0,1289.0,1.0,19.5,37.0,27.0,73.0,30.0,29.0,96.7,81.0,3483.0,0.0,43.0,35.0,-88.08,12.8,193.0,5.6,27.4,32.0,155.0,1.65,193.0,5.5,25.3,31.8,147.0,1.51,0.0,2.0,0.0,35.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3622.0,-5.0,24.0,450.0,0.5266159695817489,0.473384030418251,0.6492313460817398,0.3507686539182602,0.5454545454545454,0.4545454545454546,1.864077669902913,0.5364583333333334,0.03908794788273615,1.8157894736842104,0.6189083820662769,0.3810916179337232,0.7010647010647011,0.2989352989352989,0.6666666666666666,0.33333333333333337,0.09621993127147767,1.6216216216216215,0.5142857142857142,16.0,29915.0,28371.0,0.1999999999999993
Chicago Bears,334.0,4692.0,1035.0,4.5,34.0,13.0,266.0,327.0,569.0,3362.0,18.0,21.0,5.5,168.0,423.0,1330.0,8.0,3.1,74.0,111.0,839.0,24.0,27.8,15.1,-141.68,57.5,3.2,3.7,6.5,5.5,11.3,72.2,43.0,339.0,4.5,7.0,-54.66,44.0,651.0,4.0,14.8,67.0,1234.0,2.0,18.4,7222.0,0.0,0.0,7.0,7.0,13.0,12.0,14.0,12.0,2.0,0.0,36.0,31.0,86.1,33.0,33.0,100.0,94.0,3934.0,0.0,41.9,348.0,5675.0,1036.0,5.5,33.0,17.0,305.0,343.0,541.0,3708.0,19.0,16.0,6.4,185.0,454.0,1967.0,17.0,4.3,100.0,92.0,670.0,20.0,28.5,15.0,32.48,63.4,3.5,3.0,7.3,6.7,11.5,84.7,41.0,245.0,5.8,7.0,-16.86,40.0,236.0,0.0,5.9,71.0,1370.0,1.0,19.3,33.0,25.0,75.8,37.0,35.0,94.6,94.0,3807.0,0.0,40.5,34.0,-72.35,47.72,205.0,5.2,22.8,34.5,133.0,1.34,214.0,5.0,26.4,29.5,142.0,1.53,0.0,1.0,1.0,34.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3701.0,-1.0,-14.0,-983.0,0.591304347826087,0.40869565217391296,0.716538789428815,0.283461210571185,0.6923076923076923,0.3076923076923077,2.27027027027027,0.4404761904761905,0.09022556390977443,2.096774193548387,0.5617760617760618,0.43822393822393824,0.6533920704845815,0.3466079295154185,0.5277777777777778,0.4722222222222222,0.06557377049180327,1.6976744186046513,0.38235294117647056,14.0,27265.0,30388.0,5.0
Denver Broncos,320.0,5541.0,976.0,5.7,29.0,14.0,305.0,326.0,515.0,3584.0,21.0,15.0,6.6,187.0,429.0,1957.0,10.0,4.6,96.0,90.0,610.0,22.0,32.8,14.7,2.8,63.3,4.1,2.9,7.3,6.8,11.5,86.7,32.0,175.0,6.1,5.9,36.56,23.0,209.0,1.0,9.1,58.0,1293.0,0.0,22.3,7254.0,0.0,0.0,11.0,11.0,6.0,6.0,12.0,9.0,2.0,1.0,31.0,27.0,87.1,33.0,33.0,100.0,60.0,2721.0,2.0,45.4,409.0,5376.0,992.0,5.4,30.0,16.0,306.0,279.0,458.0,3094.0,25.0,14.0,6.3,168.0,501.0,2282.0,14.0,4.6,119.0,82.0,628.0,19.0,37.5,16.5,-48.77,60.9,5.5,3.1,7.2,6.9,11.8,88.3,33.0,203.0,6.0,6.7,-68.7,31.0,334.0,2.0,10.8,62.0,1424.0,1.0,23.0,33.0,27.0,81.8,42.0,42.0,100.0,60.0,2634.0,0.0,43.9,30.0,-25.59,7.01,177.0,5.7,31.1,28.0,160.0,1.68,176.0,5.8,30.4,30.2,171.0,2.01,2.0,0.0,0.0,34.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,2.0,3759.0,1.0,-89.0,165.0,0.5604508196721312,0.4395491803278688,0.6468146543945136,0.3531853456054864,0.6774193548387096,0.3225806451612904,1.9479166666666667,0.5133689839572193,0.07213114754098361,1.5869565217391306,0.4949596774193548,0.5050403225806452,0.5755208333333334,0.4244791666666666,0.6410256410256411,0.3589743589743589,0.062091503267973865,1.5652173913043481,0.4666666666666667,14.0,28320.0,30096.0,-2.1999999999999993
Tennessee Titans,301.0,4987.0,1037.0,4.8,34.0,17.0,306.0,288.0,464.0,2878.0,9.0,17.0,5.8,171.0,543.0,2109.0,17.0,3.9,118.0,101.0,773.0,17.0,32.3,16.9,-61.98,62.1,1.9,3.7,6.6,5.4,10.7,72.6,30.0,199.0,4.6,6.1,-0.78,42.0,367.0,0.0,8.7,52.0,1098.0,0.0,21.1,6632.0,0.0,0.0,12.0,10.0,12.0,12.0,10.0,9.0,5.0,4.0,39.0,35.0,89.7,28.0,28.0,100.0,73.0,3060.0,0.0,41.9,297.0,4665.0,978.0,4.8,34.0,12.0,268.0,349.0,569.0,3187.0,21.0,22.0,5.2,165.0,369.0,1478.0,11.0,4.0,80.0,90.0,745.0,23.0,27.3,15.8,56.4,61.3,3.7,3.9,6.0,5.0,9.8,74.5,40.0,241.0,4.3,6.6,37.66,31.0,274.0,1.0,8.8,58.0,1404.0,0.0,24.2,25.0,18.0,72.0,33.0,31.0,93.9,81.0,3613.0,0.0,44.6,32.0,-49.04,13.69,189.0,5.7,26.3,32.5,162.0,1.52,183.0,5.5,25.4,28.5,150.0,1.52,0.0,2.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3077.0,0.0,4.0,322.0,0.476374156219865,0.523625843780135,0.5771004611991177,0.4228995388008823,0.3461538461538461,0.6538461538461539,1.4491525423728813,0.6900584795321637,0.05555555555555555,1.6923076923076923,0.6226993865030674,0.37730061349693256,0.6831725616291533,0.3168274383708467,0.65625,0.34375,0.08582089552238806,1.5,0.53125,12.0,30618.0,27450.0,4.0
Oakland Raiders,283.0,4717.0,1000.0,4.7,37.0,17.0,267.0,260.0,451.0,2631.0,17.0,20.0,5.3,133.0,508.0,2086.0,11.0,4.1,111.0,120.0,864.0,23.0,26.7,17.3,-101.9,57.6,3.8,4.4,6.4,5.2,11.1,70.9,41.0,262.0,4.2,8.3,-29.12,38.0,209.0,0.0,5.5,78.0,1686.0,0.0,21.6,6857.0,0.0,0.0,4.0,4.0,7.0,6.0,10.0,7.0,11.0,6.0,32.0,23.0,71.9,28.0,28.0,100.0,73.0,3585.0,0.0,49.1,398.0,5466.0,952.0,5.7,26.0,8.0,292.0,261.0,439.0,3132.0,17.0,18.0,6.7,156.0,486.0,2334.0,24.0,4.8,121.0,99.0,734.0,15.0,34.6,12.6,-20.06,59.5,3.9,4.1,7.6,6.5,12.7,78.9,27.0,186.0,5.7,5.8,-3.09,40.0,389.0,2.0,9.7,43.0,963.0,1.0,22.4,34.0,25.0,73.5,43.0,43.0,100.0,71.0,3046.0,0.0,42.9,42.0,-55.36,-30.9,191.0,5.4,24.6,29.6,158.0,1.39,191.0,5.2,28.5,32.0,146.0,1.9,0.0,2.0,0.0,30.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2893.0,-11.0,-115.0,-749.0,0.49200000000000005,0.508,0.5577697689209243,0.4422302310790757,0.6071428571428571,0.3928571428571429,1.1981981981981982,0.8345864661654135,0.08614232209737828,1.5609756097560978,0.4894957983193277,0.5105042016806722,0.5729967069154775,0.4270032930845225,0.4146341463414634,0.5853658536585367,0.051369863013698634,1.5833333333333333,0.4047619047619048,14.0,30178.0,27886.0,-2.3999999999999986
Baltimore Ravens,275.0,4832.0,1042.0,4.6,40.0,26.0,291.0,341.0,557.0,3035.0,13.0,14.0,5.1,175.0,446.0,1797.0,11.0,4.0,96.0,107.0,873.0,20.0,27.4,18.3,-105.93,61.2,2.3,2.5,5.9,5.3,9.7,75.2,39.0,273.0,4.5,6.5,-53.83,35.0,338.0,2.0,9.7,65.0,1525.0,1.0,23.5,6962.0,1.0,1.0,11.0,11.0,7.0,7.0,12.0,8.0,1.0,0.0,32.0,27.0,84.4,26.0,26.0,100.0,79.0,3441.0,1.0,43.6,384.0,4825.0,968.0,5.0,23.0,6.0,258.0,293.0,490.0,3557.0,27.0,17.0,6.8,162.0,446.0,1268.0,9.0,2.8,69.0,84.0,728.0,27.0,37.2,10.7,18.1,59.8,5.5,3.5,7.6,7.2,12.8,87.6,32.0,183.0,6.4,6.1,-73.88,38.0,375.0,0.0,9.9,61.0,1444.0,0.0,23.7,43.0,37.0,86.0,36.0,35.0,97.2,76.0,3276.0,0.0,43.1,35.0,-39.0,82.08,186.0,5.8,25.9,29.5,161.0,1.34,196.0,5.2,24.6,34.9,145.0,1.85,0.0,1.0,0.0,28.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3308.0,-17.0,-109.0,7.0,0.5719769673704415,0.42802303262955854,0.6281043046357616,0.3718956953642384,0.5416666666666666,0.4583333333333334,1.8229166666666667,0.5485714285714286,0.06872852233676978,1.475,0.5392561983471075,0.4607438016528925,0.7372020725388599,0.26279792746113995,0.75,0.25,0.10465116279069768,2.7142857142857144,0.7428571428571429,6.0,29946.0,28420.0,-5.399999999999999
New York Jets,268.0,4715.0,1011.0,4.7,25.0,6.0,286.0,310.0,512.0,3014.0,15.0,19.0,5.3,173.0,446.0,1701.0,6.0,3.8,92.0,63.0,486.0,21.0,29.2,14.0,-69.54,60.5,2.9,3.7,6.5,5.4,10.7,73.9,53.0,316.0,4.4,9.4,-42.96,20.0,183.0,0.0,9.2,74.0,1695.0,3.0,22.9,6912.0,1.0,1.0,11.0,11.0,12.0,10.0,8.0,6.0,4.0,1.0,36.0,29.0,80.6,24.0,23.0,95.8,72.0,3106.0,1.0,43.1,355.0,5310.0,1016.0,5.2,21.0,6.0,315.0,289.0,470.0,3154.0,18.0,15.0,6.3,174.0,517.0,2156.0,14.0,4.2,128.0,93.0,761.0,13.0,36.1,12.4,-49.32,61.5,3.8,3.2,7.2,6.5,11.6,82.6,29.0,208.0,5.7,5.8,-47.21,32.0,268.0,0.0,8.4,51.0,1270.0,1.0,24.9,32.0,29.0,90.6,36.0,36.0,100.0,68.0,2904.0,0.0,42.7,20.0,-18.4,-15.59,171.0,6.1,27.5,30.3,163.0,1.37,169.0,6.2,31.4,29.5,182.0,1.84,1.0,0.0,1.0,26.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,3330.0,-4.0,-87.0,-595.0,0.5588526211671613,0.4411473788328387,0.6392364793213149,0.360763520678685,0.7142857142857143,0.2857142857142857,1.880434782608696,0.5317919075144508,0.07342657342657342,1.7105263157894737,0.4911417322834646,0.5088582677165354,0.5939736346516008,0.4060263653483992,0.5625,0.4375,0.04126984126984127,1.7142857142857142,0.3,12.0,27873.0,30758.0,0.8000000000000007
