Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,ExpectedPoints,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,ExpectedPointsPassing,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,ExpectedPoints_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,ExpectedPointsPassing_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,ExpectedPointsRunning,ExpectedPointsRunning_Defense,#Dr,Plays/Drive,Yds/Drive,AvgStartingPosition,AvgDriveTime,Pts/Drive,#Dr_Defense,Plays/Drive_Defense,Yds/Drive_Defense,AvgStartingPosition_Defense,AvgDriveTime_Defense,Pts/Drive_Defense,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored,TimeOfPossession,TimeOfPossession_Defense,AvgFieldPositionDifferential
San Diego Chargers,492.0,5840.0,1016.0,5.7,15.0,6.0,321.0,287.0,466.0,3262.0,24.0,9.0,6.6,169.0,522.0,2578.0,32.0,4.9,137.0,90.0,791.0,15.0,43.2,6.8,138.43,61.6,5.2,1.9,7.3,7.5,11.9,93.0,28.0,150.0,6.8,5.7,90.85,45.0,382.0,0.0,8.5,55.0,1350.0,0.0,24.5,7785.0,0.0,0.0,7.0,7.0,12.0,11.0,9.0,7.0,1.0,1.0,29.0,26.0,89.7,58.0,58.0,100.0,69.0,2893.0,0.0,41.9,303.0,4825.0,985.0,4.9,28.0,12.0,285.0,307.0,538.0,3212.0,19.0,16.0,5.4,178.0,386.0,1613.0,13.0,4.2,87.0,87.0,751.0,20.0,28.8,13.6,53.3,57.1,3.5,3.0,6.6,6.0,11.6,76.6,61.0,351.0,4.8,10.2,31.89,27.0,216.0,0.0,8.0,90.0,1960.0,0.0,21.8,26.0,23.0,88.5,33.0,32.0,97.0,88.0,3925.0,0.0,44.6,19.0,56.26,13.88,190.0,5.5,30.6,32.1,160.0,2.47,191.0,5.3,25.2,28.3,143.0,1.53,3.0,0.0,0.0,59.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3412.0,13.0,189.0,1015.0,0.4862204724409449,0.5137795275590551,0.5585616438356165,0.4414383561643835,0.42857142857142855,0.5714285714285714,1.2335766423357664,0.8106508875739645,0.04672897196261682,1.4897959183673468,0.6081218274111675,0.3918781725888325,0.6656994818652849,0.33430051813471506,0.59375,0.40625,0.07017543859649122,1.5714285714285712,0.3157894736842105,18.0,30400.0,27313.0,3.8000000000000007
Indianapolis Colts,427.0,6070.0,1011.0,6.0,19.0,10.0,376.0,362.0,557.0,4308.0,31.0,9.0,7.5,241.0,439.0,1762.0,17.0,4.0,112.0,86.0,718.0,23.0,47.4,10.9,193.32,65.0,5.6,1.6,7.9,8.3,12.1,101.0,15.0,89.0,7.9,2.6,208.72,23.0,207.0,1.0,9.0,58.0,1368.0,0.0,23.6,7758.0,1.0,1.0,4.0,4.0,13.0,12.0,10.0,9.0,1.0,0.0,29.0,26.0,89.7,48.0,47.0,97.9,48.0,2129.0,1.0,44.4,360.0,5316.0,959.0,5.5,26.0,11.0,325.0,266.0,415.0,2548.0,16.0,15.0,5.8,150.0,519.0,2768.0,20.0,5.3,150.0,86.0,667.0,25.0,38.5,16.7,-35.94,64.1,3.9,3.6,6.5,5.7,10.2,80.4,25.0,157.0,5.0,5.7,19.85,25.0,327.0,1.0,13.1,78.0,2029.0,2.0,26.0,35.0,24.0,68.6,40.0,40.0,100.0,47.0,2035.0,0.0,43.3,13.0,-5.99,-59.87,156.0,6.7,38.9,28.8,182.0,2.65,156.0,6.4,34.1,30.7,187.0,2.08,1.0,0.0,0.0,50.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4397.0,7.0,67.0,754.0,0.5657764589515332,0.4342235410484668,0.7097199341021416,0.2902800658978584,0.6458333333333334,0.35416666666666663,2.1517857142857144,0.4647302904564316,0.06117021276595745,1.975,0.4588112617309698,0.5411887382690302,0.4793077501881114,0.5206922498118887,0.4444444444444444,0.5555555555555556,0.07692307692307693,1.2264150943396226,0.7692307692307693,6.0,28392.0,29172.0,-1.8999999999999986
Chicago Bears,427.0,5199.0,1042.0,5.0,36.0,14.0,300.0,282.0,514.0,3281.0,24.0,22.0,6.1,161.0,503.0,1918.0,14.0,3.8,103.0,112.0,923.0,36.0,34.8,15.9,-59.7,54.9,4.7,4.3,6.7,5.7,12.2,73.5,25.0,165.0,5.1,4.6,-34.09,50.0,607.0,3.0,12.1,59.0,1373.0,2.0,23.3,7402.0,0.0,0.0,6.0,6.0,16.0,14.0,14.0,12.0,0.0,0.0,36.0,32.0,88.9,47.0,47.0,100.0,77.0,3404.0,0.0,44.2,255.0,4706.0,1023.0,4.6,44.0,20.0,258.0,328.0,581.0,3116.0,18.0,24.0,5.0,159.0,402.0,1590.0,7.0,4.0,77.0,132.0,1084.0,22.0,20.6,19.6,193.59,56.5,3.1,4.1,5.8,4.6,10.3,66.5,40.0,272.0,3.9,6.4,117.83,38.0,367.0,0.0,9.7,83.0,1730.0,0.0,20.8,27.0,18.0,66.7,28.0,27.0,96.4,100.0,4370.0,0.0,43.7,26.0,-25.23,64.92,201.0,5.4,25.8,32.6,148.0,1.8,209.0,5.0,22.5,29.3,137.0,1.1,2.0,1.0,1.0,47.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3446.0,8.0,172.0,493.0,0.517274472168906,0.48272552783109396,0.6310829005577996,0.3689170994422004,0.631578947368421,0.368421052631579,1.5631067961165048,0.639751552795031,0.12,1.7631578947368425,0.6070381231671554,0.39296187683284456,0.6621334466638334,0.3378665533361665,0.72,0.28,0.08527131782945736,1.45,0.5384615384615384,26.0,29748.0,28633.0,3.3000000000000007
Dallas Cowboys,425.0,5772.0,1015.0,5.7,30.0,9.0,336.0,310.0,506.0,3836.0,26.0,21.0,7.1,197.0,472.0,1936.0,21.0,4.1,107.0,100.0,939.0,32.0,38.1,15.3,83.15,61.3,5.1,4.2,8.0,7.2,13.1,86.5,37.0,231.0,6.3,6.8,99.66,40.0,335.0,1.0,8.4,64.0,1493.0,0.0,23.3,7909.0,0.0,0.0,8.0,7.0,10.0,8.0,9.0,4.0,1.0,1.0,28.0,20.0,71.4,49.0,49.0,100.0,56.0,2697.0,0.0,48.2,350.0,5165.0,974.0,5.3,31.0,13.0,294.0,301.0,511.0,3506.0,25.0,18.0,6.4,179.0,429.0,1659.0,12.0,3.9,88.0,93.0,895.0,27.0,32.2,15.3,-8.01,58.9,4.9,3.5,7.3,6.7,12.4,83.2,34.0,223.0,5.9,6.2,-43.74,31.0,334.0,0.0,10.8,80.0,1571.0,1.0,19.6,25.0,22.0,88.0,38.0,38.0,100.0,72.0,3103.0,0.0,43.1,21.0,-8.83,23.76,176.0,5.9,32.6,31.7,169.0,2.21,183.0,5.5,28.2,30.4,152.0,1.78,1.0,3.0,0.0,52.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4067.0,1.0,75.0,607.0,0.5349753694581281,0.4650246305418719,0.6645876645876646,0.3354123354123354,0.5531914893617021,0.44680851063829785,1.8411214953271031,0.5431472081218274,0.09523809523809523,1.951219512195122,0.5595482546201233,0.4404517453798768,0.6787996127783156,0.3212003872216844,0.6756756756756757,0.32432432432432434,0.09183673469387756,1.871794871794872,0.42857142857142855,24.0,29744.0,27816.0,1.3000000000000007
New Orleans Saints,413.0,6264.0,1075.0,5.8,23.0,10.0,330.0,372.0,580.0,4503.0,27.0,13.0,7.5,207.0,472.0,1761.0,19.0,3.7,99.0,79.0,597.0,24.0,36.8,12.1,89.67,64.1,4.7,2.2,8.0,7.9,12.4,94.9,23.0,123.0,7.4,3.8,129.8,51.0,372.0,1.0,7.3,60.0,1377.0,0.0,23.0,8137.0,1.0,1.0,9.0,9.0,8.0,7.0,6.0,5.0,2.0,1.0,26.0,23.0,88.5,47.0,46.0,97.9,77.0,3369.0,0.0,43.8,322.0,4917.0,930.0,5.3,19.0,8.0,262.0,267.0,474.0,2854.0,26.0,11.0,5.6,148.0,418.0,2063.0,10.0,4.9,96.0,89.0,674.0,18.0,26.5,9.0,-9.4,56.3,5.5,2.3,6.6,6.6,11.7,85.1,38.0,268.0,5.6,7.4,-4.59,40.0,270.0,0.0,6.8,72.0,1598.0,0.0,22.2,18.0,14.0,77.8,40.0,40.0,100.0,96.0,4186.0,0.0,43.6,23.0,-30.28,-17.95,190.0,5.8,33.0,29.2,161.0,2.09,189.0,5.0,25.9,29.1,143.0,1.56,1.0,0.0,1.0,49.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4626.0,-4.0,91.0,1347.0,0.5609302325581396,0.4390697674418605,0.7188697318007663,0.2811302681992337,0.5869565217391305,0.4130434782608695,2.090909090909091,0.4782608695652174,0.07272727272727272,2.162162162162162,0.5505376344086022,0.44946236559139785,0.5804352247305268,0.4195647752694732,0.7222222222222222,0.2777777777777778,0.06870229007633588,1.3469387755102038,0.43478260869565216,12.0,30590.0,27027.0,0.09999999999999787
Philadelphia Eagles,398.0,6103.0,988.0,6.2,24.0,15.0,312.0,323.0,544.0,4119.0,31.0,9.0,7.2,189.0,416.0,1984.0,13.0,4.8,106.0,112.0,983.0,17.0,33.9,11.5,83.65,59.4,5.7,1.7,7.9,8.3,13.3,96.7,28.0,190.0,7.6,4.9,83.24,36.0,339.0,0.0,9.4,58.0,1204.0,0.0,20.8,7915.0,0.0,0.0,10.0,9.0,5.0,3.0,8.0,6.0,0.0,0.0,23.0,18.0,78.3,48.0,48.0,100.0,78.0,3326.0,0.0,42.6,328.0,5249.0,1054.0,5.0,29.0,10.0,314.0,309.0,525.0,3067.0,17.0,19.0,5.4,154.0,489.0,2182.0,12.0,4.5,126.0,96.0,795.0,34.0,30.1,15.1,41.88,58.9,3.2,3.6,6.4,5.4,10.9,73.6,40.0,300.0,4.5,7.1,33.22,41.0,380.0,1.0,9.3,71.0,1647.0,0.0,23.2,28.0,26.0,92.9,34.0,34.0,100.0,82.0,3567.0,0.0,43.5,26.0,17.96,-8.61,183.0,5.5,33.2,30.0,152.0,1.98,186.0,5.8,28.2,29.2,164.0,1.55,1.0,4.0,0.0,49.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4309.0,5.0,70.0,854.0,0.5789473684210527,0.42105263157894735,0.6749139767327543,0.3250860232672457,0.7045454545454546,0.2954545454545454,1.7830188679245282,0.5608465608465608,0.05448717948717949,1.6458333333333337,0.5360531309297912,0.4639468690702088,0.5843017717660507,0.4156982282339493,0.5862068965517241,0.4137931034482759,0.10828025477707008,1.4222222222222225,0.5769230769230769,30.0,27816.0,30504.0,0.8000000000000007
New England Patriots,385.0,5369.0,1055.0,5.1,27.0,15.0,330.0,326.0,527.0,3400.0,25.0,12.0,6.1,181.0,499.0,1969.0,20.0,3.9,121.0,98.0,940.0,28.0,34.4,13.8,70.55,61.9,4.7,2.3,6.8,6.7,11.0,88.3,29.0,190.0,6.0,5.2,87.35,36.0,422.0,0.0,11.7,58.0,1553.0,1.0,26.8,7537.0,0.0,0.0,11.0,10.0,10.0,7.0,4.0,2.0,1.0,1.0,26.0,20.0,76.9,44.0,43.0,97.7,69.0,2847.0,0.0,41.3,237.0,4710.0,950.0,5.0,35.0,13.0,264.0,294.0,518.0,3203.0,10.0,22.0,5.7,164.0,388.0,1507.0,11.0,3.9,67.0,102.0,918.0,33.0,23.6,18.7,83.85,56.8,1.9,4.2,6.7,5.2,11.9,66.1,44.0,281.0,4.3,7.8,35.24,29.0,322.0,2.0,11.1,68.0,1547.0,0.0,22.8,30.0,22.0,73.3,23.0,23.0,100.0,79.0,3286.0,0.0,41.6,27.0,-10.27,48.36,189.0,5.7,28.5,32.6,160.0,1.98,182.0,5.4,25.7,28.6,150.0,1.17,0.0,0.0,0.0,46.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3590.0,8.0,148.0,659.0,0.5270142180094787,0.4729857819905213,0.6332650400447011,0.3667349599552989,0.5555555555555556,0.4444444444444444,1.4958677685950412,0.6685082872928176,0.08484848484848485,1.7435897435897436,0.5915789473684211,0.4084210526315789,0.6800424628450106,0.3199575371549894,0.4761904761904762,0.5238095238095238,0.125,1.717948717948718,0.5555555555555556,2.0,30240.0,27300.0,4.0
Cincinnati Bengals,373.0,5462.0,994.0,5.5,24.0,11.0,313.0,327.0,523.0,3833.0,28.0,13.0,6.9,200.0,435.0,1629.0,14.0,3.7,88.0,92.0,717.0,25.0,35.6,12.2,45.9,62.5,5.4,2.5,7.8,7.7,12.4,94.1,36.0,233.0,6.8,6.4,90.31,36.0,239.0,0.0,6.6,59.0,1209.0,0.0,20.5,7141.0,0.0,0.0,9.0,9.0,9.0,8.0,8.0,6.0,4.0,2.0,30.0,25.0,83.3,42.0,40.0,95.2,77.0,3428.0,0.0,44.5,331.0,5681.0,1038.0,5.5,31.0,12.0,337.0,349.0,555.0,3818.0,24.0,19.0,6.5,206.0,448.0,1863.0,15.0,4.2,109.0,97.0,836.0,22.0,30.6,14.5,-30.17,62.9,4.3,3.4,7.3,6.6,11.5,84.9,35.0,211.0,5.8,5.9,-61.78,42.0,236.0,0.0,5.6,70.0,1472.0,0.0,21.0,25.0,18.0,72.0,38.0,37.0,97.4,72.0,3132.0,0.0,43.5,25.0,-29.92,21.65,188.0,5.5,29.0,31.0,146.0,1.96,186.0,5.7,30.5,29.3,162.0,1.76,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4066.0,7.0,42.0,-219.0,0.562374245472837,0.43762575452716296,0.7017575979494689,0.29824240205053104,0.6666666666666666,0.33333333333333337,2.272727272727273,0.44,0.07987220447284345,2.108108108108108,0.5684007707129094,0.4315992292870906,0.6720647773279352,0.3279352226720648,0.6153846153846154,0.3846153846153846,0.06528189910979229,1.738095238095238,0.44,6.0,27448.0,30132.0,1.6999999999999993
Jacksonville Jaguars,371.0,5423.0,989.0,5.5,23.0,9.0,293.0,266.0,446.0,2882.0,17.0,14.0,6.1,147.0,513.0,2541.0,23.0,5.0,127.0,97.0,810.0,19.0,35.1,11.2,3.77,59.6,3.8,3.1,6.9,6.2,11.5,80.0,30.0,178.0,5.4,6.3,-20.16,45.0,361.0,0.0,8.0,49.0,1136.0,1.0,23.2,7083.0,0.0,0.0,6.0,5.0,7.0,7.0,18.0,14.0,1.0,0.0,32.0,26.0,81.3,41.0,41.0,100.0,73.0,2961.0,1.0,40.6,274.0,4538.0,978.0,4.6,24.0,4.0,259.0,294.0,523.0,3078.0,12.0,20.0,5.5,143.0,420.0,1460.0,14.0,3.5,94.0,80.0,684.0,22.0,23.0,12.8,87.75,56.2,2.3,3.8,6.3,5.0,11.1,66.8,35.0,200.0,4.3,6.3,65.43,29.0,343.0,2.0,11.8,60.0,1262.0,0.0,21.0,24.0,17.0,70.8,31.0,31.0,100.0,90.0,3726.0,0.0,41.4,16.0,32.23,19.35,188.0,5.4,28.8,33.2,165.0,1.9,187.0,5.4,24.2,29.0,143.0,1.25,0.0,1.0,0.0,42.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3060.0,1.0,97.0,885.0,0.4812942366026289,0.5187057633973711,0.5314401622718052,0.4685598377281948,0.425,0.575,1.15748031496063,0.8639455782312925,0.06484641638225255,1.38,0.5705521472392638,0.42944785276073616,0.6782723666813574,0.3217276333186426,0.4615384615384616,0.5384615384615384,0.08494208494208494,1.8,0.5625,6.0,31020.0,26741.0,4.200000000000003
St. Louis Rams,367.0,5767.0,1065.0,5.4,18.0,10.0,332.0,371.0,592.0,3962.0,24.0,8.0,6.2,212.0,424.0,1805.0,13.0,4.3,94.0,116.0,960.0,26.0,37.7,8.7,68.36,62.7,4.1,1.4,7.3,7.5,11.7,92.7,49.0,366.0,6.4,7.6,97.9,30.0,234.0,0.0,7.8,65.0,1383.0,0.0,21.3,7827.0,1.0,1.0,11.0,11.0,6.0,6.0,16.0,11.0,3.0,3.0,37.0,32.0,86.5,35.0,35.0,100.0,76.0,3266.0,1.0,43.0,381.0,5362.0,962.0,5.6,32.0,15.0,313.0,266.0,451.0,3035.0,21.0,17.0,6.3,164.0,477.0,2327.0,21.0,4.9,121.0,92.0,835.0,28.0,34.7,17.0,-53.41,59.0,4.7,3.8,7.2,6.4,12.2,81.1,34.0,214.0,5.5,7.0,-57.31,27.0,247.0,1.0,9.1,69.0,1701.0,2.0,24.7,24.0,19.0,79.2,46.0,46.0,100.0,67.0,3028.0,0.0,45.2,20.0,-14.91,-4.39,183.0,6.0,31.4,28.1,164.0,1.94,176.0,5.6,30.5,30.2,158.0,1.99,1.0,1.0,0.0,39.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4328.0,14.0,-14.0,405.0,0.6018779342723005,0.3981220657276995,0.6870123114270852,0.3129876885729148,0.6486486486486487,0.3513513513513513,2.25531914893617,0.4433962264150944,0.0783132530120482,1.6976744186046513,0.5041580041580042,0.4958419958419958,0.5660201417381574,0.4339798582618426,0.5,0.5,0.08945686900958466,1.469387755102041,0.5,12.0,30012.0,27808.0,-2.099999999999998
