Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored
San Diego Chargers,288.0,4048.0,617.0,6.6,20.0,8.0,233.0,208.0,338.0,2927.0,19.0,12.0,8.4,145.0,267.0,1121.0,15.0,4.2,72.0,64.0,530.0,16.0,0.0,0.0,61.5,5.6,3.6,8.9,8.5,14.5,94.6,12.0,94.0,7.9,3.4,12.0,138.0,0.0,11.5,45.0,890.0,0.0,19.8,5170.0,2.0,2.0,7.0,6.0,1.0,0.0,7.0,7.0,5.0,1.0,22.0,16.0,72.7,34.0,32.0,94.1,23.0,951.0,2.0,41.3,221.0,3253.0,591.0,5.5,25.0,12.0,196.0,233.0,342.0,2292.0,10.0,13.0,6.3,119.0,230.0,961.0,10.0,4.2,65.0,70.0,612.0,12.0,0.0,0.0,68.1,2.9,3.8,7.1,6.0,10.5,82.5,19.0,145.0,5.3,5.3,7.0,86.0,0.0,12.3,51.0,991.0,0.0,19.4,19.0,16.0,84.2,25.0,23.0,92.0,27.0,1212.0,0.0,44.9,17.0,0.0,0.0,0.0,34.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,3021.0,5.0,67.0,795.0,0.5672609400324149,0.4327390599675851,0.7230731225296443,0.2769268774703557,0.5588235294117647,0.4411764705882353,2.013888888888889,0.496551724137931,0.06866952789699571,2.119047619047619,0.61082910321489,0.38917089678510997,0.7045803873347679,0.2954196126652321,0.5,0.5,0.061224489795918366,1.6904761904761902,0.47058823529411764,4.0
Los Angeles Raiders,260.0,2955.0,582.0,5.1,24.0,9.0,175.0,154.0,267.0,1875.0,14.0,15.0,6.5,95.0,292.0,1080.0,15.0,3.7,65.0,86.0,840.0,15.0,0.0,0.0,57.7,5.2,5.6,7.8,6.3,13.5,76.8,23.0,211.0,5.1,7.9,27.0,209.0,0.0,7.7,36.0,754.0,0.0,20.9,4210.0,1.0,1.0,3.0,2.0,5.0,4.0,5.0,3.0,2.0,0.0,16.0,10.0,62.5,33.0,32.0,97.0,47.0,1839.0,0.0,39.1,200.0,3066.0,647.0,4.7,29.0,11.0,206.0,193.0,375.0,2288.0,11.0,18.0,5.5,121.0,234.0,778.0,12.0,3.3,53.0,53.0,588.0,32.0,0.0,0.0,51.5,2.9,4.8,7.0,5.4,13.6,63.8,38.0,329.0,4.1,9.2,17.0,71.0,0.0,4.2,43.0,851.0,0.0,19.8,14.0,11.0,78.6,24.0,23.0,95.8,49.0,1877.0,0.0,38.3,22.0,1.0,3.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2086.0,5.0,60.0,-111.0,0.49828178694158076,0.5017182130584192,0.6345177664974619,0.36548223350253806,0.4827586206896552,0.5172413793103448,1.4615384615384615,0.6842105263157895,0.08571428571428572,2.108108108108108,0.6383307573415765,0.3616692426584235,0.746249184605349,0.25375081539465105,0.4782608695652174,0.5217391304347826,0.1553398058252427,2.121212121212121,0.4090909090909091,24.0
New York Jets,245.0,3218.0,606.0,5.3,18.0,9.0,193.0,165.0,279.0,1901.0,16.0,9.0,6.3,95.0,304.0,1317.0,13.0,4.3,87.0,63.0,533.0,11.0,0.0,0.0,59.1,5.7,3.2,7.6,7.2,12.8,88.5,23.0,206.0,6.0,7.6,23.0,184.0,0.0,8.0,33.0,667.0,0.0,20.2,4363.0,1.0,1.0,5.0,3.0,5.0,4.0,6.0,3.0,0.0,0.0,17.0,11.0,64.7,31.0,26.0,83.9,36.0,1387.0,1.0,38.5,166.0,2629.0,587.0,4.5,26.0,9.0,160.0,159.0,298.0,1646.0,10.0,17.0,5.2,88.0,269.0,983.0,5.0,3.7,54.0,43.0,345.0,18.0,0.0,0.0,53.4,3.4,5.7,6.1,4.2,11.4,59.4,20.0,171.0,3.4,6.3,17.0,153.0,1.0,9.0,35.0,743.0,1.0,21.2,15.0,9.0,60.0,20.0,19.0,95.0,42.0,1768.0,0.0,42.1,18.0,1.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2107.0,8.0,79.0,589.0,0.49834983498349833,0.5016501650165017,0.5907395898073338,0.40926041019266624,0.5517241379310345,0.4482758620689655,1.0919540229885059,0.9157894736842105,0.05699481865284974,1.7674418604651163,0.5417376490630323,0.45826235093696766,0.6260935717002662,0.37390642829973375,0.6666666666666666,0.33333333333333337,0.1125,1.6486486486486485,0.5,12.0
Cincinnati Bengals,232.0,3288.0,606.0,5.4,16.0,7.0,207.0,219.0,310.0,2339.0,12.0,9.0,6.9,123.0,269.0,949.0,13.0,3.5,63.0,56.0,475.0,21.0,0.0,0.0,70.6,3.9,2.9,8.1,7.5,11.4,95.4,27.0,162.0,6.5,8.0,17.0,95.0,0.0,5.6,31.0,643.0,0.0,20.7,4188.0,2.0,2.0,3.0,3.0,6.0,5.0,5.0,3.0,2.0,1.0,18.0,14.0,77.8,26.0,26.0,100.0,31.0,1201.0,0.0,38.7,177.0,2893.0,551.0,5.3,20.0,6.0,170.0,187.0,306.0,2043.0,12.0,14.0,6.2,102.0,223.0,850.0,8.0,3.8,61.0,64.0,551.0,7.0,0.0,0.0,61.1,3.9,4.6,7.4,6.1,12.0,77.7,22.0,207.0,5.0,6.7,17.0,68.0,0.0,4.0,45.0,851.0,0.0,18.9,12.0,10.0,83.3,20.0,19.0,95.0,37.0,1484.0,0.0,40.1,12.0,0.0,2.0,0.0,27.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2501.0,4.0,55.0,395.0,0.5561056105610561,0.4438943894389439,0.7113746958637469,0.2886253041362531,0.48,0.52,1.9523809523809523,0.5121951219512195,0.10144927536231885,2.314285714285714,0.5952813067150635,0.4047186932849365,0.7061873487729001,0.2938126512270999,0.6,0.4,0.041176470588235294,1.9473684210526319,0.5833333333333334,14.0
Dallas Cowboys,226.0,3199.0,579.0,5.5,26.0,12.0,180.0,160.0,258.0,1886.0,16.0,14.0,6.7,99.0,296.0,1313.0,10.0,4.4,70.0,42.0,304.0,11.0,0.0,0.0,62.0,6.2,5.4,8.3,7.1,13.4,86.5,25.0,264.0,5.6,8.8,30.0,242.0,0.0,8.1,33.0,651.0,0.0,19.7,4443.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,14.0,10.0,71.4,28.0,28.0,100.0,37.0,1542.0,0.0,41.7,145.0,2753.0,581.0,4.7,25.0,10.0,162.0,152.0,289.0,1742.0,10.0,15.0,5.4,95.0,260.0,1011.0,5.0,3.9,56.0,52.0,431.0,11.0,0.0,0.0,52.6,3.5,5.2,6.9,5.3,13.2,64.7,32.0,260.0,3.9,10.0,21.0,118.0,0.0,5.6,41.0,936.0,0.0,22.8,15.0,9.0,60.0,17.0,16.0,94.1,49.0,2082.0,0.0,42.5,29.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2150.0,-1.0,81.0,446.0,0.48877374784110533,0.5112262521588946,0.5895592372616443,0.4104407627383557,0.6153846153846154,0.3846153846153846,1.4142857142857144,0.7070707070707071,0.06111111111111111,1.8863636363636365,0.5524956970740104,0.44750430292598964,0.632764257173992,0.367235742826008,0.6666666666666666,0.33333333333333337,0.06790123456790123,1.7692307692307694,0.41379310344827586,12.0
Green Bay Packers,226.0,2910.0,582.0,5.0,26.0,11.0,175.0,143.0,267.0,1829.0,12.0,15.0,6.1,97.0,283.0,1081.0,12.0,3.8,59.0,42.0,343.0,19.0,0.0,0.0,53.6,4.5,5.6,7.7,6.1,14.5,70.6,32.0,239.0,4.7,10.7,26.0,198.0,0.0,7.6,34.0,664.0,0.0,19.5,4016.0,1.0,1.0,5.0,4.0,5.0,5.0,6.0,3.0,1.0,0.0,18.0,13.0,72.2,27.0,25.0,92.6,42.0,1687.0,0.0,40.2,169.0,2707.0,622.0,4.4,23.0,11.0,164.0,177.0,327.0,1775.0,9.0,12.0,5.1,96.0,275.0,932.0,9.0,3.4,58.0,72.0,629.0,10.0,0.0,0.0,54.1,2.8,3.7,6.0,4.9,11.0,65.9,20.0,175.0,4.1,5.8,27.0,286.0,0.0,10.6,45.0,875.0,1.0,19.4,18.0,12.0,66.7,19.0,17.0,89.5,46.0,1923.0,0.0,41.8,20.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2068.0,-3.0,57.0,203.0,0.5137457044673539,0.4862542955326461,0.6285223367697594,0.37147766323024056,0.5,0.5,1.6440677966101696,0.6082474226804123,0.10857142857142857,2.0263157894736845,0.5578778135048231,0.44212218649517687,0.6557074251939417,0.34429257480605835,0.5,0.5,0.06097560975609756,1.7647058823529411,0.55,18.0
San Francisco 49ers,209.0,3242.0,587.0,5.5,21.0,10.0,183.0,215.0,348.0,2502.0,17.0,11.0,6.8,121.0,219.0,740.0,6.0,3.4,49.0,45.0,451.0,13.0,0.0,0.0,61.8,4.9,3.2,7.7,7.2,12.4,88.6,20.0,166.0,6.4,5.4,30.0,332.0,1.0,11.1,36.0,742.0,0.0,20.6,4480.0,0.0,0.0,3.0,1.0,6.0,5.0,7.0,6.0,1.0,0.0,17.0,12.0,70.6,25.0,23.0,92.0,45.0,1714.0,1.0,38.1,206.0,3035.0,596.0,5.1,13.0,4.0,170.0,158.0,278.0,1836.0,14.0,9.0,6.3,88.0,303.0,1199.0,9.0,4.0,71.0,58.0,542.0,11.0,0.0,0.0,56.8,5.0,3.2,7.0,6.6,12.3,82.0,15.0,113.0,5.8,5.1,20.0,224.0,1.0,11.2,40.0,857.0,0.0,21.4,19.0,13.0,68.4,24.0,23.0,95.8,50.0,2135.0,0.0,42.7,17.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2668.0,-8.0,3.0,207.0,0.626916524701874,0.373083475298126,0.7717458359037631,0.2282541640962369,0.7391304347826086,0.26086956521739135,2.4693877551020407,0.4049586776859504,0.07103825136612021,2.264705882352941,0.49161073825503354,0.5083892617449665,0.6049423393739704,0.39505766062602965,0.6086956521739131,0.3913043478260869,0.06470588235294118,1.75,0.5882352941176471,6.0
Pittsburgh Steelers,204.0,2970.0,583.0,5.1,25.0,9.0,171.0,141.0,275.0,1783.0,17.0,16.0,6.1,91.0,289.0,1187.0,7.0,4.1,69.0,59.0,459.0,11.0,0.0,0.0,51.3,6.2,5.8,7.0,5.6,13.6,70.3,19.0,139.0,4.8,6.5,36.0,317.0,0.0,8.8,28.0,569.0,0.0,20.3,3982.0,0.0,0.0,4.0,4.0,2.0,1.0,5.0,5.0,1.0,0.0,12.0,10.0,83.3,22.0,22.0,100.0,49.0,1981.0,0.0,40.4,146.0,2874.0,599.0,4.8,25.0,8.0,174.0,176.0,329.0,2112.0,12.0,17.0,5.8,111.0,236.0,762.0,5.0,3.2,49.0,45.0,355.0,14.0,0.0,0.0,53.5,3.6,5.2,7.2,5.7,13.6,67.5,34.0,273.0,4.4,9.4,28.0,182.0,0.0,6.5,36.0,821.0,0.0,22.8,14.0,9.0,64.3,17.0,17.0,100.0,53.0,2019.0,0.0,38.1,18.0,0.0,0.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.0,0.0,58.0,96.0,0.5042881646655232,0.4957118353344768,0.6003367003367004,0.3996632996632996,0.7083333333333334,0.29166666666666663,1.318840579710145,0.7582417582417582,0.06432748538011696,1.707317073170732,0.6060100166944908,0.39398998330550916,0.7348643006263048,0.2651356993736952,0.7058823529411765,0.2941176470588235,0.08045977011494253,2.25,0.5,8.0
Los Angeles Rams,200.0,3024.0,563.0,5.4,24.0,10.0,163.0,166.0,297.0,1999.0,11.0,14.0,6.4,90.0,251.0,1025.0,13.0,4.1,61.0,63.0,550.0,12.0,0.0,0.0,55.9,3.7,4.7,7.2,5.8,12.9,71.3,15.0,137.0,5.1,4.8,22.0,242.0,1.0,11.0,45.0,869.0,0.0,19.3,4328.0,0.0,0.0,5.0,4.0,8.0,5.0,0.0,0.0,2.0,0.0,15.0,9.0,60.0,24.0,23.0,95.8,46.0,2005.0,1.0,43.6,250.0,3333.0,606.0,5.5,18.0,7.0,193.0,175.0,281.0,2131.0,16.0,11.0,7.1,107.0,307.0,1202.0,13.0,3.9,75.0,64.0,531.0,11.0,0.0,0.0,62.3,5.7,3.9,8.1,7.5,13.1,90.6,18.0,159.0,6.5,6.0,31.0,401.0,1.0,12.9,36.0,844.0,0.0,23.4,19.0,14.0,73.7,30.0,28.0,93.3,42.0,1600.0,0.0,38.1,23.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136.0,-6.0,-50.0,-309.0,0.5541740674955595,0.44582593250444047,0.6610449735449735,0.3389550264550265,0.4583333333333333,0.5416666666666667,1.4754098360655739,0.6777777777777778,0.0736196319018405,1.75609756097561,0.4933993399339934,0.5066006600660067,0.6393639363936393,0.3606360636063607,0.5517241379310345,0.4482758620689655,0.05699481865284974,2.076923076923077,0.43478260869565216,0.0
Miami Dolphins,198.0,2658.0,582.0,4.6,23.0,10.0,165.0,129.0,238.0,1314.0,8.0,13.0,5.3,66.0,333.0,1344.0,11.0,4.0,84.0,34.0,240.0,15.0,0.0,0.0,54.2,3.4,5.5,5.9,4.1,10.9,60.2,11.0,87.0,3.6,4.4,22.0,194.0,1.0,8.8,24.0,507.0,0.0,21.1,3489.0,0.0,0.0,9.0,8.0,5.0,4.0,2.0,3.0,1.0,0.0,20.0,15.0,75.0,22.0,21.0,95.5,35.0,1353.0,0.0,38.7,131.0,2312.0,548.0,4.2,27.0,8.0,147.0,119.0,226.0,1027.0,7.0,19.0,4.0,65.0,293.0,1285.0,7.0,4.4,77.0,57.0,461.0,5.0,0.0,0.0,52.7,3.1,8.4,5.7,2.5,10.8,44.9,29.0,254.0,1.2,11.4,14.0,77.0,0.0,5.5,33.0,704.0,0.0,21.3,15.0,9.0,60.0,15.0,14.0,93.3,40.0,1604.0,0.0,40.1,15.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1401.0,4.0,67.0,346.0,0.42783505154639173,0.5721649484536082,0.49435665914221216,0.5056433408577878,0.42105263157894735,0.5789473684210527,0.7857142857142857,1.2727272727272727,0.09090909090909091,1.475,0.4653284671532847,0.5346715328467153,0.44420415224913495,0.5557958477508651,0.5,0.5,0.034013605442176874,1.2954545454545454,0.6666666666666666,12.0
