Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,ExpectedPoints,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,ExpectedPointsPassing,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,ExpectedPoints_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,ExpectedPointsPassing_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,ExpectedPointsRunning,ExpectedPointsRunning_Defense,#Dr,Plays/Drive,Yds/Drive,AvgStartingPosition,AvgDriveTime,Pts/Drive,#Dr_Defense,Plays/Drive_Defense,Yds/Drive_Defense,AvgStartingPosition_Defense,AvgDriveTime_Defense,Pts/Drive_Defense,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored,TimeOfPossession,TimeOfPossession_Defense,AvgFieldPositionDifferential
Green Bay Packers,353.0,5321.0,1038.0,5.1,33.0,17.0,315.0,348.0,600.0,3678.0,21.0,16.0,5.8,197.0,404.0,1643.0,13.0,4.1,88.0,88.0,685.0,30.0,34.2,15.8,-18.42,58.0,3.5,2.7,6.5,6.0,11.3,78.2,34.0,238.0,5.3,5.4,9.17,35.0,300.0,0.0,8.6,64.0,1570.0,1.0,24.5,7478.0,0.0,0.0,8.0,7.0,10.0,10.0,15.0,13.0,5.0,3.0,38.0,33.0,86.8,32.0,32.0,100.0,79.0,3033.0,0.0,38.4,323.0,5069.0,1012.0,5.0,28.0,7.0,284.0,307.0,557.0,3451.0,28.0,21.0,5.8,186.0,417.0,1618.0,7.0,3.9,84.0,101.0,992.0,14.0,28.6,12.8,45.64,55.1,5.0,3.8,6.6,5.9,12.0,76.7,38.0,244.0,5.2,6.4,-0.82,27.0,205.0,1.0,7.6,76.0,1639.0,0.0,21.6,25.0,21.0,84.0,36.0,36.0,100.0,94.0,3892.0,0.0,41.4,30.0,-15.85,36.63,196.0,5.5,27.1,31.3,152.0,1.72,196.0,5.3,25.8,32.4,145.0,1.57,0.0,1.0,0.0,36.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3916.0,-5.0,30.0,252.0,0.6107899807321773,0.3892100192678227,0.6912234542379252,0.3087765457620748,0.6176470588235294,0.38235294117647056,2.238636363636364,0.4467005076142132,0.09523809523809523,1.5853658536585369,0.5879446640316206,0.4120553359683794,0.6808048924837246,0.31919510751627544,0.8,0.2,0.04929577464788732,1.6923076923076923,0.5666666666666667,8.0,29792.0,28420.0,-1.0999999999999979
Philadelphia Eagles,351.0,5006.0,1017.0,4.9,29.0,14.0,295.0,331.0,575.0,3124.0,21.0,15.0,5.0,182.0,397.0,1882.0,13.0,4.7,88.0,113.0,980.0,25.0,33.3,13.8,-54.16,57.6,3.7,2.6,5.9,5.4,10.2,75.9,45.0,262.0,4.6,7.3,-43.04,33.0,335.0,1.0,10.2,53.0,1237.0,1.0,23.3,6842.0,1.0,1.0,6.0,6.0,15.0,14.0,10.0,7.0,1.0,1.0,33.0,29.0,87.9,36.0,34.0,94.4,86.0,3635.0,0.0,42.3,245.0,4820.0,1055.0,4.6,31.0,12.0,295.0,314.0,552.0,2990.0,11.0,19.0,5.0,159.0,453.0,1830.0,10.0,4.0,105.0,111.0,936.0,31.0,25.1,14.9,125.05,56.9,2.0,3.4,5.9,4.8,10.4,66.6,50.0,291.0,3.9,8.3,57.03,47.0,375.0,1.0,8.0,72.0,1519.0,0.0,21.1,33.0,28.0,84.8,21.0,21.0,100.0,87.0,3515.0,0.0,40.4,22.0,-0.92,57.25,189.0,5.6,26.5,30.5,150.0,1.72,195.0,5.6,24.6,31.7,154.0,1.18,0.0,2.0,0.0,38.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3386.0,2.0,106.0,186.0,0.6096361848574238,0.3903638151425762,0.6240511386336396,0.3759488613663604,0.6176470588235294,0.38235294117647056,2.0681818181818183,0.4835164835164835,0.0847457627118644,1.25531914893617,0.5706161137440758,0.42938388625592416,0.6203319502074689,0.3796680497925311,0.5238095238095238,0.4761904761904762,0.10508474576271186,1.475,0.6363636363636364,12.0,28350.0,30030.0,-1.1999999999999993
Tennessee Titans,346.0,5350.0,1036.0,5.2,30.0,14.0,299.0,286.0,462.0,3266.0,18.0,16.0,6.7,167.0,547.0,2084.0,14.0,3.8,107.0,107.0,870.0,25.0,30.4,14.9,-48.66,61.9,3.9,3.5,7.4,6.6,12.0,83.2,27.0,164.0,5.9,5.5,28.01,53.0,671.0,1.0,12.7,47.0,1227.0,0.0,26.1,7411.0,0.0,0.0,15.0,13.0,8.0,7.0,9.0,6.0,2.0,1.0,34.0,27.0,79.4,38.0,37.0,97.4,76.0,3101.0,0.0,40.8,191.0,3813.0,908.0,4.2,30.0,13.0,215.0,242.0,466.0,2423.0,10.0,17.0,4.7,134.0,387.0,1390.0,7.0,3.6,62.0,97.0,778.0,19.0,18.1,13.8,208.33,51.9,2.1,3.6,5.9,4.7,11.4,62.0,55.0,338.0,3.6,10.6,117.4,28.0,160.0,0.0,5.7,76.0,1587.0,0.0,20.9,22.0,17.0,77.3,20.0,20.0,100.0,105.0,4484.0,0.0,42.7,24.0,-72.61,87.71,194.0,5.5,27.4,33.7,168.0,1.57,188.0,4.9,20.1,29.0,134.0,0.9,1.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3430.0,0.0,155.0,1537.0,0.472007722007722,0.527992277992278,0.6104672897196262,0.38953271028037373,0.5625,0.4375,1.5607476635514017,0.6407185628742516,0.08361204013377926,1.947368421052632,0.5737885462555066,0.42621145374449343,0.6354576448990297,0.3645423551009703,0.5882352941176471,0.4117647058823529,0.08837209302325581,1.6388888888888888,0.5833333333333334,30.0,32592.0,25192.0,4.700000000000003
Baltimore Ravens,333.0,5014.0,1058.0,4.7,26.0,7.0,288.0,287.0,504.0,2815.0,20.0,19.0,5.1,156.0,511.0,2199.0,9.0,4.3,116.0,95.0,730.0,16.0,32.8,12.8,-117.72,56.9,4.0,3.8,6.2,5.3,10.8,72.7,43.0,287.0,4.3,7.9,-57.46,45.0,713.0,2.0,15.8,45.0,1005.0,0.0,22.3,7023.0,2.0,2.0,9.0,9.0,13.0,12.0,12.0,10.0,3.0,2.0,39.0,35.0,89.7,30.0,30.0,100.0,86.0,3457.0,0.0,40.2,165.0,3967.0,924.0,4.3,49.0,26.0,216.0,295.0,528.0,2997.0,11.0,23.0,5.3,135.0,361.0,970.0,5.0,2.7,59.0,84.0,535.0,22.0,15.5,23.7,359.48,55.9,2.1,4.4,6.0,4.5,10.8,62.5,35.0,178.0,3.9,6.2,190.45,40.0,373.0,0.0,9.3,73.0,1558.0,0.0,21.3,19.0,14.0,73.7,18.0,15.0,83.3,87.0,3872.0,0.0,44.5,26.0,-48.51,154.0,195.0,5.6,25.5,36.8,164.0,1.58,194.0,4.9,20.4,28.6,132.0,0.79,0.0,1.0,0.0,32.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3102.0,23.0,168.0,1047.0,0.5170132325141777,0.4829867674858223,0.5614280015955325,0.4385719984044675,0.6896551724137931,0.31034482758620685,1.3448275862068966,0.7435897435897436,0.05555555555555555,1.4418604651162792,0.6093073593073594,0.3906926406926407,0.7554827325434837,0.24451726745651625,0.6875,0.3125,0.10185185185185183,2.222222222222222,0.2692307692307692,8.0,31980.0,25608.0,8.199999999999996
New York Giants,328.0,5376.0,1064.0,5.1,24.0,11.0,310.0,311.0,529.0,3367.0,22.0,13.0,6.0,195.0,507.0,2009.0,16.0,4.0,100.0,91.0,839.0,15.0,29.7,12.0,-23.57,58.8,4.2,2.5,6.8,6.6,11.6,83.1,28.0,243.0,5.8,5.0,60.06,40.0,332.0,0.0,8.3,53.0,1102.0,1.0,20.8,7048.0,0.0,0.0,9.0,9.0,9.0,6.0,7.0,4.0,0.0,0.0,25.0,19.0,76.0,37.0,37.0,100.0,80.0,3251.0,1.0,40.6,246.0,4546.0,988.0,4.6,31.0,11.0,274.0,327.0,585.0,3390.0,23.0,20.0,5.4,181.0,359.0,1156.0,7.0,3.2,62.0,80.0,728.0,31.0,22.6,15.3,155.08,55.9,3.9,3.4,6.3,5.5,11.2,73.7,44.0,279.0,4.7,7.0,82.45,28.0,353.0,0.0,12.6,67.0,1509.0,0.0,22.5,24.0,13.0,54.2,27.0,25.0,92.6,86.0,3569.0,0.0,41.5,25.0,-73.75,68.28,192.0,5.7,28.0,33.0,158.0,1.68,190.0,5.3,23.9,31.5,143.0,1.31,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3610.0,7.0,82.0,830.0,0.5234962406015038,0.4765037593984962,0.6263020833333334,0.3736979166666666,0.5789473684210527,0.42105263157894735,1.95,0.5128205128205128,0.04838709677419355,1.7,0.6366396761133604,0.3633603238866397,0.7457105147382315,0.2542894852617685,0.7666666666666667,0.2333333333333333,0.11313868613138685,1.96875,0.44,0.0,30336.0,27170.0,1.5
Miami Dolphins,323.0,4461.0,945.0,4.7,26.0,9.0,251.0,243.0,421.0,2567.0,15.0,17.0,5.7,122.0,496.0,1894.0,16.0,3.8,104.0,115.0,920.0,25.0,30.6,13.0,-86.87,57.7,3.6,4.0,6.5,5.4,11.2,72.2,28.0,153.0,4.7,6.2,-18.73,39.0,518.0,1.0,13.3,51.0,1133.0,0.0,22.2,6306.0,0.0,0.0,8.0,7.0,10.0,9.0,13.0,12.0,0.0,0.0,31.0,28.0,90.3,34.0,33.0,97.1,92.0,3870.0,0.0,42.1,226.0,4636.0,995.0,4.7,41.0,13.0,289.0,282.0,530.0,2900.0,13.0,28.0,5.0,156.0,417.0,1736.0,9.0,4.2,92.0,86.0,793.0,41.0,22.8,19.7,121.02,53.2,2.5,5.3,6.0,4.1,11.2,57.5,48.0,270.0,3.3,8.3,76.57,36.0,258.0,0.0,7.2,68.0,1260.0,0.0,18.5,30.0,22.0,73.3,20.0,20.0,100.0,87.0,3532.0,0.0,40.6,12.0,-58.63,40.55,193.0,5.1,23.1,32.0,154.0,1.56,193.0,5.3,23.9,30.1,147.0,1.14,2.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2720.0,15.0,97.0,-175.0,0.4751322751322751,0.5248677248677249,0.5754315175969513,0.4245684824030487,0.4838709677419355,0.5161290322580645,1.1730769230769231,0.8524590163934426,0.099601593625498,1.7105263157894737,0.5809045226130654,0.41909547738693465,0.6255392579810182,0.3744607420189818,0.5909090909090909,0.40909090909090906,0.14186851211072665,1.4285714285714286,0.75,14.0,29722.0,28371.0,1.8999999999999986
Pittsburgh Steelers,321.0,4766.0,1009.0,4.7,21.0,11.0,283.0,217.0,439.0,2518.0,12.0,10.0,5.2,128.0,527.0,2248.0,19.0,4.3,124.0,81.0,667.0,31.0,29.5,9.5,-37.0,49.4,2.7,2.3,6.2,5.8,12.6,68.9,43.0,220.0,4.8,8.9,-30.47,42.0,499.0,1.0,11.9,58.0,1221.0,1.0,21.1,6736.0,1.0,1.0,8.0,8.0,10.0,9.0,9.0,6.0,2.0,1.0,30.0,25.0,83.3,33.0,32.0,97.0,91.0,3988.0,1.0,43.8,255.0,4713.0,985.0,4.8,35.0,18.0,252.0,280.0,521.0,3020.0,13.0,17.0,5.4,153.0,425.0,1693.0,9.0,4.0,82.0,105.0,876.0,17.0,26.7,16.8,124.47,53.7,2.5,3.3,6.2,5.3,11.6,67.6,39.0,229.0,4.5,7.0,53.19,44.0,371.0,0.0,8.4,69.0,1496.0,0.0,21.7,34.0,29.0,85.3,24.0,24.0,100.0,84.0,3637.0,0.0,43.3,24.0,-1.37,67.6,190.0,5.5,24.9,32.9,159.0,1.54,191.0,5.3,24.1,30.7,144.0,1.26,2.0,0.0,0.0,35.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2738.0,14.0,66.0,53.0,0.4777006937561942,0.5222993062438057,0.5283256399496433,0.4716743600503567,0.3870967741935484,0.6129032258064516,1.032258064516129,0.96875,0.10954063604240284,1.4418604651162792,0.5685279187817259,0.4314720812182741,0.6407808190112455,0.3592191809887545,0.5909090909090909,0.40909090909090906,0.06746031746031746,1.55,0.4583333333333333,14.0,30210.0,27504.0,2.1999999999999993
New York Jets,321.0,5395.0,1075.0,5.0,40.0,11.0,308.0,352.0,637.0,3924.0,23.0,29.0,6.0,192.0,418.0,1471.0,11.0,3.5,84.0,76.0,626.0,32.0,27.8,19.0,-83.24,55.3,3.6,4.6,6.3,5.0,11.4,67.5,20.0,99.0,4.7,3.0,-9.72,38.0,276.0,0.0,7.3,74.0,1552.0,1.0,21.0,7323.0,1.0,1.0,9.0,8.0,8.0,6.0,13.0,7.0,3.0,1.0,34.0,23.0,67.6,32.0,32.0,100.0,83.0,3714.0,0.0,44.7,321.0,4820.0,1033.0,4.7,35.0,14.0,267.0,265.0,517.0,2932.0,17.0,21.0,5.3,152.0,476.0,1888.0,9.0,4.0,98.0,100.0,832.0,17.0,27.7,16.3,111.46,51.3,3.3,4.1,6.1,5.0,11.9,64.3,40.0,234.0,4.2,7.2,54.67,42.0,660.0,2.0,15.7,62.0,1424.0,0.0,23.0,34.0,29.0,85.3,32.0,32.0,100.0,88.0,3520.0,0.0,40.0,18.0,-66.9,47.94,205.0,5.4,26.3,33.2,143.0,1.5,202.0,5.3,23.9,31.2,142.0,1.37,0.0,1.0,0.0,36.0,2.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,4023.0,-5.0,0.0,575.0,0.6111627906976744,0.3888372093023256,0.7273401297497682,0.2726598702502317,0.6764705882352942,0.32352941176470584,2.2857142857142856,0.4375,0.1038961038961039,1.8,0.5392061955469506,0.4607938044530494,0.6082987551867219,0.3917012448132781,0.6538461538461539,0.3461538461538461,0.06367041198501873,1.525,0.6111111111111112,6.0,29315.0,28684.0,2.0000000000000036
Seattle Seahawks,320.0,4680.0,956.0,4.9,38.0,17.0,281.0,308.0,507.0,2960.0,21.0,21.0,5.4,168.0,403.0,1720.0,10.0,4.3,98.0,89.0,728.0,15.0,28.9,18.9,-72.3,60.7,4.1,4.1,6.3,5.3,10.4,75.5,46.0,238.0,4.4,8.3,-38.67,30.0,384.0,0.0,12.8,80.0,1932.0,1.0,24.2,7318.0,1.0,1.0,7.0,6.0,4.0,2.0,10.0,9.0,4.0,3.0,26.0,21.0,80.8,33.0,33.0,100.0,75.0,3000.0,1.0,40.0,405.0,6391.0,1019.0,6.3,29.0,12.0,331.0,309.0,489.0,3937.0,23.0,17.0,7.6,185.0,503.0,2454.0,20.0,4.9,126.0,96.0,694.0,20.0,38.4,15.1,-84.99,63.2,4.7,3.5,8.4,7.7,13.2,90.8,27.0,152.0,7.0,5.2,-105.42,32.0,151.0,0.0,4.7,64.0,1236.0,0.0,19.3,33.0,28.0,84.8,45.0,45.0,100.0,62.0,2573.0,0.0,41.5,35.0,-22.88,11.98,180.0,5.5,26.0,30.8,147.0,1.56,185.0,5.7,34.4,32.1,168.0,2.08,2.0,3.0,0.0,37.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3198.0,-9.0,-85.0,-1711.0,0.5784518828451883,0.4215481171548117,0.6324786324786325,0.3675213675213676,0.6774193548387096,0.3225806451612904,1.7142857142857142,0.5833333333333334,0.05338078291814947,1.4651162790697674,0.5063788027477919,0.4936211972522081,0.6160225316851823,0.3839774683148177,0.5348837209302325,0.4651162790697675,0.060422960725075525,1.7142857142857142,0.4857142857142857,32.0,26460.0,31080.0,-1.3000000000000007
Buffalo Bills,315.0,5498.0,1080.0,5.1,23.0,13.0,309.0,312.0,546.0,3576.0,20.0,10.0,5.9,174.0,475.0,1922.0,11.0,4.0,111.0,101.0,913.0,24.0,29.0,10.5,-19.76,57.1,3.7,1.8,7.2,7.1,12.6,84.3,59.0,360.0,5.8,9.8,26.68,38.0,190.0,0.0,5.0,69.0,1262.0,0.0,18.3,7438.0,2.0,2.0,13.0,11.0,6.0,4.0,13.0,9.0,1.0,0.0,35.0,26.0,74.3,31.0,31.0,100.0,96.0,3700.0,1.0,38.5,350.0,4426.0,966.0,4.6,29.0,13.0,252.0,283.0,480.0,2867.0,18.0,16.0,5.5,153.0,444.0,1559.0,13.0,3.5,76.0,103.0,905.0,23.0,30.2,14.1,94.01,59.0,3.8,3.3,6.6,5.9,11.2,77.4,42.0,308.0,4.8,8.0,16.57,51.0,544.0,1.0,10.7,70.0,1524.0,2.0,21.8,33.0,29.0,87.9,33.0,33.0,100.0,92.0,3864.0,0.0,42.0,28.0,-38.22,68.69,200.0,5.6,27.4,29.4,155.0,1.51,199.0,5.0,22.1,34.9,142.0,1.53,2.0,1.0,0.0,34.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,3936.0,6.0,-35.0,1072.0,0.5601851851851852,0.4398148148148148,0.6504183339396145,0.34958166606038554,0.6451612903225806,0.3548387096774194,1.5675675675675675,0.6379310344827587,0.07766990291262135,1.8,0.5403726708074534,0.4596273291925466,0.6477632173520108,0.3522367826479892,0.5806451612903226,0.4193548387096774,0.09126984126984126,1.8857142857142857,0.4642857142857143,18.0,31000.0,28258.0,-5.5
Carolina Panthers,310.0,4654.0,998.0,4.7,35.0,16.0,304.0,340.0,566.0,3468.0,19.0,19.0,5.5,201.0,363.0,1186.0,7.0,3.3,63.0,84.0,683.0,40.0,32.4,18.2,-65.61,60.1,3.4,3.4,6.8,6.0,11.3,77.7,69.0,382.0,4.7,10.9,-9.33,21.0,238.0,1.0,11.3,55.0,1160.0,1.0,21.1,6441.0,1.0,1.0,15.0,13.0,9.0,8.0,8.0,7.0,2.0,2.0,35.0,31.0,88.6,29.0,29.0,100.0,66.0,2536.0,2.0,38.4,310.0,5656.0,1005.0,5.6,38.0,21.0,304.0,352.0,552.0,3712.0,19.0,17.0,6.4,184.0,426.0,1944.0,12.0,4.6,107.0,128.0,1073.0,13.0,28.7,19.1,26.32,63.8,3.4,3.1,7.1,6.4,11.2,83.6,27.0,226.0,5.7,4.7,-20.26,25.0,187.0,0.0,7.5,64.0,1120.0,0.0,17.5,30.0,20.0,66.7,31.0,30.0,96.8,58.0,2308.0,0.0,39.8,25.0,-46.59,35.19,176.0,5.9,26.4,32.0,164.0,1.56,178.0,5.8,31.6,33.0,163.0,1.56,0.0,2.0,1.0,31.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,3850.0,3.0,0.0,-1002.0,0.6362725450901804,0.3637274549098196,0.7451654490760636,0.2548345509239364,0.7307692307692307,0.2692307692307693,3.1904761904761907,0.31343283582089554,0.13157894736842105,2.060606060606061,0.5761194029850746,0.4238805970149254,0.6562942008486563,0.3437057991513437,0.6129032258064516,0.3870967741935484,0.042763157894736836,1.5434782608695652,0.64,18.0,28864.0,29014.0,-1.0
Detroit Lions,307.0,4422.0,1004.0,4.4,31.0,12.0,264.0,277.0,503.0,2675.0,14.0,19.0,4.8,143.0,448.0,1747.0,15.0,3.9,101.0,106.0,805.0,20.0,26.5,14.2,-135.17,55.1,2.8,3.8,5.9,4.8,10.8,66.3,53.0,317.0,3.8,9.5,-72.32,33.0,472.0,1.0,14.3,69.0,1600.0,0.0,23.2,6809.0,2.0,2.0,7.0,6.0,12.0,10.0,7.0,4.0,2.0,2.0,30.0,24.0,80.0,29.0,29.0,100.0,95.0,4131.0,2.0,43.5,307.0,5033.0,993.0,5.1,42.0,17.0,279.0,311.0,544.0,3210.0,16.0,25.0,5.6,159.0,421.0,1823.0,14.0,4.3,96.0,112.0,913.0,24.0,27.7,19.3,103.55,57.2,2.9,4.6,6.2,4.7,10.8,66.2,28.0,162.0,4.2,4.9,61.84,53.0,498.0,0.0,9.4,59.0,1327.0,0.0,22.5,31.0,26.0,83.9,31.0,31.0,100.0,84.0,3503.0,0.0,41.7,21.0,-53.69,34.51,204.0,5.1,21.6,35.9,142.0,1.38,202.0,5.1,24.8,29.8,142.0,1.43,1.0,2.0,0.0,33.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2992.0,11.0,0.0,-611.0,0.5537848605577689,0.4462151394422311,0.6049298959746721,0.395070104025328,0.4827586206896552,0.5172413793103448,1.4158415841584158,0.7062937062937062,0.07575757575757576,1.5128205128205132,0.5760322255790534,0.4239677744209466,0.6377905821577587,0.3622094178422413,0.5333333333333333,0.4666666666666667,0.08602150537634409,1.4418604651162792,0.5714285714285714,18.0,28968.0,28684.0,6.099999999999998
Dallas Cowboys,294.0,4475.0,943.0,4.7,39.0,18.0,276.0,255.0,445.0,2522.0,14.0,21.0,5.3,128.0,463.0,1953.0,15.0,4.2,116.0,108.0,963.0,32.0,29.0,19.9,-91.99,57.3,3.1,4.7,6.2,4.7,10.9,66.6,35.0,249.0,3.9,7.3,-57.44,35.0,364.0,2.0,10.4,69.0,1456.0,0.0,21.1,6547.0,2.0,2.0,6.0,5.0,11.0,9.0,13.0,9.0,1.0,0.0,33.0,25.0,75.8,27.0,27.0,100.0,68.0,2852.0,0.0,41.9,361.0,5329.0,1021.0,5.2,25.0,9.0,309.0,277.0,458.0,2693.0,20.0,16.0,5.6,145.0,538.0,2636.0,17.0,4.9,137.0,108.0,999.0,27.0,34.2,12.5,-10.85,60.5,4.4,3.5,6.3,5.6,10.4,78.7,25.0,189.0,4.9,5.2,-4.35,29.0,228.0,0.0,7.9,56.0,1205.0,0.0,21.5,31.0,26.0,83.9,37.0,37.0,100.0,70.0,2835.0,0.0,40.5,31.0,-23.66,-22.4,186.0,5.2,24.0,31.3,150.0,1.49,184.0,5.7,28.7,33.2,166.0,1.83,0.0,0.0,0.0,31.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2771.0,-14.0,-67.0,-854.0,0.5090137857900318,0.4909862142099682,0.5635754189944134,0.43642458100558656,0.4827586206896552,0.5172413793103448,1.1034482758620692,0.90625,0.11594202898550725,1.4761904761904765,0.4730656219392752,0.5269343780607247,0.5053480953274535,0.4946519046725465,0.5405405405405406,0.4594594594594594,0.08737864077669902,1.2857142857142856,0.5806451612903226,2.0,27900.0,30544.0,-1.9000000000000021
Washington Redskins,281.0,5396.0,1038.0,5.2,33.0,12.0,308.0,343.0,561.0,3648.0,18.0,21.0,6.2,185.0,445.0,1748.0,14.0,3.9,98.0,115.0,1009.0,25.0,27.1,15.6,-39.65,61.1,3.2,3.7,6.9,5.9,11.3,77.0,32.0,244.0,5.2,5.4,26.03,36.0,356.0,0.0,9.9,63.0,1301.0,0.0,20.7,7268.0,2.0,0.0,11.0,11.0,9.0,5.0,7.0,3.0,2.0,1.0,30.0,20.0,66.7,29.0,27.0,93.1,79.0,3160.0,0.0,40.0,269.0,4474.0,937.0,4.8,33.0,16.0,254.0,254.0,462.0,2621.0,12.0,17.0,5.2,134.0,430.0,1853.0,9.0,4.3,97.0,106.0,790.0,23.0,28.3,16.7,86.12,55.0,2.6,3.7,6.3,5.1,11.4,67.4,45.0,283.0,4.1,8.9,62.41,33.0,342.0,2.0,10.4,60.0,1529.0,1.0,25.5,34.0,30.0,88.2,23.0,23.0,100.0,79.0,3389.0,0.0,42.9,22.0,-63.83,18.48,192.0,5.6,27.5,31.7,158.0,1.48,180.0,5.4,24.7,31.9,153.0,1.32,0.0,0.0,0.0,32.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3892.0,0.0,12.0,922.0,0.5712909441233139,0.428709055876686,0.676056338028169,0.323943661971831,0.5625,0.4375,1.8877551020408163,0.5297297297297298,0.08116883116883117,1.7692307692307694,0.5410885805763074,0.4589114194236926,0.5858292355833706,0.41417076441662937,0.5714285714285714,0.4285714285714286,0.0905511811023622,1.4651162790697674,0.5454545454545454,2.0,30336.0,27540.0,-0.1999999999999993
New England Patriots,276.0,4571.0,1037.0,4.4,25.0,10.0,283.0,328.0,565.0,3181.0,18.0,15.0,5.2,172.0,424.0,1390.0,9.0,3.3,80.0,99.0,815.0,31.0,27.7,12.8,-101.45,58.1,3.2,2.7,6.1,5.6,10.6,75.5,48.0,280.0,4.7,7.8,-17.49,45.0,562.0,1.0,12.5,64.0,1335.0,0.0,20.9,6754.0,0.0,0.0,13.0,11.0,9.0,8.0,8.0,7.0,3.0,1.0,33.0,27.0,81.8,25.0,25.0,100.0,90.0,3841.0,1.0,42.7,338.0,5353.0,1068.0,5.0,23.0,13.0,326.0,321.0,544.0,3522.0,23.0,10.0,6.1,184.0,495.0,1831.0,12.0,3.7,108.0,95.0,897.0,34.0,31.2,11.6,-25.74,59.0,4.2,1.8,6.8,6.8,11.5,86.0,29.0,172.0,6.2,5.1,-90.93,43.0,384.0,0.0,8.9,62.0,1350.0,1.0,21.8,32.0,24.0,75.0,34.0,34.0,100.0,87.0,3515.0,0.0,40.4,23.0,-79.06,56.12,195.0,5.5,23.2,32.3,145.0,1.38,189.0,5.8,28.3,30.5,161.0,1.68,0.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3461.0,-2.0,-62.0,-782.0,0.5911282545805208,0.4088717454194792,0.6959089914679502,0.30409100853204984,0.6666666666666666,0.33333333333333337,2.15,0.4651162790697674,0.10954063604240284,1.8484848484848484,0.5365168539325843,0.4634831460674157,0.6579488137492995,0.3420511862507005,0.6571428571428571,0.3428571428571429,0.10429447852760736,1.8378378378378375,0.43478260869565216,0.0,28275.0,30429.0,1.7999999999999972
