Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored
San Francisco 49ers,459.0,5987.0,1054.0,5.7,26.0,12.0,357.0,322.0,501.0,3750.0,44.0,14.0,7.1,202.0,524.0,2237.0,11.0,4.3,134.0,88.0,792.0,21.0,0.0,0.0,64.3,8.8,2.8,7.9,8.4,12.3,106.2,29.0,205.0,7.5,5.5,34.0,365.0,1.0,10.7,55.0,1144.0,1.0,20.8,7764.0,0.0,0.0,8.0,7.0,7.0,6.0,8.0,3.0,0.0,0.0,23.0,16.0,69.6,59.0,55.0,93.2,68.0,2579.0,1.0,37.9,253.0,4095.0,933.0,4.4,38.0,13.0,250.0,224.0,467.0,2484.0,13.0,25.0,4.9,132.0,429.0,1611.0,8.0,3.8,95.0,80.0,660.0,23.0,0.0,0.0,48.0,2.8,5.4,5.9,4.1,12.4,53.8,37.0,287.0,3.2,7.3,29.0,195.0,0.0,6.7,76.0,1598.0,1.0,21.0,35.0,24.0,68.6,26.0,25.0,96.2,72.0,2851.0,0.0,39.6,25.0,1.0,0.0,1.0,59.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3955.0,12.0,206.0,1892.0,0.5028462998102466,0.49715370018975336,0.6263571070653081,0.3736428929346919,0.8,0.19999999999999996,1.507462686567164,0.6633663366336634,0.058823529411764705,1.8372093023255816,0.5401929260450161,0.4598070739549839,0.6065934065934065,0.39340659340659345,0.6190476190476191,0.38095238095238093,0.092,1.5526315789473686,0.48,14.0
New Orleans Saints,422.0,4964.0,1009.0,4.9,28.0,16.0,304.0,227.0,411.0,2774.0,23.0,12.0,6.3,151.0,569.0,2190.0,20.0,3.8,128.0,107.0,994.0,25.0,0.0,0.0,55.2,5.6,2.9,7.3,7.1,13.2,84.9,29.0,213.0,6.1,6.6,41.0,468.0,0.0,11.4,55.0,1147.0,0.0,20.9,6844.0,3.0,3.0,8.0,8.0,11.0,10.0,12.0,10.0,6.0,2.0,42.0,33.0,78.6,45.0,43.0,95.6,63.0,2587.0,0.0,41.1,283.0,4350.0,924.0,4.7,48.0,18.0,270.0,246.0,489.0,2800.0,25.0,30.0,5.2,155.0,388.0,1550.0,6.0,4.0,81.0,84.0,685.0,34.0,0.0,0.0,50.3,5.1,6.1,6.5,4.7,12.8,62.4,47.0,355.0,3.6,8.8,29.0,199.0,0.0,6.9,55.0,1115.0,0.0,20.3,18.0,12.0,66.7,35.0,35.0,100.0,73.0,2738.0,0.0,37.5,33.0,0.0,0.0,3.0,46.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2987.0,20.0,139.0,614.0,0.4360753221010902,0.5639246778989098,0.5588235294117647,0.4411764705882353,0.5348837209302325,0.4651162790697675,1.1796875,0.847682119205298,0.08223684210526316,1.9210526315789473,0.5800865800865801,0.4199134199134199,0.6436781609195402,0.3563218390804598,0.8064516129032258,0.19354838709677424,0.1259259259259259,1.625,0.48484848484848486,22.0
Cleveland Browns,390.0,5200.0,985.0,5.3,29.0,17.0,310.0,291.0,482.0,3455.0,27.0,12.0,6.8,171.0,474.0,1745.0,16.0,3.7,110.0,100.0,857.0,29.0,0.0,0.0,60.4,5.6,2.5,7.5,7.5,12.5,92.0,29.0,170.0,6.8,5.7,44.0,487.0,0.0,11.1,48.0,846.0,0.0,17.6,6749.0,0.0,0.0,11.0,11.0,10.0,5.0,9.0,5.0,1.0,0.0,31.0,21.0,67.7,45.0,45.0,100.0,57.0,2102.0,0.0,36.9,239.0,4264.0,902.0,4.7,36.0,13.0,251.0,246.0,467.0,2831.0,15.0,23.0,5.7,134.0,401.0,1433.0,7.0,3.6,86.0,120.0,1008.0,31.0,0.0,0.0,52.7,3.2,4.9,6.6,5.0,12.6,63.7,34.0,257.0,4.2,6.8,17.0,93.0,0.0,5.5,72.0,1343.0,0.0,18.7,25.0,17.0,68.0,26.0,26.0,100.0,81.0,3038.0,0.0,37.5,33.0,2.0,2.0,0.0,47.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3625.0,7.0,151.0,936.0,0.5187817258883248,0.48121827411167517,0.6644230769230769,0.3355769230769231,0.627906976744186,0.37209302325581395,1.5545454545454545,0.6432748538011696,0.0935483870967742,2.0270270270270268,0.5554323725055432,0.4445676274944568,0.6639305816135085,0.3360694183864915,0.6818181818181818,0.31818181818181823,0.12350597609561753,1.8333333333333333,0.5151515151515151,24.0
Washington Redskins,379.0,5597.0,1005.0,5.6,37.0,19.0,301.0,247.0,478.0,3495.0,27.0,18.0,6.9,153.0,500.0,2102.0,18.0,4.2,119.0,82.0,691.0,29.0,0.0,0.0,51.7,5.6,3.8,7.8,7.2,15.1,80.7,27.0,223.0,6.4,5.3,56.0,615.0,0.0,11.0,59.0,1139.0,0.0,19.3,7609.0,1.0,1.0,7.0,7.0,12.0,7.0,8.0,3.0,1.0,0.0,29.0,18.0,62.1,46.0,43.0,93.5,78.0,3093.0,1.0,39.7,285.0,5022.0,1021.0,4.9,34.0,11.0,296.0,276.0,527.0,3343.0,19.0,23.0,5.8,177.0,441.0,1679.0,10.0,3.8,104.0,97.0,801.0,15.0,0.0,0.0,52.4,3.6,4.4,7.1,5.9,13.6,69.3,53.0,424.0,4.6,9.1,37.0,231.0,0.0,6.2,63.0,1352.0,1.0,21.5,28.0,19.0,67.9,33.0,30.0,90.9,91.0,3567.0,0.0,39.2,26.0,1.0,1.0,0.0,47.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3718.0,-3.0,94.0,575.0,0.5024875621890548,0.49751243781094523,0.6244416651777738,0.3755583348222262,0.6,0.4,1.2857142857142858,0.7777777777777778,0.09634551495016612,1.857142857142857,0.5680705190989226,0.4319294809010774,0.6656710473914775,0.33432895260852247,0.6551724137931034,0.3448275862068966,0.05067567567567568,1.868421052631579,0.7307692307692307,12.0
Denver Broncos,379.0,5624.0,1070.0,5.3,36.0,17.0,331.0,285.0,530.0,3654.0,24.0,19.0,6.5,173.0,510.0,1970.0,18.0,3.9,132.0,95.0,812.0,26.0,0.0,0.0,53.8,4.5,3.6,7.3,6.6,13.6,77.5,30.0,220.0,5.9,5.4,48.0,486.0,1.0,10.1,46.0,952.0,0.0,20.7,7316.0,0.0,0.0,10.0,10.0,8.0,6.0,8.0,4.0,3.0,1.0,29.0,21.0,72.4,44.0,44.0,100.0,65.0,2677.0,2.0,41.2,288.0,4813.0,941.0,5.1,47.0,19.0,277.0,261.0,456.0,2796.0,15.0,28.0,5.7,148.0,454.0,2017.0,16.0,4.4,103.0,96.0,785.0,26.0,0.0,0.0,57.2,3.3,6.1,6.7,4.6,11.6,62.9,31.0,244.0,3.8,6.4,34.0,424.0,2.0,12.5,61.0,1168.0,0.0,19.1,21.0,14.0,66.7,35.0,32.0,91.4,75.0,3157.0,0.0,42.1,29.0,0.0,2.0,0.0,45.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3874.0,11.0,91.0,811.0,0.5233644859813084,0.47663551401869164,0.6497155049786629,0.3502844950213371,0.5714285714285714,0.4285714285714286,1.3106060606060606,0.7630057803468208,0.07854984894259819,1.8717948717948718,0.5175345377258236,0.4824654622741764,0.5809266569707043,0.41907334302929566,0.4838709677419355,0.5161290322580645,0.09386281588447654,1.5227272727272727,0.5862068965517241,14.0
Seattle Seahawks,371.0,4735.0,937.0,5.1,36.0,15.0,301.0,237.0,405.0,2712.0,31.0,21.0,6.1,154.0,496.0,2023.0,13.0,4.1,120.0,79.0,668.0,27.0,0.0,0.0,58.5,7.7,5.2,7.5,6.7,12.8,85.9,36.0,316.0,5.4,8.2,32.0,322.0,0.0,10.1,64.0,1236.0,0.0,19.3,6628.0,0.0,0.0,9.0,9.0,7.0,4.0,5.0,4.0,1.0,0.0,22.0,17.0,77.3,44.0,44.0,100.0,61.0,2370.0,0.0,38.9,314.0,5159.0,954.0,5.4,38.0,21.0,297.0,255.0,445.0,2958.0,20.0,17.0,6.1,148.0,472.0,2201.0,14.0,4.7,133.0,104.0,890.0,16.0,0.0,0.0,57.3,4.5,3.8,7.2,6.4,12.5,78.8,37.0,238.0,5.4,7.7,32.0,251.0,1.0,7.8,67.0,1379.0,1.0,20.6,26.0,21.0,80.8,36.0,35.0,97.2,63.0,2463.0,0.0,39.1,31.0,0.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.0,2.0,57.0,-424.0,0.47065101387406616,0.5293489861259338,0.5727560718057022,0.4272439281942978,0.7045454545454546,0.2954545454545454,1.2833333333333334,0.7792207792207793,0.08970099667774087,1.829268292682927,0.5052410901467506,0.49475890985324944,0.5733669315758868,0.4266330684241132,0.5882352941176471,0.4117647058823529,0.05387205387205387,1.5319148936170213,0.4838709677419355,12.0
St. Louis Cardinals,362.0,5326.0,1045.0,5.1,27.0,12.0,325.0,305.0,529.0,3453.0,25.0,15.0,5.9,189.0,462.0,1873.0,15.0,4.1,115.0,101.0,797.0,21.0,0.0,0.0,57.7,4.7,2.8,7.3,6.9,12.6,84.4,54.0,397.0,5.6,9.3,44.0,550.0,1.0,12.5,63.0,1317.0,0.0,20.9,7717.0,0.0,0.0,10.0,7.0,9.0,4.0,8.0,3.0,0.0,0.0,27.0,14.0,51.9,46.0,44.0,95.7,70.0,2702.0,1.0,38.6,368.0,5384.0,1023.0,5.3,33.0,19.0,306.0,276.0,490.0,3383.0,30.0,14.0,6.4,168.0,492.0,2001.0,16.0,4.1,116.0,88.0,718.0,22.0,0.0,0.0,56.3,6.1,2.9,7.5,7.4,13.3,88.7,41.0,285.0,6.3,7.7,36.0,489.0,1.0,13.6,59.0,1063.0,0.0,18.0,18.0,11.0,61.1,48.0,45.0,93.8,74.0,3049.0,0.0,41.2,23.0,4.0,1.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3850.0,6.0,-6.0,-58.0,0.5578947368421052,0.4421052631578948,0.6483289523094254,0.35167104769057456,0.625,0.375,1.6434782608695653,0.6084656084656085,0.06461538461538462,1.7804878048780488,0.5190615835777126,0.4809384164222874,0.6283432392273403,0.37165676077265974,0.6521739130434783,0.34782608695652173,0.0718954248366013,1.829268292682927,0.5217391304347826,30.0
Miami Dolphins,362.0,5538.0,1005.0,5.5,37.0,17.0,331.0,338.0,584.0,3876.0,29.0,20.0,6.5,197.0,408.0,1662.0,16.0,4.1,109.0,76.0,634.0,25.0,0.0,0.0,57.9,5.0,3.4,6.8,6.3,11.8,81.0,13.0,101.0,6.0,2.2,37.0,290.0,0.0,7.8,54.0,952.0,0.0,17.6,6968.0,2.0,2.0,2.0,2.0,3.0,3.0,9.0,5.0,0.0,0.0,16.0,12.0,75.0,46.0,44.0,95.7,63.0,2463.0,1.0,39.1,335.0,5445.0,1013.0,5.4,32.0,16.0,314.0,295.0,494.0,3247.0,21.0,16.0,6.3,176.0,498.0,2198.0,18.0,4.4,115.0,103.0,850.0,23.0,0.0,0.0,59.7,4.3,3.2,6.9,6.3,11.6,81.5,21.0,183.0,5.7,4.1,26.0,141.0,0.0,5.4,67.0,1222.0,0.0,18.2,22.0,14.0,63.6,41.0,41.0,100.0,71.0,2755.0,0.0,38.8,37.0,2.0,0.0,0.0,47.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3977.0,-5.0,27.0,93.0,0.5940298507462687,0.4059701492537313,0.6998916576381365,0.30010834236186346,0.6444444444444445,0.3555555555555555,1.8073394495412844,0.5532994923857868,0.0755287009063444,1.6585365853658538,0.508390918065153,0.491609081934847,0.5963269054178145,0.4036730945821855,0.5384615384615384,0.46153846153846156,0.0732484076433121,1.5681818181818181,0.4594594594594595,12.0
Chicago Bears,356.0,5044.0,1026.0,4.9,44.0,20.0,319.0,272.0,493.0,3090.0,23.0,24.0,5.7,156.0,485.0,1954.0,13.0,4.0,121.0,103.0,821.0,42.0,0.0,0.0,55.2,4.7,4.9,6.9,5.7,12.6,72.2,48.0,330.0,4.6,8.9,50.0,484.0,2.0,9.7,57.0,1193.0,1.0,20.9,7073.0,0.0,0.0,14.0,14.0,5.0,5.0,7.0,1.0,6.0,2.0,32.0,22.0,68.8,40.0,38.0,95.0,62.0,2520.0,2.0,40.6,282.0,4215.0,989.0,4.3,24.0,11.0,261.0,255.0,507.0,2802.0,24.0,13.0,4.9,158.0,412.0,1413.0,5.0,3.4,77.0,120.0,1108.0,26.0,0.0,0.0,50.3,4.7,2.6,6.5,6.3,12.9,76.1,70.0,484.0,4.7,12.1,26.0,339.0,1.0,13.0,58.0,1054.0,0.0,18.2,31.0,18.0,58.1,33.0,30.0,90.9,86.0,3406.0,0.0,39.6,33.0,0.0,2.0,1.0,42.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3420.0,-20.0,74.0,829.0,0.5272904483430799,0.4727095516569201,0.612609040444092,0.38739095955590797,0.6388888888888888,0.36111111111111116,1.2892561983471074,0.7756410256410257,0.13166144200626959,1.725,0.583417593528817,0.41658240647118305,0.6647686832740214,0.3352313167259786,0.8275862068965517,0.1724137931034483,0.09961685823754789,1.911764705882353,0.6060606060606061,18.0
Houston Oilers,345.0,5223.0,998.0,5.2,37.0,14.0,294.0,240.0,482.0,3300.0,24.0,23.0,6.4,150.0,486.0,1923.0,12.0,4.0,118.0,114.0,1029.0,26.0,0.0,0.0,49.8,5.0,4.8,7.3,6.2,14.7,70.8,30.0,234.0,5.4,5.9,37.0,249.0,0.0,6.7,67.0,1225.0,0.0,18.3,6970.0,2.0,2.0,7.0,7.0,7.0,5.0,15.0,11.0,1.0,1.0,32.0,26.0,81.3,38.0,37.0,97.4,75.0,2969.0,1.0,39.6,349.0,4993.0,976.0,5.1,37.0,14.0,287.0,266.0,495.0,3145.0,25.0,23.0,5.9,153.0,446.0,1848.0,10.0,4.1,98.0,101.0,874.0,36.0,0.0,0.0,53.7,5.1,4.6,6.9,5.8,12.8,73.1,35.0,271.0,4.9,6.6,43.0,454.0,0.0,10.6,57.0,1177.0,0.0,20.6,36.0,30.0,83.3,37.0,35.0,94.6,77.0,3034.0,0.0,39.4,32.0,1.0,1.0,0.0,38.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3534.0,0.0,-4.0,230.0,0.5130260521042084,0.4869739478957916,0.6318207926479035,0.3681792073520965,0.6666666666666666,0.33333333333333337,1.271186440677966,0.7866666666666666,0.08843537414965986,1.825,0.5430327868852459,0.4569672131147541,0.6298818345683957,0.37011816543160425,0.7142857142857143,0.2857142857142857,0.1254355400696864,1.6829268292682928,0.4375,14.0
