Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored
San Francisco 49ers,505.0,6060.0,1037.0,5.8,24.0,13.0,362.0,359.0,511.0,4163.0,37.0,11.0,7.6,210.0,491.0,1897.0,23.0,3.9,122.0,109.0,890.0,30.0,0.0,0.0,70.3,7.2,2.2,8.5,9.0,12.2,111.4,35.0,199.0,8.1,6.4,40.0,334.0,0.0,8.4,58.0,1244.0,1.0,21.4,7882.0,1.0,1.0,4.0,4.0,6.0,5.0,8.0,5.0,1.0,0.0,20.0,15.0,75.0,62.0,60.0,96.8,54.0,2235.0,0.0,41.4,296.0,4839.0,996.0,4.9,35.0,12.0,285.0,329.0,583.0,3501.0,15.0,23.0,5.6,182.0,375.0,1338.0,16.0,3.6,82.0,108.0,912.0,21.0,0.0,0.0,56.4,2.6,3.9,6.4,5.2,11.4,68.1,38.0,255.0,4.5,6.1,28.0,242.0,0.0,8.6,89.0,1912.0,0.0,21.5,21.0,15.0,71.4,23.0,23.0,100.0,77.0,3272.0,0.0,42.5,25.0,1.0,4.0,0.0,66.0,2.0,3.0,0.0,3.0,1.0,0.0,7.0,0.0,2.0,4362.0,11.0,209.0,1221.0,0.5265188042430087,0.4734811957569913,0.686963696369637,0.31303630363036306,0.6166666666666667,0.3833333333333333,1.721311475409836,0.580952380952381,0.08287292817679558,2.1794871794871797,0.6234939759036144,0.37650602409638556,0.7234965902045877,0.2765034097954123,0.4838709677419355,0.5161290322580645,0.07368421052631578,1.777777777777778,0.52,30.0
Dallas Cowboys,414.0,5321.0,1018.0,5.2,24.0,10.0,322.0,282.0,448.0,3368.0,19.0,14.0,7.2,160.0,550.0,1953.0,26.0,3.6,136.0,100.0,895.0,26.0,0.0,0.0,62.9,4.2,3.1,7.7,7.2,12.3,87.8,20.0,93.0,6.7,4.3,44.0,404.0,1.0,9.2,50.0,1284.0,1.0,25.7,7130.0,3.0,3.0,4.0,3.0,12.0,10.0,9.0,6.0,1.0,0.0,29.0,22.0,75.9,48.0,48.0,100.0,70.0,2935.0,0.0,41.9,248.0,4313.0,1006.0,4.3,31.0,9.0,273.0,269.0,522.0,2752.0,19.0,22.0,4.8,157.0,437.0,1561.0,8.0,3.6,86.0,102.0,826.0,30.0,0.0,0.0,51.5,3.6,4.2,5.8,4.7,11.3,64.0,47.0,299.0,3.8,8.3,36.0,378.0,0.0,10.5,82.0,1709.0,0.0,20.8,25.0,20.0,80.0,24.0,24.0,100.0,84.0,3637.0,0.0,43.3,22.0,0.0,3.0,0.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3461.0,7.0,166.0,1008.0,0.45972495088408644,0.5402750491159136,0.6329637286224394,0.36703627137756056,0.4222222222222222,0.5777777777777777,1.1764705882352942,0.85,0.08074534161490683,2.138888888888889,0.5656063618290258,0.4343936381709742,0.6380709482958498,0.36192905170415024,0.7037037037037037,0.2962962962962963,0.10989010989010989,1.611111111111111,0.45454545454545453,18.0
Miami Dolphins,389.0,6078.0,1078.0,5.6,32.0,14.0,344.0,392.0,627.0,4420.0,31.0,18.0,6.9,220.0,433.0,1658.0,13.0,3.8,109.0,92.0,747.0,15.0,0.0,0.0,62.5,4.9,2.9,7.2,6.9,11.6,88.8,18.0,113.0,6.6,2.8,33.0,241.0,0.0,7.3,66.0,1294.0,0.0,19.6,7740.0,1.0,1.0,8.0,8.0,10.0,6.0,10.0,8.0,2.0,1.0,31.0,24.0,77.4,35.0,35.0,100.0,60.0,2412.0,0.0,40.2,327.0,5224.0,1000.0,5.2,32.0,9.0,305.0,334.0,577.0,3794.0,23.0,23.0,6.3,195.0,394.0,1430.0,14.0,3.6,85.0,82.0,653.0,25.0,0.0,0.0,57.9,4.0,4.0,6.9,5.9,11.8,75.6,29.0,160.0,5.3,4.8,32.0,324.0,1.0,10.1,74.0,1549.0,2.0,20.9,18.0,11.0,61.1,40.0,40.0,100.0,68.0,2836.0,0.0,41.7,28.0,0.0,1.0,0.0,45.0,6.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4533.0,0.0,62.0,854.0,0.5983302411873841,0.4016697588126159,0.7272128989799276,0.2727871010200724,0.7045454545454546,0.2954545454545454,2.018348623853211,0.4954545454545455,0.0436046511627907,1.8947368421052633,0.606,0.394,0.7262633996937213,0.27373660030627867,0.6216216216216216,0.3783783783783784,0.08196721311475409,1.9166666666666667,0.5,6.0
Green Bay Packers,382.0,5316.0,1059.0,5.0,22.0,8.0,314.0,375.0,609.0,3773.0,33.0,14.0,5.9,205.0,417.0,1543.0,11.0,3.7,88.0,85.0,760.0,21.0,0.0,0.0,61.6,5.4,2.3,6.5,6.6,10.6,89.1,33.0,204.0,5.9,5.1,49.0,414.0,1.0,8.4,56.0,1168.0,1.0,20.9,7099.0,1.0,1.0,11.0,11.0,6.0,4.0,5.0,2.0,3.0,1.0,26.0,19.0,73.1,43.0,41.0,95.3,81.0,3351.0,0.0,41.4,287.0,4764.0,1023.0,4.7,33.0,12.0,281.0,337.0,605.0,3401.0,20.0,21.0,5.3,182.0,381.0,1363.0,9.0,3.6,82.0,82.0,675.0,17.0,0.0,0.0,55.7,3.3,3.5,6.1,5.2,10.9,70.4,37.0,276.0,4.4,5.8,36.0,272.0,0.0,7.6,75.0,1380.0,1.0,18.4,25.0,21.0,84.0,24.0,24.0,100.0,88.0,3494.0,0.0,39.7,25.0,0.0,1.0,0.0,47.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,3977.0,11.0,95.0,552.0,0.6062322946175638,0.3937677053824362,0.7097441685477803,0.29025583145221967,0.75,0.25,2.3295454545454546,0.4292682926829268,0.06687898089171974,1.7567567567567566,0.6275659824046921,0.3724340175953079,0.7138958858102435,0.28610411418975645,0.6896551724137931,0.31034482758620685,0.060498220640569395,1.6944444444444442,0.32,6.0
San Diego Chargers,381.0,5220.0,1033.0,5.1,23.0,9.0,311.0,305.0,522.0,3368.0,20.0,14.0,6.1,181.0,482.0,1852.0,13.0,3.8,102.0,96.0,875.0,28.0,0.0,0.0,58.4,3.8,2.7,6.9,6.5,11.9,81.3,29.0,251.0,5.7,5.3,36.0,475.0,2.0,13.2,68.0,1636.0,2.0,24.1,7588.0,0.0,0.0,12.0,12.0,15.0,15.0,9.0,5.0,2.0,2.0,38.0,34.0,89.5,33.0,33.0,100.0,72.0,2951.0,0.0,41.0,306.0,5062.0,1005.0,5.0,32.0,15.0,308.0,363.0,577.0,3658.0,20.0,17.0,5.9,191.0,385.0,1404.0,11.0,3.6,89.0,109.0,989.0,28.0,0.0,0.0,62.9,3.5,2.9,6.8,6.1,10.8,82.0,43.0,253.0,5.3,6.9,38.0,321.0,0.0,8.4,79.0,1740.0,1.0,22.0,27.0,22.0,81.5,30.0,30.0,100.0,76.0,3291.0,0.0,43.3,19.0,0.0,3.0,0.0,40.0,3.0,7.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3619.0,9.0,75.0,158.0,0.5333978702807357,0.4666021297192643,0.6452107279693486,0.35478927203065136,0.6060606060606061,0.3939393939393939,1.7745098039215685,0.56353591160221,0.09003215434083602,1.8157894736842106,0.6169154228855721,0.3830845771144279,0.7226392730146187,0.2773607269853813,0.6451612903225806,0.3548387096774194,0.09090909090909091,1.8888888888888888,0.47368421052631576,18.0
Detroit Lions,357.0,5002.0,891.0,5.6,24.0,10.0,280.0,250.0,459.0,2922.0,24.0,14.0,6.0,164.0,406.0,2080.0,12.0,5.1,94.0,109.0,781.0,22.0,0.0,0.0,54.5,5.2,3.1,6.7,6.4,12.3,80.2,26.0,163.0,5.7,5.4,25.0,256.0,0.0,10.2,71.0,1675.0,4.0,23.6,7140.0,0.0,0.0,7.0,6.0,7.0,7.0,8.0,5.0,5.0,0.0,27.0,18.0,66.7,40.0,39.0,97.5,64.0,2826.0,1.0,44.2,342.0,5405.0,1086.0,5.0,23.0,11.0,326.0,370.0,547.0,3546.0,21.0,12.0,6.2,169.0,511.0,1859.0,15.0,3.6,131.0,130.0,1036.0,26.0,0.0,0.0,67.6,3.8,2.2,6.8,6.6,10.1,90.6,28.0,199.0,6.0,4.9,36.0,431.0,2.0,12.0,65.0,1572.0,1.0,24.2,28.0,21.0,75.0,38.0,37.0,97.4,66.0,2963.0,0.0,44.9,26.0,1.0,2.0,0.0,43.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3085.0,-1.0,15.0,-403.0,0.5443322109988776,0.45566778900112237,0.5841663334666134,0.4158336665333866,0.6666666666666666,0.33333333333333337,1.7446808510638299,0.573170731707317,0.07857142857142857,1.3137254901960786,0.5294659300184162,0.47053406998158376,0.656059204440333,0.34394079555966695,0.5833333333333334,0.41666666666666663,0.07975460122699386,1.8888888888888888,0.38461538461538464,20.0
Minnesota Vikings,356.0,5848.0,1123.0,5.2,34.0,14.0,325.0,409.0,673.0,4324.0,18.0,20.0,6.1,215.0,419.0,1524.0,11.0,3.6,92.0,112.0,880.0,18.0,0.0,0.0,60.8,2.7,3.0,6.8,6.0,11.2,77.6,31.0,246.0,5.4,4.4,39.0,238.0,0.0,6.1,60.0,1296.0,0.0,21.6,7686.0,0.0,0.0,13.0,13.0,13.0,12.0,10.0,8.0,3.0,1.0,39.0,34.0,87.2,30.0,30.0,100.0,77.0,3301.0,0.0,42.9,314.0,4742.0,988.0,4.8,34.0,16.0,287.0,368.0,597.0,3652.0,25.0,18.0,5.8,195.0,355.0,1090.0,9.0,3.1,65.0,83.0,614.0,27.0,0.0,0.0,61.6,4.2,3.0,6.5,6.0,10.6,82.1,36.0,250.0,5.3,5.7,44.0,410.0,1.0,9.3,83.0,1843.0,1.0,22.2,30.0,19.0,63.3,31.0,31.0,100.0,86.0,3483.0,0.0,40.5,32.0,3.0,4.0,0.0,36.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4570.0,0.0,42.0,1106.0,0.6268922528940338,0.37310774710596617,0.7393980848153214,0.26060191518467857,0.6206896551724138,0.3793103448275862,2.3369565217391304,0.42790697674418604,0.055384615384615386,1.8888888888888888,0.6406882591093117,0.3593117408906883,0.7701391817798398,0.22986081822016025,0.7352941176470589,0.2647058823529411,0.09407665505226481,2.096774193548387,0.4375,42.0
New England Patriots,351.0,5776.0,1199.0,4.8,38.0,11.0,348.0,405.0,699.0,4444.0,25.0,27.0,6.2,243.0,478.0,1332.0,12.0,2.8,83.0,78.0,597.0,22.0,0.0,0.0,57.9,3.6,3.9,6.6,5.5,11.3,73.5,22.0,139.0,5.2,3.1,46.0,383.0,0.0,8.3,63.0,1123.0,0.0,17.8,7526.0,0.0,0.0,14.0,14.0,12.0,9.0,8.0,4.0,0.0,0.0,35.0,27.0,77.1,36.0,36.0,100.0,69.0,2841.0,0.0,41.2,312.0,5207.0,1006.0,5.2,40.0,18.0,280.0,298.0,545.0,3447.0,21.0,22.0,5.9,173.0,422.0,1760.0,11.0,4.2,86.0,110.0,795.0,21.0,0.0,0.0,54.7,3.9,4.0,6.9,5.8,12.5,72.2,39.0,290.0,4.9,6.7,34.0,260.0,0.0,7.6,63.0,1375.0,1.0,21.8,25.0,20.0,80.0,33.0,32.0,97.0,83.0,3337.0,0.0,40.2,28.0,1.0,1.0,0.0,39.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,4583.0,2.0,39.0,569.0,0.6013344453711427,0.39866555462885733,0.7693905817174516,0.23060941828254844,0.6756756756756757,0.32432432432432434,2.927710843373494,0.34156378600823045,0.06321839080459771,2.357142857142857,0.5805168986083499,0.4194831013916501,0.661993470328404,0.33800652967159595,0.65625,0.34375,0.075,1.6428571428571428,0.39285714285714285,12.0
New Orleans Saints,348.0,5182.0,966.0,5.4,32.0,14.0,308.0,366.0,569.0,3846.0,22.0,18.0,6.5,203.0,373.0,1336.0,11.0,3.6,78.0,88.0,678.0,27.0,0.0,0.0,64.3,3.9,3.2,7.1,6.4,11.0,84.9,24.0,181.0,5.9,4.0,25.0,152.0,0.0,6.1,82.0,1840.0,2.0,22.4,7475.0,0.0,0.0,9.0,9.0,14.0,11.0,10.0,8.0,6.0,0.0,39.0,28.0,71.8,32.0,32.0,100.0,67.0,2920.0,0.0,43.6,407.0,5569.0,1053.0,5.3,31.0,14.0,337.0,353.0,559.0,3811.0,28.0,17.0,6.4,208.0,458.0,1758.0,10.0,3.8,106.0,105.0,922.0,23.0,0.0,0.0,63.1,5.0,3.0,7.2,6.8,11.4,88.6,36.0,196.0,6.1,6.1,40.0,495.0,2.0,12.4,63.0,1493.0,0.0,23.7,37.0,30.0,81.1,41.0,41.0,100.0,60.0,2556.0,0.0,42.6,22.0,2.0,1.0,0.0,38.0,2.0,6.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,4027.0,-1.0,-59.0,-387.0,0.6138716356107661,0.3861283643892339,0.7421844847549208,0.2578155152450792,0.6666666666666666,0.33333333333333337,2.6025641025641026,0.3842364532019704,0.08766233766233766,1.972222222222222,0.5650522317188984,0.4349477682811016,0.6843239360746992,0.3156760639253008,0.7368421052631579,0.26315789473684215,0.06824925816023739,1.8947368421052633,0.6363636363636364,18.0
Denver Broncos,347.0,5487.0,1112.0,4.9,31.0,18.0,346.0,388.0,626.0,4017.0,18.0,13.0,5.9,202.0,431.0,1470.0,19.0,3.4,101.0,101.0,865.0,43.0,0.0,0.0,62.0,2.9,2.1,7.0,6.6,11.3,83.8,55.0,366.0,5.6,8.1,41.0,379.0,0.0,9.2,75.0,1523.0,0.0,20.3,7818.0,0.0,0.0,11.0,11.0,11.0,11.0,12.0,7.0,3.0,1.0,37.0,30.0,81.1,29.0,29.0,100.0,76.0,3258.0,0.0,42.9,396.0,5907.0,1023.0,5.8,26.0,14.0,303.0,322.0,568.0,4155.0,28.0,12.0,7.0,182.0,432.0,1752.0,12.0,4.1,103.0,134.0,1031.0,18.0,0.0,0.0,56.7,4.9,2.1,7.6,7.6,13.3,88.5,23.0,141.0,7.1,3.9,39.0,275.0,0.0,7.1,70.0,1396.0,0.0,19.9,37.0,31.0,83.8,35.0,35.0,100.0,76.0,3306.0,0.0,43.5,27.0,0.0,0.0,0.0,37.0,3.0,7.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,4383.0,-5.0,-49.0,-420.0,0.612410071942446,0.387589928057554,0.7320940404592674,0.2679059595407326,0.4864864864864865,0.5135135135135135,2.0,0.5,0.12427745664739884,2.058823529411765,0.5777126099706745,0.42228739002932547,0.7034027425088878,0.2965972574911122,0.7,0.30000000000000004,0.0594059405940594,1.853658536585366,0.6666666666666666,0.0
