Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,ExpectedPoints,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,ExpectedPointsPassing,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,ExpectedPoints_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,ExpectedPointsPassing_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,ExpectedPointsRunning,ExpectedPointsRunning_Defense,#Dr,Plays/Drive,Yds/Drive,AvgStartingPosition,AvgDriveTime,Pts/Drive,#Dr_Defense,Plays/Drive_Defense,Yds/Drive_Defense,AvgStartingPosition_Defense,AvgDriveTime_Defense,Pts/Drive_Defense,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored,TimeOfPossession,TimeOfPossession_Defense,AvgFieldPositionDifferential
Carolina Panthers,500.0,5871.0,1060.0,5.5,19.0,9.0,357.0,300.0,501.0,3589.0,35.0,10.0,6.7,197.0,526.0,2282.0,19.0,4.3,136.0,103.0,887.0,24.0,42.9,9.6,125.65,59.9,7.0,2.0,7.7,8.2,12.9,99.2,33.0,284.0,7.2,6.2,122.36,30.0,282.0,0.0,9.4,22.0,407.0,0.0,18.5,6844.0,1.0,1.0,10.0,10.0,5.0,4.0,16.0,13.0,4.0,2.0,36.0,30.0,83.3,59.0,56.0,94.9,70.0,3175.0,0.0,45.4,308.0,5167.0,1058.0,4.9,39.0,15.0,298.0,390.0,650.0,3752.0,21.0,24.0,5.4,198.0,364.0,1415.0,11.0,3.9,74.0,99.0,822.0,26.0,26.5,19.4,98.67,60.0,3.2,3.7,6.2,5.2,10.4,73.5,44.0,302.0,4.5,6.3,63.56,37.0,288.0,1.0,7.8,34.0,905.0,1.0,26.6,26.0,20.0,76.9,30.0,28.0,93.3,78.0,3611.0,0.0,46.3,12.0,1.76,36.13,198.0,5.5,29.9,30.7,155.0,2.4,196.0,5.5,26.2,27.1,140.0,1.45,1.0,4.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3873.0,20.0,192.0,704.0,0.5037735849056604,0.4962264150943396,0.6113098279679782,0.3886901720320218,0.6481481481481481,0.35185185185185186,1.4485294117647058,0.6903553299492385,0.06722689075630252,1.7906976744186047,0.6559546313799622,0.34404536862003776,0.7261467002128895,0.2738532997871105,0.65625,0.34375,0.08724832214765099,1.58974358974359,0.75,30.0,30690.0,27440.0,3.599999999999998
Arizona Cardinals,489.0,6533.0,1041.0,6.3,24.0,11.0,373.0,353.0,562.0,4616.0,35.0,13.0,7.8,237.0,452.0,1917.0,16.0,4.2,92.0,94.0,758.0,44.0,42.5,11.8,161.96,62.8,6.2,2.3,8.5,8.7,13.5,100.9,27.0,159.0,8.0,4.6,215.02,39.0,289.0,0.0,7.4,32.0,770.0,1.0,24.1,7751.0,1.0,1.0,12.0,12.0,9.0,9.0,7.0,6.0,2.0,0.0,31.0,28.0,90.3,58.0,53.0,91.4,61.0,2575.0,1.0,42.2,313.0,5147.0,982.0,5.2,33.0,14.0,284.0,343.0,573.0,3687.0,24.0,19.0,6.1,177.0,373.0,1460.0,9.0,3.9,79.0,130.0,1202.0,28.0,31.7,16.7,35.95,59.9,4.2,3.3,6.9,6.3,11.5,80.9,36.0,270.0,5.4,5.9,-27.62,25.0,295.0,0.0,11.8,49.0,1191.0,0.0,24.3,27.0,26.0,96.3,29.0,27.0,93.1,78.0,3658.0,0.0,46.9,23.0,-34.46,55.62,186.0,5.8,35.1,27.8,165.0,2.37,186.0,5.4,27.6,27.2,144.0,1.66,2.0,4.0,0.0,58.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,4775.0,9.0,176.0,1386.0,0.5658021133525456,0.4341978866474544,0.7065666615643655,0.2934333384356345,0.6862745098039216,0.3137254901960784,2.5760869565217392,0.3881856540084388,0.11796246648793565,2.023809523809524,0.620162932790224,0.379837067209776,0.7163396153098892,0.2836603846901108,0.7272727272727273,0.2727272727272727,0.09859154929577464,1.7692307692307694,0.4782608695652174,40.0,30690.0,26784.0,0.6000000000000014
New England Patriots,465.0,5991.0,1050.0,5.7,14.0,7.0,348.0,404.0,629.0,4587.0,36.0,7.0,6.9,230.0,383.0,1404.0,14.0,3.7,87.0,96.0,860.0,31.0,43.2,5.7,127.68,64.2,5.7,1.1,7.7,8.3,11.9,101.9,38.0,225.0,7.5,5.7,167.7,47.0,473.0,0.0,10.1,25.0,469.0,0.0,18.8,7158.0,0.0,0.0,6.0,6.0,11.0,11.0,14.0,12.0,5.0,4.0,36.0,33.0,91.7,52.0,52.0,100.0,74.0,3358.0,1.0,45.4,315.0,5430.0,1042.0,5.2,21.0,9.0,303.0,361.0,596.0,3852.0,24.0,12.0,6.0,204.0,397.0,1578.0,8.0,4.0,77.0,112.0,1013.0,22.0,28.9,10.5,9.01,60.6,4.0,2.0,7.1,7.0,11.7,87.0,49.0,358.0,5.9,7.6,-43.77,39.0,347.0,1.0,8.9,29.0,533.0,0.0,18.4,29.0,23.0,79.3,31.0,28.0,90.3,86.0,4044.0,0.0,47.0,14.0,-32.37,39.55,192.0,5.7,31.2,30.1,151.0,2.34,190.0,5.6,28.6,24.2,152.0,1.54,2.0,0.0,0.0,52.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,4812.0,7.0,150.0,561.0,0.6352380952380953,0.3647619047619047,0.7656484727090636,0.23435152729093645,0.72,0.28,2.6436781609195403,0.3782608695652174,0.08908045977011493,2.081081081081081,0.6190019193857965,0.3809980806142035,0.7093922651933702,0.2906077348066298,0.75,0.25,0.07260726072607261,1.775,0.5,14.0,28992.0,28880.0,5.900000000000002
Pittsburgh Steelers,423.0,6327.0,1011.0,6.3,28.0,7.0,331.0,391.0,590.0,4603.0,26.0,21.0,7.4,207.0,388.0,1724.0,16.0,4.4,91.0,94.0,868.0,33.0,40.5,13.7,115.87,66.3,4.4,3.6,8.2,7.5,12.3,91.2,33.0,219.0,6.7,5.3,138.45,28.0,231.0,1.0,8.3,29.0,701.0,0.0,24.2,7478.0,1.0,1.0,11.0,11.0,9.0,9.0,19.0,12.0,2.0,2.0,42.0,35.0,83.3,34.0,32.0,94.1,59.0,2511.0,0.0,42.6,319.0,5809.0,1055.0,5.5,30.0,13.0,327.0,402.0,625.0,4350.0,29.0,17.0,6.5,231.0,382.0,1459.0,6.0,3.8,71.0,121.0,1199.0,25.0,32.3,14.3,29.41,64.3,4.6,2.7,7.5,7.2,11.6,90.9,48.0,311.0,6.2,7.1,-56.26,19.0,165.0,0.0,8.7,54.0,1201.0,0.0,22.2,31.0,26.0,83.9,32.0,29.0,90.6,70.0,3067.0,0.0,43.8,16.0,-18.38,76.91,190.0,5.5,33.3,28.2,150.0,2.1,189.0,5.7,30.5,28.3,157.0,1.71,0.0,2.0,0.0,45.0,8.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4822.0,2.0,104.0,518.0,0.6162215628090999,0.3837784371909001,0.7275169906748854,0.2724830093251146,0.6190476190476191,0.3809523809523809,2.274725274725274,0.4396135265700483,0.09969788519637462,1.8636363636363635,0.637914691943128,0.36208530805687206,0.7488380099845068,0.2511619900154932,0.8285714285714286,0.17142857142857135,0.0764525993883792,1.973684210526316,0.4375,12.0,28500.0,29673.0,-0.10000000000000142
Seattle Seahawks,423.0,6058.0,1035.0,5.9,16.0,8.0,335.0,333.0,489.0,3790.0,34.0,8.0,7.1,190.0,500.0,2268.0,10.0,4.5,128.0,117.0,1007.0,17.0,42.0,8.6,132.31,68.1,7.0,1.6,8.3,9.0,12.2,109.8,46.0,271.0,7.7,8.6,171.26,42.0,450.0,1.0,10.7,34.0,868.0,1.0,25.5,7647.0,0.0,0.0,9.0,9.0,7.0,7.0,9.0,7.0,6.0,6.0,31.0,29.0,93.5,44.0,40.0,90.9,68.0,3105.0,0.0,45.7,277.0,4668.0,947.0,4.9,23.0,9.0,273.0,333.0,548.0,3364.0,14.0,14.0,5.8,175.0,362.0,1304.0,10.0,3.6,71.0,94.0,795.0,27.0,29.3,13.2,50.54,60.8,2.6,2.6,6.6,6.0,10.9,78.1,37.0,255.0,5.2,6.3,-8.69,29.0,382.0,1.0,13.2,42.0,1073.0,1.0,25.5,28.0,27.0,96.4,25.0,22.0,88.0,87.0,3917.0,0.0,45.0,17.0,-19.96,45.89,174.0,6.1,34.6,29.2,178.0,2.27,174.0,5.6,26.9,23.8,159.0,1.43,3.0,0.0,0.0,49.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4061.0,7.0,146.0,1390.0,0.5169082125603864,0.4830917874396136,0.6256190161769561,0.3743809838230439,0.7727272727272727,0.2272727272727273,1.484375,0.6736842105263158,0.05074626865671642,1.8444444444444448,0.617740232312566,0.382259767687434,0.7206512425021423,0.2793487574978577,0.5833333333333334,0.4166666666666666,0.0989010989010989,1.8333333333333333,0.4705882352941176,18.0,30972.0,27666.0,5.399999999999999
New York Giants,420.0,5952.0,1053.0,5.7,21.0,7.0,331.0,392.0,623.0,4343.0,36.0,14.0,6.7,208.0,403.0,1609.0,5.0,4.0,77.0,102.0,777.0,46.0,38.2,11.3,58.71,62.9,5.8,2.2,7.2,7.4,11.5,94.5,27.0,157.0,6.8,4.2,107.79,36.0,367.0,1.0,10.2,39.0,971.0,1.0,24.9,7451.0,1.0,1.0,6.0,6.0,12.0,12.0,10.0,8.0,3.0,3.0,32.0,30.0,93.8,45.0,44.0,97.8,76.0,3380.0,0.0,44.5,442.0,6725.0,1105.0,6.1,28.0,13.0,367.0,423.0,638.0,4783.0,31.0,15.0,7.2,236.0,444.0,1942.0,15.0,4.4,104.0,120.0,1077.0,27.0,40.5,14.2,-105.13,66.3,4.9,2.4,7.7,7.6,11.6,95.9,23.0,137.0,7.2,3.5,-115.93,30.0,300.0,0.0,10.0,54.0,1095.0,1.0,20.3,35.0,31.0,88.6,48.0,47.0,97.9,64.0,2957.0,1.0,46.2,23.0,-35.8,0.91,186.0,5.8,32.0,28.0,147.0,2.03,190.0,6.0,35.2,25.9,162.0,2.18,2.0,2.0,0.0,47.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4500.0,7.0,-22.0,-773.0,0.6172839506172839,0.3827160493827161,0.7296706989247311,0.2703293010752689,0.8780487804878049,0.12195121951219512,2.7012987012987013,0.3701923076923077,0.13897280966767372,1.8,0.5981900452488688,0.4018099547511312,0.7112267657992565,0.2887732342007435,0.6739130434782609,0.32608695652173914,0.07356948228882834,1.75,0.3043478260869565,26.0,27342.0,30780.0,2.1000000000000014
Cincinnati Bengals,419.0,5728.0,1004.0,5.7,17.0,8.0,324.0,334.0,505.0,3923.0,31.0,9.0,7.3,191.0,467.0,1805.0,18.0,3.9,99.0,111.0,917.0,34.0,39.6,9.3,97.28,66.1,6.1,1.8,8.1,8.6,12.3,104.1,32.0,181.0,7.7,6.0,159.94,43.0,350.0,0.0,8.1,34.0,700.0,0.0,20.6,6959.0,0.0,0.0,6.0,6.0,6.0,5.0,13.0,10.0,3.0,2.0,28.0,23.0,82.1,49.0,48.0,98.0,69.0,3116.0,1.0,45.2,279.0,5453.0,1032.0,5.3,28.0,7.0,307.0,415.0,646.0,3976.0,18.0,21.0,5.8,202.0,344.0,1477.0,8.0,4.3,74.0,116.0,1063.0,31.0,28.9,15.0,24.23,64.2,2.8,3.3,6.6,5.7,10.3,78.9,42.0,288.0,4.9,6.1,-15.92,32.0,203.0,0.0,6.3,46.0,1041.0,0.0,22.6,31.0,26.0,83.9,27.0,27.0,100.0,77.0,3450.0,0.0,44.8,17.0,-50.08,27.56,182.0,5.7,31.2,30.1,165.0,2.26,180.0,5.9,30.3,24.7,159.0,1.44,0.0,1.0,0.0,50.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4104.0,11.0,140.0,275.0,0.5348605577689243,0.4651394422310757,0.6848812849162011,0.31511871508379885,0.6326530612244898,0.36734693877551017,1.9292929292929293,0.518324607329843,0.10493827160493828,2.0769230769230766,0.6666666666666666,0.33333333333333337,0.7291399229781772,0.2708600770218228,0.6923076923076923,0.3076923076923077,0.1009771986970684,1.5348837209302326,0.4705882352941176,6.0,30030.0,28620.0,5.400000000000002
New Orleans Saints,408.0,6461.0,1096.0,5.9,20.0,8.0,381.0,460.0,667.0,4970.0,32.0,12.0,7.1,247.0,397.0,1491.0,16.0,3.8,98.0,130.0,1112.0,36.0,36.3,10.4,144.2,69.0,4.8,1.8,7.8,8.0,11.3,100.6,32.0,235.0,7.3,4.6,178.88,32.0,275.0,1.0,8.6,28.0,605.0,0.0,21.6,7576.0,0.0,0.0,6.0,5.0,9.0,7.0,6.0,3.0,5.0,3.0,26.0,18.0,69.2,46.0,44.0,95.7,67.0,3006.0,0.0,44.9,476.0,6615.0,997.0,6.6,22.0,13.0,380.0,372.0,544.0,4544.0,45.0,9.0,7.9,223.0,422.0,2071.0,12.0,4.9,103.0,114.0,887.0,54.0,43.9,11.7,-204.1,68.4,8.3,1.7,8.7,9.7,12.8,116.2,31.0,211.0,8.8,5.4,-234.98,26.0,215.0,0.0,8.3,37.0,981.0,0.0,26.5,27.0,22.0,81.5,54.0,52.0,96.3,62.0,2765.0,1.0,44.6,17.0,-19.87,20.99,182.0,6.2,35.5,26.4,165.0,2.14,180.0,5.7,36.7,27.0,155.0,2.58,1.0,0.0,1.0,51.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5205.0,2.0,-68.0,-154.0,0.6377737226277372,0.3622262773722628,0.7692307692307693,0.23076923076923075,0.6666666666666666,0.33333333333333337,2.520408163265306,0.3967611336032389,0.09448818897637797,2.0526315789473686,0.5767301905717152,0.4232698094282849,0.6869236583522298,0.3130763416477702,0.7894736842105263,0.21052631578947367,0.14210526315789473,1.7755102040816324,0.4705882352941176,12.0,30030.0,27900.0,-0.6000000000000014
Kansas City Chiefs,405.0,5299.0,955.0,5.5,15.0,8.0,303.0,310.0,473.0,3255.0,20.0,7.0,6.3,155.0,436.0,2044.0,19.0,4.7,116.0,104.0,878.0,32.0,37.9,7.1,73.11,65.5,4.2,1.5,7.4,7.6,11.3,95.4,46.0,238.0,6.4,8.9,47.83,45.0,355.0,0.0,7.9,35.0,791.0,0.0,22.6,6683.0,0.0,0.0,8.0,7.0,10.0,10.0,11.0,9.0,8.0,4.0,37.0,30.0,81.1,41.0,39.0,95.1,75.0,3333.0,0.0,44.4,287.0,5269.0,1037.0,5.1,29.0,7.0,313.0,349.0,607.0,3698.0,25.0,22.0,5.7,193.0,383.0,1571.0,7.0,4.1,86.0,110.0,941.0,34.0,27.3,15.3,69.97,57.5,4.1,3.6,6.6,5.8,11.4,76.0,47.0,290.0,4.9,7.2,27.86,26.0,170.0,0.0,6.5,46.0,1137.0,0.0,24.7,22.0,18.0,81.8,28.0,25.0,89.3,78.0,3484.0,1.0,44.7,15.0,30.2,34.08,182.0,5.5,29.1,31.3,163.0,1.99,183.0,5.8,28.8,24.6,153.0,1.52,2.0,4.0,0.0,45.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3493.0,14.0,118.0,30.0,0.5434554973821989,0.45654450261780105,0.6142668428005285,0.3857331571994715,0.5128205128205128,0.4871794871794872,1.3362068965517242,0.7483870967741936,0.1056105610561056,1.574468085106383,0.6306653809064611,0.36933461909353904,0.7018409565382425,0.2981590434617575,0.78125,0.21875,0.10862619808306707,1.6097560975609757,0.5333333333333333,38.0,29666.0,27999.0,6.699999999999999
Washington Redskins,388.0,5661.0,1011.0,5.6,22.0,11.0,317.0,386.0,555.0,4095.0,30.0,11.0,7.0,208.0,429.0,1566.0,9.0,3.7,81.0,105.0,828.0,28.0,36.1,11.1,69.13,69.5,5.4,2.0,7.7,7.9,11.1,102.0,27.0,199.0,7.2,4.6,132.42,32.0,153.0,0.0,4.8,40.0,999.0,2.0,25.0,7012.0,0.0,0.0,7.0,7.0,9.0,9.0,10.0,8.0,4.0,2.0,30.0,26.0,86.7,41.0,40.0,97.6,71.0,3224.0,1.0,45.4,379.0,6090.0,1010.0,6.0,27.0,16.0,329.0,354.0,566.0,4128.0,30.0,11.0,6.8,202.0,406.0,1962.0,10.0,4.8,103.0,112.0,955.0,24.0,35.4,14.9,-75.97,62.5,5.3,1.9,7.8,7.9,12.4,96.1,38.0,264.0,7.0,6.3,-100.12,30.0,258.0,1.0,8.6,29.0,582.0,0.0,20.1,28.0,23.0,82.1,41.0,40.0,97.6,69.0,3103.0,1.0,45.0,26.0,-56.28,20.41,180.0,5.8,31.5,27.0,169.0,1.95,181.0,5.7,33.6,27.3,151.0,1.97,1.0,1.0,1.0,44.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4294.0,5.0,9.0,-429.0,0.5756676557863502,0.42433234421364985,0.7233704292527822,0.27662957074721783,0.7692307692307693,0.23076923076923075,2.567901234567901,0.3894230769230769,0.08832807570977919,2.081081081081081,0.598019801980198,0.40198019801980195,0.6778325123152711,0.32216748768472897,0.75,0.25,0.0729483282674772,1.625,0.4230769230769231,20.0,30420.0,27331.0,-0.3000000000000007
New York Jets,387.0,5925.0,1074.0,5.5,24.0,8.0,329.0,362.0,604.0,4057.0,33.0,16.0,6.5,210.0,448.0,1868.0,11.0,4.2,99.0,96.0,787.0,20.0,35.7,11.6,55.82,59.9,5.5,2.6,6.9,6.8,11.5,88.0,22.0,113.0,6.4,3.5,95.9,49.0,422.0,0.0,8.6,37.0,771.0,0.0,20.8,7231.0,0.0,0.0,6.0,6.0,10.0,10.0,14.0,9.0,3.0,2.0,33.0,27.0,81.8,43.0,42.0,97.7,80.0,3448.0,1.0,43.1,314.0,5098.0,1013.0,5.0,30.0,12.0,271.0,343.0,601.0,3763.0,25.0,18.0,5.9,185.0,373.0,1335.0,4.0,3.6,62.0,90.0,767.0,24.0,28.4,14.4,54.43,57.1,4.2,3.0,6.7,6.2,11.8,79.0,39.0,278.0,5.4,6.1,-23.17,37.0,470.0,2.0,12.7,49.0,1168.0,0.0,23.8,29.0,26.0,89.7,33.0,30.0,90.9,86.0,4042.0,0.0,47.0,17.0,-27.8,71.94,199.0,5.6,29.6,29.2,151.0,1.95,194.0,5.4,26.2,27.8,145.0,1.45,0.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4170.0,6.0,73.0,827.0,0.5828677839851024,0.4171322160148976,0.6847257383966244,0.3152742616033756,0.75,0.25,2.121212121212121,0.4714285714285714,0.06079027355623101,1.6428571428571428,0.631786771964462,0.36821322803553796,0.7381326010200079,0.2618673989799921,0.8620689655172413,0.13793103448275867,0.08856088560885607,1.8611111111111112,0.4705882352941176,0.0,30049.0,28130.0,1.3999999999999986
Buffalo Bills,379.0,5775.0,1016.0,5.7,19.0,10.0,297.0,295.0,465.0,3343.0,23.0,9.0,6.6,155.0,509.0,2432.0,19.0,4.8,122.0,143.0,1249.0,20.0,34.9,8.6,49.56,63.4,4.9,1.9,7.7,7.9,12.2,95.6,42.0,257.0,6.7,8.3,40.27,31.0,232.0,0.0,7.5,41.0,772.0,0.0,18.8,7036.0,0.0,0.0,5.0,5.0,9.0,8.0,8.0,7.0,5.0,3.0,27.0,23.0,85.2,40.0,34.0,85.0,82.0,3797.0,0.0,46.3,359.0,5702.0,1017.0,5.6,25.0,8.0,322.0,347.0,602.0,3972.0,30.0,17.0,6.4,198.0,394.0,1730.0,10.0,4.4,87.0,113.0,906.0,37.0,32.5,11.0,-49.07,57.6,5.0,2.8,6.8,6.5,11.8,83.3,21.0,125.0,6.1,3.4,-54.15,40.0,353.0,0.0,8.8,40.0,688.0,0.0,17.2,27.0,22.0,81.5,37.0,33.0,89.2,75.0,3277.0,0.0,43.7,28.0,19.54,-3.65,186.0,5.6,31.0,26.7,162.0,1.95,191.0,5.5,29.7,28.1,144.0,1.81,1.0,2.0,0.0,45.0,2.0,5.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,3600.0,6.0,20.0,73.0,0.4990157480314961,0.5009842519685039,0.5788744588744589,0.4211255411255411,0.5476190476190477,0.4523809523809523,1.2704918032786885,0.7870967741935484,0.06734006734006734,1.6041666666666667,0.6125860373647984,0.3874139626352016,0.6965976850227991,0.3034023149772009,0.75,0.25,0.11490683229813665,1.5454545454545452,0.35714285714285715,20.0,30132.0,27504.0,-1.4000000000000021
Philadelphia Eagles,377.0,5830.0,1102.0,5.3,31.0,13.0,339.0,405.0,623.0,4087.0,23.0,18.0,6.2,193.0,442.0,1743.0,15.0,3.9,110.0,104.0,819.0,36.0,29.1,15.3,-5.18,65.0,3.7,2.9,7.0,6.4,10.7,85.6,37.0,254.0,5.7,5.6,34.73,39.0,443.0,2.0,11.4,27.0,565.0,0.0,20.9,7092.0,0.0,0.0,5.0,5.0,11.0,9.0,6.0,5.0,4.0,2.0,26.0,21.0,80.8,44.0,42.0,95.5,88.0,4038.0,2.0,45.9,430.0,6426.0,1148.0,5.6,26.0,11.0,365.0,394.0,633.0,4273.0,36.0,15.0,6.4,239.0,478.0,2153.0,10.0,4.5,100.0,123.0,1049.0,26.0,36.0,11.8,-65.84,62.2,5.7,2.4,7.1,7.2,11.5,92.8,37.0,243.0,6.4,5.5,-75.96,42.0,215.0,0.0,5.1,34.0,705.0,0.0,20.7,27.0,27.0,100.0,49.0,47.0,95.9,89.0,4031.0,1.0,45.3,25.0,-39.53,4.45,203.0,5.6,28.4,26.4,123.0,1.62,203.0,5.8,31.6,27.3,162.0,1.99,1.0,3.0,1.0,45.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4341.0,-5.0,-53.0,-596.0,0.5989110707803993,0.4010889292196007,0.7010291595197256,0.29897084048027445,0.6052631578947368,0.3947368421052632,1.7545454545454546,0.5699481865284974,0.10619469026548672,1.794871794871795,0.5836236933797909,0.4163763066202091,0.6649548708372238,0.3350451291627762,0.7826086956521741,0.21739130434782605,0.07123287671232878,1.5777777777777775,0.52,32.0,24969.0,32886.0,-0.9000000000000021
Jacksonville Jaguars,376.0,5581.0,1012.0,5.5,28.0,10.0,313.0,355.0,607.0,4108.0,35.0,18.0,6.2,215.0,354.0,1473.0,5.0,4.2,69.0,105.0,880.0,29.0,34.2,14.0,-8.44,58.5,5.8,3.0,7.3,7.1,12.5,88.1,51.0,320.0,6.1,7.8,52.47,31.0,361.0,1.0,11.6,31.0,721.0,0.0,23.3,6983.0,0.0,0.0,10.0,9.0,8.0,8.0,8.0,6.0,4.0,3.0,30.0,26.0,86.7,39.0,32.0,82.1,80.0,3700.0,0.0,46.3,448.0,6000.0,1102.0,5.4,18.0,9.0,362.0,390.0,602.0,4291.0,29.0,9.0,6.7,222.0,464.0,1709.0,15.0,3.7,102.0,114.0,989.0,38.0,38.1,8.8,-88.89,64.8,4.8,1.5,7.5,7.8,11.6,97.2,36.0,237.0,7.0,5.6,-134.59,45.0,462.0,0.0,10.3,23.0,553.0,0.0,24.0,38.0,30.0,78.9,48.0,48.0,100.0,72.0,3159.0,1.0,43.9,25.0,-51.9,39.17,193.0,5.4,28.6,27.2,139.0,1.85,194.0,5.9,30.9,28.9,162.0,2.05,2.0,1.0,0.0,44.0,1.0,5.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,4428.0,-10.0,-72.0,-419.0,0.6501976284584979,0.349802371541502,0.7360688048736785,0.26393119512632146,0.875,0.125,3.1159420289855078,0.3209302325581395,0.0926517571884984,1.738095238095238,0.5789473684210527,0.42105263157894735,0.7151666666666666,0.2848333333333334,0.6590909090909091,0.3409090909090909,0.10497237569060773,2.0270270270270268,0.4,18.0,26827.0,31428.0,-1.6999999999999993
