Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored
San Francisco 49ers,457.0,6087.0,1092.0,5.6,28.0,12.0,355.0,432.0,644.0,4608.0,29.0,16.0,6.8,231.0,415.0,1479.0,19.0,3.6,109.0,88.0,711.0,15.0,0.0,0.0,67.1,4.5,2.5,7.4,7.2,11.1,93.6,33.0,171.0,6.6,4.9,27.0,272.0,1.0,10.1,58.0,1183.0,0.0,20.4,7891.0,1.0,1.0,9.0,9.0,9.0,6.0,8.0,3.0,1.0,1.0,28.0,20.0,71.4,54.0,51.0,94.4,57.0,2312.0,0.0,40.6,258.0,4398.0,999.0,4.4,34.0,8.0,264.0,330.0,611.0,3337.0,19.0,26.0,5.1,192.0,348.0,1061.0,5.0,3.0,57.0,74.0,556.0,15.0,0.0,0.0,54.0,3.1,4.3,5.9,4.6,10.8,64.1,40.0,240.0,3.9,6.1,26.0,287.0,0.0,11.0,82.0,1857.0,0.0,22.6,32.0,27.0,84.4,18.0,17.0,94.4,70.0,2919.0,0.0,41.7,21.0,3.0,5.0,0.0,57.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4779.0,6.0,199.0,1689.0,0.61996336996337,0.38003663003663,0.7570231641202563,0.24297683587974372,0.6041666666666666,0.39583333333333337,2.1192660550458715,0.47186147186147187,0.04225352112676056,2.055555555555556,0.6516516516516516,0.3483483483483484,0.7587539790814006,0.24124602091859937,0.7916666666666666,0.20833333333333337,0.056818181818181816,1.9666666666666668,0.5714285714285714,48.0
Detroit Lions,436.0,6113.0,1024.0,6.0,25.0,13.0,349.0,362.0,605.0,4360.0,33.0,12.0,6.8,230.0,387.0,1753.0,16.0,4.5,91.0,134.0,1032.0,28.0,0.0,0.0,59.8,5.5,2.0,7.5,7.7,12.5,92.9,32.0,150.0,7.0,5.0,24.0,189.0,0.0,7.9,67.0,1367.0,0.0,20.4,7920.0,2.0,2.0,4.0,4.0,17.0,16.0,10.0,5.0,1.0,1.0,34.0,28.0,82.4,48.0,48.0,100.0,60.0,2511.0,2.0,41.9,336.0,5599.0,1031.0,5.4,35.0,13.0,350.0,354.0,580.0,3804.0,17.0,22.0,6.1,201.0,409.0,1795.0,15.0,4.4,110.0,120.0,1001.0,39.0,0.0,0.0,61.0,2.9,3.8,7.1,6.0,11.6,76.5,42.0,317.0,5.1,6.8,29.0,442.0,1.0,15.2,80.0,1828.0,0.0,22.9,42.0,28.0,66.7,32.0,32.0,100.0,61.0,2605.0,0.0,42.7,21.0,1.0,0.0,0.0,50.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,4510.0,10.0,100.0,514.0,0.6220703125,0.3779296875,0.7132340912808768,0.2867659087191232,0.673469387755102,0.326530612244898,2.5274725274725274,0.39565217391304347,0.08022922636103152,1.6666666666666667,0.6032977691561591,0.39670223084384093,0.6794070369708877,0.32059296302911233,0.53125,0.46875,0.11142857142857143,1.6136363636363635,0.6190476190476191,8.0
Dallas Cowboys,435.0,5824.0,1007.0,5.8,23.0,13.0,364.0,322.0,494.0,3623.0,18.0,10.0,7.1,195.0,495.0,2201.0,29.0,4.4,141.0,90.0,695.0,28.0,0.0,0.0,65.2,3.6,2.0,7.6,7.4,11.6,91.7,18.0,118.0,6.9,3.5,23.0,255.0,0.0,11.1,58.0,1276.0,0.0,22.0,7520.0,0.0,0.0,12.0,11.0,13.0,13.0,3.0,3.0,0.0,0.0,28.0,27.0,96.4,48.0,46.0,95.8,55.0,2243.0,0.0,40.8,291.0,5044.0,1001.0,5.0,25.0,6.0,303.0,293.0,523.0,3272.0,17.0,19.0,5.9,165.0,442.0,1772.0,13.0,4.0,113.0,112.0,913.0,25.0,0.0,0.0,56.0,3.3,3.6,6.7,5.7,11.9,72.3,36.0,219.0,4.9,6.4,22.0,216.0,0.0,9.8,85.0,1661.0,0.0,19.5,27.0,22.0,81.5,29.0,29.0,100.0,65.0,2776.0,0.0,42.7,24.0,0.0,4.0,0.0,51.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3741.0,2.0,144.0,780.0,0.5084409136047666,0.4915590863952334,0.6220810439560439,0.3779189560439561,0.3829787234042553,0.6170212765957447,1.3829787234042554,0.7230769230769231,0.07692307692307693,1.727272727272727,0.5584415584415584,0.4415584415584416,0.6486915146708961,0.35130848532910386,0.5666666666666667,0.43333333333333335,0.08250825082508251,1.675,0.5416666666666666,24.0
Minnesota Vikings,412.0,5938.0,1115.0,5.3,29.0,13.0,342.0,402.0,642.0,4205.0,33.0,16.0,6.2,223.0,433.0,1733.0,10.0,4.0,91.0,105.0,797.0,28.0,0.0,0.0,62.6,5.1,2.5,7.0,6.9,11.2,90.2,40.0,295.0,6.1,5.9,35.0,414.0,1.0,11.8,72.0,1612.0,0.0,22.4,8292.0,1.0,1.0,9.0,8.0,10.0,7.0,12.0,9.0,4.0,1.0,36.0,26.0,72.2,44.0,44.0,100.0,72.0,2948.0,0.0,40.9,385.0,5451.0,1016.0,5.4,40.0,15.0,312.0,369.0,620.0,4122.0,29.0,25.0,6.2,212.0,352.0,1329.0,11.0,3.8,75.0,100.0,707.0,25.0,0.0,0.0,59.5,4.7,4.0,7.1,6.2,12.0,80.1,44.0,294.0,5.4,6.6,41.0,446.0,1.0,10.9,74.0,1581.0,0.0,21.4,35.0,26.0,74.3,32.0,29.0,90.6,68.0,2870.0,0.0,42.2,29.0,2.0,2.0,0.0,48.0,1.0,2.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,4500.0,11.0,27.0,487.0,0.611659192825112,0.38834080717488795,0.7081508925564163,0.2918491074435837,0.7674418604651163,0.2325581395348837,2.4505494505494507,0.4080717488789238,0.08187134502923976,1.75,0.6535433070866141,0.3464566929133859,0.7561915244909191,0.2438084755090809,0.725,0.275,0.08012820512820513,1.868421052631579,0.4482758620689655,24.0
Pittsburgh Steelers,407.0,5769.0,1110.0,5.2,34.0,13.0,344.0,348.0,592.0,3917.0,21.0,21.0,6.4,193.0,494.0,1852.0,17.0,3.7,117.0,109.0,839.0,34.0,0.0,0.0,58.8,3.5,3.5,6.9,6.0,11.8,76.9,24.0,176.0,5.5,3.9,48.0,474.0,1.0,9.9,69.0,1530.0,0.0,22.2,8023.0,1.0,1.0,10.0,10.0,16.0,14.0,13.0,8.0,1.0,1.0,41.0,34.0,82.9,39.0,39.0,100.0,59.0,2368.0,0.0,40.1,327.0,4561.0,943.0,4.8,34.0,12.0,272.0,314.0,531.0,3240.0,24.0,22.0,5.7,181.0,370.0,1321.0,9.0,3.6,67.0,101.0,931.0,24.0,0.0,0.0,59.1,4.5,4.1,6.6,5.7,11.2,76.7,42.0,272.0,4.8,7.3,22.0,186.0,0.0,8.5,88.0,1544.0,0.0,17.5,25.0,23.0,92.0,34.0,34.0,100.0,85.0,3680.0,0.0,43.3,24.0,2.0,3.0,0.0,44.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4093.0,0.0,80.0,1208.0,0.554954954954955,0.44504504504504505,0.6789738256196914,0.32102617438030856,0.5526315789473685,0.4473684210526315,1.6495726495726495,0.6062176165803109,0.09883720930232558,1.864864864864865,0.6076352067868505,0.39236479321314954,0.7103705327778996,0.28962946722210037,0.7272727272727273,0.2727272727272727,0.08823529411764706,1.8333333333333333,0.5416666666666666,30.0
Green Bay Packers,404.0,5750.0,1036.0,5.6,21.0,6.0,339.0,372.0,593.0,4322.0,39.0,15.0,6.9,235.0,410.0,1428.0,9.0,3.5,84.0,85.0,604.0,20.0,0.0,0.0,62.7,6.6,2.5,7.7,7.8,12.2,97.6,33.0,217.0,7.1,5.3,61.0,515.0,0.0,8.4,61.0,1282.0,0.0,21.0,7768.0,0.0,0.0,7.0,6.0,5.0,2.0,12.0,9.0,4.0,3.0,28.0,20.0,71.4,48.0,48.0,100.0,67.0,2824.0,2.0,42.1,314.0,5155.0,1029.0,5.0,16.0,3.0,303.0,351.0,616.0,3640.0,25.0,13.0,5.6,188.0,374.0,1515.0,12.0,4.1,99.0,98.0,738.0,16.0,0.0,0.0,57.0,4.1,2.1,6.4,6.2,11.2,80.8,39.0,275.0,5.4,6.0,36.0,279.0,0.0,7.8,74.0,1581.0,0.0,21.4,21.0,19.0,90.5,35.0,35.0,100.0,88.0,3749.0,0.0,42.6,22.0,1.0,0.0,0.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4539.0,-5.0,90.0,595.0,0.6042471042471043,0.39575289575289574,0.7516521739130435,0.2483478260869565,0.8125,0.1875,2.7976190476190474,0.3574468085106383,0.058997050147492625,2.2,0.6365403304178814,0.3634596695821186,0.7061105722599418,0.2938894277400582,0.6756756756756757,0.32432432432432434,0.052805280528052806,1.5609756097560978,0.2727272727272727,6.0
Miami Dolphins,398.0,5716.0,1034.0,5.5,32.0,12.0,345.0,384.0,592.0,4210.0,28.0,20.0,6.8,225.0,413.0,1506.0,16.0,3.6,98.0,110.0,907.0,22.0,0.0,0.0,64.9,4.7,3.4,7.4,6.9,11.5,88.8,29.0,188.0,6.2,4.7,24.0,163.0,0.0,6.8,59.0,1338.0,0.0,22.7,7433.0,1.0,1.0,10.0,7.0,11.0,11.0,7.0,6.0,5.0,2.0,34.0,27.0,79.4,37.0,37.0,100.0,57.0,2433.0,0.0,42.7,332.0,5244.0,1000.0,5.2,30.0,16.0,309.0,327.0,556.0,3569.0,30.0,14.0,6.1,192.0,415.0,1675.0,7.0,4.0,93.0,82.0,739.0,24.0,0.0,0.0,58.8,5.4,2.5,6.8,6.7,11.5,86.7,29.0,187.0,6.0,5.0,35.0,265.0,0.0,7.6,85.0,1782.0,0.0,21.0,31.0,23.0,74.2,33.0,31.0,93.9,59.0,2419.0,0.0,41.0,24.0,1.0,1.0,0.0,46.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4398.0,-2.0,66.0,472.0,0.6005802707930368,0.3994197292069632,0.7365290412876138,0.26347095871238624,0.6363636363636364,0.36363636363636365,2.295918367346939,0.43555555555555553,0.06376811594202898,2.055555555555556,0.585,0.41500000000000004,0.6805873379099924,0.3194126620900076,0.8108108108108109,0.18918918918918914,0.07766990291262135,1.7,0.5,12.0
Chicago Bears,392.0,5673.0,1030.0,5.5,26.0,16.0,340.0,315.0,523.0,3743.0,29.0,10.0,7.0,201.0,492.0,1930.0,15.0,3.9,116.0,71.0,601.0,23.0,0.0,0.0,60.2,5.5,1.9,7.3,7.6,12.2,93.4,15.0,95.0,7.2,2.8,24.0,179.0,0.0,7.5,71.0,1459.0,0.0,20.5,7405.0,0.0,0.0,19.0,16.0,6.0,5.0,4.0,2.0,2.0,0.0,31.0,23.0,74.2,45.0,45.0,100.0,58.0,2169.0,0.0,37.4,360.0,5442.0,1035.0,5.3,29.0,13.0,316.0,374.0,595.0,4001.0,27.0,16.0,6.4,212.0,405.0,1441.0,9.0,3.6,81.0,104.0,821.0,23.0,0.0,0.0,62.9,4.5,2.7,7.1,6.8,11.3,88.1,35.0,239.0,6.1,5.6,28.0,257.0,1.0,9.2,72.0,1570.0,0.0,21.8,29.0,24.0,82.8,40.0,40.0,100.0,62.0,2313.0,0.0,37.3,26.0,0.0,1.0,1.0,46.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3838.0,3.0,32.0,231.0,0.5223300970873787,0.47766990291262135,0.6597919971796228,0.3402080028203772,0.6590909090909091,0.34090909090909094,1.7327586206896552,0.5771144278606966,0.06764705882352941,1.8717948717948718,0.6086956521739131,0.3913043478260869,0.7352076442484381,0.2647923557515619,0.75,0.25,0.07278481012658228,1.972222222222222,0.6153846153846154,14.0
Denver Broncos,388.0,6040.0,1060.0,5.7,30.0,16.0,344.0,350.0,594.0,4045.0,27.0,14.0,6.5,205.0,440.0,1995.0,14.0,4.5,114.0,109.0,851.0,25.0,0.0,0.0,58.9,4.5,2.4,7.2,7.0,12.2,86.4,26.0,215.0,6.4,4.2,31.0,358.0,0.0,11.5,60.0,1392.0,0.0,23.2,8095.0,0.0,0.0,9.0,7.0,15.0,14.0,7.0,5.0,7.0,5.0,38.0,31.0,81.6,39.0,39.0,100.0,54.0,2251.0,1.0,41.7,345.0,5193.0,1010.0,5.1,21.0,13.0,322.0,297.0,529.0,3298.0,20.0,8.0,5.9,186.0,451.0,1895.0,19.0,4.2,114.0,103.0,848.0,22.0,0.0,0.0,56.1,3.8,1.5,6.7,6.7,11.8,82.9,30.0,220.0,6.0,5.4,25.0,137.0,0.0,5.5,77.0,1671.0,2.0,21.7,19.0,13.0,68.4,42.0,42.0,100.0,76.0,3253.0,0.0,42.8,25.0,1.0,0.0,0.0,42.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4260.0,-9.0,43.0,847.0,0.5849056603773585,0.41509433962264153,0.6697019867549668,0.33029801324503316,0.6585365853658537,0.3414634146341463,1.7982456140350878,0.5560975609756098,0.07267441860465117,1.6,0.5534653465346535,0.4465346534653465,0.6350856922780667,0.36491430772193334,0.5128205128205128,0.4871794871794872,0.06832298136645963,1.5952380952380951,0.64,6.0
Seattle Seahawks,363.0,5270.0,1033.0,5.1,32.0,9.0,311.0,273.0,511.0,3092.0,19.0,23.0,5.6,171.0,477.0,2178.0,20.0,4.6,121.0,100.0,852.0,19.0,0.0,0.0,53.4,3.7,4.5,6.6,5.3,12.3,67.6,45.0,267.0,4.4,8.1,40.0,384.0,1.0,9.6,72.0,1620.0,0.0,22.5,7699.0,1.0,1.0,5.0,5.0,10.0,9.0,10.0,8.0,2.0,0.0,28.0,23.0,82.1,40.0,40.0,100.0,83.0,3735.0,0.0,45.0,366.0,5669.0,1078.0,5.3,25.0,9.0,321.0,310.0,554.0,3539.0,26.0,16.0,6.1,181.0,496.0,2130.0,11.0,4.3,116.0,114.0,901.0,24.0,0.0,0.0,56.0,4.7,2.9,6.7,6.3,12.0,80.2,28.0,167.0,5.7,4.8,48.0,545.0,0.0,11.4,70.0,1669.0,2.0,23.8,35.0,24.0,68.6,37.0,36.0,97.3,81.0,3451.0,0.0,42.6,24.0,2.0,0.0,0.0,42.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3359.0,-7.0,-3.0,-399.0,0.5382381413359149,0.46176185866408515,0.5867172675521821,0.4132827324478179,0.48717948717948717,0.5128205128205128,1.4132231404958677,0.7076023391812866,0.06109324758842444,1.434782608695652,0.5398886827458256,0.4601113172541744,0.6242723584406421,0.3757276415593579,0.7027027027027027,0.29729729729729726,0.07476635514018691,1.558139534883721,0.375,14.0
