Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,ExpectedPoints,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,ExpectedPointsPassing,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,ExpectedPoints_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,ExpectedPointsPassing_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,ExpectedPointsRunning,ExpectedPointsRunning_Defense,#Dr,Plays/Drive,Yds/Drive,AvgStartingPosition,AvgDriveTime,Pts/Drive,#Dr_Defense,Plays/Drive_Defense,Yds/Drive_Defense,AvgStartingPosition_Defense,AvgDriveTime_Defense,Pts/Drive_Defense,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored,TimeOfPossession,TimeOfPossession_Defense,AvgFieldPositionDifferential
Philadelphia Eagles,374.0,5035.0,944.0,5.3,22.0,11.0,302.0,279.0,484.0,3020.0,17.0,11.0,5.7,156.0,417.0,2015.0,23.0,4.8,105.0,96.0,817.0,41.0,34.2,10.2,10.98,57.6,3.5,2.3,6.8,6.4,11.7,80.5,43.0,253.0,5.4,8.2,-6.29,31.0,378.0,2.0,12.2,65.0,1387.0,0.0,21.3,7074.0,0.0,0.0,9.0,9.0,7.0,7.0,10.0,6.0,3.0,2.0,29.0,24.0,82.8,42.0,42.0,100.0,79.0,3207.0,0.0,40.6,287.0,5307.0,1058.0,5.0,26.0,13.0,306.0,337.0,559.0,3236.0,17.0,13.0,5.4,171.0,461.0,2071.0,13.0,4.5,116.0,129.0,1105.0,19.0,27.8,13.4,54.0,60.3,3.0,2.3,6.2,5.8,10.3,78.7,38.0,248.0,5.0,6.4,45.18,35.0,272.0,0.0,7.8,74.0,1590.0,1.0,21.5,30.0,22.0,73.3,28.0,27.0,96.4,78.0,3034.0,0.0,38.9,21.0,30.14,-10.59,187.0,5.2,26.9,32.5,145.0,1.88,187.0,5.8,28.1,30.2,163.0,1.48,0.0,1.0,0.0,43.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3273.0,4.0,87.0,-272.0,0.5582627118644068,0.4417372881355932,0.5998013902681232,0.4001986097318768,0.425,0.575,1.4857142857142858,0.6730769230769231,0.1357615894039735,1.4166666666666667,0.5642722117202268,0.4357277882797732,0.6097606934237799,0.3902393065762201,0.5666666666666667,0.43333333333333335,0.062091503267973865,1.3777777777777778,0.5238095238095238,8.0,27115.0,30481.0,2.3000000000000007
New England Patriots,348.0,5039.0,1042.0,4.8,24.0,11.0,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,177.0,473.0,1607.0,9.0,3.4,91.0,111.0,998.0,26.0,27.9,11.3,-38.73,59.6,4.3,2.4,6.8,6.6,11.4,84.3,32.0,219.0,5.8,5.6,56.9,50.0,462.0,0.0,9.2,60.0,1428.0,1.0,23.8,7221.0,0.0,0.0,17.0,16.0,8.0,4.0,8.0,5.0,1.0,0.0,34.0,25.0,73.5,38.0,37.0,97.4,88.0,3304.0,1.0,37.5,238.0,4666.0,1060.0,4.4,41.0,12.0,293.0,328.0,618.0,3232.0,11.0,29.0,4.9,177.0,401.0,1434.0,10.0,3.6,91.0,107.0,845.0,25.0,23.0,19.5,178.4,53.1,1.8,4.7,5.6,3.9,10.6,56.2,41.0,253.0,3.3,6.2,125.09,38.0,240.0,1.0,6.3,77.0,1623.0,0.0,21.1,35.0,25.0,71.4,21.0,21.0,100.0,90.0,3654.0,0.0,40.6,25.0,-87.44,33.41,204.0,5.3,24.6,33.3,149.0,1.47,200.0,5.5,23.5,30.6,143.0,1.11,1.0,5.0,0.0,39.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3651.0,17.0,110.0,373.0,0.5460652591170825,0.4539347408829175,0.6810875173645564,0.3189124826354436,0.71875,0.28125,1.945054945054945,0.5141242937853108,0.08843537414965986,2.0,0.6216981132075472,0.3783018867924528,0.6926703814830689,0.30732961851693097,0.5238095238095238,0.4761904761904762,0.08532423208191127,1.5555555555555554,0.44,38.0,30396.0,28600.0,2.6999999999999957
Cincinnati Bengals,346.0,5329.0,1038.0,5.1,22.0,7.0,313.0,324.0,520.0,3342.0,26.0,15.0,6.0,181.0,481.0,1987.0,12.0,4.1,101.0,107.0,846.0,31.0,33.3,11.1,37.91,62.3,5.0,2.9,6.9,6.6,11.1,87.4,37.0,249.0,5.7,6.6,65.25,30.0,331.0,1.0,11.0,74.0,1474.0,0.0,19.9,7408.0,0.0,0.0,5.0,5.0,10.0,10.0,8.0,7.0,2.0,0.0,25.0,22.0,88.0,40.0,40.0,100.0,77.0,3045.0,0.0,39.5,384.0,5620.0,999.0,5.6,24.0,10.0,320.0,297.0,508.0,3402.0,23.0,14.0,6.3,177.0,461.0,2218.0,18.0,4.8,119.0,108.0,921.0,24.0,38.1,13.3,-74.9,58.5,4.5,2.8,7.1,6.7,12.1,83.9,30.0,196.0,6.0,5.6,-64.69,47.0,403.0,0.0,8.6,71.0,1470.0,0.0,20.7,33.0,28.0,84.8,38.0,38.0,100.0,67.0,2848.0,0.0,42.5,16.0,-14.97,-20.59,180.0,5.9,29.6,29.0,165.0,1.84,181.0,5.7,30.9,32.4,155.0,2.05,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3591.0,2.0,-38.0,-291.0,0.5366088631984586,0.4633911368015414,0.6271345468192907,0.3728654531807093,0.6842105263157895,0.3157894736842105,1.792079207920792,0.5580110497237569,0.09904153354632587,1.6829268292682928,0.5385385385385385,0.4614614614614615,0.605338078291815,0.3946619217081849,0.5609756097560976,0.4390243902439024,0.075,1.4791666666666667,0.4375,6.0,29700.0,28055.0,-3.3999999999999986
New Orleans Saints,340.0,5438.0,1019.0,5.3,28.0,20.0,302.0,314.0,535.0,3438.0,25.0,8.0,6.0,177.0,448.0,2000.0,11.0,4.5,100.0,103.0,878.0,25.0,31.2,14.5,-0.48,58.7,4.7,1.5,6.8,7.1,11.6,88.7,36.0,203.0,6.3,6.3,41.67,40.0,360.0,0.0,9.0,72.0,1524.0,0.0,21.2,7533.0,0.0,0.0,6.0,6.0,12.0,10.0,9.0,5.0,3.0,1.0,30.0,22.0,73.3,37.0,36.0,97.3,72.0,3188.0,1.0,44.3,326.0,5234.0,997.0,5.2,27.0,13.0,298.0,264.0,485.0,2993.0,20.0,14.0,5.8,165.0,480.0,2241.0,12.0,4.7,109.0,101.0,1012.0,24.0,31.0,13.0,9.16,54.4,4.1,2.9,6.5,6.0,12.0,76.3,32.0,171.0,5.3,6.2,11.91,36.0,294.0,0.0,8.2,67.0,1587.0,2.0,23.7,31.0,25.0,80.6,35.0,35.0,100.0,76.0,3184.0,0.0,41.9,33.0,-27.29,-8.01,186.0,5.6,29.1,30.7,158.0,1.71,184.0,5.6,28.3,30.8,156.0,1.63,0.0,2.0,1.0,39.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3641.0,-1.0,14.0,204.0,0.5603532875368008,0.4396467124631992,0.6322177271055535,0.36778227289444654,0.6944444444444444,0.3055555555555556,1.77,0.5649717514124294,0.08278145695364239,1.5111111111111108,0.518555667001003,0.48144433299899697,0.5718379824226213,0.4281620175773787,0.625,0.375,0.08053691275167785,1.3829787234042552,0.6060606060606061,20.0,29388.0,28704.0,-0.10000000000000142
Carolina Panthers,325.0,5141.0,1008.0,5.1,31.0,15.0,284.0,270.0,460.0,3050.0,19.0,16.0,6.3,146.0,522.0,2091.0,9.0,4.0,114.0,116.0,966.0,24.0,30.8,14.9,-44.9,58.7,4.1,3.5,7.0,6.3,12.0,79.6,26.0,188.0,5.6,5.3,41.23,45.0,453.0,1.0,10.1,60.0,1345.0,1.0,22.4,7106.0,0.0,0.0,13.0,13.0,8.0,6.0,13.0,11.0,4.0,2.0,38.0,32.0,84.2,30.0,29.0,96.7,81.0,3599.0,3.0,44.4,304.0,4725.0,996.0,4.7,26.0,10.0,274.0,299.0,522.0,3003.0,19.0,16.0,5.3,161.0,434.0,1722.0,10.0,4.0,83.0,111.0,1011.0,30.0,26.3,12.6,102.63,57.3,3.6,3.1,6.2,5.5,10.8,74.8,40.0,212.0,4.7,7.1,33.02,35.0,402.0,1.0,11.5,70.0,1425.0,0.0,20.4,32.0,21.0,65.6,32.0,31.0,96.9,90.0,3780.0,0.0,42.0,33.0,-64.55,59.64,195.0,5.4,26.3,31.7,153.0,1.5,190.0,5.4,24.7,30.7,153.0,1.4,0.0,3.0,0.0,33.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3238.0,-5.0,21.0,416.0,0.4821428571428572,0.5178571428571428,0.5932697918692861,0.4067302081307139,0.6785714285714286,0.3214285714285714,1.2807017543859651,0.7808219178082192,0.08450704225352113,1.75,0.5642570281124498,0.4357429718875502,0.6355555555555555,0.3644444444444445,0.6551724137931034,0.3448275862068966,0.10948905109489053,1.55,0.4545454545454545,20.0,29835.0,29070.0,1.0
San Diego Chargers,313.0,5167.0,971.0,5.3,31.0,12.0,290.0,297.0,525.0,3021.0,21.0,19.0,5.5,146.0,417.0,2146.0,16.0,5.1,117.0,126.0,1016.0,27.0,27.2,15.7,-32.69,56.6,4.0,3.6,6.1,5.3,10.9,73.1,29.0,205.0,4.7,5.2,-44.44,49.0,391.0,0.0,8.0,84.0,1804.0,0.0,21.5,7552.0,1.0,1.0,6.0,6.0,3.0,3.0,7.0,3.0,3.0,2.0,20.0,15.0,75.0,36.0,36.0,100.0,83.0,3456.0,0.0,41.6,441.0,5593.0,1072.0,5.2,20.0,7.0,326.0,322.0,524.0,3375.0,36.0,13.0,6.1,178.0,518.0,2218.0,12.0,4.3,124.0,110.0,1006.0,24.0,37.7,9.9,-61.42,61.5,6.9,2.5,6.8,7.1,11.1,94.3,30.0,200.0,6.3,5.4,-57.8,38.0,409.0,2.0,10.8,67.0,1437.0,1.0,21.4,26.0,23.0,88.5,53.0,52.0,98.1,74.0,3160.0,0.0,42.7,20.0,17.98,-9.23,191.0,5.2,27.0,30.9,141.0,1.59,191.0,5.7,29.5,32.0,163.0,2.16,0.0,1.0,0.0,38.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3226.0,-11.0,-128.0,-426.0,0.5705458290422245,0.4294541709577755,0.5846719566479582,0.41532804335204176,0.5675675675675675,0.4324324324324325,1.247863247863248,0.8013698630136986,0.09310344827586207,1.196078431372549,0.5167910447761194,0.4832089552238806,0.6034328625067048,0.3965671374932952,0.75,0.25,0.0736196319018405,1.5813953488372092,0.6,6.0,26931.0,31133.0,-1.1000000000000014
Miami Dolphins,311.0,4609.0,968.0,4.8,34.0,15.0,266.0,257.0,450.0,2792.0,17.0,19.0,5.8,145.0,487.0,1817.0,14.0,3.7,99.0,103.0,913.0,22.0,28.1,17.2,-91.96,57.1,3.8,4.2,6.7,5.5,11.7,72.5,31.0,209.0,4.7,6.4,-43.98,31.0,288.0,0.0,9.3,57.0,1202.0,0.0,21.1,6332.0,0.0,0.0,9.0,9.0,6.0,3.0,8.0,6.0,6.0,4.0,29.0,22.0,75.9,34.0,33.0,97.1,84.0,3274.0,0.0,39.0,261.0,4787.0,1014.0,4.7,36.0,14.0,283.0,319.0,529.0,3335.0,12.0,22.0,5.8,171.0,441.0,1452.0,11.0,3.3,82.0,98.0,766.0,30.0,25.3,17.0,118.27,60.3,2.3,4.2,6.8,5.4,11.2,70.8,44.0,253.0,4.5,7.7,22.73,29.0,185.0,0.0,6.4,47.0,1010.0,0.0,21.5,31.0,26.0,83.9,23.0,23.0,100.0,80.0,3296.0,0.0,41.2,26.0,-41.33,80.71,192.0,5.2,23.9,32.1,151.0,1.51,194.0,5.4,24.6,30.9,152.0,1.23,2.0,2.0,0.0,35.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,3001.0,2.0,50.0,-178.0,0.496900826446281,0.503099173553719,0.6057713169885007,0.3942286830114993,0.5483870967741935,0.4516129032258065,1.4646464646464648,0.6827586206896552,0.08270676691729323,1.8108108108108107,0.5650887573964497,0.4349112426035503,0.6966785042824316,0.3033214957175684,0.5217391304347826,0.4782608695652174,0.1060070671378092,2.060606060606061,0.5769230769230769,26.0,28992.0,29488.0,1.2000000000000028
Tampa Bay Buccaneers,301.0,5453.0,1036.0,5.3,31.0,9.0,307.0,369.0,592.0,3805.0,27.0,22.0,6.2,190.0,421.0,1648.0,5.0,3.9,86.0,117.0,1104.0,31.0,25.5,16.0,-68.35,62.3,4.6,3.7,6.7,5.9,10.7,81.5,23.0,136.0,5.5,3.7,-5.47,35.0,242.0,0.0,6.9,55.0,1042.0,0.0,18.9,6944.0,0.0,0.0,9.0,9.0,6.0,3.0,8.0,3.0,3.0,1.0,26.0,16.0,61.5,34.0,33.0,97.1,83.0,3590.0,0.0,43.3,264.0,4466.0,962.0,4.6,33.0,13.0,249.0,274.0,475.0,2710.0,16.0,20.0,5.3,140.0,451.0,1756.0,6.0,3.9,89.0,104.0,817.0,20.0,25.4,16.4,132.5,57.7,3.4,4.2,6.2,5.0,10.7,69.7,36.0,234.0,4.2,7.0,76.34,39.0,489.0,0.0,12.5,59.0,1393.0,0.0,23.6,34.0,25.0,73.5,27.0,27.0,100.0,82.0,3559.0,0.0,43.4,23.0,-50.59,39.0,188.0,5.6,29.0,29.8,165.0,1.45,189.0,5.3,23.6,32.4,148.0,1.25,1.0,3.0,0.0,36.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3941.0,2.0,37.0,987.0,0.5936293436293436,0.4063706563706564,0.6977810379607555,0.3022189620392445,0.84375,0.15625,2.2093023255813957,0.4526315789473685,0.1009771986970684,1.717948717948718,0.5311850311850311,0.4688149688149689,0.6068069861173311,0.393193013882669,0.7272727272727273,0.2727272727272727,0.08032128514056225,1.58974358974359,0.39130434782608703,26.0,31020.0,27972.0,-2.599999999999998
Pittsburgh Steelers,300.0,4792.0,1020.0,4.7,28.0,11.0,275.0,306.0,532.0,3304.0,19.0,17.0,5.8,174.0,446.0,1488.0,10.0,3.3,77.0,111.0,1005.0,24.0,27.1,13.5,-99.78,57.5,3.6,3.2,6.7,5.9,11.6,76.4,42.0,244.0,5.1,7.3,-9.05,45.0,551.0,2.0,12.2,68.0,1405.0,0.0,20.7,6995.0,0.0,0.0,12.0,9.0,7.0,6.0,12.0,7.0,1.0,1.0,32.0,23.0,71.9,32.0,31.0,96.9,85.0,3563.0,1.0,41.9,327.0,4783.0,968.0,4.9,25.0,11.0,270.0,294.0,484.0,3042.0,20.0,14.0,5.9,155.0,449.0,1741.0,14.0,3.9,89.0,96.0,709.0,26.0,28.2,12.3,66.22,60.7,4.1,2.9,6.7,6.2,11.0,82.4,35.0,203.0,5.4,6.7,-21.43,47.0,299.0,0.0,6.4,66.0,1359.0,1.0,20.6,24.0,21.0,87.5,35.0,32.0,91.4,91.0,3695.0,0.0,40.6,24.0,-76.75,73.08,192.0,5.5,24.9,32.9,154.0,1.42,195.0,5.1,24.4,31.2,145.0,1.54,0.0,2.0,0.0,33.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3548.0,-3.0,-27.0,9.0,0.5627450980392157,0.4372549019607843,0.6894824707846411,0.3105175292153589,0.6551724137931034,0.3448275862068966,2.25974025974026,0.4425287356321839,0.08727272727272728,2.0303030303030303,0.5361570247933884,0.4638429752066116,0.6360025088856366,0.3639974911143634,0.5882352941176471,0.4117647058823529,0.0962962962962963,1.717948717948718,0.4583333333333333,12.0,29568.0,28275.0,1.6999999999999993
Atlanta Falcons,299.0,4357.0,930.0,4.7,31.0,10.0,252.0,230.0,460.0,2408.0,14.0,21.0,4.9,127.0,435.0,1949.0,17.0,4.5,99.0,90.0,790.0,26.0,24.9,12.9,-93.43,50.0,3.0,4.6,5.7,4.3,11.4,58.7,35.0,223.0,3.5,7.1,-110.77,43.0,613.0,1.0,14.3,79.0,1572.0,0.0,19.9,6808.0,0.0,0.0,6.0,6.0,11.0,9.0,7.0,4.0,3.0,0.0,27.0,19.0,70.4,33.0,32.0,97.0,87.0,3473.0,0.0,39.9,422.0,6108.0,1043.0,5.9,31.0,16.0,333.0,323.0,508.0,3800.0,28.0,15.0,7.0,187.0,499.0,2308.0,21.0,4.6,122.0,130.0,1001.0,24.0,33.5,14.8,-31.4,63.6,5.5,3.0,7.9,7.7,12.4,94.0,36.0,205.0,6.8,6.6,-61.49,35.0,301.0,1.0,8.6,62.0,1204.0,0.0,19.4,25.0,19.0,76.0,48.0,47.0,97.9,82.0,3559.0,0.0,43.4,22.0,22.26,23.16,201.0,4.8,21.6,29.7,133.0,1.36,203.0,5.3,30.0,33.1,154.0,1.97,0.0,3.0,0.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2631.0,0.0,-123.0,-1751.0,0.532258064516129,0.46774193548387105,0.5526738581592839,0.4473261418407161,0.4516129032258064,0.5483870967741935,1.2828282828282829,0.7795275590551181,0.10317460317460317,1.2666666666666666,0.5215723873441994,0.4784276126558006,0.6221349050425671,0.3778650949574329,0.5714285714285714,0.4285714285714286,0.07207207207207207,1.7173913043478264,0.4545454545454545,18.0,26733.0,31262.0,-3.400000000000002
Dallas Cowboys,289.0,5161.0,1062.0,4.9,29.0,8.0,286.0,294.0,510.0,3162.0,17.0,21.0,5.8,149.0,515.0,1999.0,11.0,3.9,115.0,98.0,837.0,22.0,25.1,13.8,-110.13,57.6,3.3,4.1,6.6,5.4,11.4,71.4,37.0,185.0,4.7,6.8,-46.26,51.0,390.0,0.0,7.6,60.0,1292.0,1.0,21.5,6999.0,0.0,0.0,11.0,11.0,6.0,5.0,7.0,4.0,5.0,3.0,29.0,23.0,79.3,31.0,30.0,96.8,95.0,3697.0,0.0,38.9,260.0,4056.0,937.0,4.3,25.0,12.0,228.0,239.0,492.0,2631.0,18.0,13.0,5.0,127.0,413.0,1425.0,7.0,3.5,68.0,88.0,763.0,33.0,23.4,11.2,126.79,48.6,3.7,2.6,5.7,5.3,11.8,67.6,32.0,189.0,4.6,6.1,42.79,34.0,227.0,0.0,6.7,66.0,1448.0,0.0,21.9,23.0,21.0,91.3,26.0,23.0,88.5,105.0,4473.0,0.0,42.6,26.0,-52.48,69.54,203.0,5.4,25.2,30.4,155.0,1.31,197.0,4.9,20.6,30.5,135.0,1.21,0.0,2.0,0.0,31.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,3347.0,-4.0,29.0,1105.0,0.5150659133709982,0.4849340866290018,0.6126719627979074,0.38732803720209263,0.6071428571428571,0.3928571428571429,1.2956521739130435,0.7718120805369127,0.07692307692307693,1.6923076923076923,0.5592315901814301,0.4407684098185699,0.6486686390532544,0.35133136094674555,0.72,0.28,0.14473684210526316,1.6285714285714286,0.3076923076923077,16.0,31465.0,26595.0,-0.10000000000000142
Washington Redskins,287.0,4659.0,991.0,4.7,28.0,12.0,272.0,283.0,527.0,3006.0,21.0,16.0,5.3,156.0,421.0,1653.0,8.0,3.9,95.0,124.0,1038.0,21.0,28.3,13.6,-80.52,53.7,4.0,3.0,6.2,5.6,11.6,73.3,43.0,267.0,4.7,7.5,-41.85,22.0,205.0,0.0,9.3,66.0,1482.0,1.0,22.5,6604.0,0.0,0.0,8.0,8.0,9.0,7.0,9.0,6.0,7.0,4.0,33.0,25.0,75.8,27.0,26.0,96.3,84.0,3377.0,0.0,40.2,372.0,5412.0,1014.0,5.3,30.0,13.0,325.0,285.0,483.0,3195.0,23.0,17.0,6.3,176.0,504.0,2217.0,20.0,4.4,122.0,95.0,835.0,27.0,33.0,14.4,-40.06,59.0,4.8,3.5,6.9,6.3,11.8,81.4,27.0,159.0,5.7,5.3,-44.17,40.0,393.0,0.0,9.8,60.0,1238.0,0.0,20.6,31.0,19.0,61.3,45.0,45.0,100.0,71.0,2996.0,0.0,42.2,21.0,-24.79,-3.31,191.0,5.4,24.5,31.8,145.0,1.46,188.0,5.6,28.8,31.8,160.0,1.9,0.0,0.0,0.0,30.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3273.0,2.0,-85.0,-753.0,0.5751765893037336,0.4248234106962664,0.6452028332260141,0.3547971667739859,0.7241379310344828,0.27586206896551724,1.6421052631578947,0.6089743589743589,0.07720588235294118,1.58974358974359,0.5029585798816568,0.4970414201183432,0.5903547671840355,0.4096452328159645,0.5348837209302325,0.4651162790697675,0.08307692307692308,1.568181818181818,0.5714285714285714,2.0,27695.0,30080.0,0.0
New York Jets,283.0,4951.0,936.0,5.3,20.0,6.0,274.0,312.0,496.0,3316.0,20.0,14.0,6.3,181.0,409.0,1635.0,8.0,4.0,78.0,69.0,550.0,15.0,32.4,11.8,-5.4,62.9,4.0,2.8,7.1,6.6,11.3,85.8,31.0,208.0,5.9,5.9,31.25,30.0,332.0,0.0,11.1,60.0,1461.0,1.0,24.4,6943.0,0.0,0.0,5.0,5.0,15.0,15.0,8.0,7.0,4.0,0.0,32.0,27.0,84.4,24.0,24.0,100.0,72.0,2692.0,1.0,37.4,299.0,5319.0,1032.0,5.2,20.0,9.0,316.0,281.0,455.0,3025.0,14.0,11.0,6.2,168.0,542.0,2294.0,17.0,4.2,134.0,79.0,620.0,14.0,30.4,11.9,-28.62,61.8,3.1,2.4,7.1,6.7,11.5,83.4,35.0,218.0,5.7,7.1,-28.28,22.0,322.0,1.0,14.6,71.0,1496.0,0.0,21.1,27.0,20.0,74.1,33.0,33.0,100.0,66.0,2521.0,0.0,38.2,18.0,-26.65,-9.82,170.0,5.7,29.0,30.4,161.0,1.63,168.0,6.3,31.4,31.7,188.0,1.65,0.0,0.0,0.0,29.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3524.0,0.0,-16.0,-368.0,0.563034188034188,0.436965811965812,0.6697636841042214,0.3302363158957786,0.7142857142857143,0.2857142857142857,2.3205128205128207,0.4309392265193371,0.054744525547445265,1.775,0.4748062015503876,0.5251937984496124,0.5687159240458732,0.4312840759541268,0.4516129032258064,0.5483870967741935,0.04430379746835443,1.6904761904761902,0.3333333333333333,2.0,27370.0,31584.0,-1.3000000000000007
Chicago Bears,283.0,4380.0,1001.0,4.4,29.0,9.0,264.0,271.0,515.0,2617.0,12.0,20.0,4.7,143.0,443.0,1763.0,13.0,4.0,104.0,92.0,806.0,17.0,27.4,14.5,-109.04,52.6,2.3,3.9,5.6,4.4,10.7,61.0,43.0,288.0,3.5,7.7,-114.35,39.0,461.0,1.0,11.8,73.0,1738.0,2.0,23.8,6836.0,1.0,1.0,4.0,4.0,13.0,9.0,14.0,9.0,4.0,3.0,36.0,26.0,72.2,27.0,27.0,100.0,81.0,3340.0,2.0,41.2,346.0,4947.0,992.0,5.0,20.0,5.0,289.0,326.0,525.0,3082.0,20.0,15.0,5.7,156.0,449.0,1865.0,13.0,4.2,104.0,93.0,746.0,29.0,34.4,9.7,10.22,62.1,3.8,2.9,6.1,5.5,9.8,79.9,18.0,105.0,5.2,3.3,-13.72,36.0,277.0,0.0,7.7,64.0,1367.0,1.0,21.4,38.0,31.0,81.6,33.0,31.0,93.9,76.0,3070.0,0.0,40.4,25.0,12.07,13.85,186.0,5.6,23.4,33.0,153.0,1.36,186.0,5.5,26.6,33.8,156.0,1.74,0.0,1.0,0.0,29.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2905.0,-9.0,-63.0,-567.0,0.5574425574425574,0.44255744255744256,0.5974885844748858,0.40251141552511416,0.48,0.52,1.375,0.7272727272727273,0.06439393939393939,1.4,0.5473790322580645,0.4526209677419355,0.6230038407115424,0.3769961592884576,0.6060606060606061,0.3939393939393939,0.10034602076124567,1.4523809523809523,0.36,6.0,28458.0,29016.0,-0.7999999999999972
Jacksonville Jaguars,276.0,5358.0,1024.0,5.2,31.0,14.0,305.0,303.0,515.0,3285.0,17.0,17.0,6.0,163.0,481.0,2073.0,13.0,4.3,118.0,108.0,895.0,24.0,27.3,15.8,-26.71,58.8,3.3,3.3,6.6,5.8,11.3,76.0,28.0,136.0,5.3,5.2,-4.58,34.0,376.0,0.0,11.1,67.0,1316.0,0.0,19.6,7189.0,0.0,0.0,11.0,10.0,8.0,4.0,12.0,5.0,2.0,1.0,33.0,20.0,60.6,30.0,30.0,100.0,69.0,2895.0,1.0,42.0,331.0,4657.0,976.0,4.8,27.0,12.0,276.0,303.0,510.0,3251.0,23.0,15.0,6.1,172.0,442.0,1406.0,12.0,3.2,84.0,103.0,881.0,20.0,33.0,14.8,28.96,59.4,4.5,2.9,6.6,6.2,11.2,82.0,24.0,134.0,5.7,4.5,-68.97,40.0,420.0,0.0,10.5,58.0,1227.0,0.0,21.2,27.0,24.0,88.9,34.0,33.0,97.1,75.0,3075.0,0.0,41.0,27.0,-10.09,88.48,183.0,5.8,29.2,29.5,158.0,1.48,182.0,5.5,25.4,34.5,157.0,1.78,1.0,0.0,0.0,31.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3421.0,-4.0,-55.0,701.0,0.5302734375,0.4697265625,0.6131019036954087,0.3868980963045913,0.5666666666666667,0.43333333333333335,1.38135593220339,0.7239263803680982,0.07868852459016394,1.5348837209302326,0.5471311475409836,0.4528688524590164,0.6980888984324672,0.3019111015675328,0.6571428571428571,0.3428571428571429,0.07246376811594203,2.0625,0.5185185185185185,6.0,28914.0,28574.0,-5.0
