Rk,Tm,G,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Blck,Y/P
1,Pittsburgh Steelers,16,35,29,82.9%,28,28,100.0%,66,2805,,42.5
2,Indianapolis Colts,16,31,27,87.1%,44,42,95.5%,64,2950,,46.1
3,Carolina Panthers,16,25,21,84.0%,35,35,100.0%,88,3758,,42.7
4,Tampa Bay Buccaneers,16,29,18,62.1%,25,25,100.0%,88,3661,,41.6
5,New Orleans Saints,16,36,28,77.8%,33,33,100.0%,92,3671,,39.9
6,Miami Dolphins,16,35,25,71.4%,32,30,93.8%,63,2678,,42.5
7,Cincinnati Bengals,16,29,24,82.8%,45,45,100.0%,69,3084,,44.7
8,Tennessee Oilers,16,30,22,73.3%,34,34,100.0%,69,3008,,43.6
9,Chicago Bears,16,32,24,75.0%,45,45,100.0%,81,3524,,43.5
10,Minnesota Vikings,16,30,23,76.7%,37,36,97.3%,70,2933,,41.9
11,Buffalo Bills,16,46,37,80.4%,35,34,97.1%,86,3612,,42.0
12,Jacksonville Jaguars,16,25,17,68.0%,32,31,96.9%,73,3059,,41.9
13,Seattle Seahawks,16,34,31,91.2%,35,35,100.0%,74,3108,,42.0
14,Kansas City Chiefs,16,33,24,72.7%,22,22,100.0%,84,3469,,41.3
15,San Diego Chargers,16,26,25,96.2%,46,46,100.0%,85,3706,,43.6
16,New England Patriots,16,29,20,69.0%,29,29,100.0%,74,3286,,44.4
17,Washington Redskins,16,25,21,84.0%,28,28,100.0%,95,4038,,42.5
18,Dallas Cowboys,16,27,20,74.1%,34,34,100.0%,95,4142,,43.6
19,Denver Broncos,16,19,14,73.7%,35,35,100.0%,94,4089,,43.5
20,Baltimore Ravens,16,34,24,70.6%,35,33,94.3%,82,3608,,44.0
21,Arizona Cardinals,16,35,30,85.7%,37,35,94.6%,94,4127,,43.9
22,Oakland Raiders,16,43,38,88.4%,37,37,100.0%,77,3034,,39.4
23,Atlanta Falcons,16,20,14,70.0%,39,39,100.0%,90,3834,,42.6
24,Philadelphia Eagles,16,33,24,72.7%,42,42,100.0%,87,3602,,41.4
25,New York Jets,16,27,18,66.7%,28,27,96.4%,92,3864,,42.0
26,Green Bay Packers,16,30,24,80.0%,18,18,100.0%,90,3825,,42.5
27,San Francisco 49ers,16,20,16,80.0%,29,29,100.0%,83,3469,,41.8
28,Detroit Lions,16,32,25,78.1%,30,29,96.7%,97,4297,,44.3
29,St. Louis Rams,16,31,26,83.9%,31,31,100.0%,82,3649,,44.5
30,New York Giants,16,25,19,76.0%,27,26,96.3%,89,3747,,42.1
,Avg Team,,30.2,23.6,78.1%,33.6,33.1,98.6%,82.4,3542.7,0.5,43.0
,League Total,,906,708,78.1%,1007,993,98.6%,2473,106282,15,43.0
,Avg Tm/G,,1.9,1.5,78.1%,2.1,2.1,98.6%,5.2,221.4,0.0,43.0
