Rk,Tm,G,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Blck,Y/P
1,Philadelphia Eagles,16,29,27,93.1%,52,51,98.1%,78,0,0,0.0
2,Kansas City Chiefs,16,38,32,84.2%,47,47,100.0%,74,0,0,0.0
3,Miami Dolphins,16,40,31,77.5%,30,30,100.0%,86,0,0,0.0
4,Dallas Cowboys,16,33,29,87.9%,44,43,97.7%,74,0,0,0.0
5,St. Louis Rams,16,37,30,81.1%,36,36,100.0%,73,0,0,0.0
6,Jacksonville Jaguars,16,43,36,83.7%,46,46,100.0%,68,0,0,0.0
7,Seattle Seahawks,16,25,23,92.0%,24,24,100.0%,78,0,0,0.0
8,Oakland Raiders,16,37,31,83.8%,50,50,100.0%,69,0,0,0.0
9,Carolina Panthers,16,37,35,94.6%,32,32,100.0%,67,0,0,0.0
10,Buffalo Bills,16,28,21,75.0%,51,50,98.0%,72,0,0,0.0
11,New York Giants,16,30,26,86.7%,38,38,100.0%,54,0,0,0.0
12,New York Jets,16,31,22,71.0%,43,43,100.0%,89,0,0,0.0
13,Pittsburgh Steelers,16,33,28,84.8%,31,30,96.8%,88,0,0,0.0
14,Indianapolis Colts,16,41,32,78.0%,39,39,100.0%,71,0,0,0.0
15,Atlanta Falcons,16,32,27,84.4%,30,30,100.0%,64,0,0,0.0
16,Minnesota Vikings,16,30,25,83.3%,35,33,94.3%,76,0,0,0.0
17,Tampa Bay Buccaneers,16,28,19,67.9%,45,45,100.0%,79,0,0,0.0
18,Tennessee Titans,16,31,29,93.5%,52,52,100.0%,70,0,0,0.0
19,Cleveland Browns,16,24,20,83.3%,42,42,100.0%,88,0,0,0.0
20,San Diego Chargers,16,21,19,90.5%,39,39,100.0%,80,0,0,0.0
21,Detroit Lions,16,41,31,75.6%,46,46,100.0%,79,0,0,0.0
22,Washington Redskins,16,30,28,93.3%,36,36,100.0%,65,0,0,0.0
23,New Orleans Saints,16,33,27,81.8%,53,53,100.0%,63,0,0,0.0
24,San Francisco 49ers,16,27,22,81.5%,27,27,100.0%,79,0,0,0.0
25,Denver Broncos,16,25,22,88.0%,29,29,100.0%,94,0,0,0.0
26,Green Bay Packers,16,30,26,86.7%,34,34,100.0%,75,0,0,0.0
27,Cincinnati Bengals,16,32,27,84.4%,33,33,100.0%,86,0,0,0.0
28,Chicago Bears,16,27,23,85.2%,26,26,100.0%,89,0,0,0.0
29,Baltimore Ravens,16,39,37,94.9%,31,31,100.0%,89,0,0,0.0
30,New England Patriots,16,25,21,84.0%,38,38,100.0%,67,0,0,0.0
31,Arizona Cardinals,16,35,25,71.4%,38,38,100.0%,93,0,0,0.0
32,Houston Texans,16,24,21,87.5%,38,38,100.0%,92,0,0,0.0
,Avg Team,,31.8,26.6,83.9%,38.6,38.4,99.5%,77.2,3509.8,0.7,45.5
,League Total,,1016,852,83.9%,1235,1229,99.5%,2469,112314,21,45.5
,Avg Tm/G,,2.0,1.7,83.9%,2.4,2.4,99.5%,4.8,219.4,0.0,45.5
