Rk,Tm,G,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Blck,Y/P
1,Denver Broncos,16,35,32,91.4%,48,48,100.0%,52,2413,,46.4
2,Indianapolis Colts,16,38,33,86.8%,25,25,100.0%,53,2380,,44.9
3,Houston Texans,16,29,25,86.2%,43,43,100.0%,67,2975,,44.4
4,Jacksonville Jaguars,16,30,27,90.0%,40,40,100.0%,67,2881,,43.0
5,New York Jets,16,28,25,89.3%,37,37,100.0%,69,2995,,43.4
6,San Diego Chargers,16,31,24,77.4%,33,31,93.9%,60,2634,,43.9
7,New England Patriots,16,21,17,81.0%,35,34,97.1%,75,3225,,43.0
8,Buffalo Bills,16,41,34,82.9%,34,34,100.0%,64,2918,,45.6
9,Cleveland Browns,16,28,19,67.9%,41,41,100.0%,59,2401,,40.7
10,Arizona Cardinals,16,27,21,77.8%,49,49,100.0%,61,2776,,45.5
11,New Orleans Saints,16,39,34,87.2%,37,37,100.0%,66,2713,,41.1
12,San Francisco 49ers,16,42,35,83.3%,38,38,100.0%,72,3053,,42.4
13,Kansas City Chiefs,16,36,33,91.7%,45,45,100.0%,50,2195,,43.9
14,Detroit Lions,16,29,25,86.2%,62,62,100.0%,59,2572,,43.6
15,St. Louis Rams,16,32,31,96.9%,52,52,100.0%,67,3028,,45.2
16,Atlanta Falcons,16,25,20,80.0%,35,35,100.0%,76,3458,,45.5
17,Miami Dolphins,16,32,29,90.6%,28,28,100.0%,61,2849,,46.7
18,Dallas Cowboys,16,44,38,86.4%,33,33,100.0%,74,3278,,44.3
19,Washington Redskins,16,28,24,85.7%,31,30,96.8%,87,3724,,42.8
20,Cincinnati Bengals,16,23,22,95.7%,40,40,100.0%,79,3444,,43.6
21,New York Giants,16,26,19,73.1%,31,31,100.0%,76,3298,,43.4
22,Green Bay Packers,16,30,25,83.3%,39,39,100.0%,76,3367,,44.3
23,Pittsburgh Steelers,16,27,24,88.9%,21,21,100.0%,91,3868,,42.5
24,Oakland Raiders,16,31,23,74.2%,43,43,100.0%,74,3197,,43.2
25,Seattle Seahawks,16,41,37,90.2%,39,39,100.0%,68,3012,,44.3
26,Minnesota Vikings,16,36,26,72.2%,35,35,100.0%,80,3480,,43.5
27,Tampa Bay Buccaneers,16,30,28,93.3%,33,33,100.0%,81,3532,,43.6
28,Carolina Panthers,16,28,24,85.7%,32,31,96.9%,80,3672,,45.9
29,Tennessee Titans,16,30,20,66.7%,24,24,100.0%,87,3680,,42.3
30,Baltimore Ravens,16,22,21,95.5%,25,25,100.0%,92,3938,,42.8
31,Philadelphia Eagles,16,28,24,85.7%,29,29,100.0%,101,4292,,42.5
32,Chicago Bears,16,33,26,78.8%,39,38,97.4%,83,3528,,42.5
,Avg Team,,31.3,26.4,84.5%,36.8,36.6,99.5%,72.1,3166.6,0.4,43.9
,League Total,,1000,845,84.5%,1176,1170,99.5%,2307,101330,13,43.9
,Avg Tm/G,,2.0,1.7,84.5%,2.3,2.3,99.5%,4.5,197.9,0.0,43.9
