Tm,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense
Washington Redskins,34.0,383.0,0.0,11.3,74.0,1532.0,1.0,20.7
Indianapolis Colts,51.0,504.0,1.0,9.9,63.0,1208.0,0.0,19.2
Philadelphia Eagles,37.0,215.0,0.0,5.8,60.0,1307.0,1.0,21.8
Buffalo Bills,25.0,227.0,0.0,9.1,75.0,1187.0,0.0,15.8
Denver Broncos,28.0,370.0,0.0,13.2,72.0,1256.0,0.0,17.4
Cincinnati Bengals,33.0,323.0,0.0,9.8,55.0,1203.0,0.0,21.9
San Francisco 49ers,35.0,361.0,0.0,10.3,76.0,1435.0,0.0,18.9
Houston Oilers,24.0,191.0,0.0,8.0,59.0,1024.0,1.0,17.4
Los Angeles Raiders,41.0,301.0,1.0,7.3,59.0,1001.0,2.0,17.0
Miami Dolphins,26.0,256.0,0.0,9.8,63.0,1215.0,0.0,19.3
Tampa Bay Buccaneers,54.0,492.0,0.0,9.1,55.0,1143.0,0.0,20.8
Seattle Seahawks,41.0,334.0,0.0,8.1,44.0,814.0,0.0,18.5
Kansas City Chiefs,40.0,325.0,0.0,8.1,55.0,1156.0,2.0,21.0
Minnesota Vikings,32.0,300.0,0.0,9.4,68.0,1287.0,0.0,18.9
Pittsburgh Steelers,45.0,361.0,0.0,8.0,53.0,1096.0,0.0,20.7
New York Giants,29.0,236.0,0.0,8.1,73.0,1306.0,0.0,17.9
Cleveland Browns,49.0,418.0,0.0,8.5,58.0,1175.0,0.0,20.3
San Diego Chargers,43.0,451.0,0.0,10.5,57.0,1249.0,1.0,21.9
Los Angeles Rams,34.0,315.0,1.0,9.3,84.0,1633.0,0.0,19.4
Green Bay Packers,30.0,416.0,0.0,13.9,63.0,1389.0,0.0,22.0
Chicago Bears,30.0,262.0,0.0,8.7,68.0,1375.0,0.0,20.2
Dallas Cowboys,38.0,334.0,1.0,8.8,46.0,853.0,0.0,18.5
Detroit Lions,46.0,373.0,0.0,8.1,65.0,1037.0,1.0,16.0
New York Jets,34.0,257.0,1.0,7.6,47.0,1029.0,0.0,21.9
Atlanta Falcons,43.0,460.0,0.0,10.7,60.0,1188.0,0.0,19.8
New England Patriots,38.0,346.0,0.0,9.1,61.0,1199.0,0.0,19.7
New Orleans Saints,35.0,244.0,0.0,7.0,55.0,983.0,0.0,17.9
Phoenix Cardinals,46.0,371.0,0.0,8.1,57.0,1193.0,0.0,20.9
Avg Team,37.2,338.6,0.2,9.1,61.6,1195.5,0.3,19.4
