Tm,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense
Cleveland Browns,38.0,220.0,0.0,5.8,71.0,1372.0,0.0,19.3
Chicago Bears,26.0,225.0,0.0,8.7,65.0,1271.0,1.0,19.6
Dallas Cowboys,36.0,378.0,0.0,10.5,82.0,1709.0,0.0,20.8
Detroit Lions,36.0,431.0,2.0,12.0,65.0,1572.0,1.0,24.2
San Francisco 49ers,28.0,242.0,0.0,8.6,89.0,1912.0,0.0,21.5
Tampa Bay Buccaneers,19.0,103.0,0.0,5.4,44.0,941.0,0.0,21.4
Arizona Cardinals,40.0,270.0,0.0,6.8,53.0,1214.0,1.0,22.9
Miami Dolphins,32.0,324.0,1.0,10.1,74.0,1549.0,2.0,20.9
Minnesota Vikings,44.0,410.0,1.0,9.3,83.0,1843.0,1.0,22.2
Kansas City Chiefs,50.0,506.0,0.0,10.1,66.0,1447.0,0.0,21.9
Los Angeles Raiders,38.0,366.0,1.0,9.6,65.0,1406.0,0.0,21.6
Indianapolis Colts,40.0,366.0,0.0,9.2,65.0,1316.0,0.0,20.2
Washington Redskins,45.0,441.0,1.0,9.8,62.0,1389.0,1.0,22.4
Seattle Seahawks,43.0,426.0,1.0,9.9,61.0,1229.0,0.0,20.1
San Diego Chargers,38.0,321.0,0.0,8.4,79.0,1740.0,1.0,22.0
Green Bay Packers,36.0,272.0,0.0,7.6,75.0,1380.0,1.0,18.4
Buffalo Bills,38.0,324.0,0.0,8.5,72.0,1455.0,0.0,20.2
New York Giants,39.0,307.0,0.0,7.9,44.0,923.0,0.0,21.0
New York Jets,38.0,260.0,0.0,6.8,61.0,1195.0,0.0,19.6
Atlanta Falcons,31.0,273.0,0.0,8.8,66.0,1328.0,0.0,20.1
New Orleans Saints,40.0,495.0,2.0,12.4,63.0,1493.0,0.0,23.7
Philadelphia Eagles,47.0,286.0,1.0,6.1,64.0,1425.0,0.0,22.3
New England Patriots,34.0,260.0,0.0,7.6,63.0,1375.0,1.0,21.8
Pittsburgh Steelers,39.0,263.0,0.0,6.7,68.0,1530.0,2.0,22.5
Los Angeles Rams,47.0,637.0,3.0,13.6,63.0,1446.0,2.0,23.0
Denver Broncos,39.0,275.0,0.0,7.1,70.0,1396.0,0.0,19.9
Cincinnati Bengals,43.0,459.0,2.0,10.7,61.0,1408.0,2.0,23.1
Houston Oilers,50.0,438.0,1.0,8.8,48.0,832.0,0.0,17.3
Avg Team,38.4,343.0,0.6,8.9,65.8,1396.3,0.6,21.2
