Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
Philadelphia Eagles,2.0,2.0,3.0,3.0,6.0,4.0,13.0,6.0,1.0,1.0,25.0,16.0,64.0,44.0,40.0,90.9,82.0,3459.0,0.0,42.2
Kansas City Chiefs,0.0,0.0,10.0,9.0,9.0,9.0,4.0,3.0,2.0,2.0,25.0,23.0,92.0,39.0,39.0,100.0,86.0,3676.0,1.0,42.7
Dallas Cowboys,0.0,0.0,7.0,6.0,14.0,10.0,10.0,5.0,4.0,3.0,35.0,24.0,68.6,48.0,47.0,97.9,61.0,2620.0,0.0,43.0
Seattle Seahawks,0.0,0.0,5.0,4.0,11.0,8.0,6.0,2.0,0.0,0.0,22.0,14.0,63.6,14.0,14.0,100.0,108.0,4760.0,0.0,44.1
New England Patriots,2.0,2.0,4.0,4.0,7.0,3.0,4.0,2.0,0.0,0.0,17.0,11.0,64.7,24.0,22.0,91.7,103.0,4227.0,0.0,41.0
New York Giants,2.0,2.0,2.0,2.0,11.0,10.0,6.0,4.0,2.0,0.0,23.0,18.0,78.3,36.0,36.0,100.0,85.0,3577.0,3.0,42.1
Minnesota Vikings,0.0,0.0,6.0,4.0,7.0,7.0,8.0,5.0,4.0,3.0,25.0,19.0,76.0,45.0,45.0,100.0,73.0,3288.0,1.0,45.0
Pittsburgh Steelers,0.0,0.0,13.0,12.0,15.0,12.0,6.0,4.0,2.0,0.0,36.0,28.0,77.8,31.0,29.0,93.5,74.0,3162.0,1.0,42.7
Chicago Bears,1.0,1.0,8.0,8.0,10.0,9.0,4.0,0.0,3.0,1.0,26.0,19.0,73.1,34.0,34.0,100.0,79.0,3393.0,0.0,42.9
Denver Broncos,1.0,1.0,10.0,9.0,8.0,6.0,5.0,4.0,1.0,0.0,25.0,20.0,80.0,28.0,28.0,100.0,85.0,3749.0,1.0,44.1
Indianapolis Colts,0.0,0.0,3.0,3.0,11.0,6.0,12.0,6.0,3.0,1.0,29.0,16.0,55.2,24.0,24.0,100.0,83.0,3716.0,0.0,44.8
San Diego Chargers,0.0,0.0,14.0,13.0,7.0,5.0,8.0,7.0,3.0,1.0,32.0,26.0,81.3,35.0,35.0,100.0,68.0,2899.0,0.0,42.6
New Orleans Saints,0.0,0.0,10.0,10.0,10.0,8.0,11.0,8.0,3.0,3.0,34.0,29.0,85.3,34.0,33.0,97.1,67.0,2947.0,0.0,44.0
Washington Redskins,2.0,2.0,9.0,9.0,15.0,9.0,12.0,8.0,2.0,2.0,40.0,30.0,75.0,30.0,30.0,100.0,65.0,2595.0,1.0,39.9
Cincinnati Bengals,0.0,0.0,8.0,8.0,7.0,7.0,11.0,4.0,2.0,0.0,28.0,19.0,67.9,31.0,31.0,100.0,76.0,3196.0,0.0,42.1
Miami Dolphins,0.0,0.0,9.0,9.0,16.0,14.0,4.0,4.0,8.0,3.0,37.0,30.0,81.1,36.0,34.0,94.4,61.0,2424.0,0.0,39.7
Buffalo Bills,2.0,2.0,9.0,9.0,6.0,3.0,8.0,7.0,5.0,3.0,30.0,24.0,80.0,44.0,43.0,97.7,60.0,2531.0,0.0,42.2
Los Angeles Rams,2.0,2.0,4.0,3.0,9.0,7.0,5.0,3.0,0.0,0.0,20.0,15.0,75.0,38.0,38.0,100.0,76.0,3122.0,0.0,41.1
Cleveland Browns,1.0,1.0,11.0,11.0,8.0,6.0,6.0,2.0,3.0,1.0,29.0,21.0,72.4,30.0,29.0,96.7,75.0,3125.0,1.0,41.7
Los Angeles Raiders,0.0,0.0,5.0,3.0,6.0,4.0,9.0,5.0,6.0,3.0,26.0,15.0,57.7,28.0,28.0,100.0,77.0,3255.0,0.0,42.3
Atlanta Falcons,0.0,0.0,6.0,6.0,5.0,4.0,7.0,4.0,4.0,4.0,22.0,18.0,81.8,39.0,39.0,100.0,70.0,2896.0,1.0,41.4
San Francisco 49ers,0.0,0.0,8.0,7.0,8.0,5.0,10.0,6.0,1.0,0.0,27.0,18.0,66.7,54.0,53.0,98.1,49.0,1918.0,0.0,39.1
Tampa Bay Buccaneers,0.0,0.0,3.0,3.0,8.0,3.0,11.0,6.0,0.0,0.0,22.0,12.0,54.5,33.0,33.0,100.0,74.0,3015.0,0.0,40.7
Green Bay Packers,0.0,0.0,7.0,5.0,10.0,9.0,9.0,6.0,3.0,2.0,29.0,22.0,75.9,30.0,30.0,100.0,68.0,2687.0,2.0,39.5
New York Jets,3.0,3.0,3.0,2.0,9.0,6.0,14.0,8.0,1.0,0.0,30.0,19.0,63.3,23.0,23.0,100.0,73.0,2993.0,0.0,41.0
Houston Oilers,3.0,3.0,9.0,8.0,6.0,5.0,8.0,4.0,1.0,1.0,27.0,21.0,77.8,41.0,41.0,100.0,55.0,2581.0,2.0,46.9
Detroit Lions,0.0,0.0,5.0,5.0,10.0,10.0,6.0,4.0,5.0,2.0,26.0,21.0,80.8,30.0,30.0,100.0,66.0,2890.0,1.0,43.8
Phoenix Cardinals,0.0,0.0,10.0,6.0,4.0,3.0,9.0,4.0,3.0,0.0,26.0,13.0,50.0,29.0,28.0,96.6,58.0,2484.0,0.0,42.8
Avg Team,0.8,0.8,7.2,6.5,9.0,6.9,8.1,4.7,2.6,1.3,27.6,20.0,72.6,34.0,33.4,98.3,73.5,3113.8,0.5,42.4
