Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
San Francisco 49ers,1.0,1.0,12.0,10.0,9.0,8.0,13.0,7.0,1.0,0.0,36.0,26.0,72.2,39.0,39.0,100.0,65.0,2532.0,1.0,39.0
Arizona Cardinals,0.0,0.0,7.0,6.0,2.0,2.0,8.0,6.0,4.0,1.0,21.0,15.0,71.4,29.0,29.0,100.0,89.0,3908.0,1.0,43.9
New England Patriots,0.0,0.0,6.0,6.0,12.0,12.0,10.0,8.0,2.0,1.0,30.0,27.0,90.0,36.0,36.0,100.0,71.0,2762.0,1.0,38.9
Minnesota Vikings,1.0,1.0,11.0,11.0,6.0,6.0,10.0,4.0,1.0,1.0,29.0,23.0,79.3,44.0,41.0,93.2,63.0,2514.0,1.0,39.9
New York Giants,2.0,2.0,7.0,7.0,19.0,14.0,4.0,3.0,0.0,0.0,32.0,26.0,81.3,32.0,30.0,93.8,71.0,2659.0,0.0,37.5
Denver Broncos,1.0,1.0,9.0,9.0,9.0,7.0,11.0,5.0,6.0,4.0,36.0,26.0,72.2,43.0,42.0,97.7,55.0,2226.0,2.0,40.5
St. Louis Rams,0.0,0.0,5.0,5.0,10.0,8.0,9.0,6.0,1.0,0.0,25.0,19.0,76.0,37.0,37.0,100.0,72.0,3020.0,0.0,41.9
Tennessee Titans,0.0,0.0,9.0,9.0,12.0,10.0,8.0,5.0,2.0,1.0,31.0,25.0,80.6,36.0,36.0,100.0,66.0,2767.0,1.0,41.9
New York Jets,0.0,0.0,9.0,9.0,11.0,9.0,10.0,6.0,1.0,0.0,31.0,24.0,77.4,37.0,35.0,94.6,64.0,2612.0,0.0,40.8
Indianapolis Colts,1.0,1.0,8.0,7.0,7.0,6.0,12.0,6.0,3.0,3.0,31.0,23.0,74.2,34.0,34.0,100.0,67.0,2712.0,1.0,40.5
Washington Redskins,0.0,0.0,6.0,6.0,9.0,6.0,9.0,3.0,1.0,1.0,25.0,16.0,64.0,34.0,33.0,97.1,73.0,2895.0,1.0,39.7
Seattle Seahawks,1.0,1.0,9.0,9.0,10.0,8.0,5.0,4.0,4.0,1.0,29.0,23.0,79.3,38.0,38.0,100.0,61.0,2542.0,0.0,41.7
Cincinnati Bengals,2.0,2.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,2.0,18.0,15.0,83.3,32.0,30.0,93.8,73.0,2826.0,1.0,38.7
Avg Team,0.4,0.4,8.0,7.6,9.1,7.6,9.5,6.1,2.6,1.4,29.7,23.0,77.5,36.4,35.9,98.5,76.5,3158.8,0.7,41.3
