Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
Oakland Raiders,0.0,0.0,8.0,8.0,14.0,13.0,12.0,8.0,7.0,4.0,41.0,33.0,80.5,43.0,43.0,100.0,78.0,3650.0,0.0,46.8
St. Louis Rams,0.0,0.0,12.0,11.0,14.0,12.0,9.0,7.0,4.0,3.0,39.0,33.0,84.6,27.0,26.0,96.3,94.0,4277.0,0.0,45.5
New York Jets,1.0,1.0,11.0,10.0,16.0,14.0,6.0,3.0,5.0,2.0,39.0,30.0,76.9,37.0,37.0,100.0,84.0,3578.0,0.0,42.6
Philadelphia Eagles,0.0,0.0,12.0,12.0,12.0,10.0,11.0,9.0,3.0,1.0,38.0,32.0,84.2,47.0,47.0,100.0,73.0,3197.0,0.0,43.8
Kansas City Chiefs,0.0,0.0,6.0,6.0,9.0,7.0,8.0,6.0,3.0,1.0,26.0,20.0,76.9,42.0,42.0,100.0,90.0,3942.0,1.0,43.8
Washington Redskins,1.0,1.0,10.0,8.0,7.0,4.0,14.0,11.0,3.0,0.0,35.0,24.0,68.6,28.0,28.0,100.0,94.0,3779.0,2.0,40.2
Detroit Lions,0.0,0.0,4.0,4.0,7.0,7.0,13.0,9.0,6.0,5.0,30.0,25.0,83.3,36.0,35.0,97.2,90.0,4014.0,0.0,44.6
San Francisco 49ers,0.0,0.0,10.0,10.0,8.0,6.0,6.0,4.0,3.0,2.0,27.0,22.0,81.5,33.0,33.0,100.0,91.0,4204.0,0.0,46.2
Atlanta Falcons,0.0,0.0,11.0,11.0,9.0,8.0,10.0,8.0,1.0,1.0,31.0,28.0,90.3,44.0,44.0,100.0,75.0,3015.0,1.0,40.2
Denver Broncos,0.0,0.0,4.0,4.0,10.0,10.0,8.0,6.0,3.0,2.0,25.0,22.0,88.0,39.0,38.0,97.4,86.0,3836.0,0.0,44.6
Arizona Cardinals,0.0,0.0,8.0,8.0,6.0,6.0,10.0,8.0,3.0,2.0,27.0,24.0,88.9,29.0,29.0,100.0,94.0,4080.0,0.0,43.4
Baltimore Ravens,0.0,0.0,11.0,11.0,9.0,8.0,8.0,7.0,1.0,0.0,29.0,26.0,89.7,39.0,39.0,100.0,81.0,3532.0,0.0,43.6
Pittsburgh Steelers,3.0,3.0,11.0,10.0,6.0,6.0,13.0,8.0,4.0,2.0,37.0,29.0,78.4,38.0,38.0,100.0,74.0,3278.0,0.0,44.3
Chicago Bears,1.0,1.0,9.0,9.0,9.0,8.0,7.0,4.0,4.0,3.0,30.0,25.0,83.3,35.0,35.0,100.0,83.0,3328.0,0.0,40.1
Indianapolis Colts,0.0,0.0,8.0,8.0,10.0,9.0,10.0,9.0,0.0,0.0,28.0,26.0,92.9,51.0,51.0,100.0,69.0,2912.0,0.0,42.2
New England Patriots,1.0,1.0,7.0,7.0,12.0,11.0,4.0,3.0,1.0,0.0,25.0,22.0,88.0,64.0,62.0,96.9,58.0,2506.0,0.0,43.2
Green Bay Packers,1.0,1.0,8.0,7.0,5.0,4.0,10.0,8.0,4.0,2.0,28.0,22.0,78.6,46.0,46.0,100.0,71.0,3110.0,0.0,43.8
New York Giants,0.0,0.0,12.0,12.0,4.0,2.0,4.0,3.0,3.0,2.0,23.0,19.0,82.6,47.0,47.0,100.0,73.0,3219.0,1.0,44.1
Dallas Cowboys,0.0,0.0,8.0,8.0,7.0,4.0,11.0,8.0,6.0,4.0,32.0,24.0,75.0,44.0,42.0,95.5,66.0,3115.0,1.0,47.2
Carolina Panthers,0.0,0.0,9.0,9.0,2.0,2.0,14.0,11.0,4.0,3.0,29.0,25.0,86.2,17.0,17.0,100.0,95.0,4094.0,0.0,43.1
Tennessee Titans,0.0,0.0,6.0,6.0,9.0,8.0,8.0,8.0,3.0,2.0,26.0,24.0,92.3,38.0,38.0,100.0,77.0,3303.0,0.0,42.9
Miami Dolphins,1.0,1.0,9.0,9.0,5.0,5.0,18.0,11.0,8.0,4.0,41.0,30.0,73.2,25.0,25.0,100.0,75.0,3368.0,2.0,44.9
Tampa Bay Buccaneers,0.0,0.0,6.0,6.0,10.0,10.0,10.0,6.0,2.0,1.0,28.0,23.0,82.1,36.0,36.0,100.0,76.0,3055.0,0.0,40.2
Seattle Seahawks,2.0,2.0,12.0,10.0,7.0,7.0,7.0,5.0,2.0,1.0,30.0,25.0,83.3,31.0,31.0,100.0,78.0,3253.0,0.0,41.7
San Diego Chargers,0.0,0.0,7.0,7.0,11.0,10.0,10.0,9.0,5.0,1.0,33.0,27.0,81.8,48.0,48.0,100.0,56.0,2430.0,4.0,43.4
Houston Texans,0.0,0.0,8.0,8.0,11.0,11.0,7.0,5.0,4.0,3.0,30.0,27.0,90.0,43.0,43.0,100.0,63.0,2652.0,0.0,42.1
Cincinnati Bengals,1.0,1.0,12.0,10.0,9.0,9.0,5.0,2.0,4.0,2.0,31.0,24.0,77.4,32.0,30.0,93.8,72.0,2995.0,1.0,41.6
Cleveland Browns,3.0,3.0,7.0,7.0,10.0,10.0,5.0,3.0,3.0,0.0,28.0,23.0,82.1,28.0,28.0,100.0,78.0,3424.0,0.0,43.9
Minnesota Vikings,0.0,0.0,7.0,7.0,9.0,8.0,2.0,2.0,0.0,0.0,18.0,17.0,94.4,31.0,30.0,96.8,83.0,3569.0,0.0,43.0
New Orleans Saints,1.0,1.0,8.0,5.0,13.0,11.0,7.0,6.0,2.0,2.0,31.0,25.0,80.6,43.0,43.0,100.0,57.0,2616.0,0.0,45.9
Buffalo Bills,1.0,1.0,6.0,6.0,6.0,5.0,3.0,2.0,5.0,2.0,21.0,16.0,76.2,32.0,31.0,96.9,75.0,3180.0,0.0,42.4
Jacksonville Jaguars,2.0,2.0,3.0,3.0,7.0,6.0,14.0,9.0,2.0,2.0,28.0,22.0,78.6,41.0,41.0,100.0,57.0,2497.0,0.0,43.8
Avg Team,0.6,0.6,8.4,8.0,8.8,7.8,8.9,6.5,3.4,1.8,30.1,24.8,82.4,37.9,37.6,99.1,77.1,3344.0,0.4,43.4
