Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
Pittsburgh Steelers,1.0,1.0,8.0,7.0,9.0,8.0,9.0,7.0,2.0,1.0,29.0,24.0,82.8,32.0,32.0,100.0,97.0,3849.0,0.0,39.7
Green Bay Packers,1.0,1.0,11.0,11.0,6.0,4.0,5.0,2.0,3.0,1.0,26.0,19.0,73.1,43.0,41.0,95.3,81.0,3351.0,0.0,41.4
Philadelphia Eagles,1.0,1.0,8.0,8.0,10.0,10.0,6.0,2.0,0.0,0.0,25.0,21.0,84.0,33.0,33.0,100.0,92.0,3727.0,0.0,40.5
Arizona Cardinals,0.0,0.0,12.0,11.0,5.0,4.0,9.0,6.0,4.0,1.0,30.0,22.0,73.3,21.0,21.0,100.0,98.0,3997.0,0.0,40.8
Dallas Cowboys,3.0,3.0,4.0,3.0,12.0,10.0,9.0,6.0,1.0,0.0,29.0,22.0,75.9,48.0,48.0,100.0,70.0,2935.0,0.0,41.9
Minnesota Vikings,0.0,0.0,13.0,13.0,13.0,12.0,10.0,8.0,3.0,1.0,39.0,34.0,87.2,30.0,30.0,100.0,77.0,3301.0,0.0,42.9
New York Giants,3.0,3.0,6.0,6.0,12.0,9.0,6.0,3.0,1.0,1.0,28.0,22.0,78.6,28.0,27.0,96.4,89.0,3660.0,2.0,41.1
Kansas City Chiefs,3.0,3.0,17.0,15.0,6.0,4.0,4.0,3.0,0.0,0.0,30.0,25.0,83.3,30.0,30.0,100.0,85.0,3582.0,0.0,42.1
San Diego Chargers,0.0,0.0,12.0,12.0,15.0,15.0,9.0,5.0,2.0,2.0,38.0,34.0,89.5,33.0,33.0,100.0,72.0,2951.0,0.0,41.0
Denver Broncos,0.0,0.0,11.0,11.0,11.0,11.0,12.0,7.0,3.0,1.0,37.0,30.0,81.1,29.0,29.0,100.0,76.0,3258.0,0.0,42.9
Washington Redskins,0.0,0.0,11.0,9.0,6.0,5.0,8.0,5.0,3.0,1.0,28.0,20.0,71.4,32.0,30.0,93.8,82.0,3639.0,0.0,44.4
Seattle Seahawks,1.0,1.0,1.0,1.0,11.0,11.0,9.0,6.0,2.0,1.0,24.0,20.0,83.3,26.0,25.0,96.2,91.0,3905.0,0.0,42.9
Cleveland Browns,1.0,1.0,7.0,7.0,11.0,10.0,8.0,8.0,1.0,0.0,28.0,26.0,92.9,32.0,32.0,100.0,80.0,3211.0,0.0,40.1
New England Patriots,0.0,0.0,14.0,14.0,12.0,9.0,8.0,4.0,0.0,0.0,35.0,27.0,77.1,36.0,36.0,100.0,69.0,2841.0,0.0,41.2
New Orleans Saints,0.0,0.0,9.0,9.0,14.0,11.0,10.0,8.0,6.0,0.0,39.0,28.0,71.8,32.0,32.0,100.0,67.0,2920.0,0.0,43.6
Cincinnati Bengals,1.0,1.0,8.0,8.0,10.0,8.0,10.0,9.0,4.0,2.0,33.0,28.0,84.8,25.0,24.0,96.0,80.0,3505.0,1.0,43.8
Atlanta Falcons,0.0,0.0,9.0,9.0,7.0,7.0,4.0,4.0,5.0,1.0,25.0,21.0,84.0,32.0,32.0,100.0,79.0,3121.0,0.0,39.5
San Francisco 49ers,1.0,1.0,4.0,4.0,6.0,5.0,8.0,5.0,1.0,0.0,20.0,15.0,75.0,62.0,60.0,96.8,54.0,2235.0,0.0,41.4
Los Angeles Raiders,1.0,1.0,5.0,5.0,9.0,6.0,11.0,8.0,2.0,2.0,28.0,22.0,78.6,31.0,31.0,100.0,77.0,3377.0,0.0,43.9
Indianapolis Colts,1.0,1.0,5.0,5.0,7.0,3.0,9.0,5.0,2.0,2.0,24.0,16.0,66.7,37.0,37.0,100.0,74.0,3134.0,1.0,42.4
Houston Oilers,0.0,0.0,5.0,4.0,4.0,4.0,8.0,7.0,3.0,1.0,20.0,16.0,80.0,18.0,18.0,100.0,96.0,4115.0,0.0,42.9
New York Jets,0.0,0.0,8.0,8.0,7.0,6.0,8.0,6.0,0.0,0.0,23.0,20.0,87.0,27.0,26.0,96.3,84.0,3534.0,0.0,42.1
Buffalo Bills,0.0,0.0,12.0,11.0,7.0,6.0,7.0,5.0,2.0,2.0,28.0,24.0,85.7,38.0,38.0,100.0,67.0,2799.0,0.0,41.8
Detroit Lions,0.0,0.0,7.0,6.0,7.0,7.0,8.0,5.0,5.0,0.0,27.0,18.0,66.7,40.0,39.0,97.5,64.0,2826.0,1.0,44.2
Los Angeles Rams,2.0,2.0,9.0,9.0,7.0,6.0,5.0,1.0,0.0,0.0,23.0,18.0,78.3,28.0,28.0,100.0,78.0,3494.0,0.0,44.8
Chicago Bears,1.0,1.0,7.0,7.0,9.0,6.0,8.0,5.0,4.0,2.0,29.0,21.0,72.4,24.0,24.0,100.0,76.0,2871.0,0.0,37.8
Tampa Bay Buccaneers,0.0,0.0,8.0,8.0,12.0,10.0,10.0,4.0,5.0,1.0,35.0,23.0,65.7,20.0,20.0,100.0,74.0,2853.0,0.0,38.6
Miami Dolphins,1.0,1.0,8.0,8.0,10.0,6.0,10.0,8.0,2.0,1.0,31.0,24.0,77.4,35.0,35.0,100.0,60.0,2412.0,0.0,40.2
Avg Team,0.8,0.8,8.5,8.2,9.1,7.6,8.1,5.4,2.4,0.9,29.0,22.9,78.9,32.2,31.8,98.8,78.2,3264.4,0.2,41.8
