Rk,Tm,G,Ret,Yds,TD,Y/R,Rt,Yds,TD,Y/Rt
1,Atlanta Falcons,16,31,150,0,4.8,60,1487,0,24.8
2,Buffalo Bills,16,43,494,0,11.5,56,1144,0,20.4
3,Indianapolis Colts,16,48,554,1,11.5,19,584,0,30.7
4,Pittsburgh Steelers,16,29,245,0,8.4,43,1018,0,23.7
5,Green Bay Packers,16,24,305,1,12.7,59,1378,0,23.4
6,Philadelphia Eagles,16,31,176,0,5.7,51,1178,0,23.1
7,New Orleans Saints,16,19,118,0,6.2,36,927,1,25.8
8,Carolina Panthers,16,35,466,3,13.3,30,811,0,27.0
9,San Diego Chargers,16,25,329,0,13.2,57,1451,1,25.5
10,Dallas Cowboys,16,30,278,0,9.3,52,1114,0,21.4
11,Detroit Lions,16,36,484,1,13.4,49,1255,1,25.6
12,Tampa Bay Buccaneers,16,36,266,0,7.4,25,570,1,22.8
13,Oakland Raiders,16,44,593,2,13.5,47,1210,1,25.7
14,Baltimore Ravens,16,33,392,2,11.9,36,1050,1,29.2
15,Tennessee Titans,16,36,221,0,6.1,30,680,0,22.7
16,Houston Texans,16,32,307,0,9.6,46,1030,0,22.4
17,New York Giants,16,41,407,0,9.9,46,1053,0,22.9
18,Jacksonville Jaguars,16,48,333,0,6.9,26,632,0,24.3
19,St. Louis Rams,16,45,552,2,12.3,36,902,0,25.1
20,San Francisco 49ers,16,39,315,0,8.1,46,1061,0,23.1
21,New England Patriots,16,26,220,0,8.5,60,1294,0,21.6
22,Miami Dolphins,16,46,442,0,9.6,41,937,0,22.9
23,Cleveland Browns,16,26,303,1,11.7,46,1055,1,22.9
24,Minnesota Vikings,16,43,532,1,12.4,57,1403,1,24.6
25,Kansas City Chiefs,16,36,411,1,11.4,25,605,0,24.2
26,Denver Broncos,16,51,585,1,11.5,20,491,0,24.6
27,Chicago Bears,16,41,223,0,5.4,35,855,0,24.4
28,Seattle Seahawks,16,47,541,2,11.5,48,1249,1,26.0
29,Washington Redskins,16,34,255,0,7.5,36,749,0,20.8
30,Cincinnati Bengals,16,38,273,1,7.2,44,916,0,20.8
31,Arizona Cardinals,16,50,610,1,12.2,52,1300,0,25.0
32,New York Jets,16,32,241,0,7.5,61,1291,0,21.2
,Avg Team,,36.7,363.7,0.6,9.9,43.0,1021.3,0.3,23.8
,League Total,,1174,11637,20,9.9,1375,32680,9,23.8
,Avg Tm/G,,2.3,22.7,0.0,9.9,2.7,63.8,0.0,23.8
