Rk,Tm,G,Ret,Yds,TD,Y/R,Rt,Yds,TD,Y/Rt
1,Cleveland Browns,16,38,220,0,5.8,71,1372,0,19.3
2,Chicago Bears,16,26,225,0,8.7,65,1271,1,19.6
3,Dallas Cowboys,16,36,378,0,10.5,82,1709,0,20.8
4,Detroit Lions,16,36,431,2,12.0,65,1572,1,24.2
5,San Francisco 49ers,16,28,242,0,8.6,89,1912,0,21.5
6,Tampa Bay Buccaneers,16,19,103,0,5.4,44,941,0,21.4
7,Arizona Cardinals,16,40,270,0,6.8,53,1214,1,22.9
8,Miami Dolphins,16,32,324,1,10.1,74,1549,2,20.9
9,Minnesota Vikings,16,44,410,1,9.3,83,1843,1,22.2
10,Kansas City Chiefs,16,50,506,0,10.1,66,1447,0,21.9
11,Los Angeles Raiders,16,38,366,1,9.6,65,1406,0,21.6
12,Indianapolis Colts,16,40,366,0,9.2,65,1316,0,20.2
13,Washington Redskins,16,45,441,1,9.8,62,1389,1,22.4
14,Seattle Seahawks,16,43,426,1,9.9,61,1229,0,20.1
15,San Diego Chargers,16,38,321,0,8.4,79,1740,1,22.0
16,Green Bay Packers,16,36,272,0,7.6,75,1380,1,18.4
17,Buffalo Bills,16,38,324,0,8.5,72,1455,0,20.2
18,New York Giants,16,39,307,0,7.9,44,923,0,21.0
19,New York Jets,16,38,260,0,6.8,61,1195,0,19.6
20,Atlanta Falcons,16,31,273,0,8.8,66,1328,0,20.1
21,New Orleans Saints,16,40,495,2,12.4,63,1493,0,23.7
22,Philadelphia Eagles,16,47,286,1,6.1,64,1425,0,22.3
23,New England Patriots,16,34,260,0,7.6,63,1375,1,21.8
24,Pittsburgh Steelers,16,39,263,0,6.7,68,1530,2,22.5
25,Los Angeles Rams,16,47,637,3,13.6,63,1446,2,23.0
26,Denver Broncos,16,39,275,0,7.1,70,1396,0,19.9
27,Cincinnati Bengals,16,43,459,2,10.7,61,1408,2,23.1
28,Houston Oilers,16,50,438,1,8.8,48,832,0,17.3
,Avg Team,,38.4,343.0,0.6,8.9,65.8,1396.3,0.6,21.2
,League Total,,1074,9605,16,8.9,1842,39096,16,21.2
,Avg Tm/G,,2.4,21.4,0.0,8.9,4.1,87.3,0.0,21.2
