Rk,Tm,G,Ret,Yds,TD,Y/R,Rt,Yds,TD,Y/Rt
1,Washington Redskins,16,34,383,0,11.3,74,1532,1,20.7
2,Indianapolis Colts,16,51,504,1,9.9,63,1208,0,19.2
3,Philadelphia Eagles,16,37,215,0,5.8,60,1307,1,21.8
4,Buffalo Bills,16,25,227,0,9.1,75,1187,0,15.8
5,Denver Broncos,16,28,370,0,13.2,72,1256,0,17.4
6,Cincinnati Bengals,16,33,323,0,9.8,55,1203,0,21.9
7,San Francisco 49ers,16,35,361,0,10.3,76,1435,0,18.9
8,Houston Oilers,16,24,191,0,8.0,59,1024,1,17.4
9,Los Angeles Raiders,16,41,301,1,7.3,59,1001,2,17.0
10,Miami Dolphins,16,26,256,0,9.8,63,1215,0,19.3
11,Tampa Bay Buccaneers,16,54,492,0,9.1,55,1143,0,20.8
12,Seattle Seahawks,16,41,334,0,8.1,44,814,0,18.5
13,Kansas City Chiefs,16,40,325,0,8.1,55,1156,2,21.0
14,Minnesota Vikings,16,32,300,0,9.4,68,1287,0,18.9
15,Pittsburgh Steelers,16,45,361,0,8.0,53,1096,0,20.7
16,New York Giants,16,29,236,0,8.1,73,1306,0,17.9
17,Cleveland Browns,16,49,418,0,8.5,58,1175,0,20.3
18,San Diego Chargers,16,43,451,0,10.5,57,1249,1,21.9
19,Los Angeles Rams,16,34,315,1,9.3,84,1633,0,19.4
20,Green Bay Packers,16,30,416,0,13.9,63,1389,0,22.0
21,Chicago Bears,16,30,262,0,8.7,68,1375,0,20.2
22,Dallas Cowboys,16,38,334,1,8.8,46,853,0,18.5
23,Detroit Lions,16,46,373,0,8.1,65,1037,1,16.0
24,New York Jets,16,34,257,1,7.6,47,1029,0,21.9
25,Atlanta Falcons,16,43,460,0,10.7,60,1188,0,19.8
26,New England Patriots,16,38,346,0,9.1,61,1199,0,19.7
27,New Orleans Saints,16,35,244,0,7.0,55,983,0,17.9
28,Phoenix Cardinals,16,46,371,0,8.1,57,1193,0,20.9
,Avg Team,,37.2,338.6,0.2,9.1,61.6,1195.5,0.3,19.4
,League Total,,1041,9480,5,9.1,1725,33473,9,19.4
,Avg Tm/G,,2.3,21.2,0.0,9.1,3.9,74.7,0.0,19.4
