Rk,Tm,G,Ret,Yds,TD,Y/R,Rt,Yds,TD,Y/Rt
1,Carolina Panthers,16,25,187,0,7.5,64,1120,0,17.5
2,Philadelphia Eagles,16,47,375,1,8.0,72,1519,0,21.1
3,Miami Dolphins,16,36,258,0,7.2,68,1260,0,18.5
4,Baltimore Ravens,16,40,373,0,9.3,73,1558,0,21.3
5,New York Giants,16,28,353,0,12.6,67,1509,0,22.5
6,Oakland Raiders,16,30,268,0,8.9,80,1689,0,21.1
7,Minnesota Vikings,16,32,310,0,9.7,69,1519,1,22.0
8,San Francisco 49ers,16,32,332,0,10.4,63,1358,0,21.6
9,Tampa Bay Buccaneers,16,41,408,1,10.0,74,1688,0,22.8
10,Indianapolis Colts,16,28,357,0,12.8,73,1736,1,23.8
11,Washington Redskins,16,33,342,2,10.4,60,1529,1,25.5
12,Green Bay Packers,16,27,205,1,7.6,76,1639,0,21.6
13,Pittsburgh Steelers,16,44,371,0,8.4,69,1496,0,21.7
14,Tennessee Titans,16,28,160,0,5.7,76,1587,0,20.9
15,Detroit Lions,16,53,498,0,9.4,59,1327,0,22.5
16,Denver Broncos,16,23,270,1,11.7,90,1934,1,21.5
17,New Orleans Saints,16,37,494,2,13.4,71,1743,2,24.5
18,Dallas Cowboys,16,29,228,0,7.9,56,1205,0,21.5
19,Chicago Bears,16,36,251,0,7.0,51,1105,0,21.7
20,Kansas City Chiefs,16,43,519,0,12.1,70,1679,0,24.0
21,Buffalo Bills,16,51,544,1,10.7,70,1524,2,21.8
22,Jacksonville Jaguars,16,38,478,1,12.6,73,1523,1,20.9
23,New England Patriots,16,43,384,0,8.9,62,1350,1,21.8
24,Seattle Seahawks,16,32,151,0,4.7,64,1236,0,19.3
25,New York Jets,16,42,660,2,15.7,62,1424,0,23.0
26,Cleveland Browns,16,69,793,0,11.5,42,1012,0,24.1
27,St. Louis Rams,16,17,132,0,7.8,87,2032,1,23.4
28,Arizona Cardinals,16,37,347,2,9.4,46,827,0,18.0
29,Cincinnati Bengals,16,40,387,0,9.7,42,898,0,21.4
30,Atlanta Falcons,16,29,126,0,4.3,50,1230,3,24.6
31,San Diego Chargers,16,51,706,1,13.8,61,1471,1,24.1
,Avg Team,,36.8,367.6,0.5,10.0,65.8,1442.8,0.5,21.9
,League Total,,1142,11397,15,10.0,2040,44727,15,21.9
,Avg Tm/G,,2.3,23.0,0.0,10.0,4.1,90.2,0.0,21.9
