Rk,Tm,G,Ret,Yds,TD,Y/R,Rt,Yds,TD,Y/Rt
1,Miami Dolphins,16,17,138,0,8.1,66,1368,0,20.7
2,Denver Broncos,16,44,335,0,7.6,55,1181,0,21.5
3,San Francisco 49ers,16,30,190,0,6.3,78,1499,0,19.2
4,Houston Oilers,16,60,618,0,10.3,51,986,0,19.3
5,San Diego Chargers,16,43,399,0,9.3,72,1437,0,20.0
6,Los Angeles Rams,16,35,196,0,5.6,74,1288,0,17.4
7,Seattle Seahawks,16,32,205,1,6.4,67,1116,0,16.7
8,Kansas City Chiefs,16,60,461,0,7.7,64,1354,0,21.2
9,Philadelphia Eagles,16,58,486,0,8.4,69,1298,0,18.8
10,Cincinnati Bengals,16,38,310,0,8.2,69,1446,1,21.0
11,New York Jets,16,37,242,0,6.5,48,1030,0,21.5
12,Cleveland Browns,16,43,489,0,11.4,52,1159,0,22.3
13,Tampa Bay Buccaneers,16,36,310,0,8.6,67,1336,0,19.9
14,New Orleans Saints,16,47,550,1,11.7,45,916,0,20.4
15,Indianapolis Colts,16,62,600,0,9.7,42,849,0,20.2
16,Buffalo Bills,16,52,597,0,11.5,44,958,0,21.8
17,Detroit Lions,16,49,489,1,10.0,60,1250,0,20.8
18,New England Patriots,16,45,442,1,9.8,73,1373,0,18.8
19,Atlanta Falcons,16,42,450,1,10.7,48,1053,0,21.9
20,Chicago Bears,16,41,249,0,6.1,68,1443,1,21.2
21,Washington Redskins,16,38,187,0,4.9,73,1404,1,19.2
22,Pittsburgh Steelers,16,37,351,1,9.5,61,1338,1,21.9
23,Green Bay Packers,16,46,368,0,8.0,73,1171,0,16.0
24,New York Giants,16,50,479,2,9.6,55,1088,0,19.8
25,Dallas Cowboys,16,55,230,0,4.2,65,1310,0,20.2
26,Minnesota Vikings,16,49,435,0,8.9,59,1281,0,21.7
27,St. Louis Cardinals,16,27,239,0,8.9,85,1549,1,18.2
28,Los Angeles Raiders,16,34,345,0,10.1,61,1063,0,17.4
,Avg Team,,43.1,372.0,0.3,8.6,62.3,1233.7,0.2,19.8
,League Total,,1207,10417,8,8.6,1744,34544,5,19.8
,Avg Tm/G,,2.7,23.3,0.0,8.6,3.9,77.1,0.0,19.8
