Rk,Tm,G,Ret,Yds,TD,Y/R,Rt,Yds,TD,Y/Rt
1,New England Patriots,15,41,397,0,9.7,63,1130,0,17.9
2,Buffalo Bills,15,35,179,0,5.1,43,679,0,15.8
3,Tampa Bay Buccaneers,15,50,621,1,12.4,61,1242,0,20.4
4,San Francisco 49ers,15,29,195,0,6.7,76,1598,1,21.0
5,Miami Dolphins,15,26,141,0,5.4,67,1222,0,18.2
6,Pittsburgh Steelers,15,46,395,0,8.6,65,1083,0,16.7
7,Cleveland Browns,15,17,93,0,5.5,72,1343,0,18.7
8,Indianapolis Colts,15,39,376,0,9.6,60,1068,0,17.8
9,Denver Broncos,15,34,424,2,12.5,61,1168,0,19.1
10,Green Bay Packers,15,54,422,0,7.8,61,1140,0,18.7
11,New Orleans Saints,15,29,199,0,6.9,55,1115,0,20.3
12,Seattle Seahawks,15,32,251,1,7.8,67,1379,1,20.6
13,Philadelphia Eagles,15,54,469,0,8.7,59,1276,0,21.6
14,Cincinnati Bengals,15,42,299,0,7.1,62,1145,0,18.5
15,Kansas City Chiefs,15,43,442,0,10.3,55,1263,1,23.0
16,Los Angeles Rams,15,43,317,0,7.4,57,1112,0,19.5
17,Houston Oilers,15,43,454,0,10.6,57,1177,0,20.6
18,Los Angeles Raiders,15,34,256,0,7.5,59,1136,0,19.3
19,Dallas Cowboys,15,45,376,1,8.4,65,1281,0,19.7
20,Detroit Lions,15,34,177,0,5.2,56,1089,0,19.4
21,San Diego Chargers,15,43,429,1,10.0,50,985,1,19.7
22,Chicago Bears,15,26,339,1,13.0,58,1054,0,18.2
23,Minnesota Vikings,15,44,424,0,9.6,64,1173,0,18.3
24,New York Jets,15,33,162,0,4.9,54,1013,0,18.8
25,St. Louis Cardinals,15,36,489,1,13.6,59,1063,0,18.0
26,Atlanta Falcons,15,48,541,1,11.3,44,915,1,20.8
27,New York Giants,15,51,811,2,15.9,68,1463,0,21.5
28,Washington Redskins,15,37,231,0,6.2,63,1352,1,21.5
,Avg Team,,38.9,353.9,0.4,9.1,60.0,1166.6,0.2,19.4
,League Total,,1088,9909,11,9.1,1681,32664,6,19.4
,Avg Tm/G,,2.6,23.6,0.0,9.1,4.0,77.8,0.0,19.4
