Rk,Tm,G,Ret,Yds,TD,Y/R,Rt,Yds,TD,Y/Rt
1,Buffalo Bills,16,23,226,0,9.8,68,1504,0,22.1
2,Jacksonville Jaguars,16,35,250,0,7.1,64,1474,0,23.0
3,Green Bay Packers,16,39,333,0,8.5,72,1565,0,21.7
4,Tennessee Titans,16,45,335,0,7.4,76,1596,2,21.0
5,Seattle Seahawks,16,36,370,1,10.3,81,1500,0,18.5
6,Philadelphia Eagles,16,59,490,0,8.3,57,1305,0,22.9
7,Tampa Bay Buccaneers,16,49,360,0,7.3,61,1074,0,17.6
8,Chicago Bears,16,36,266,0,7.4,57,948,0,16.6
9,Dallas Cowboys,16,43,459,1,10.7,62,1259,0,20.3
10,Pittsburgh Steelers,16,33,342,1,10.4,67,1209,0,18.0
11,Carolina Panthers,16,31,156,0,5.0,76,1425,0,18.8
12,Minnesota Vikings,16,28,246,0,8.8,69,1423,0,20.6
13,Oakland Raiders,16,38,479,1,12.6,77,1626,0,21.1
14,San Francisco 49ers,16,33,399,2,12.1,47,1093,1,23.3
15,San Diego Chargers,16,37,315,0,8.5,67,1550,0,23.1
16,Washington Redskins,16,27,279,2,10.3,77,1772,1,23.0
17,St. Louis Rams,16,21,134,0,6.4,85,2115,0,24.9
18,Atlanta Falcons,16,26,119,0,4.6,55,1221,2,22.2
19,Indianapolis Colts,16,25,416,0,16.6,83,1822,0,22.0
20,New England Patriots,16,36,345,0,9.6,64,1441,0,22.5
21,New York Jets,16,47,427,0,9.1,63,1589,0,25.2
22,Detroit Lions,16,42,402,0,9.6,60,1242,1,20.7
23,Arizona Cardinals,16,53,340,0,6.4,59,1224,2,20.7
24,Baltimore Ravens,16,43,468,1,10.9,70,1479,0,21.1
25,Cleveland Browns,16,64,730,2,11.4,42,764,0,18.2
26,New Orleans Saints,16,43,283,1,6.6,60,1473,1,24.6
27,New York Giants,16,38,405,1,10.7,53,1152,1,21.7
28,Miami Dolphins,16,42,424,0,10.1,58,1282,1,22.1
29,Denver Broncos,16,43,600,1,14.0,70,1457,0,20.8
30,Cincinnati Bengals,16,45,498,1,11.1,57,1068,0,18.7
31,Kansas City Chiefs,16,46,406,1,8.8,78,1544,1,19.8
,Avg Team,,39.6,370.9,0.5,9.4,65.6,1393.4,0.4,21.2
,League Total,,1229,11497,16,9.4,2035,43196,13,21.2
,Avg Tm/G,,2.5,23.2,0.0,9.4,4.1,87.1,0.0,21.2
