Tm,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd
Pittsburgh Steelers,39.0,373.0,1.0,9.6,67.0,1314.0,0.0,19.6,6700.0
Green Bay Packers,41.0,396.0,0.0,9.7,60.0,1197.0,1.0,20.0,6214.0
Philadelphia Eagles,53.0,416.0,0.0,7.8,47.0,764.0,0.0,16.3,5800.0
Tampa Bay Buccaneers,39.0,361.0,0.0,9.3,60.0,1047.0,0.0,17.5,5787.0
Seattle Seahawks,38.0,325.0,1.0,8.6,60.0,1280.0,0.0,21.3,6404.0
Cincinnati Bengals,29.0,280.0,1.0,9.7,69.0,1225.0,0.0,17.8,6767.0
Los Angeles Rams,37.0,320.0,0.0,8.6,59.0,1070.0,0.0,18.1,6302.0
Washington Redskins,46.0,610.0,2.0,13.3,49.0,926.0,0.0,18.9,7371.0
New Orleans Saints,44.0,317.0,0.0,7.2,50.0,879.0,0.0,17.6,6286.0
Phoenix Cardinals,41.0,307.0,0.0,7.5,52.0,972.0,0.0,18.7,5759.0
San Francisco 49ers,42.0,320.0,0.0,7.6,50.0,1028.0,1.0,20.6,7516.0
Chicago Bears,47.0,340.0,0.0,7.2,45.0,763.0,0.0,17.0,6371.0
San Diego Chargers,33.0,328.0,0.0,9.9,55.0,1171.0,1.0,21.3,6761.0
Atlanta Falcons,35.0,286.0,0.0,8.2,52.0,997.0,1.0,19.2,6761.0
New England Patriots,31.0,211.0,0.0,6.8,56.0,1108.0,1.0,19.8,6198.0
Cleveland Browns,31.0,251.0,0.0,8.1,55.0,888.0,0.0,16.1,6086.0
New York Giants,36.0,336.0,1.0,9.3,50.0,917.0,0.0,18.3,6317.0
Detroit Lions,26.0,385.0,1.0,14.8,57.0,1170.0,0.0,20.5,6502.0
Houston Oilers,36.0,244.0,0.0,6.8,46.0,835.0,0.0,18.2,7357.0
Kansas City Chiefs,34.0,258.0,0.0,7.6,48.0,978.0,0.0,20.4,6861.0
Indianapolis Colts,27.0,171.0,0.0,6.3,55.0,1061.0,1.0,19.3,5483.0
New York Jets,23.0,157.0,0.0,6.8,58.0,1003.0,0.0,17.3,6760.0
Los Angeles Raiders,29.0,330.0,1.0,11.4,52.0,928.0,0.0,17.8,5948.0
Dallas Cowboys,29.0,309.0,1.0,10.7,52.0,1127.0,1.0,21.7,6862.0
Miami Dolphins,30.0,258.0,0.0,8.6,50.0,890.0,0.0,17.8,6570.0
Denver Broncos,41.0,284.0,0.0,6.9,37.0,687.0,0.0,18.6,6325.0
Buffalo Bills,26.0,281.0,0.0,10.8,52.0,970.0,1.0,18.7,7780.0
Minnesota Vikings,30.0,225.0,0.0,7.5,44.0,899.0,0.0,20.4,6336.0
Avg Team,35.5,310.0,0.3,8.7,53.1,1003.4,0.3,18.9,6506.6
