Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,New Orleans Saints,16,,,6,6,13,11,9,6,4,2,32,25,78.1%,38,38,100.0%,87,3787,61,1,43.5
2,Washington Redskins,16,,,9,9,12,10,17,10,5,2,43,31,72.1%,56,56,100.0%,55,2189,61,3,39.8
3,Philadelphia Eagles,16,2,2,8,8,10,9,10,8,3,1,33,28,84.8%,29,27,93.1%,88,3682,77,1,41.8
4,Atlanta Falcons,16,,,12,11,4,4,8,5,2,1,26,21,80.8%,41,40,97.6%,82,3491,60,0,42.6
5,Detroit Lions,16,1,1,4,3,10,8,9,5,4,2,28,19,67.9%,40,40,100.0%,75,3092,63,0,41.2
6,Denver Broncos,16,5,5,10,10,12,9,9,3,,,36,27,75.0%,32,31,96.9%,74,3088,71,1,41.7
7,Green Bay Packers,16,,,9,9,5,4,9,4,1,1,24,18,75.0%,31,31,100.0%,86,3473,62,0,40.4
8,Buffalo Bills,16,1,1,8,7,7,3,9,5,4,2,29,18,62.1%,58,56,96.6%,54,2085,58,0,38.6
9,Pittsburgh Steelers,16,,,10,8,11,9,6,5,6,1,33,23,69.7%,31,31,100.0%,75,3036,63,1,40.5
10,New York Jets,16,3,3,19,15,12,10,7,2,2,,43,30,69.8%,32,32,100.0%,64,2521,61,0,39.4
11,San Diego Chargers,16,1,1,6,6,8,6,10,4,4,2,29,19,65.5%,31,31,100.0%,77,3104,60,1,40.3
12,Cleveland Browns,16,2,1,3,2,9,8,6,3,2,2,22,16,72.7%,34,33,97.1%,80,3397,65,0,42.5
13,Seattle Seahawks,16,1,1,6,5,14,11,7,6,3,2,31,25,80.6%,28,27,96.4%,76,3085,60,0,40.6
14,San Francisco 49ers,16,,,5,5,10,3,10,4,3,2,28,14,50.0%,50,49,98.0%,56,2197,58,0,39.2
15,Chicago Bears,16,1,1,11,9,5,3,9,5,3,1,29,19,65.5%,34,32,94.1%,70,2855,64,1,40.8
16,Dallas Cowboys,16,2,2,6,6,11,9,13,6,7,4,39,27,69.2%,37,37,100.0%,57,2426,64,0,42.6
17,New England Patriots,16,1,1,5,4,15,10,7,5,1,,29,20,69.0%,21,19,90.5%,82,3278,93,2,40.0
18,Los Angeles Raiders,16,3,3,7,7,13,10,7,7,4,2,34,29,85.3%,30,29,96.7%,67,2961,61,0,44.2
19,Miami Dolphins,16,2,2,9,9,12,11,11,8,5,3,39,33,84.6%,35,34,97.1%,57,2597,64,1,45.6
20,Houston Oilers,16,2,2,12,11,9,6,5,3,3,1,31,23,74.2%,45,41,91.1%,53,2298,60,2,43.4
21,Minnesota Vikings,16,,,9,9,3,3,7,3,5,2,24,17,70.8%,35,34,97.1%,68,3095,65,0,45.5
22,Tampa Bay Buccaneers,16,1,1,4,4,11,7,4,3,,,20,15,75.0%,22,22,100.0%,84,3389,56,0,40.3
23,Phoenix Cardinals,16,,,6,6,7,7,10,5,7,3,30,21,70.0%,19,19,100.0%,77,3490,60,1,45.3
24,New York Giants,16,,,7,7,9,7,12,9,3,1,31,24,77.4%,30,29,96.7%,64,2768,61,0,43.3
25,Cincinnati Bengals,16,,,10,9,10,8,6,5,6,2,32,24,75.0%,27,27,100.0%,65,2828,62,0,43.5
26,Kansas City Chiefs,16,2,2,11,11,8,8,7,4,2,,30,25,83.3%,35,35,100.0%,57,2303,57,0,40.4
27,Indianapolis Colts,16,1,1,5,5,4,3,13,5,3,1,26,15,57.7%,14,14,100.0%,82,3492,65,0,42.6
28,Los Angeles Rams,16,,,4,4,8,8,3,3,2,2,17,17,100.0%,26,25,96.2%,75,2895,52,1,38.6
,Avg Team,,1.1,1.1,7.9,7.3,9.4,7.3,8.6,5.0,3.4,1.5,30.3,22.3,73.5%,33.6,32.8,97.7%,71.0,2960.8,63,0.6,41.7
,League Total,,31,30,221,205,262,205,240,141,94,42,848,623,73.5%,941,919,97.7%,1987,82902,93,16,41.7
,Avg Tm/G,,0.1,0.1,0.5,0.5,0.6,0.5,0.5,0.3,0.2,0.1,1.9,1.4,73.5%,2.1,2.1,97.7%,4.4,185.0,,0.0,41.7
