Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,Baltimore Ravens,16,,,16,16,6,6,14,11,4,1,40,34,85.0%,35,35,100.0%,91,3712,67,0,40.8
2,New England Patriots,16,,,17,16,8,4,8,5,1,,34,25,73.5%,38,37,97.4%,88,3304,52,1,37.5
3,Kansas City Chiefs,16,,,3,3,8,8,8,5,1,,20,16,80.0%,59,58,98.3%,81,3195,68,1,39.4
4,Dallas Cowboys,16,,,11,11,6,5,7,4,5,3,29,23,79.3%,31,30,96.8%,95,3697,59,0,38.9
5,Tennessee Titans,16,,,5,5,14,14,16,12,2,1,37,32,86.5%,44,43,97.7%,71,3117,58,0,43.9
6,Philadelphia Eagles,16,,,9,9,7,7,10,6,3,2,29,24,82.8%,42,42,100.0%,79,3207,60,0,40.6
7,Oakland Raiders,16,,,6,6,6,6,10,9,3,1,25,22,88.0%,29,28,96.6%,96,4503,73,0,46.9
8,Pittsburgh Steelers,16,,,12,9,7,6,12,7,1,1,32,23,71.9%,32,31,96.9%,85,3563,72,1,41.9
9,Carolina Panthers,16,,,13,13,8,6,13,11,4,2,38,32,84.2%,30,29,96.7%,81,3599,64,3,44.4
10,Green Bay Packers,16,,,5,5,11,11,9,6,1,1,26,23,88.5%,51,51,100.0%,71,2933,60,0,41.3
11,Indianapolis Colts,16,,,17,17,7,7,12,12,1,1,37,37,100.0%,46,46,100.0%,64,2688,55,1,42.0
12,San Francisco 49ers,16,,,13,11,12,7,10,8,2,,37,26,70.3%,41,38,92.7%,69,2668,56,1,38.7
13,Miami Dolphins,16,,,9,9,6,3,8,6,6,4,29,22,75.9%,34,33,97.1%,84,3274,57,0,39.0
14,Seattle Seahawks,16,,,5,5,11,10,11,6,3,1,30,22,73.3%,48,48,100.0%,69,2844,61,2,41.2
15,St. Louis Rams,16,,,16,16,13,11,9,8,4,4,42,39,92.9%,46,46,100.0%,59,2525,57,0,42.8
16,Atlanta Falcons,16,,,6,6,11,9,7,4,3,,27,19,70.4%,33,32,97.0%,87,3473,54,0,39.9
17,Houston Texans,16,1,1,3,3,8,8,6,5,4,1,22,18,81.8%,27,27,100.0%,97,4028,58,0,41.5
18,Detroit Lions,16,,,7,7,6,6,6,5,4,4,23,22,95.7%,27,26,96.3%,96,3830,58,1,39.9
19,Washington Redskins,16,,,8,8,9,7,9,6,7,4,33,25,75.8%,27,26,96.3%,84,3377,69,0,40.2
20,Chicago Bears,16,1,1,4,4,13,9,14,9,4,3,36,26,72.2%,27,27,100.0%,81,3340,53,2,41.2
21,Tampa Bay Buccaneers,16,,,9,9,6,3,8,3,3,1,26,16,61.5%,34,33,97.1%,83,3590,60,0,43.3
22,Denver Broncos,16,,,12,11,6,6,11,9,3,2,32,28,87.5%,41,41,100.0%,70,3023,62,2,43.2
23,Cincinnati Bengals,16,,,5,5,10,10,8,7,2,,25,22,88.0%,40,40,100.0%,77,3045,58,0,39.5
24,New York Giants,16,,,8,6,11,9,8,5,,,27,20,74.1%,23,23,100.0%,91,3681,59,1,40.5
25,New Orleans Saints,16,,,6,6,12,10,9,5,3,1,30,22,73.3%,37,36,97.3%,72,3188,59,1,44.3
26,San Diego Chargers,16,1,1,6,6,3,3,7,3,3,2,20,15,75.0%,36,36,100.0%,83,3456,56,0,41.6
27,Minnesota Vikings,16,,,7,7,8,6,7,4,3,1,25,18,72.0%,48,48,100.0%,64,2501,55,1,39.1
28,Buffalo Bills,16,,,12,11,3,3,7,3,2,,24,17,70.8%,24,24,100.0%,85,3788,71,0,44.6
29,Jacksonville Jaguars,16,,,11,10,8,4,12,5,2,1,33,20,60.6%,30,30,100.0%,69,2895,58,1,42.0
30,Arizona Cardinals,16,,,8,8,10,5,5,4,3,1,26,18,69.2%,20,19,95.0%,83,3554,64,1,42.8
31,New York Jets,16,,,5,5,15,15,8,7,4,,32,27,84.4%,24,24,100.0%,72,2692,55,1,37.4
32,Cleveland Browns,16,3,3,7,7,8,5,8,6,2,2,28,23,82.1%,24,23,95.8%,73,3048,60,0,41.8
,Avg Team,,0.2,0.2,8.8,8.4,8.7,7.2,9.3,6.4,2.9,1.4,29.8,23.6,79.2%,35.3,34.7,98.4%,79.7,3291.8,60,0.7,41.3
,League Total,,6,6,281,270,277,229,297,206,93,45,954,756,79.2%,1128,1110,98.4%,2550,105338,73,21,41.3
,Avg Tm/G,,,,0.5,0.5,0.5,0.4,0.6,0.4,0.2,0.1,1.9,1.5,79.2%,2.2,2.2,98.4%,5.0,205.7,,0.0,41.3
