Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,Buffalo Bills,16,2,2,13,11,6,4,13,9,1,,35,26,74.3%,31,31,100.0%,96,3700,57,1,38.5
2,Tampa Bay Buccaneers,16,,,8,8,10,8,9,7,7,5,34,28,82.4%,42,42,100.0%,85,3551,63,0,41.8
3,Miami Dolphins,16,,,8,7,10,9,13,12,,,31,28,90.3%,34,33,97.1%,92,3870,70,0,42.1
4,Oakland Raiders,16,2,2,6,6,8,6,14,8,4,1,34,23,67.6%,56,56,100.0%,66,3030,69,1,45.9
5,Baltimore Ravens,16,2,2,9,9,13,12,12,10,3,2,39,35,89.7%,30,30,100.0%,86,3457,55,0,40.2
6,Philadelphia Eagles,16,1,1,6,6,15,14,10,7,1,1,33,29,87.9%,36,34,94.4%,86,3635,60,0,42.3
7,Pittsburgh Steelers,16,1,1,8,8,10,9,9,6,2,1,30,25,83.3%,33,32,97.0%,91,3988,67,1,43.8
8,Detroit Lions,16,2,2,7,6,12,10,7,4,2,2,30,24,80.0%,29,29,100.0%,95,4131,59,2,43.5
9,Jacksonville Jaguars,16,2,2,7,6,11,9,10,9,3,3,33,29,87.9%,38,38,100.0%,79,3311,65,0,41.9
10,Denver Broncos,16,,,13,13,8,7,11,5,2,1,34,26,76.5%,53,53,100.0%,62,2495,62,1,40.2
11,New York Jets,16,1,1,9,8,8,6,13,7,3,1,34,23,67.6%,32,32,100.0%,83,3714,70,0,44.7
12,Green Bay Packers,16,,,8,7,10,10,15,13,5,3,38,33,86.8%,32,32,100.0%,79,3033,53,0,38.4
13,New England Patriots,16,,,13,11,9,8,8,7,3,1,33,27,81.8%,25,25,100.0%,90,3841,62,1,42.7
14,Tennessee Titans,16,,,15,13,8,7,9,6,2,1,34,27,79.4%,38,37,97.4%,76,3101,67,0,40.8
15,Kansas City Chiefs,16,1,1,6,6,11,7,6,3,,,24,17,70.8%,40,40,100.0%,82,3656,68,0,44.6
16,San Diego Chargers,16,1,1,3,3,7,5,10,7,4,2,25,18,72.0%,27,27,100.0%,92,4248,66,0,46.2
17,Chicago Bears,16,1,1,5,5,9,7,10,6,2,2,27,21,77.8%,21,21,100.0%,96,3624,56,0,37.8
18,Cleveland Browns,16,3,3,4,4,5,5,5,2,,,17,14,82.4%,17,17,100.0%,108,4919,67,0,45.5
19,New York Giants,16,,,9,9,9,6,7,4,,,25,19,76.0%,37,37,100.0%,80,3251,64,1,40.6
20,New Orleans Saints,16,1,1,6,6,5,4,15,12,2,,29,23,79.3%,37,37,100.0%,74,3043,58,0,41.1
21,Atlanta Falcons,16,,,6,6,7,6,15,11,3,2,31,25,80.6%,23,23,100.0%,85,3488,60,1,41.0
22,Washington Redskins,16,2,,11,11,9,5,7,3,2,1,30,20,66.7%,29,27,93.1%,79,3160,53,0,40.0
23,Indianapolis Colts,16,1,1,6,6,13,13,6,5,1,,27,25,92.6%,46,46,100.0%,65,2906,65,0,44.7
24,San Francisco 49ers,16,,,7,6,8,6,6,3,1,,22,15,68.2%,45,43,95.6%,70,2767,56,1,39.5
25,Cincinnati Bengals,16,,,5,5,9,5,7,2,,,21,12,57.1%,21,21,100.0%,94,3775,57,0,40.2
26,Seattle Seahawks,16,1,1,7,6,4,2,10,9,4,3,26,21,80.8%,33,33,100.0%,75,3000,57,1,40.0
27,Carolina Panthers,16,1,1,15,13,9,8,8,7,2,2,35,31,88.6%,29,29,100.0%,66,2536,66,2,38.4
28,Minnesota Vikings,16,1,1,5,5,9,9,7,7,1,,23,22,95.7%,45,45,100.0%,62,2773,60,0,44.7
29,St. Louis Rams,16,2,2,7,7,8,7,7,6,3,2,27,24,88.9%,58,58,100.0%,44,1776,59,1,40.4
30,Dallas Cowboys,16,2,2,6,5,11,9,13,9,1,,33,25,75.8%,27,27,100.0%,68,2852,60,0,41.9
31,Arizona Cardinals,16,1,1,2,2,11,9,5,2,4,2,23,16,69.6%,19,18,94.7%,65,2871,55,0,44.2
,Avg Team,,1.0,0.9,7.7,7.2,9.1,7.5,9.6,6.7,2.2,1.2,29.6,23.6,79.7%,34.3,34.0,99.1%,79.7,3338.8,61,0.5,41.9
,League Total,,31,29,240,224,282,232,297,208,68,38,917,731,79.7%,1063,1053,99.1%,2471,103502,70,14,41.9
,Avg Tm/G,,0.1,0.1,0.5,0.5,0.6,0.5,0.6,0.4,0.1,0.1,1.8,1.5,79.7%,2.1,2.1,99.1%,5.0,208.7,,0.0,41.9
