Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,Tampa Bay Buccaneers,16,,,8,7,15,14,10,6,6,5,39,32,82.1%,32,32,100.0%,91,3879,71,0,42.6
2,Houston Texans,16,1,,3,3,1,1,14,11,5,2,24,17,70.8%,20,20,100.0%,116,4803,62,2,41.4
3,Carolina Panthers,16,1,1,6,4,4,2,11,6,3,2,25,15,60.0%,29,29,100.0%,105,4781,67,1,45.5
4,Green Bay Packers,16,1,1,9,8,13,12,10,7,1,,34,28,82.4%,44,44,100.0%,79,3296,57,0,41.7
5,Dallas Cowboys,16,,,3,3,7,5,8,4,1,,19,12,63.2%,25,25,100.0%,113,4609,60,1,40.8
6,Philadelphia Eagles,16,,,9,9,16,14,7,6,2,1,34,30,88.2%,43,43,100.0%,79,3197,63,0,40.5
7,San Diego Chargers,16,,,8,8,6,5,9,4,3,1,26,18,69.2%,36,35,97.2%,89,3621,63,2,40.7
8,Atlanta Falcons,16,,,10,8,14,12,13,11,3,1,40,32,80.0%,43,42,97.7%,67,2804,59,0,41.9
9,Detroit Lions,16,,,8,8,9,8,8,7,3,,28,23,82.1%,31,31,100.0%,91,3838,57,0,42.2
10,Kansas City Chiefs,16,,,6,6,11,11,9,5,1,1,27,23,85.2%,54,54,100.0%,65,2460,56,1,37.8
11,Cleveland Browns,16,,,10,9,8,6,7,5,3,2,28,22,78.6%,35,34,97.1%,83,3424,59,0,41.3
12,Chicago Bears,16,,,4,4,6,5,10,8,8,5,28,22,78.6%,29,29,100.0%,87,3679,75,0,42.3
13,Baltimore Ravens,16,,,9,9,5,4,10,7,1,1,26,21,80.8%,33,33,100.0%,84,3484,61,2,41.5
14,Miami Dolphins,16,,,14,13,3,2,11,7,3,2,31,24,77.4%,43,42,97.7%,69,2772,56,0,40.2
15,Oakland Raiders,16,,,11,10,8,7,12,7,2,2,33,26,78.8%,50,50,100.0%,59,2505,70,1,42.5
16,Jacksonville Jaguars,16,,,11,11,8,6,6,2,2,,27,19,70.4%,33,33,100.0%,81,3583,64,0,44.2
17,New Orleans Saints,16,,,9,9,13,11,12,11,1,,35,31,88.6%,37,37,100.0%,69,2860,59,0,41.4
18,Buffalo Bills,16,,,8,7,10,8,10,7,5,3,33,25,75.8%,40,40,100.0%,67,2887,84,1,43.1
19,Pittsburgh Steelers,16,1,1,8,7,15,11,14,9,2,1,40,29,72.5%,37,35,94.6%,63,2625,62,1,41.7
20,San Francisco 49ers,16,1,1,12,10,9,8,13,7,1,,36,26,72.2%,39,39,100.0%,65,2532,60,1,39.0
21,Arizona Cardinals,16,,,7,6,2,2,8,6,4,1,21,15,71.4%,29,29,100.0%,89,3908,58,1,43.9
22,New England Patriots,16,,,6,6,12,12,10,8,2,1,30,27,90.0%,36,36,100.0%,71,2762,55,1,38.9
23,Minnesota Vikings,16,1,1,11,11,6,6,10,4,1,1,29,23,79.3%,44,41,93.2%,63,2514,59,1,39.9
24,New York Giants,16,2,2,7,7,19,14,4,3,,,32,26,81.3%,32,30,93.8%,71,2659,65,0,37.5
25,Denver Broncos,16,1,1,9,9,9,7,11,5,6,4,36,26,72.2%,43,42,97.7%,55,2226,63,2,40.5
26,St. Louis Rams,16,,,5,5,10,8,9,6,1,,25,19,76.0%,37,37,100.0%,72,3020,64,0,41.9
27,Tennessee Titans,16,,,9,9,12,10,8,5,2,1,31,25,80.6%,36,36,100.0%,66,2767,56,1,41.9
28,New York Jets,16,,,9,9,11,9,10,6,1,,31,24,77.4%,37,35,94.6%,64,2612,65,0,40.8
29,Indianapolis Colts,16,1,1,8,7,7,6,12,6,3,3,31,23,74.2%,34,34,100.0%,67,2712,69,1,40.5
30,Washington Redskins,16,,,6,6,9,6,9,3,1,1,25,16,64.0%,34,33,97.1%,73,2895,74,1,39.7
31,Seattle Seahawks,16,1,1,9,9,10,8,5,4,4,1,29,23,79.3%,38,38,100.0%,61,2542,58,0,41.7
32,Cincinnati Bengals,16,2,2,5,5,3,3,5,3,3,2,18,15,83.3%,32,30,93.8%,73,2826,57,1,38.7
,Avg Team,,0.4,0.4,8.0,7.6,9.1,7.6,9.5,6.1,2.6,1.4,29.7,23.0,77.5%,36.4,35.9,98.5%,76.5,3158.8,63,0.7,41.3
,League Total,,13,12,257,242,291,243,305,196,84,44,951,737,77.5%,1165,1148,98.5%,2447,101082,84,22,41.3
,Avg Tm/G,,,,0.5,0.5,0.6,0.5,0.6,0.4,0.2,0.1,1.9,1.4,77.5%,2.3,2.2,98.5%,4.8,197.4,,0.0,41.3
