Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,Pittsburgh Steelers,16,1,1,8,7,9,8,9,7,2,1,29,24,82.8%,32,32,100.0%,97,3849,64,0,39.7
2,Green Bay Packers,16,1,1,11,11,6,4,5,2,3,1,26,19,73.1%,43,41,95.3%,81,3351,70,0,41.4
3,Philadelphia Eagles,16,1,1,8,8,10,10,6,2,,,25,21,84.0%,33,33,100.0%,92,3727,80,0,40.5
4,Arizona Cardinals,16,,,12,11,5,4,9,6,4,1,30,22,73.3%,21,21,100.0%,98,3997,54,0,40.8
5,Dallas Cowboys,16,3,3,4,3,12,10,9,6,1,,29,22,75.9%,48,48,100.0%,70,2935,58,0,41.9
6,Minnesota Vikings,16,,,13,13,13,12,10,8,3,1,39,34,87.2%,30,30,100.0%,77,3301,67,0,42.9
7,New York Giants,16,3,3,6,6,12,9,6,3,1,1,28,22,78.6%,28,27,96.4%,89,3660,63,2,41.1
8,Kansas City Chiefs,16,3,3,17,15,6,4,4,3,,,30,25,83.3%,30,30,100.0%,85,3582,61,0,42.1
9,San Diego Chargers,16,,,12,12,15,15,9,5,2,2,38,34,89.5%,33,33,100.0%,72,2951,59,0,41.0
10,Denver Broncos,16,,,11,11,11,11,12,7,3,1,37,30,81.1%,29,29,100.0%,76,3258,59,0,42.9
11,Washington Redskins,16,,,11,9,6,5,8,5,3,1,28,20,71.4%,32,30,93.8%,82,3639,65,0,44.4
12,Seattle Seahawks,16,1,1,1,1,11,11,9,6,2,1,24,20,83.3%,26,25,96.2%,91,3905,64,0,42.9
13,Cleveland Browns,16,1,1,7,7,11,10,8,8,1,,28,26,92.9%,32,32,100.0%,80,3211,65,0,40.1
14,New England Patriots,16,,,14,14,12,9,8,4,,,35,27,77.1%,36,36,100.0%,69,2841,67,0,41.2
15,New Orleans Saints,16,,,9,9,14,11,10,8,6,,39,28,71.8%,32,32,100.0%,67,2920,57,0,43.6
16,Cincinnati Bengals,16,1,1,8,8,10,8,10,9,4,2,33,28,84.8%,25,24,96.0%,80,3505,64,1,43.8
17,Atlanta Falcons,16,,,9,9,7,7,4,4,5,1,25,21,84.0%,32,32,100.0%,79,3121,61,0,39.5
18,San Francisco 49ers,16,1,1,4,4,6,5,8,5,1,,20,15,75.0%,62,60,96.8%,54,2235,60,0,41.4
19,Los Angeles Raiders,16,1,1,5,5,9,6,11,8,2,2,28,22,78.6%,31,31,100.0%,77,3377,65,0,43.9
20,Indianapolis Colts,16,1,1,5,5,7,3,9,5,2,2,24,16,66.7%,37,37,100.0%,74,3134,60,1,42.4
21,Houston Oilers,16,,,5,4,4,4,8,7,3,1,20,16,80.0%,18,18,100.0%,96,4115,58,0,42.9
22,New York Jets,16,,,8,8,7,6,8,6,,,23,20,87.0%,27,26,96.3%,84,3534,64,0,42.1
23,Buffalo Bills,16,,,12,11,7,6,7,5,2,2,28,24,85.7%,38,38,100.0%,67,2799,71,0,41.8
24,Detroit Lions,16,,,7,6,7,7,8,5,5,,27,18,66.7%,40,39,97.5%,64,2826,64,1,44.2
25,Los Angeles Rams,16,2,2,9,9,7,6,5,1,,,23,18,78.3%,28,28,100.0%,78,3494,62,0,44.8
26,Chicago Bears,16,1,1,7,7,9,6,8,5,4,2,29,21,72.4%,24,24,100.0%,76,2871,57,0,37.8
27,Tampa Bay Buccaneers,16,,,8,8,12,10,10,4,5,1,35,23,65.7%,20,20,100.0%,74,2853,53,0,38.6
28,Miami Dolphins,16,1,1,8,8,10,6,10,8,2,1,31,24,77.4%,35,35,100.0%,60,2412,58,0,40.2
,Avg Team,,0.8,0.8,8.5,8.2,9.1,7.6,8.1,5.4,2.4,0.9,29.0,22.9,78.9%,32.2,31.8,98.8%,78.2,3264.4,63,0.2,41.8
,League Total,,22,22,239,229,255,213,228,152,66,24,811,640,78.9%,902,891,98.8%,2189,91403,80,5,41.8
,Avg Tm/G,,,,0.5,0.5,0.6,0.5,0.5,0.3,0.1,0.1,1.8,1.4,78.9%,2.0,2.0,98.8%,4.9,204.0,,0.0,41.8
