Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,Seattle Seahawks,16,,,12,12,5,5,12,8,5,3,34,28,82.4%,43,43,100.0%,86,3436,62,0,40.0
2,Chicago Bears,16,,,7,7,13,12,14,12,2,,36,31,86.1%,33,33,100.0%,94,3934,60,0,41.9
3,Arizona Cardinals,16,2,2,5,5,8,6,6,5,9,3,30,21,70.0%,48,47,97.9%,80,3238,61,1,40.5
4,San Diego Chargers,16,,,11,11,6,5,8,7,2,1,27,24,88.9%,46,46,100.0%,82,3781,70,1,46.1
5,Green Bay Packers,16,1,1,8,8,11,10,14,9,5,3,39,31,79.5%,48,48,100.0%,62,2753,72,2,44.4
6,Carolina Panthers,16,2,2,6,6,9,8,9,6,2,2,28,24,85.7%,27,27,100.0%,92,4038,64,0,43.9
7,Dallas Cowboys,16,,,12,10,7,7,7,7,5,2,31,26,83.9%,53,53,100.0%,63,2970,64,0,47.1
8,Atlanta Falcons,16,,,10,9,12,12,10,5,,,34,26,76.5%,25,25,100.0%,88,3824,63,0,43.5
9,San Francisco 49ers,16,1,1,5,5,6,6,5,5,2,,19,17,89.5%,22,22,100.0%,105,4968,74,0,47.3
10,Tampa Bay Buccaneers,16,,,12,11,11,11,7,6,3,,33,28,84.8%,34,34,100.0%,78,3426,61,1,43.9
11,Minnesota Vikings,16,,,3,3,6,6,11,10,4,1,24,20,83.3%,40,39,97.5%,81,3621,70,0,44.7
12,Kansas City Chiefs,16,,,4,4,13,9,9,6,1,,27,19,70.4%,21,21,100.0%,96,4367,81,1,45.5
13,New England Patriots,16,,,10,10,9,8,5,3,,,24,21,87.5%,74,74,100.0%,45,1862,64,1,41.4
14,Cleveland Browns,16,2,2,10,9,8,7,8,7,2,1,30,26,86.7%,43,42,97.7%,69,2895,64,0,42.0
15,Philadelphia Eagles,16,,,12,12,10,10,6,1,4,1,32,24,75.0%,36,36,100.0%,73,3066,65,0,42.0
16,New York Giants,16,1,1,10,9,8,5,8,8,,,27,23,85.2%,42,40,95.2%,72,2905,60,1,40.3
17,Washington Redskins,16,,,10,10,10,8,15,11,,,35,29,82.9%,30,29,96.7%,75,3072,64,0,41.0
18,Tennessee Titans,16,,,12,10,12,12,10,9,5,4,39,35,89.7%,28,28,100.0%,73,3060,66,0,41.9
19,Detroit Lions,16,1,1,5,4,12,10,13,11,4,3,35,29,82.9%,36,35,97.2%,68,3010,58,0,44.3
20,Baltimore Ravens,16,1,1,11,11,7,7,12,8,1,,32,27,84.4%,26,26,100.0%,79,3441,64,1,43.6
21,Pittsburgh Steelers,16,,,9,9,10,10,5,4,1,,25,23,92.0%,44,44,100.0%,68,2880,59,0,42.4
22,St. Louis Rams,16,,,8,7,7,6,13,8,4,3,32,24,75.0%,25,25,100.0%,78,3684,80,0,47.2
23,Oakland Raiders,16,,,4,4,7,6,10,7,11,6,32,23,71.9%,28,28,100.0%,73,3585,70,0,49.1
24,Indianapolis Colts,16,1,1,15,14,10,8,2,,1,,29,23,79.3%,51,49,96.1%,52,2181,63,0,41.9
25,Buffalo Bills,16,,,11,11,7,7,6,4,3,2,27,24,88.9%,24,24,100.0%,81,3302,75,0,40.8
26,New York Jets,16,1,1,11,11,12,10,8,6,4,1,36,29,80.6%,24,23,95.8%,72,3106,62,1,43.1
27,Cincinnati Bengals,16,1,1,12,11,13,13,7,6,1,,34,31,91.2%,37,37,100.0%,59,2437,55,0,41.3
28,New Orleans Saints,16,,,5,4,6,5,5,4,6,2,22,15,68.2%,42,42,100.0%,63,2757,61,0,43.8
29,Miami Dolphins,16,,,7,7,6,6,9,7,1,1,23,21,91.3%,26,26,100.0%,77,3327,61,0,43.2
30,Jacksonville Jaguars,16,2,2,9,9,6,6,7,4,,,24,21,87.5%,48,46,95.8%,54,2249,76,0,41.6
31,Houston Texans,16,1,1,7,6,6,6,10,7,5,5,29,25,86.2%,40,40,100.0%,55,2296,59,0,41.7
32,Denver Broncos,16,,,11,11,6,6,12,9,2,1,31,27,87.1%,33,33,100.0%,60,2721,65,2,45.4
,Avg Team,,0.5,0.5,8.9,8.4,8.7,7.9,8.8,6.6,3.0,1.4,30.0,24.8,82.8%,36.8,36.4,99.0%,73.5,3193.5,65,0.4,43.4
,League Total,,17,17,284,270,279,253,283,210,95,45,960,795,82.8%,1177,1165,99.0%,2353,102192,81,12,43.4
,Avg Tm/G,,,,0.6,0.5,0.5,0.5,0.6,0.4,0.2,0.1,1.9,1.6,82.8%,2.3,2.3,99.0%,4.6,199.6,,0.0,43.4
