Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,Los Angeles Raiders,9,1,1,3,2,5,4,5,3,2,,16,10,62.5%,33,32,97.0%,47,1839,57,0,39.1
2,Minnesota Vikings,9,,,5,4,2,1,6,3,1,,14,8,57.1%,23,23,100.0%,58,2384,67,0,41.1
3,Chicago Bears,9,2,2,,,6,1,7,5,5,1,20,9,45.0%,16,16,100.0%,59,2453,81,0,41.6
4,Washington Redskins,9,1,1,6,6,8,8,6,5,,,21,20,95.2%,19,16,84.2%,52,1975,58,1,38.0
5,New York Giants,9,,,5,5,7,5,8,2,1,,21,12,57.1%,18,18,100.0%,49,2096,73,0,42.8
6,San Francisco 49ers,9,,,3,1,6,5,7,6,1,,17,12,70.6%,25,23,92.0%,45,1714,80,1,38.1
7,Green Bay Packers,9,1,1,5,4,5,5,6,3,1,,18,13,72.2%,27,25,92.6%,42,1687,53,0,40.2
8,Los Angeles Rams,9,,,5,4,8,5,,,2,,15,9,60.0%,24,23,95.8%,46,2005,59,1,43.6
9,New York Jets,9,1,1,5,3,5,4,6,3,,,17,11,64.7%,31,26,83.9%,36,1387,54,1,38.5
10,Detroit Lions,9,,,6,6,5,5,6,5,,,17,16,94.1%,19,19,100.0%,48,1964,59,0,40.9
11,Pittsburgh Steelers,9,,,4,4,2,1,5,5,1,,12,10,83.3%,22,22,100.0%,49,1981,66,0,40.4
12,St. Louis Cardinals,9,1,1,3,2,3,3,6,2,,,13,8,61.5%,16,15,93.8%,54,2365,65,0,43.8
13,Cleveland Browns,9,1,1,4,3,3,1,7,2,1,,16,7,43.8%,17,17,100.0%,49,1916,52,1,39.1
14,Houston Oilers,9,,,1,1,3,3,1,,1,,6,4,66.7%,18,16,88.9%,55,2186,56,0,39.7
15,San Diego Chargers,9,2,2,7,6,1,,7,7,5,1,22,16,72.7%,34,32,94.1%,23,951,71,2,41.3
16,New England Patriots,9,1,,5,5,4,2,3,1,,,13,8,61.5%,17,15,88.2%,49,2140,76,0,43.7
17,Atlanta Falcons,9,,,6,6,3,1,3,2,2,2,14,10,71.4%,22,21,95.5%,43,1690,54,0,39.3
18,Kansas City Chiefs,9,2,2,4,4,5,5,10,8,3,,24,19,79.2%,17,17,100.0%,38,1540,56,0,40.5
19,Dallas Cowboys,9,1,1,3,3,4,3,4,2,2,1,14,10,71.4%,28,28,100.0%,37,1542,56,0,41.7
20,Philadelphia Eagles,9,,,1,1,1,1,5,4,2,,9,6,66.7%,25,23,92.0%,44,1784,53,0,40.5
21,Miami Dolphins,9,,,9,8,5,4,2,3,1,,20,15,75.0%,22,21,95.5%,35,1353,61,0,38.7
22,Tampa Bay Buccaneers,9,,,11,10,6,5,3,1,3,2,23,18,78.3%,14,14,100.0%,40,1662,59,1,41.6
23,Seattle Seahawks,9,,,4,3,6,5,3,2,1,,14,10,71.4%,14,13,92.9%,49,1889,54,0,38.6
24,Cincinnati Bengals,9,2,2,3,3,6,5,5,3,2,1,18,14,77.8%,26,26,100.0%,31,1201,53,0,38.7
25,Baltimore Colts,9,,,2,1,8,3,6,4,2,2,18,10,55.6%,11,11,100.0%,46,2044,60,0,44.4
26,New Orleans Saints,9,1,1,3,1,2,1,6,3,1,,13,6,46.2%,16,15,93.8%,46,1976,60,0,43.0
27,Denver Broncos,9,2,2,3,3,4,3,4,3,,,13,11,84.6%,16,15,93.8%,45,2026,65,0,45.0
28,Buffalo Bills,9,1,1,4,2,4,2,9,4,,,18,9,50.0%,17,15,88.2%,35,1328,61,0,37.9
,Avg Team,,0.7,0.7,4.3,3.6,4.5,3.3,5.2,3.3,1.4,0.4,16.3,11.1,68.2%,21.0,19.9,94.9%,44.6,1824.2,61,0.3,40.9
,League Total,,20,19,120,101,127,91,146,91,40,10,456,311,68.2%,587,557,94.9%,1250,51078,81,8,40.9
,Avg Tm/G,,0.1,0.1,0.5,0.4,0.5,0.4,0.6,0.4,0.2,,1.8,1.2,68.2%,2.3,2.2,94.9%,5.0,202.7,,0.0,40.9
