Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,Chicago Bears,16,,,6,6,16,14,14,12,,,36,32,88.9%,47,47,100.0%,77,3404,65,0,44.2
2,San Diego Chargers,16,,,7,7,12,11,9,7,1,1,29,26,89.7%,58,58,100.0%,69,2893,71,0,41.9
3,Carolina Panthers,16,2,2,6,6,4,4,8,8,7,4,27,24,88.9%,28,28,100.0%,100,4554,70,1,45.5
4,Baltimore Ravens,16,,,13,12,9,9,7,6,1,1,30,28,93.3%,37,37,100.0%,86,3695,61,0,43.0
5,Seattle Seahawks,16,,,10,10,7,5,9,7,5,3,31,25,80.6%,36,36,100.0%,86,3827,72,0,44.5
6,Green Bay Packers,16,,,12,11,9,6,11,8,3,1,35,26,74.3%,32,31,96.9%,84,3739,66,0,44.5
7,New Orleans Saints,16,1,1,9,9,8,7,6,5,2,1,26,23,88.5%,47,46,97.9%,77,3369,59,0,43.8
8,Buffalo Bills,16,,,8,8,5,5,10,8,2,2,25,23,92.0%,33,33,100.0%,92,4012,66,0,43.6
9,Cincinnati Bengals,16,,,9,9,9,8,8,6,4,2,30,25,83.3%,42,40,95.2%,77,3428,67,0,44.5
10,Philadelphia Eagles,16,,,10,9,5,3,8,6,,,23,18,78.3%,48,48,100.0%,78,3326,60,0,42.6
11,Tennessee Titans,16,,,11,10,7,7,8,4,2,1,28,22,78.6%,32,32,100.0%,88,3760,73,0,42.7
12,St. Louis Rams,16,1,1,11,11,6,6,16,11,3,3,37,32,86.5%,35,35,100.0%,76,3266,74,1,43.0
13,Minnesota Vikings,16,2,2,7,7,8,8,6,4,2,,25,21,84.0%,28,27,96.4%,94,3961,68,0,42.1
14,Jacksonville Jaguars,16,,,6,5,7,7,18,14,1,,32,26,81.3%,41,41,100.0%,73,2961,58,1,40.6
15,San Francisco 49ers,16,2,2,12,11,10,8,9,7,2,1,35,29,82.9%,29,29,100.0%,81,3625,66,0,44.8
16,Miami Dolphins,16,,,10,10,8,6,12,9,6,1,36,26,72.2%,22,22,100.0%,86,3683,64,1,42.8
17,Washington Redskins,16,,,5,5,12,10,11,6,2,1,30,22,73.3%,31,31,100.0%,82,3514,60,1,42.9
18,Denver Broncos,16,,,10,10,10,10,8,6,1,1,29,27,93.1%,34,34,100.0%,80,3338,61,0,41.7
19,New York Giants,16,,,7,7,11,10,8,6,1,,27,23,85.2%,38,38,100.0%,77,3098,54,0,40.2
20,Atlanta Falcons,16,,,9,8,10,7,9,7,4,1,32,23,71.9%,31,31,100.0%,78,3283,65,2,42.1
21,Kansas City Chiefs,16,1,1,10,10,6,4,10,7,4,2,31,24,77.4%,36,35,97.2%,72,3178,72,0,44.1
22,New England Patriots,16,,,11,10,10,7,4,2,1,1,26,20,76.9%,44,43,97.7%,69,2847,62,0,41.3
23,Tampa Bay Buccaneers,16,,,8,8,3,3,9,5,2,1,22,17,77.3%,23,22,95.7%,93,4045,59,0,43.5
24,Arizona Cardinals,16,,,11,11,9,9,10,7,7,1,37,28,75.7%,32,32,100.0%,68,3055,58,2,44.9
25,Cleveland Browns,16,,,6,5,10,9,12,6,1,1,29,21,72.4%,25,25,100.0%,83,3621,61,0,43.6
26,New York Jets,16,1,1,7,7,12,10,4,4,3,2,27,24,88.9%,35,34,97.1%,74,3255,69,1,44.0
27,Dallas Cowboys,16,,,8,7,10,8,9,4,1,1,28,20,71.4%,49,49,100.0%,56,2697,75,0,48.2
28,Pittsburgh Steelers,16,1,1,7,6,11,8,7,4,1,1,27,20,74.1%,41,41,100.0%,65,2687,56,0,41.3
29,Detroit Lions,16,1,1,12,12,6,6,8,7,6,3,33,29,87.9%,30,30,100.0%,66,2967,67,0,45.0
30,Houston Texans,16,1,1,4,4,5,3,13,11,2,,25,19,76.0%,27,26,96.3%,76,3161,62,0,41.6
31,Indianapolis Colts,16,1,1,4,4,13,12,10,9,1,,29,26,89.7%,48,47,97.9%,48,2129,61,1,44.4
32,Oakland Raiders,16,1,1,3,2,11,9,3,3,7,3,25,18,72.0%,16,16,100.0%,78,3708,67,1,47.5
,Avg Team,,0.5,0.5,8.4,8.0,8.7,7.5,9.2,6.8,2.7,1.3,29.4,24.0,81.4%,35.5,35.1,99.0%,77.8,3377.7,65,0.4,43.4
,League Total,,15,15,269,257,279,239,294,216,85,40,942,767,81.4%,1135,1124,99.0%,2489,108086,75,12,43.4
,Avg Tm/G,,,,0.5,0.5,0.5,0.5,0.6,0.4,0.2,0.1,1.8,1.5,81.4%,2.2,2.2,99.0%,4.9,211.1,,0.0,43.4
