Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P
1,Buffalo Bills,16,,,6,5,14,12,8,7,1,,29,24,82.8%,33,33,100.0%,101,4194,80,0,41.5
2,Carolina Panthers,16,2,2,14,14,12,11,10,7,7,3,45,37,82.2%,35,34,97.1%,78,3158,60,0,40.5
3,San Diego Chargers,16,,,13,11,8,8,12,7,3,3,36,29,80.6%,31,31,100.0%,87,3967,66,0,45.6
4,Cincinnati Bengals,16,1,1,7,7,11,10,9,5,,,28,23,82.1%,41,41,100.0%,82,3679,67,1,44.9
5,New York Giants,16,2,2,10,10,9,9,6,3,,,27,24,88.9%,22,22,100.0%,102,4289,63,0,42.0
6,Washington Redskins,16,2,2,13,13,7,7,7,2,3,2,32,26,81.3%,40,40,100.0%,77,3470,63,0,45.1
7,San Francisco 49ers,16,,,16,16,8,7,10,7,,,34,30,88.2%,40,40,100.0%,75,3305,65,2,44.1
8,Minnesota Vikings,16,,,8,8,14,11,7,3,,,29,22,75.9%,30,30,100.0%,90,3698,63,2,41.1
9,Green Bay Packers,16,,,6,6,11,9,9,5,1,1,27,21,77.8%,53,51,96.2%,68,2886,65,0,42.4
10,Seattle Seahawks,16,,,13,11,7,7,11,8,3,2,34,28,82.4%,27,27,100.0%,86,3790,66,1,44.1
11,Kansas City Chiefs,16,1,1,8,7,7,5,7,4,1,,24,17,70.8%,34,34,100.0%,88,3667,68,0,41.7
12,Oakland Raiders,16,,,11,9,11,10,8,5,1,,31,24,77.4%,36,36,100.0%,79,3169,64,0,40.1
13,Miami Dolphins,16,1,1,7,7,11,7,8,3,2,,29,18,62.1%,36,35,97.2%,78,3611,63,0,46.3
14,Philadelphia Eagles,16,,,11,10,9,8,9,7,,,29,25,86.2%,40,40,100.0%,74,3150,60,1,42.6
15,New England Patriots,16,1,1,10,9,8,8,14,8,2,1,35,27,77.1%,42,39,92.9%,64,2766,62,0,43.2
16,Houston Oilers,16,,,7,7,16,14,12,10,3,1,38,32,84.2%,35,35,100.0%,68,3017,68,1,44.4
17,Pittsburgh Steelers,16,,,12,10,10,8,7,5,1,,30,23,76.7%,37,37,100.0%,72,2931,61,0,40.7
18,Denver Broncos,16,2,2,8,8,5,4,10,6,3,1,28,21,75.0%,46,46,100.0%,65,2714,57,0,41.8
19,Arizona Cardinals,16,1,1,15,13,10,6,5,3,,,31,23,74.2%,31,29,93.5%,77,3372,68,1,43.8
20,Atlanta Falcons,16,,,5,5,11,9,8,7,5,1,29,22,75.9%,31,31,100.0%,75,3152,58,0,42.0
21,Indianapolis Colts,16,1,1,11,11,9,8,14,11,5,5,40,36,90.0%,27,27,100.0%,68,3105,61,0,45.7
22,Dallas Cowboys,16,1,1,13,13,13,12,7,5,2,1,36,32,88.9%,25,24,96.0%,74,3150,60,0,42.6
23,Chicago Bears,16,,,4,4,9,6,17,13,,,30,23,76.7%,26,26,100.0%,78,3491,72,0,44.8
24,St. Louis Rams,16,1,1,11,11,5,4,7,4,1,1,25,21,84.0%,31,30,96.8%,78,3491,70,0,44.8
25,Jacksonville Jaguars,16,2,2,9,9,14,12,8,5,3,2,36,30,83.3%,27,27,100.0%,69,3016,62,0,43.7
26,New Orleans Saints,16,,,4,4,10,9,7,5,4,3,25,21,84.0%,18,18,100.0%,87,3551,63,0,40.8
27,Baltimore Ravens,16,,,8,8,6,5,10,5,1,1,25,19,76.0%,35,34,97.1%,69,3024,67,1,43.8
28,New York Jets,16,,,9,9,7,6,8,2,,,24,17,70.8%,27,26,96.3%,74,3293,69,0,44.5
29,Detroit Lions,16,,,4,4,5,4,4,3,3,1,17,12,70.6%,36,36,100.0%,71,3087,60,1,43.5
30,Tampa Bay Buccaneers,16,2,2,8,7,11,8,8,7,3,1,32,25,78.1%,19,18,94.7%,71,3058,62,1,43.1
,Avg Team,,0.7,0.7,9.4,8.9,9.6,8.1,8.9,5.7,1.9,1.0,30.5,24.4,80.0%,33.0,32.6,98.6%,77.5,3341.7,64,0.4,43.1
,League Total,,20,20,281,266,288,244,267,172,58,30,915,732,80.0%,991,977,98.6%,2325,100251,80,12,43.1
,Avg Tm/G,,,,0.6,0.6,0.6,0.5,0.6,0.4,0.1,0.1,1.9,1.5,80.0%,2.1,2.0,98.6%,4.8,208.9,,0.0,43.1
