Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,San Francisco 49ers,15,11,44,1,1,1,,1,59,,0,55,59,16,23,1,459,30.6
2,New Orleans Saints,15,20,23,,,,,3,46,,0,43,45,33,42,2,422,28.1
3,Cleveland Browns,15,16,27,,,2,2,,47,,0,45,45,21,31,,390,26.0
4,Washington Redskins,15,18,27,,,1,1,,47,,0,43,46,18,29,,379,25.3
5,Denver Broncos,15,18,24,1,,,2,,45,,0,44,44,21,29,1,379,25.3
6,Seattle Seahawks,15,13,31,,,,1,1,46,,0,44,44,17,22,,371,24.7
7,St. Louis Cardinals,15,15,25,1,,4,1,,46,,0,44,46,14,27,,362,24.1
8,Miami Dolphins,15,16,29,,,2,,,47,,0,44,46,12,16,,362,24.1
9,Chicago Bears,15,13,23,2,1,,2,1,42,,0,38,40,22,32,,356,23.7
10,Houston Oilers,15,12,24,,,1,1,,38,,0,37,38,26,32,1,345,23.0
11,Dallas Cowboys,15,17,19,,,,2,,38,,0,37,36,25,29,,340,22.7
12,Philadelphia Eagles,15,12,26,,,2,,,40,,0,38,40,19,31,1,337,22.5
13,Minnesota Vikings,15,20,21,1,,,,,42,,0,40,41,14,29,1,336,22.4
14,New York Jets,15,17,18,2,,1,,1,39,,0,38,38,20,26,1,334,22.3
15,New England Patriots,15,12,22,,,1,2,2,39,,0,38,39,16,28,,320,21.3
16,Los Angeles Rams,15,15,16,,1,1,2,3,38,,0,36,38,17,21,1,317,21.1
17,Los Angeles Raiders,15,13,19,1,,,2,,35,,0,34,35,19,30,,301,20.1
18,Indianapolis Colts,15,14,16,,,1,,,31,,0,31,31,27,32,1,300,20.0
19,Tampa Bay Buccaneers,15,7,22,,,2,2,,33,,0,31,33,19,24,,286,19.1
20,Cincinnati Bengals,15,13,17,,,,,,30,,0,28,30,25,32,1,285,19.0
21,Pittsburgh Steelers,15,11,13,,,2,5,,31,,0,31,31,22,29,1,285,19.0
22,New York Giants,15,4,26,,,,1,1,32,,0,28,29,20,32,,280,18.7
23,Kansas City Chiefs,15,7,17,1,2,1,,2,30,,0,30,30,21,25,,273,18.2
24,Buffalo Bills,15,9,21,,,3,,,33,,0,32,33,12,20,2,270,18.0
25,Detroit Lions,15,9,16,,,1,1,,27,,0,27,27,26,39,1,269,17.9
26,Green Bay Packers,15,13,15,,,,,,28,,0,24,26,21,29,,255,17.0
27,San Diego Chargers,15,11,13,1,,1,2,1,29,,0,27,28,16,28,2,253,16.9
28,Atlanta Falcons,15,5,17,,1,1,,,24,,0,23,23,12,17,1,205,13.7
,Avg Team,,12.9,21.8,0.4,0.2,1.0,1.0,0.6,,,0.0,36.1,37.2,19.7,28.0,0.6,324.0,21.6
,League Total,,361,611,11,6,28,29,16,1062,,0,1010,1041,551,784,18,9071,
,Avg Tm/G,,0.86,1.45,0.03,0.01,0.07,0.07,0.04,2.53,,0.00,2.40,2.48,1.31,1.87,0.04,21.6,
