Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Indianapolis Colts,16,10,51,,1,1,2,1,66,1,1,64,65,20,26,,522,32.6
2,Kansas City Chiefs,16,31,27,,2,1,1,,62,1,2,58,60,17,23,,483,30.2
3,San Diego Chargers,16,24,29,,1,,1,,55,,0,54,55,20,25,1,446,27.9
4,New England Patriots,16,15,29,,1,3,1,,49,1,1,48,48,31,33,,437,27.3
5,Green Bay Packers,16,9,36,,,3,2,,50,2,2,48,48,24,28,,424,26.5
6,Minnesota Vikings,16,8,39,1,,1,1,,50,3,4,45,45,18,22,,405,25.3
7,Buffalo Bills,16,15,21,2,3,,4,1,46,,1,45,45,24,28,1,395,24.7
8,Philadelphia Eagles,16,10,32,,,,2,,44,,2,41,42,27,32,,386,24.1
9,Denver Broncos,16,13,27,,,,2,,42,,0,42,42,29,34,,381,23.8
10,Cincinnati Bengals,16,14,23,,,1,4,,42,,1,41,41,27,31,,374,23.4
11,Pittsburgh Steelers,16,16,20,,,2,3,,41,,1,40,40,28,33,1,372,23.3
12,Seattle Seahawks,16,17,23,,,,3,,43,2,3,40,40,23,25,,371,23.2
13,Carolina Panthers,16,10,29,,,1,2,,42,2,2,39,40,20,25,,355,22.2
14,New Orleans Saints,16,15,21,,2,1,,1,40,1,2,38,38,22,27,1,348,21.8
15,Tennessee Titans,16,12,27,,,1,1,,41,1,2,39,39,19,27,,344,21.5
16,Atlanta Falcons,16,20,15,1,,1,4,,41,,0,40,40,18,23,,340,21.3
17,New York Jets,16,15,19,,1,1,2,,38,,4,33,34,24,29,,333,20.8
18,Oakland Raiders,16,10,24,,,,1,,35,1,3,31,32,25,28,1,320,20.0
19,St. Louis Rams,16,11,23,,,3,,,37,4,4,32,32,19,24,,319,19.9
20,Baltimore Ravens,16,11,13,2,,2,5,,33,1,2,30,30,29,32,,317,19.8
21,Houston Texans,16,16,16,,,3,2,,37,1,3,34,34,17,24,,309,19.3
22,New York Giants,16,18,12,,2,2,,,34,,1,33,33,22,28,,303,18.9
23,Tampa Bay Buccaneers,16,9,24,1,,2,1,,37,1,4,32,33,15,24,,301,18.8
24,Detroit Lions,16,7,19,2,2,,1,1,32,1,3,28,28,24,28,1,296,18.5
25,Dallas Cowboys,16,14,19,,,,,,33,1,2,31,31,20,26,1,293,18.3
26,Arizona Cardinals,16,15,14,,,1,1,,31,1,3,28,28,22,29,1,284,17.8
27,Cleveland Browns,16,6,21,,1,,1,,29,1,1,28,28,24,29,,276,17.3
28,Miami Dolphins,16,10,19,,1,1,,,31,2,4,26,27,19,23,1,275,17.2
29,Jacksonville Jaguars,16,9,17,,,,,,26,4,4,21,21,24,31,2,261,16.3
30,San Francisco 49ers,16,10,16,1,,2,,,29,3,6,23,23,18,22,1,259,16.2
31,Washington Redskins,16,6,18,,,,1,1,26,1,1,25,25,19,27,,240,15.0
32,Chicago Bears,16,10,9,1,,1,5,,26,1,4,22,22,15,24,3,231,14.4
,Avg Team,,13.0,22.9,0.3,0.5,1.1,1.7,0.2,,1.2,2.3,36.8,37.2,22.0,27.2,0.5,343.8,21.5
,League Total,,416,732,11,17,34,53,5,1268,37,73,1179,1189,703,870,15,11000,
,Avg Tm/G,,0.81,1.43,0.02,0.03,0.07,0.10,0.01,2.48,0.07,0.14,2.30,2.32,1.37,1.70,0.03,21.5,
