Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Cincinnati Bengals,16,27,28,,1,2,1,,59,,0,56,59,12,18,1,448,28.0
2,Houston Oilers,16,26,21,,1,,2,1,51,,0,48,50,22,34,2,424,26.5
3,Los Angeles Rams,16,16,31,,,,1,,48,,0,45,48,24,32,1,407,25.4
4,Minnesota Vikings,16,22,20,,,2,5,,49,,0,48,49,20,25,2,406,25.4
5,Philadelphia Eagles,16,17,25,,,1,,1,44,,0,42,43,23,32,2,379,23.7
6,New York Jets,16,19,20,1,,,3,,43,,0,43,43,23,28,1,372,23.3
7,San Francisco 49ers,16,18,21,2,,,,,41,,0,40,41,27,38,1,369,23.1
8,New York Giants,16,15,22,,,1,2,1,41,,0,39,41,24,30,1,359,22.4
9,Indianapolis Colts,16,23,15,1,,,1,,40,,0,39,40,25,32,,354,22.1
10,Washington Redskins,16,8,33,,,,,,41,,0,40,41,19,26,1,345,21.6
11,Phoenix Cardinals,16,15,26,,,3,,,44,,0,42,44,12,21,1,344,21.5
12,Seattle Seahawks,16,14,22,,,1,1,1,39,,0,39,39,22,28,,339,21.2
13,Pittsburgh Steelers,16,17,15,,2,,2,,36,,0,34,35,28,36,1,336,21.0
14,Buffalo Bills,16,15,15,,,1,1,1,33,,0,33,33,32,37,1,329,20.6
15,Denver Broncos,16,13,24,,,,,,37,,0,36,37,23,36,,327,20.4
16,Los Angeles Raiders,16,15,21,,1,1,1,,39,,0,37,39,18,29,,325,20.3
17,Miami Dolphins,16,11,29,,,1,,,41,,0,37,39,12,23,,319,19.9
18,New Orleans Saints,16,9,21,1,,1,,1,33,,0,32,33,26,36,2,312,19.5
19,Chicago Bears,16,25,13,,,,,,38,,0,37,38,15,19,1,312,19.5
20,Cleveland Browns,16,10,19,,,1,1,2,33,,0,32,33,24,29,1,304,19.0
21,Dallas Cowboys,16,10,21,,,,1,,32,,0,32,32,13,25,1,265,16.6
22,Tampa Bay Buccaneers,16,11,16,,,,1,,28,,0,28,28,21,30,1,261,16.3
23,Kansas City Chiefs,16,8,16,,,,,,24,,0,23,23,27,32,3,254,15.9
24,New England Patriots,16,17,12,,1,1,,,31,,0,25,31,13,24,,250,15.6
25,Atlanta Falcons,16,11,13,,,2,1,,27,,0,25,27,19,30,,244,15.3
26,Green Bay Packers,16,14,13,1,,,,1,29,,0,23,29,13,25,2,240,15.0
27,San Diego Chargers,16,11,11,,2,1,1,1,27,,0,27,27,14,20,,231,14.4
28,Detroit Lions,16,7,13,,,1,2,,23,,0,22,23,20,21,,220,13.8
,Avg Team,,15.1,19.9,0.2,0.3,0.7,1.0,0.4,,,0.0,35.9,37.3,20.4,28.4,0.9,324.1,20.3
,League Total,,424,556,6,8,20,27,10,1051,,0,1004,1045,571,796,26,9075,
,Avg Tm/G,,0.95,1.24,0.01,0.02,0.04,0.06,0.02,2.35,,0.00,2.24,2.33,1.27,1.78,0.06,20.3,
