Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Minnesota Vikings,16,17,41,,1,2,3,,64,3,5,59,59,35,35,1,556,34.8
2,Denver Broncos,16,26,32,,1,1,2,,62,1,3,58,59,23,27,,501,31.3
3,San Francisco 49ers,16,19,41,1,,,,,61,5,7,49,51,18,27,,479,29.9
4,Atlanta Falcons,16,18,28,,1,4,2,,53,1,1,51,52,23,28,1,442,27.6
5,New York Jets,16,12,33,,,2,1,1,49,,3,45,46,25,35,1,416,26.0
6,Green Bay Packers,16,7,33,1,2,2,1,,46,1,3,41,43,29,33,1,408,25.5
7,Buffalo Bills,16,13,28,,,1,1,,43,,2,41,41,33,41,1,400,25.0
8,Jacksonville Jaguars,16,19,24,1,,2,,1,47,1,2,45,45,21,26,,392,24.5
9,Dallas Cowboys,16,21,17,2,,1,1,,42,,2,40,40,29,35,1,381,23.8
10,Seattle Seahawks,16,11,21,2,1,2,8,,45,2,4,41,41,19,24,,372,23.3
11,New England Patriots,16,9,23,,,,3,,35,1,3,32,32,31,39,,337,21.1
12,Carolina Panthers,16,11,25,,1,,2,1,40,2,3,35,37,19,26,,336,21.0
13,Tennessee Oilers,16,12,16,,,2,2,,32,1,4,28,28,36,40,,330,20.6
14,Kansas City Chiefs,16,19,15,,,1,,,35,,1,34,34,27,32,1,327,20.4
15,Arizona Cardinals,16,18,17,,,,1,,36,,0,36,36,23,33,2,325,20.3
16,Miami Dolphins,16,10,23,,,,4,,37,,3,33,34,22,27,,321,20.1
17,Washington Redskins,16,15,24,,1,,,,40,1,3,36,37,13,23,1,319,19.9
18,Tampa Bay Buccaneers,16,12,21,2,,,1,,36,3,6,29,30,21,28,,314,19.6
19,Indianapolis Colts,16,7,26,,,,,,33,4,10,23,23,27,31,,310,19.4
20,Detroit Lions,16,12,17,,2,,1,,32,,3,27,29,29,33,,306,19.1
21,New Orleans Saints,16,6,19,,1,4,5,,35,,3,31,31,20,22,2,305,19.1
22,Oakland Raiders,16,6,21,2,,2,3,,34,1,3,31,31,17,27,,288,18.0
23,New York Giants,16,10,18,,1,,3,,32,,0,32,32,21,27,,287,17.9
24,St. Louis Rams,16,17,12,1,1,,1,,32,4,6,25,26,20,26,,285,17.8
25,Chicago Bears,16,9,16,1,2,1,1,,30,1,2,27,28,21,26,2,276,17.3
26,Baltimore Ravens,16,7,16,2,2,,2,,29,2,4,24,24,21,28,2,269,16.8
27,Cincinnati Bengals,16,7,20,1,1,1,1,,31,2,6,21,21,19,27,,268,16.8
28,Pittsburgh Steelers,16,8,13,,,1,3,1,26,3,3,23,23,26,32,,263,16.4
29,San Diego Chargers,16,11,11,,,,1,,23,2,4,19,19,26,30,1,241,15.1
30,Philadelphia Eagles,16,10,7,,,,,,17,,0,15,17,14,21,1,161,10.1
,Avg Team,,12.6,21.9,0.5,0.6,1.0,1.8,0.1,,1.4,3.3,34.4,35.0,23.6,29.6,0.6,340.5,21.3
,League Total,,379,658,16,18,29,53,4,1157,41,99,1031,1049,708,889,18,10215,
,Avg Tm/G,,0.79,1.37,0.03,0.04,0.06,0.11,0.01,2.41,0.09,0.21,2.15,2.19,1.48,1.85,0.04,21.3,
