Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Kansas City Chiefs,16,32,24,2,2,,3,,63,,3,58,59,16,20,,484,30.3
2,Indianapolis Colts,16,16,29,,,1,2,,48,1,1,46,46,37,37,,447,27.9
3,St. Louis Rams,16,19,23,,,2,3,,47,,0,46,46,39,42,1,447,27.9
4,Green Bay Packers,16,18,32,,,1,2,,53,2,2,51,51,23,26,,442,27.6
5,Tennessee Titans,16,11,30,1,,3,3,,48,3,4,43,44,32,37,1,435,27.2
6,Minnesota Vikings,16,15,32,,,,4,,51,2,2,48,48,18,25,2,416,26.0
7,Seattle Seahawks,16,17,27,1,,3,,,48,,0,48,48,22,30,1,404,25.3
8,Baltimore Ravens,16,18,16,,,1,4,2,41,4,5,35,35,34,40,,391,24.4
9,San Francisco 49ers,16,16,25,,1,1,1,,44,1,2,38,41,26,37,1,384,24.0
10,Denver Broncos,16,20,19,2,,,1,,42,1,1,41,41,28,32,1,381,23.8
11,Philadelphia Eagles,16,23,17,2,,,1,,43,,1,42,42,24,29,1,374,23.4
12,New England Patriots,16,9,23,,1,1,5,,39,,0,37,38,25,34,1,348,21.8
13,Cincinnati Bengals,16,12,26,1,,1,,,40,,0,40,40,22,25,,346,21.6
14,New Orleans Saints,16,11,25,,,,2,1,39,1,2,36,37,22,30,1,340,21.3
15,Carolina Panthers,16,9,19,1,1,,3,,33,,3,29,30,32,38,1,325,20.3
16,San Diego Chargers,16,16,21,,,,1,,38,2,2,36,36,15,20,,313,19.6
17,Miami Dolphins,16,14,17,,,2,2,,35,,1,33,34,22,29,1,311,19.4
18,Tampa Bay Buccaneers,16,5,27,,,1,3,,36,1,2,33,34,16,26,1,301,18.8
19,Pittsburgh Steelers,16,10,19,2,,,2,,33,1,1,31,32,23,32,,300,18.8
20,Atlanta Falcons,16,17,14,1,,,3,,35,,1,32,33,19,27,,299,18.7
21,Dallas Cowboys,16,11,17,,1,,2,,31,,0,30,31,23,29,2,289,18.1
22,Washington Redskins,16,8,21,,1,,,,30,2,3,26,27,25,33,1,287,17.9
23,New York Jets,16,8,20,,1,,,,29,1,5,24,24,27,32,1,283,17.7
24,Chicago Bears,16,13,12,1,2,,1,,29,2,2,27,27,26,36,,283,17.7
25,Jacksonville Jaguars,16,13,17,,,1,,,31,,1,30,30,20,33,,276,17.3
26,Detroit Lions,16,5,17,2,1,3,1,,29,2,2,26,27,22,23,,270,16.9
27,Oakland Raiders,16,15,9,2,1,,2,,29,,0,28,29,22,25,1,270,16.9
28,Houston Texans,16,14,14,,,,1,,29,,1,27,27,18,22,,255,15.9
29,Cleveland Browns,16,8,17,,,,1,1,27,,3,23,24,23,28,,254,15.9
30,Buffalo Bills,16,13,11,,,1,2,,27,,2,24,24,17,24,3,243,15.2
31,New York Giants,16,6,16,,,2,2,,26,2,3,23,23,20,27,,243,15.2
32,Arizona Cardinals,16,5,18,,1,,1,,25,1,5,19,20,18,26,,225,14.1
,Avg Team,,13.3,20.4,0.6,0.4,0.8,1.8,0.1,,0.9,1.9,34.7,35.3,23.6,29.8,0.7,333.3,20.8
,League Total,,427,654,18,13,24,58,4,1198,29,60,1110,1128,756,954,21,10666,
,Avg Tm/G,,0.83,1.28,0.04,0.03,0.05,0.11,0.01,2.34,0.06,0.12,2.17,2.20,1.48,1.86,0.04,20.8,
