Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,San Francisco 49ers,16,19,29,1,,3,5,,57,2,2,51,54,20,28,,457,28.6
2,Detroit Lions,16,16,33,,,1,,,50,1,2,48,48,28,34,1,436,27.3
3,Dallas Cowboys,16,29,18,,,,4,,51,1,2,46,48,27,28,,435,27.2
4,Minnesota Vikings,16,10,33,1,,2,2,,48,1,2,44,44,26,36,,412,25.8
5,Pittsburgh Steelers,16,17,21,1,,2,3,,44,1,5,39,39,34,41,,407,25.4
6,Green Bay Packers,16,9,39,,,1,,,49,1,1,48,48,20,28,,404,25.3
7,Miami Dolphins,16,16,28,,,1,1,,46,2,9,37,37,27,34,,398,24.9
8,Chicago Bears,16,15,29,,,,1,1,46,,1,45,45,23,31,1,392,24.5
9,Denver Broncos,16,14,27,,,1,,,42,2,3,39,39,31,38,,388,24.3
10,Seattle Seahawks,16,20,19,1,,2,,,42,,2,40,40,23,28,1,363,22.7
11,Atlanta Falcons,16,8,26,1,,,2,1,38,3,8,29,30,33,40,,362,22.6
12,Kansas City Chiefs,16,14,21,1,2,2,2,,42,,3,34,37,24,30,,358,22.4
13,Buffalo Bills,16,10,24,,,1,2,,37,1,2,33,35,31,40,,350,21.9
14,Cincinnati Bengals,16,7,29,,,,1,,37,1,3,34,34,29,36,2,349,21.8
15,Houston Oilers,16,12,22,,,,4,,38,2,5,33,33,27,31,1,348,21.8
16,Oakland Raiders,16,10,25,,1,3,2,,41,,1,39,40,21,27,,348,21.8
17,Indianapolis Colts,16,14,20,,1,1,1,,37,2,3,34,34,23,33,1,331,20.7
18,Washington Redskins,16,15,16,1,,1,2,,35,,1,33,33,27,36,1,326,20.4
19,San Diego Chargers,16,14,17,1,2,2,1,,37,1,4,32,33,21,26,1,321,20.1
20,New Orleans Saints,16,11,26,,,,1,,38,2,8,27,29,20,31,,319,19.9
21,Philadelphia Eagles,16,19,11,,1,4,1,,36,2,3,32,33,22,30,,318,19.9
22,St. Louis Rams,16,5,27,,,3,2,,37,2,6,30,31,17,28,1,309,19.3
23,New England Patriots,16,16,14,,,2,,,32,3,5,27,27,23,33,,294,18.4
24,New York Giants,16,17,11,,1,2,2,,33,1,4,28,28,20,28,1,290,18.1
25,Cleveland Browns,16,5,21,1,,,2,,29,1,3,26,26,29,33,,289,18.1
26,Carolina Panthers,16,10,16,1,,1,2,,30,2,2,27,28,26,33,,289,18.1
27,Jacksonville Jaguars,16,9,19,,1,,1,1,31,1,3,27,28,20,27,,275,17.2
28,Arizona Cardinals,16,3,17,,,1,4,1,26,5,6,19,19,30,39,,275,17.2
29,Tampa Bay Buccaneers,16,19,5,,,1,1,,26,,1,25,25,19,26,,238,14.9
30,New York Jets,16,2,20,,,1,3,,26,,2,24,24,17,21,1,233,14.6
,Avg Team,,12.8,22.1,0.3,0.3,1.3,1.7,0.1,,1.3,3.4,34.3,35.0,24.6,31.8,0.4,343.8,21.5
,League Total,,385,663,10,9,38,52,4,1161,40,102,1030,1049,738,954,12,10314,
,Avg Tm/G,,0.80,1.38,0.02,0.02,0.08,0.11,0.01,2.42,0.08,0.21,2.15,2.19,1.54,1.99,0.03,21.5,
