Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,San Diego Chargers,16,20,37,,1,,2,,60,,0,53,57,18,28,,467,29.2
2,Chicago Bears,16,27,17,,2,1,4,,51,,0,51,51,31,37,3,456,28.5
3,Cincinnati Bengals,16,20,31,,,,2,,53,,0,49,50,24,33,1,441,27.6
4,Miami Dolphins,16,19,31,,,1,1,,52,,0,50,52,22,27,,428,26.8
5,San Francisco 49ers,16,20,28,,1,3,1,,53,,0,52,53,13,21,1,411,25.7
6,New York Giants,16,24,22,,,,2,,48,,0,45,47,22,33,,399,24.9
7,New York Jets,16,18,25,,,1,1,,45,,0,43,45,26,34,1,393,24.6
8,Denver Broncos,16,20,23,,,,1,1,45,,0,41,44,23,38,,380,23.8
9,Pittsburgh Steelers,16,14,23,2,,,1,,40,,0,40,40,33,42,,379,23.7
10,New England Patriots,16,15,20,2,,3,1,,41,,0,40,41,24,30,2,362,22.6
11,Dallas Cowboys,16,11,27,,,,4,1,43,,0,42,43,19,28,,357,22.3
12,Los Angeles Raiders,16,18,20,,,1,3,,42,,0,40,42,20,32,1,354,22.1
13,Seattle Seahawks,16,9,28,,,1,3,3,44,,0,41,41,14,25,1,349,21.8
14,Minnesota Vikings,16,19,22,,,1,1,,43,,0,41,43,15,26,1,346,21.6
15,Los Angeles Rams,16,15,16,1,3,,4,,39,,0,38,39,22,29,1,340,21.3
16,Green Bay Packers,16,16,21,,,1,2,,40,,0,38,40,19,26,1,337,21.1
17,Indianapolis Colts,16,22,15,1,,1,,,39,,0,36,39,16,26,1,320,20.0
18,Kansas City Chiefs,16,10,23,,,1,1,,35,,0,35,35,24,27,,317,19.8
19,Detroit Lions,16,13,19,1,,,,,33,,0,31,33,26,31,,307,19.2
20,Washington Redskins,16,20,13,,,,,,33,,0,31,33,22,35,1,297,18.6
21,Tampa Bay Buccaneers,16,11,22,,,,,,33,,0,30,32,22,32,,294,18.4
22,New Orleans Saints,16,4,20,,,2,2,1,29,,0,27,29,31,35,,294,18.4
23,Cleveland Browns,16,16,17,1,,,1,,35,,0,35,35,14,18,,287,17.9
24,Philadelphia Eagles,16,8,19,,,1,2,,30,,0,29,29,25,30,1,286,17.9
25,Houston Oilers,16,13,18,,,,,1,32,,0,29,31,21,27,,284,17.8
26,Atlanta Falcons,16,14,13,,1,1,1,,30,,0,30,29,24,31,,282,17.6
27,St. Louis Cardinals,16,14,19,,,,1,,34,,0,33,34,13,28,1,278,17.4
28,Buffalo Bills,16,13,9,,,1,,,23,,0,23,23,13,17,,200,12.5
,Avg Team,,15.8,21.4,0.3,0.3,0.7,1.5,0.3,,,0.0,38.3,39.6,21.3,29.5,0.6,344.5,21.5
,League Total,,443,598,8,8,20,41,7,1125,,0,1073,1110,596,826,17,9645,
,Avg Tm/G,,0.99,1.33,0.02,0.02,0.04,0.09,0.02,2.51,,0.00,2.40,2.48,1.33,1.84,0.04,21.5,
