Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Denver Broncos,16,18,27,3,,2,5,,55,4,5,50,50,28,39,,472,29.5
2,Green Bay Packers,16,9,35,,,3,3,,50,1,2,48,48,24,30,,422,26.4
3,Jacksonville Jaguars,16,20,20,,1,1,,1,43,1,2,41,41,31,36,,394,24.6
4,Detroit Lions,16,19,19,,,2,3,,43,1,2,39,40,26,29,1,379,23.7
5,San Francisco 49ers,16,16,20,1,1,2,1,,41,2,3,38,38,29,36,,375,23.4
6,Kansas City Chiefs,16,15,20,1,1,1,4,,42,2,6,35,36,26,27,3,375,23.4
7,Pittsburgh Steelers,16,19,22,,1,2,,,44,1,2,40,40,22,25,,372,23.3
8,New England Patriots,16,6,31,,1,,4,,42,,1,40,40,25,29,1,369,23.1
9,Seattle Seahawks,16,13,26,,,3,1,,43,1,5,37,37,22,28,1,365,22.8
10,Cincinnati Bengals,16,23,21,,1,1,,,46,1,3,41,43,12,16,,355,22.2
11,Minnesota Vikings,16,14,26,,,2,,,42,6,8,33,34,19,27,,354,22.1
12,New York Jets,16,10,20,1,2,,4,1,38,,2,36,36,28,41,,348,21.8
13,Miami Dolphins,16,18,16,,,3,,,37,,4,33,33,28,36,,339,21.2
14,Tennessee Oilers,16,17,15,,,2,2,,36,2,4,32,32,27,35,,333,20.8
15,Washington Redskins,16,12,22,1,1,1,3,,40,,0,39,39,16,24,,327,20.4
16,Baltimore Ravens,16,7,25,2,,,1,,35,2,3,32,32,26,34,1,326,20.4
17,Oakland Raiders,16,9,29,,,2,1,,41,2,4,33,35,13,22,1,324,20.3
18,Atlanta Falcons,16,8,26,,2,,,,36,,1,35,35,23,27,,320,20.0
19,Philadelphia Eagles,16,11,22,,1,1,1,,36,1,3,33,33,22,31,,317,19.8
20,Indianapolis Colts,16,10,16,,,2,2,1,31,4,10,21,21,32,41,1,313,19.6
21,New York Giants,16,14,16,1,,,4,,35,1,5,27,29,22,32,1,307,19.2
22,Dallas Cowboys,16,6,19,1,,2,1,,29,2,5,24,24,34,38,,304,19.0
23,Tampa Bay Buccaneers,16,15,21,1,,,,1,38,,3,32,35,13,17,,299,18.7
24,St. Louis Rams,16,15,14,,,2,1,,32,,0,32,32,25,37,,299,18.7
25,Arizona Cardinals,16,9,19,,,,3,1,32,3,3,28,29,19,29,,283,17.7
26,San Diego Chargers,16,5,12,3,1,2,3,1,27,,0,26,27,26,31,,266,16.6
27,Carolina Panthers,16,11,17,,,,,,28,2,3,25,25,22,26,1,265,16.6
28,Chicago Bears,16,14,14,,,,,,28,5,8,20,20,21,26,1,263,16.4
29,Buffalo Bills,16,12,14,,,,,,26,2,5,21,21,24,30,1,255,15.9
30,New Orleans Saints,16,9,13,,1,1,,,24,1,2,22,22,23,27,,237,14.8
,Avg Team,,12.8,20.6,0.5,0.5,1.2,1.6,0.2,,1.6,3.5,33.1,33.6,23.6,30.2,0.4,331.9,20.7
,League Total,,384,617,15,14,37,47,6,1120,47,104,993,1007,708,906,13,9957,
,Avg Tm/G,,0.80,1.29,0.03,0.03,0.08,0.10,0.01,2.33,0.10,0.22,2.07,2.10,1.48,1.89,0.03,20.7,
