Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,San Diego Chargers,16,26,34,,,,1,,61,,0,55,61,19,26,,478,29.9
2,Atlanta Falcons,16,15,30,,,4,3,,52,,0,51,51,21,33,,426,26.6
3,Cincinnati Bengals,16,19,30,,,1,1,,51,,0,49,51,22,32,,421,26.3
4,Detroit Lions,16,26,18,1,,,1,,46,,0,46,46,25,35,,397,24.8
5,Philadelphia Eagles,16,17,25,,,2,,,44,,0,42,43,20,31,1,368,23.0
6,Dallas Cowboys,16,15,24,,,1,,,40,,0,40,40,27,35,3,367,22.9
7,San Francisco 49ers,16,17,20,,1,1,4,,43,,0,42,42,19,29,,357,22.3
8,Pittsburgh Steelers,16,21,25,,,,1,,47,,0,38,46,12,17,,356,22.3
9,New York Jets,16,11,26,,,1,2,,40,,0,38,39,25,36,1,355,22.2
10,Washington Redskins,16,19,19,2,,,2,,42,,0,38,42,19,30,,347,21.7
11,Miami Dolphins,16,18,18,1,1,1,,,39,,0,37,38,24,31,1,345,21.6
12,Kansas City Chiefs,16,22,12,,,3,1,,38,,0,37,38,26,36,,343,21.4
13,Minnesota Vikings,16,8,27,,1,1,,,37,,0,34,37,21,25,3,325,20.3
14,Green Bay Packers,16,11,24,1,,,1,,37,,0,36,36,22,24,,324,20.3
15,Seattle Seahawks,16,14,21,,,2,3,,40,,0,37,40,15,24,,322,20.1
16,New England Patriots,16,23,17,,,,,,40,,0,37,39,15,24,,322,20.1
17,Denver Broncos,16,12,27,,,,,,39,,0,36,37,17,30,,321,20.1
18,Tampa Bay Buccaneers,16,13,20,,,1,4,,38,,0,36,38,17,28,,315,19.7
19,St. Louis Cardinals,16,20,15,1,,,1,,37,,0,36,37,19,32,,315,19.7
20,Buffalo Bills,16,13,25,,,,,,38,,0,37,37,14,24,2,311,19.4
21,Los Angeles Rams,16,17,15,3,,1,,,36,,0,36,36,17,26,,303,18.9
22,New York Giants,16,11,16,,,3,1,1,32,,0,31,31,24,38,,295,18.4
23,Houston Oilers,16,11,21,,2,,,,34,,0,32,34,15,22,,281,17.6
24,Cleveland Browns,16,11,21,,,,,,32,,0,31,32,17,33,1,276,17.3
25,Oakland Raiders,16,11,18,1,,2,1,,33,,0,27,33,14,24,3,273,17.1
26,Baltimore Colts,16,11,21,,,1,,,33,,0,29,33,10,18,1,259,16.2
27,Chicago Bears,16,13,14,1,,,3,,31,,0,29,31,12,23,1,253,15.8
28,New Orleans Saints,16,16,8,,,,,,24,,0,24,24,13,25,,207,12.9
,Avg Team,,15.8,21.1,0.4,0.2,0.9,1.1,,,,0.0,37.2,39.0,18.6,28.3,0.6,330.8,20.7
,League Total,,441,591,11,5,25,30,1,1104,,0,1041,1092,521,791,17,9262,
,Avg Tm/G,,0.98,1.32,0.02,0.01,0.06,0.07,,2.46,,0.00,2.32,2.44,1.16,1.77,0.04,20.7,
