Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,San Diego Chargers,9,15,19,,,,,,34,,0,32,34,16,22,2,288,32.0
2,Los Angeles Raiders,9,15,14,,,1,3,,33,,0,32,33,10,16,,260,28.9
3,New York Jets,9,13,16,,,1,1,,31,,0,26,31,11,17,,245,27.2
4,Cincinnati Bengals,9,13,12,,,,2,,27,,0,26,26,14,18,1,232,25.8
5,Dallas Cowboys,9,10,16,,,1,1,,28,,0,28,28,10,14,,226,25.1
6,Green Bay Packers,9,12,12,,,3,,,27,,0,25,27,13,18,,226,25.1
7,San Francisco 49ers,9,6,17,1,,,1,,25,,0,23,25,12,17,,209,23.2
8,Pittsburgh Steelers,9,7,17,,,,,1,25,,0,22,22,10,12,1,204,22.7
9,Los Angeles Rams,9,13,11,1,,,,,25,,0,23,24,9,15,,200,22.2
10,Miami Dolphins,9,11,8,1,,,2,,22,,0,21,22,15,20,,198,22.0
11,Philadelphia Eagles,9,11,12,,,1,1,,25,,0,23,25,6,9,,191,21.2
12,Washington Redskins,9,5,13,,,,,1,19,,0,16,19,20,21,,190,21.1
13,Minnesota Vikings,9,6,15,,,1,1,,23,,0,23,23,8,14,1,187,20.8
14,Atlanta Falcons,9,12,9,,,1,,,22,,0,21,22,10,14,,183,20.3
15,Detroit Lions,9,5,12,,1,,1,,19,,0,19,19,16,17,,181,20.1
16,Kansas City Chiefs,9,3,10,,,,3,1,17,,0,17,17,19,24,,176,19.6
17,New York Giants,9,7,10,,,,1,,18,,0,18,18,12,21,1,164,18.2
18,Tampa Bay Buccaneers,9,6,9,,,,,,15,,0,14,14,18,23,,158,17.6
19,Buffalo Bills,9,9,8,,,1,,,18,,0,15,17,9,18,,150,16.7
20,Denver Broncos,9,6,8,2,,,,,16,,0,15,16,11,13,2,148,16.4
21,New England Patriots,9,3,12,,1,,1,,17,,0,15,17,8,13,1,143,15.9
22,Chicago Bears,9,5,10,,,,1,,16,,0,16,16,9,20,1,141,15.7
23,Cleveland Browns,9,7,9,,,,1,,17,,0,17,17,7,16,,140,15.6
24,Houston Oilers,9,5,12,,,1,,,18,,0,16,18,4,6,,136,15.1
25,St. Louis Cardinals,9,10,6,,,,,,16,,0,15,16,8,13,,135,15.0
26,New Orleans Saints,9,8,8,,,,,,16,,0,15,16,6,13,,129,14.3
27,Seattle Seahawks,9,4,9,,,,1,,14,,0,13,14,10,14,,127,14.1
28,Baltimore Colts,9,4,6,,,1,1,,12,,0,11,11,10,18,,113,12.6
,Avg Team,,8.3,11.4,0.2,0.1,0.4,0.8,0.1,,,0.0,19.9,21.0,11.1,16.3,0.4,181.4,20.2
,League Total,,231,320,5,2,12,22,3,595,,0,557,587,311,456,10,5080,
,Avg Tm/G,,0.92,1.27,0.02,0.01,0.05,0.09,0.01,2.36,,0.00,2.21,2.33,1.23,1.81,0.04,20.2,
