Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,New England Patriots,16,19,37,1,2,1,4,1,65,,1,62,64,22,25,,518,32.4
2,San Diego Chargers,16,18,30,,,,3,,51,2,2,48,48,27,33,1,441,27.6
3,Philadelphia Eagles,16,18,28,1,,1,1,,49,1,2,47,47,32,38,,439,27.4
4,Indianapolis Colts,16,13,33,,1,1,2,1,51,,0,51,51,26,28,,435,27.2
5,Atlanta Falcons,16,14,28,1,1,1,2,,47,2,3,44,44,28,31,,414,25.9
6,Oakland Raiders,16,19,18,,3,1,2,1,44,,1,43,43,33,41,2,410,25.6
7,New York Giants,16,17,31,,,,,,48,1,1,47,47,19,23,,394,24.6
8,Dallas Cowboys,16,10,29,3,,1,3,,46,2,2,42,44,24,32,,394,24.6
9,Houston Texans,16,20,24,,,,,,44,1,1,43,43,27,30,,390,24.4
10,Green Bay Packers,16,11,31,,,1,3,,46,,0,46,46,22,28,,388,24.3
11,New Orleans Saints,16,9,33,,,,2,,44,,0,43,43,25,31,1,384,24.0
12,Pittsburgh Steelers,16,15,22,,1,,3,,41,2,2,38,38,29,37,,375,23.4
13,New York Jets,16,14,20,,2,,3,,39,1,1,37,37,30,39,2,367,22.9
14,Kansas City Chiefs,16,13,27,1,,,3,,44,,2,42,42,20,26,,366,22.9
15,Detroit Lions,16,11,26,,1,1,2,,41,2,5,35,36,25,30,1,362,22.6
16,Baltimore Ravens,16,11,25,,1,,3,,40,,0,39,39,26,29,,357,22.3
17,Tennessee Titans,16,13,24,1,1,,1,,40,1,2,38,38,24,26,2,356,22.3
18,Jacksonville Jaguars,16,14,26,1,,,,,41,,0,41,41,22,28,,353,22.1
19,Denver Broncos,16,13,25,,1,1,,,40,,1,38,39,22,25,,344,21.5
20,Tampa Bay Buccaneers,16,9,26,,1,,3,,39,1,3,36,36,23,28,,341,21.3
21,Chicago Bears,16,10,23,3,,,1,,37,1,2,35,35,25,30,,334,20.9
22,Cincinnati Bengals,16,8,26,,,1,1,,36,2,4,30,32,24,31,,322,20.1
23,Seattle Seahawks,16,13,14,,3,,2,1,33,2,2,31,31,25,30,1,310,19.4
24,San Francisco 49ers,16,10,19,1,,,3,1,34,1,1,33,33,22,27,,305,19.1
25,Washington Redskins,16,9,21,,1,1,1,,33,2,4,28,28,24,35,,302,18.9
26,St. Louis Rams,16,9,18,,,,,,27,,0,26,27,33,39,1,289,18.1
27,Arizona Cardinals,16,9,10,,2,7,3,,31,1,2,29,29,24,27,,289,18.1
28,Buffalo Bills,16,6,24,,1,1,2,,34,,2,31,32,16,21,,283,17.7
29,Minnesota Vikings,16,16,14,,1,1,1,,33,1,2,30,31,17,18,,281,17.6
30,Miami Dolphins,16,8,17,,,1,,,26,,1,25,25,30,41,1,273,17.1
31,Cleveland Browns,16,13,13,,,1,2,,29,,1,28,28,23,28,,271,16.9
32,Carolina Panthers,16,7,9,,,,1,,17,,0,17,17,25,29,1,196,12.3
,Avg Team,,12.5,23.5,0.4,0.7,0.7,1.8,0.2,,0.8,1.6,37.6,37.9,24.8,30.1,0.4,352.6,22.0
,League Total,,399,751,13,23,22,57,5,1270,26,50,1203,1214,794,964,13,11283,
,Avg Tm/G,,0.78,1.47,0.03,0.04,0.04,0.11,0.01,2.48,0.05,0.10,2.35,2.37,1.55,1.88,0.03,22.0,
