Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Buffalo Bills,16,20,28,,,1,2,2,53,,0,50,52,20,29,,428,26.8
2,Houston Oilers,16,10,37,,,1,1,,49,,0,46,49,21,32,1,405,25.3
3,Philadelphia Eagles,16,10,34,,,1,3,,48,,0,45,48,21,29,,396,24.8
4,Washington Redskins,16,16,22,,,1,2,,41,,0,41,41,30,40,2,381,23.8
5,Detroit Lions,16,19,24,,,2,1,,46,,0,46,46,17,26,,373,23.3
6,Kansas City Chiefs,16,11,23,,,1,1,2,38,,0,37,38,34,37,1,369,23.1
7,Cincinnati Bengals,16,16,25,1,,1,1,,44,,0,41,44,17,22,2,360,22.5
8,San Francisco 49ers,16,12,28,,,,,,40,,0,39,39,24,36,1,353,22.1
9,Minnesota Vikings,16,10,25,,,2,2,,39,,0,38,38,25,28,2,351,21.9
10,Atlanta Falcons,16,11,21,1,1,2,3,1,40,,0,40,40,22,33,1,348,21.8
11,Chicago Bears,16,22,14,1,,1,1,,39,,0,36,37,26,37,,348,21.8
12,Los Angeles Rams,16,17,24,,1,,1,,43,,0,42,43,15,24,,345,21.6
13,Los Angeles Raiders,16,20,19,,,2,1,,42,,0,40,42,15,20,,337,21.1
14,Miami Dolphins,16,13,21,,,2,2,1,39,,0,37,37,21,25,1,336,21.0
15,New York Giants,16,17,18,1,,1,2,,39,,0,38,39,21,28,,335,20.9
16,Denver Broncos,16,19,15,,,1,1,,36,,0,34,36,25,34,3,331,20.7
17,San Diego Chargers,16,14,18,2,,2,,,36,,0,34,36,21,28,1,315,19.7
18,Seattle Seahawks,16,18,15,,,1,,,34,,0,33,34,23,32,,306,19.1
19,New York Jets,16,16,14,1,,1,,,32,,0,32,32,23,26,1,295,18.4
20,Pittsburgh Steelers,16,11,20,1,,,1,,33,,0,32,32,20,25,1,292,18.3
21,Indianapolis Colts,16,9,22,,,1,1,,33,,0,32,33,17,24,,281,17.6
22,New Orleans Saints,16,14,15,,,,1,,30,,0,29,29,21,27,1,274,17.1
23,Green Bay Packers,16,5,20,,1,1,1,1,29,,0,28,29,23,30,,271,16.9
24,Phoenix Cardinals,16,13,16,,,,2,,31,,0,31,31,17,27,,268,16.8
25,Tampa Bay Buccaneers,16,7,18,,,,3,,28,,0,27,27,23,27,,264,16.5
26,Dallas Cowboys,16,13,12,,1,,1,,27,,0,26,26,18,25,1,244,15.3
27,Cleveland Browns,16,10,13,,2,1,1,,27,,0,24,27,14,20,,228,14.3
28,New England Patriots,16,4,14,,,1,,,19,,0,19,19,16,22,,181,11.3
,Avg Team,,13.5,20.5,0.3,0.2,1.0,1.3,0.3,,,0.0,35.6,36.6,21.1,28.3,0.7,322.0,20.1
,League Total,,377,575,8,6,27,35,7,1035,,0,997,1024,590,793,19,9015,
,Avg Tm/G,,0.84,1.28,0.02,0.01,0.06,0.08,0.02,2.31,,0.00,2.23,2.29,1.32,1.77,0.04,20.1,
